,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
483,IL1B,NP_032387.1,"[('XP_022536472.2', 'LOC103026214'), ('XP_022536473.2', 'LOC111194997')]",484
484,IL1RL1,NP_001407279.1,"[('XP_022541495.2', 'IL1RL1'), ('XP_022541496.2', 'IL1RL1')]",485
485,ILF2,NP_080650.1,"[('XP_007249327.2', 'ILF2'), ('XP_007249328.2', 'ILF2'), ('XP_049331329.1', 'ILF2')]",486
486,ILF3,XP_011240705.1,"[('XP_007242018.3', 'ILF3B'), ('XP_007242019.3', 'ILF3B'), ('XP_049323584.1', 'ILF3B'), ('XP_049323586.1', 'ILF3B'), ('XP_049323587.1', 'ILF3B')]",487
487,ILK,NP_034692.2,"[('XP_007247330.1', 'ILK')]",488
488,ING1,NP_036049.2,"[('XP_007228759.3', 'LOC103029173'), ('XP_007253285.2', 'ING1')]",489
489,ING4,NP_001355624.1,"[('XP_007258320.1', 'ING4')]",490
490,INHA,NP_034694.3,"[('XP_007244302.2', 'INHA')]",491
491,INPP5D,XP_006529212.1,"[('XP_022531201.2', 'INPP5D')]",492
492,INS1,NP_032412.3,"[('XP_007247543.2', 'INSB'), ('XP_007261072.1', 'INS')]",493
493,INS2,NP_001172012.1,"[('XP_007247543.2', 'INSB'), ('XP_007261072.1', 'INS')]",494
494,INSIG1,NP_705746.1,"[('XP_022533479.1', 'INSIG1')]",495
495,INSM1,NP_058585.2,"[('XP_007255508.3', 'INSM1A')]",496
496,INSR,XP_006508764.1,"[('XP_007236388.3', 'INSRA'), ('XP_007236609.3', 'INSRB')]",497
497,IRAK1,NP_001171447.1,"[('XP_022526582.2', 'IRAK1')]",498
498,IRF2,XP_011240477.1,"[('XP_007247534.2', 'IRF2'), ('XP_007247535.2', 'IRF2')]",499
499,IRF3,XP_006541058.1,"[('XP_007248791.3', 'IRF3'), ('XP_007248792.3', 'IRF3')]",500
500,IRF5,XP_006505158.1,"[('XP_022527369.2', 'IRF5')]",501
501,IRF6,NP_058547.2,"[('XP_049327779.1', 'IRF6')]",502
502,IRF7,XP_006536277.1,"[('XP_007228105.2', 'IRF7'), ('XP_007228106.2', 'IRF7')]",503
503,IRF8,NP_032346.1,"[('XP_007244056.1', 'IRF8')]",504
504,IRS1,NP_034700.2,"[('XP_007233587.2', 'IRS1'), ('XP_049322984.1', 'IRS1')]",505
505,IRX3,NP_001240751.1,"[('XP_049327300.1', 'IRX3A')]",506
506,IRX5,NP_061296.1,"[('XP_049327210.1', 'IRX5A')]",507
507,ITCH,NP_032421.2,"[('XP_007252741.2', 'ITCHA'), ('XP_022524317.2', 'ITCHB')]",508
508,ITGA4,NP_034706.3,"[('XP_049340800.1', 'ITGA4')]",509
509,ITGA6,NP_001264899.1,"[('XP_049340510.1', 'ITGA6A'), ('XP_049340511.1', 'ITGA6A')]",510
510,ITGA7,XP_030100775.1,"[('XP_007248426.3', 'ITGA7'), ('XP_007248427.3', 'ITGA7'), ('XP_049327666.1', 'ITGA7')]",511
511,ITGAM,NP_001076429.1,"[('XP_049320697.1', 'LOC103046566'), ('XP_049320698.1', 'LOC103046566')]",512
512,ITGB6,NP_067334.1,"[('XP_007237399.3', 'ITGB6')]",513
513,ITM2A,NP_032435.2,"[('XP_022539456.1', 'LOC103040018')]",514
514,ITPR1,XP_006505686.1,"[('XP_022531484.2', 'ITPR1A'), ('XP_022531485.2', 'ITPR1A'), ('XP_022531486.2', 'ITPR1A'), ('XP_022531487.2', 'ITPR1A'), ('XP_049327884.1', 'ITPR1B'), ('XP_049327885.1', 'ITPR1B'), ('XP_049327886.1', 'ITPR1B'), ('XP_049327887.1', 'ITPR1B'), ('XP_049327888.1', 'ITPR1B'), ('XP_049327889.1', 'ITPR1B'), ('XP_049327890.1', 'ITPR1B'), ('XP_049327891.1', 'ITPR1B'), ('XP_049327892.1', 'ITPR1B'), ('XP_049327893.1', 'ITPR1B'), ('XP_049327894.1', 'ITPR1B'), ('XP_049327895.1', 'ITPR1B'), ('XP_049327896.1', 'ITPR1B'), ('XP_049327897.1', 'ITPR1B'), ('XP_049327898.1', 'ITPR1B'), ('XP_049327899.1', 'ITPR1B'), ('XP_049327900.1', 'ITPR1B'), ('XP_049327901.1', 'ITPR1B'), ('XP_049327902.1', 'ITPR1B'), ('XP_049327903.1', 'ITPR1B'), ('XP_049327904.1', 'ITPR1B'), ('XP_049327905.1', 'ITPR1B'), ('XP_049327906.1', 'ITPR1B'), ('XP_049327907.1', 'ITPR1B')]",515
515,JAG1,NP_038850.1,"[('XP_022522949.2', 'JAG1B')]",516
516,JAK2,NP_001041642.1,"[('XP_007252861.3', 'JAK2A'), ('XP_049322277.1', 'JAK2A'), ('XP_049322278.1', 'JAK2A'), ('XP_049326582.1', 'JAK2B')]",517
517,JAZF1,NP_775582.2,"[('XP_049336590.1', 'JAZF1B')]",518
518,JMJD1C,XP_006513098.1,"[('XP_049320800.1', 'JMJD1CB'), ('XP_049320801.1', 'JMJD1CB')]",519
519,JUN,NP_034721.1,"[('XP_007259538.1', 'JUN')]",520
520,JUNB,NP_032442.1,"[('XP_007229851.2', 'JUNBB')]",521
521,JUND,NP_034722.1,"[('XP_007236017.1', 'JUND')]",522
522,KCNA5,NP_666095.1,"[('XP_007237155.3', 'LOC103038615')]",523
523,KCNB1,XP_017171221.1,"[('XP_007253348.3', 'LOC103041067'), ('XP_007253437.3', 'KCNB1')]",524
524,KCND2,NP_062671.1,"[('XP_049329253.1', 'KCND2')]",525
525,KCNIP3,NP_001277934.1,"[('XP_049341922.1', 'KCNIP3A')]",526
526,KCNN3,NP_536714.2,"[('XP_022529946.1', 'KCNN3')]",527
527,KCNN4,NP_001399535.1,"[('XP_022529976.2', 'KCNN4')]",528
528,KCNV2,NP_899002.1,"[('XP_007255083.2', 'KCNV2A')]",529
529,KDM5A,NP_666109.2,"[('XP_049329534.1', 'KDM5A'), ('XP_049329535.1', 'KDM5A'), ('XP_049329536.1', 'KDM5A'), ('XP_049329537.1', 'KDM5A'), ('XP_049329538.1', 'KDM5A'), ('XP_049329539.1', 'KDM5A'), ('XP_049329541.1', 'KDM5A'), ('XP_049329545.1', 'KDM5A')]",530
530,KDM5C,NP_001390000.1,"[('XP_007234688.2', 'KDM5C'), ('XP_007234689.2', 'KDM5C'), ('XP_049342233.1', 'KDM5C')]",531
531,KDR,NP_001390070.1,"[('XP_022520175.2', 'KDR')]",532
532,KEAP1,NP_001103775.1,"[('XP_007231370.1', 'KEAP1B'), ('XP_007231372.1', 'KEAP1B'), ('XP_007231373.1', 'KEAP1B'), ('XP_049335308.1', 'KEAP1B')]",533
533,KHDRBS1,NP_035447.3,"[('XP_007249462.2', 'KHDRBS1B')]",534
534,KIF17,NP_034753.1,"[('XP_022538041.2', 'KIF17'), ('XP_022538042.2', 'KIF17')]",535
535,KIF26B,NP_001155137.1,"[('XP_049319430.1', 'KIF26BA'), ('XP_049319431.1', 'KIF26BA'), ('XP_049319432.1', 'KIF26BA'), ('XP_049319433.1', 'KIF26BA'), ('XP_049319434.1', 'KIF26BA')]",536
536,KIT,NP_001116205.1,"[('XP_022520162.1', 'KITA'), ('XP_022520167.1', 'KITA'), ('XP_022520169.1', 'KITA'), ('XP_049337789.1', 'KITA')]",537
537,KLF13,NP_067341.2,"[('XP_007246548.3', 'KLF13')]",538
538,KLF2,NP_032478.2,"[('XP_007240178.3', 'KLF2A')]",539
539,KLF3,XP_006503814.1,"[('XP_022537447.2', 'KLF3')]",540
540,KLF4,NP_034767.2,"[('XP_007230681.2', 'KLF4')]",541
541,KLF7,XP_030099629.1,"[('XP_007260495.1', 'KLF7B')]",542
542,KLF9,NP_034768.2,"[('XP_049337828.1', 'ZGC:153115')]",543
543,L1CAM,NP_001361623.1,"[('XP_022532652.2', 'L1CAMA'), ('XP_022532654.2', 'L1CAMA'), ('XP_022532655.2', 'L1CAMA'), ('XP_022532656.2', 'L1CAMA'), ('XP_049318827.1', 'L1CAMB'), ('XP_049318828.1', 'L1CAMB')]",544
544,LAMA4,NP_034811.2,"[('XP_049333648.1', 'LAMA4'), ('XP_049333657.1', 'LAMA4')]",545
545,LBX1,NP_034821.2,"[('XP_007249511.2', 'LBX1A')]",546
546,LCT,NP_001074547.1,"[('XP_022535908.2', 'LOC103029218')]",547
547,LDB1,XP_006526786.3,"[('XP_007246171.1', 'LDB1B'), ('XP_015460535.1', 'LDB1B'), ('XP_049337145.1', 'LDB1A'), ('XP_049337146.1', 'LDB1A')]",548
548,LDHA,NP_001129541.2,"[('XP_007228114.1', 'LDHA')]",549
549,LDHB,NP_001303251.1,"[('XP_007228239.1', 'LDHBB'), ('XP_007228240.1', 'LDHBB'), ('XP_007230736.1', 'LDHBA')]",550
550,LDHD,NP_081846.3,"[('XP_022539602.2', 'LDHD')]",551
551,LEF1,NP_001365988.1,"[('XP_007229532.2', 'LEF1'), ('XP_022540228.1', 'LEF1'), ('XP_022540229.1', 'LEF1')]",552
552,LEFTY1,NP_034224.1,"[('XP_049336983.1', 'LFT1')]",553
553,LFNG,NP_032520.1,"[('XP_049331473.1', 'LFNG'), ('XP_049331474.1', 'LFNG'), ('XP_049331475.1', 'LFNG'), ('XP_049331476.1', 'LFNG'), ('XP_049331477.1', 'LFNG'), ('XP_049331478.1', 'LFNG'), ('XP_049331479.1', 'LFNG'), ('XP_049331480.1', 'LFNG'), ('XP_049331481.1', 'LFNG'), ('XP_049331482.1', 'LFNG')]",554
554,LGALS4,NP_034836.1,"[('XP_022542188.2', 'LOC103039168')]",555
555,LHB,NP_032523.2,"[('XP_007243865.2', 'LHB')]",556
556,LHX2,NP_001407283.1,"[('XP_007229184.1', 'LHX2B')]",557
557,LHX3,NP_034841.2,"[('XP_022522124.1', 'LHX3'), ('XP_049321869.1', 'LHX3')]",558
558,LHX4,NP_034842.2,"[('XP_007237040.3', 'LHX4'), ('XP_049341744.1', 'LHX4')]",559
559,LHX6,NP_001076594.1,"[('XP_022536681.2', 'LHX6A'), ('XP_022536682.2', 'LHX6A'), ('XP_049324513.1', 'LHX6A')]",560
560,LHX9,XP_030107588.1,"[('XP_007233288.2', 'LHX9')]",561
561,LIN28A,NP_665832.1,"[('XP_007249667.3', 'LIN28AA'), ('XP_015461378.2', 'LIN28AA')]",562
562,LIN9,NP_001096652.3,"[('XP_007253976.1', 'LIN9')]",563
563,LIPC,NP_001311401.1,"[('XP_049327112.1', 'LIPCA')]",564
564,LIPE,XP_006539633.2,"[('XP_007232502.1', 'LIPEB'), ('XP_007232503.1', 'LIPEB'), ('XP_015456562.1', 'LIPEB'), ('XP_022535490.1', 'LIPEB'), ('XP_049320101.1', 'LIPEB')]",565
565,LMNA,NP_001002011.2,"[('XP_007249792.3', 'LMNA')]",566
566,LMO2,NP_001135807.1,"[('XP_022520084.1', 'LMO2')]",567
567,LMO3,XP_036021636.1,"[('XP_007259815.1', 'LMO3'), ('XP_007259816.1', 'LMO3'), ('XP_007259817.1', 'LMO3'), ('XP_049329278.1', 'LMO3')]",568
568,LMO4,NP_001155241.1,"[('XP_007235925.1', 'LMO4B'), ('XP_007235926.1', 'LMO4B')]",569
569,LMX1B,NP_034855.3,"[('XP_007248041.2', 'LMX1BB'), ('XP_015460996.1', 'LMX1BB'), ('XP_015460997.1', 'LMX1BB')]",570
570,LPL,NP_032535.2,"[('XP_007240188.3', 'LPL')]",571
571,LRP1,NP_032538.2,"[('XP_049318847.1', 'LRP1AB'), ('XP_049318848.1', 'LRP1AB'), ('XP_049318849.1', 'LRP1AB'), ('XP_049318850.1', 'LRP1AB'), ('XP_049318851.1', 'LRP1AB'), ('XP_049327866.1', 'LRP1AA'), ('XP_049327867.1', 'LRP1AA'), ('XP_049327868.1', 'LRP1AA'), ('XP_049327869.1', 'LRP1AA')]",572
572,LRRC10,NP_666354.1,"[('XP_007246648.3', 'LRRC10'), ('XP_015460602.3', 'LRRC10')]",573
573,LSS,NP_666118.1,"[('XP_007260031.3', 'LSS')]",574
574,LXN,NP_058033.2,"[('XP_022534496.2', 'LXN'), ('XP_049334624.1', 'LXN'), ('XP_049334625.1', 'LXN')]",575
575,MAB21L1,NP_034880.1,"[('XP_007258589.2', 'MAB21L1'), ('XP_015462159.2', 'MAB21L2')]",576
576,MAB21L2,NP_035969.2,"[('XP_007258589.2', 'MAB21L1'), ('XP_015462159.2', 'MAB21L2')]",577
577,MAD2L1,NP_001342553.1,"[('XP_049339018.1', 'MAD2L1')]",578
578,MAF,NP_001020748.2,"[('XP_007244330.2', 'MAFB'), ('XP_007244331.2', 'MAFB')]",579
579,MAFB,NP_034788.1,"[('XP_007239571.1', 'MAFBA')]",580
580,MAFK,XP_006504716.1,"[('XP_022539093.2', 'MAFK')]",581
581,MAOA,NP_776101.3,"[('XP_007227886.2', 'MAO')]",582
582,MAP1A,NP_115769.1,"[('XP_022520892.2', 'MAP1AA')]",583
583,MAP3K5,NP_032606.4,"[('XP_049335377.1', 'MAP3K5'), ('XP_049335378.1', 'MAP3K5')]",584
584,MAP3K7,NP_033342.1,"[('XP_007254978.3', 'MAP3K7'), ('XP_049335299.1', 'MAP3K7'), ('XP_049335304.1', 'MAP3K7')]",585
585,MAPK3,NP_036082.1,"[('XP_007234538.2', 'MAPK3')]",586
586,MAPK8IP1,NP_035292.2,"[('XP_007236295.2', 'MAPK8IP1B'), ('XP_022525210.2', 'MAPK8IP1B')]",587
587,MAST1,XP_006531280.1,"[('XP_022530284.2', 'MAST1A'), ('XP_022530285.2', 'MAST1A'), ('XP_022538616.1', 'MAST1B'), ('XP_049332095.1', 'MAST1B'), ('XP_049332096.1', 'MAST1B'), ('XP_049332097.1', 'MAST1B'), ('XP_049332098.1', 'MAST1B')]",588
588,MATN1,NP_034899.2,"[('XP_022539009.1', 'MATN1')]",589
589,MBD3,NP_001293072.1,"[('XP_049321648.1', 'MBD3B'), ('XP_049321649.1', 'MBD3B'), ('XP_049321650.1', 'MBD3B'), ('XP_049321651.1', 'MBD3B'), ('XP_049321652.1', 'MBD3B')]",590
590,MCM2,NP_032590.2,"[('XP_007251563.2', 'MCM2'), ('XP_015461879.2', 'MCM2')]",591
591,MCM3,NP_032589.1,"[('XP_007245410.3', 'MCM3')]",592
592,MCM5,NP_032592.2,"[('XP_022529328.1', 'MCM5')]",593
593,MCM6,NP_032593.1,"[('XP_007230927.3', 'MCM6')]",594
594,MCM7,NP_032594.1,"[('XP_022532531.2', 'MCM7')]",595
595,MCM8,NP_001277983.1,"[('XP_022528767.2', 'MCM8'), ('XP_049319803.1', 'MCM8'), ('XP_049319804.1', 'MCM8'), ('XP_049319805.1', 'MCM8')]",596
596,MCTS1,XP_036017981.1,"[('XP_015462617.1', 'MCTS1')]",597
597,MDM2,NP_034916.1,"[('XP_007241080.2', 'MDM2'), ('XP_007241081.2', 'MDM2')]",598
598,MDM4,NP_032601.2,"[('XP_007247834.1', 'MDM4'), ('XP_007247835.1', 'MDM4'), ('XP_022538414.1', 'MDM4'), ('XP_022538415.1', 'MDM4'), ('XP_049327549.1', 'MDM4'), ('XP_049327550.1', 'MDM4')]",599
599,MECOM,NP_001357698.1,"[('XP_049323339.1', 'MECOM'), ('XP_049323343.1', 'MECOM'), ('XP_049323344.1', 'MECOM'), ('XP_049323348.1', 'MECOM'), ('XP_049323349.1', 'MECOM')]",600
600,MED23,XP_036011884.1,"[('XP_049334942.1', 'MED23'), ('XP_049334948.1', 'MED23')]",601
601,MED8,XP_006503554.1,"[('XP_007244222.2', 'MED8')]",602
602,MEF2A,NP_001278120.1,"[('XP_049339618.1', 'MEF2AA'), ('XP_049339619.1', 'MEF2AA'), ('XP_049339620.1', 'MEF2AA'), ('XP_049339621.1', 'MEF2AA'), ('XP_049339623.1', 'MEF2AA')]",603
603,MEF2D,XP_017174961.1,"[('XP_049336006.1', 'MEF2D'), ('XP_049336012.1', 'MEF2D'), ('XP_049336013.1', 'MEF2D'), ('XP_049336015.1', 'MEF2D')]",604
604,MEIS2,XP_030104081.1,"[('XP_007257447.3', 'MEIS2A'), ('XP_007257448.3', 'MEIS2A'), ('XP_007257449.3', 'MEIS2A'), ('XP_015463373.3', 'MEIS2A'), ('XP_022528801.2', 'MEIS2A'), ('XP_022528802.2', 'MEIS2A'), ('XP_022528803.2', 'MEIS2A'), ('XP_049319856.1', 'MEIS2A')]",605
605,MERTK,NP_032613.1,"[('XP_007228805.3', 'MERTKA')]",606
606,MET,NP_032617.2,"[('XP_022539754.2', 'MET')]",607
607,MFN2,NP_573464.2,"[('XP_007247976.3', 'MFN2'), ('XP_049341811.1', 'MFN2')]",608
608,MGA,XP_017174451.1,"[('XP_007251955.3', 'MGAA'), ('XP_049319318.1', 'MGAA'), ('XP_049319319.1', 'MGAA')]",609
609,MGMT,NP_001399629.1,"[('XP_007258977.1', 'MGMT')]",610
610,MGST1,NP_001334418.1,"[('XP_007259814.1', 'MGST1.1')]",611
611,MIA,NP_062267.2,"[('XP_015460286.1', 'MIA')]",612
612,MIF,NP_034928.1,"[('XP_007235360.1', 'MIF')]",613
613,MIP,NP_032626.2,"[('XP_007233064.4', 'MIPB'), ('XP_007257935.1', 'MIPA')]",614
614,MITF,NP_001106669.1,"[('XP_049318690.1', 'MITFB'), ('XP_049318691.1', 'MITFB')]",615
615,MLLT3,NP_081602.3,"[('XP_007255125.3', 'MLLT3')]",616
616,MLXIPL,XP_006504540.1,"[('XP_022521483.2', 'LOC103022906'), ('XP_022521484.2', 'LOC103022906')]",617
617,MME,NP_001344264.1,"[('XP_049339380.1', 'LOC103041883'), ('XP_049339381.1', 'LOC103041883'), ('XP_049339382.1', 'LOC103041883')]",618
618,MMP13,NP_032633.1,"[('XP_007258583.3', 'MMP13B')]",619
619,MMP15,NP_032635.1,"[('XP_049321440.1', 'MMP15B')]",620
620,MMP19,NP_067387.1,"[('XP_007229705.1', 'MMP19'), ('XP_022526666.2', 'LOC103027674')]",621
621,MMP2,XP_006530814.1,"[('XP_049326974.1', 'MMP2')]",622
622,MMP9,NP_038627.1,"[('XP_007231993.3', 'MMP9')]",623
623,MORF4L1,NP_077751.1,"[('XP_007249206.1', 'MORF4L1')]",624
624,MPL,NP_001272425.1,"[('XP_022531564.2', 'MPL')]",625
625,MRC1,NP_032651.2,"[('XP_022533357.2', 'MRC1A'), ('XP_022533358.2', 'MRC1A')]",626
626,MRGBP,NP_082755.1,"[('XP_007234720.1', 'LOC103045075'), ('XP_007234721.1', 'LOC103045075'), ('XP_049342303.1', 'LOC103045075')]",627
627,MSI1,NP_032655.1,"[('XP_007247185.1', 'MSI1B')]",628
628,MSTN,NP_034964.1,"[('XP_007253308.2', 'MSTNB')]",629
629,MSX1,NP_034965.2,"[('XP_007240755.4', 'MSX1A')]",630
630,MTF1,NP_032662.3,"[('XP_007249672.2', 'MTF1'), ('XP_022529461.1', 'MTF1')]",631
631,MTF2,NP_038855.2,"[('XP_022534312.2', 'MTF2')]",632
632,MTOR,NP_064393.2,"[('XP_007248019.2', 'MTOR')]",633
633,MTTP,NP_001156929.1,"[('XP_022537424.2', 'LOC103028418'), ('XP_049328415.1', 'LOC103028418')]",634
634,MUC5AC,XP_006508562.1,"[('XP_049321920.1', 'LOC103035069')]",635
635,MVK,XP_006530246.1,"[('XP_049326221.1', 'MVK')]",636
636,MXD1,NP_001397005.1,"[('XP_022520400.2', 'MXD1'), ('XP_022520401.2', 'MXD1')]",637
637,MXI1,NP_001008542.2,"[('XP_022521171.1', 'MXI1')]",638
638,MYB,NP_034978.3,"[('XP_007257902.3', 'MYB')]",639
639,MYBL1,XP_006495524.1,"[('XP_022537868.2', 'MYBL1')]",640
640,MYBL2,XP_006498936.1,"[('XP_022538053.2', 'MYBL2B')]",641
641,MYD88,NP_034981.1,"[('XP_007253619.2', 'MYD88')]",642
642,MYEF2,XP_030104088.1,"[('XP_022542714.2', 'MYEF2')]",643
643,MYF5,XP_006513382.1,"[('XP_007232869.2', 'MYF5')]",644
644,MYF6,NP_032683.1,"[('XP_007232868.2', 'MYF6')]",645
645,MYH7B,NP_001078847.1,"[('XP_007249994.3', 'MYH7BB')]",646
646,MYL1,XP_036018509.1,"[('XP_007234897.1', 'MYL1')]",647
647,MYL2,NP_034991.3,"[('XP_007247247.1', 'MYL2B'), ('XP_022521520.1', 'MYL2A')]",648
648,MYL6,NP_034990.1,"[('XP_007246827.1', 'ZGC:153867'), ('XP_007254312.1', 'MYL6'), ('XP_007254313.1', 'MYL6'), ('XP_022532635.1', 'ZGC:153867'), ('XP_022532636.1', 'ZGC:153867'), ('XP_049318720.1', 'ZGC:153867')]",649
649,MYL9,NP_742116.1,"[('XP_007229373.1', 'LOC103037289'), ('XP_007229374.1', 'LOC103037289'), ('XP_007229375.1', 'LOC103037289'), ('XP_007233494.2', 'MYL9A'), ('XP_007240094.1', 'MYL12.1'), ('XP_007253363.1', 'MYL9B')]",650
650,MYO6,NP_001395181.1,"[('XP_022520759.2', 'MYO6A'), ('XP_022520765.2', 'MYO6A'), ('XP_022520780.2', 'MYO6A'), ('XP_022528602.2', 'MYO6B'), ('XP_022528604.2', 'MYO6B'), ('XP_049319712.1', 'MYO6B'), ('XP_049335538.1', 'MYO6A'), ('XP_049335539.1', 'MYO6A'), ('XP_049335540.1', 'MYO6A'), ('XP_049335548.1', 'MYO6A'), ('XP_049335553.1', 'MYO6A'), ('XP_049335555.1', 'MYO6A')]",651
651,MYOD1,NP_034996.2,"[('XP_007228164.2', 'MYOD1'), ('XP_007228165.2', 'MYOD1')]",652
652,MYOG,NP_112466.1,"[('XP_007247821.2', 'MYOG'), ('XP_022538423.2', 'MYOG'), ('XP_049327918.1', 'MYOG')]",653
653,MYOM2,NP_001401117.1,"[('XP_022540928.2', 'MYOM2B'), ('XP_049321844.1', 'MYOM2A'), ('XP_049321846.1', 'MYOM2A'), ('XP_049321847.1', 'MYOM2A'), ('XP_049321848.1', 'MYOM2A'), ('XP_049321849.1', 'MYOM2A')]",654
654,MYOM3,NP_001078978.1,"[('XP_022522135.2', 'MYOM3')]",655
655,MYOZ2,NP_067478.1,"[('XP_007232786.2', 'MYOZ2B')]",656
656,NAB1,NP_001407276.1,"[('XP_007253296.3', 'NAB1B'), ('XP_049340865.1', 'NAB1B'), ('XP_049340866.1', 'NAB1B')]",657
657,NAB2,NP_001116367.1,"[('XP_049327865.1', 'NAB2')]",658
658,NAPEPLD,NP_001346893.1,"[('XP_049330940.1', 'NAPEPLD'), ('XP_049330941.1', 'NAPEPLD'), ('XP_049330942.1', 'NAPEPLD')]",659
659,NAT2,XP_006509655.1,"[('XP_007244906.3', 'LOC103022041'), ('XP_007245018.3', 'LOC103025468'), ('XP_015460169.3', 'LOC103021503'), ('XP_015460170.3', 'LOC103021503')]",660
660,NCAM1,NP_001074914.1,"[('XP_022531747.2', 'NCAM1A'), ('XP_049322452.1', 'NCAM1A'), ('XP_049322453.1', 'NCAM1A'), ('XP_049322454.1', 'NCAM1A'), ('XP_049322455.1', 'NCAM1A'), ('XP_049322456.1', 'NCAM1A'), ('XP_049322457.1', 'NCAM1A'), ('XP_049322460.1', 'NCAM1A'), ('XP_049322461.1', 'NCAM1A'), ('XP_049322771.1', 'NCAM1B'), ('XP_049322772.1', 'NCAM1B'), ('XP_049322773.1', 'NCAM1B'), ('XP_049322774.1', 'NCAM1B'), ('XP_049322775.1', 'NCAM1B')]",661
661,NCF1,NP_035006.3,"[('XP_007245354.3', 'NCF1'), ('XP_022536288.1', 'NCF1')]",662
662,NCK2,XP_030107914.1,"[('XP_007238073.3', 'NCK2B'), ('XP_049335376.1', 'NCK2B'), ('XP_049340812.1', 'NCK2A'), ('XP_049340813.1', 'NCK2A'), ('XP_049340814.1', 'NCK2A')]",663
663,NCOA2,XP_030107955.1,"[('XP_007260173.3', 'NCOA2'), ('XP_007260174.3', 'NCOA2')]",664
664,NCOA3,NP_032705.2,"[('XP_022532498.2', 'LOC103026609')]",665
665,NCOA5,NP_659141.1,"[('XP_022531322.2', 'NCOA5'), ('XP_022531323.2', 'NCOA5'), ('XP_022531324.2', 'NCOA5'), ('XP_022531325.2', 'NCOA5'), ('XP_022531326.2', 'NCOA5')]",666
666,NDP,NP_035013.1,"[('XP_007227885.1', 'LOC103033400')]",667
667,NECTIN1,NP_067399.2,"[('XP_049339615.1', 'NECTIN1B')]",668
668,NECTIN2,NP_033016.3,"[('XP_007250916.2', 'SI:CH73-22O12.1'), ('XP_049332162.1', 'PVRL2L')]",669
669,NECTIN4,NP_082169.2,"[('XP_022534610.2', 'NECTIN4B'), ('XP_022534612.2', 'NECTIN4B')]",670
670,NELFCD,NP_065605.3,"[('XP_022519445.1', 'NELFCD')]",671
671,NEUROD1,NP_035024.1,"[('XP_007244428.2', 'NEUROD1')]",672
672,NEUROD4,NP_001316419.1,"[('XP_007246823.3', 'NEUROD4')]",673
673,NEUROD6,NP_033847.1,"[('XP_022529338.2', 'NEUROD6A')]",674
674,NFAT5,NP_001273189.1,"[('XP_049321558.1', 'NFAT5B'), ('XP_049321559.1', 'NFAT5B'), ('XP_049321560.1', 'NFAT5B')]",675
675,NFATC3,NP_001355726.1,"[('XP_007246953.3', 'NFATC3A'), ('XP_022522825.2', 'NFATC3A')]",676
676,NFE2L2,NP_035032.1,"[('XP_007258019.3', 'NFE2L2A')]",677
677,NFIC,XP_030100800.1,"[('XP_022525939.2', 'NFIC'), ('XP_022525940.2', 'NFIC')]",678
678,NFIX,XP_036009691.1,"[('XP_049325420.1', 'NFIXA'), ('XP_049325421.1', 'NFIXA'), ('XP_049325422.1', 'NFIXA'), ('XP_049325424.1', 'NFIXA')]",679
679,NFKB1,NP_032715.2,"[('XP_049323949.1', 'NFKB1')]",680
680,NFKB2,NP_001170841.1,"[('XP_022540294.2', 'NFKB2'), ('XP_022540295.2', 'NFKB2')]",681
681,NFYB,NP_035044.1,"[('XP_007233654.2', 'NFYBA')]",682
682,NFYC,NP_001408222.1,"[('XP_015460388.3', 'NFYC'), ('XP_015460390.3', 'NFYC'), ('XP_022538966.2', 'NFYC')]",683
683,NGF,XP_006501171.1,"[('XP_007253404.1', 'NGFB')]",684
684,NHLH1,NP_035046.1,"[('XP_007227806.1', 'NHLH2'), ('XP_007259110.1', 'LOC103035065')]",685
685,NHLH2,NP_848892.1,"[('XP_007227806.1', 'NHLH2'), ('XP_007259110.1', 'LOC103035065')]",686
686,NKX2-3,NP_032725.1,"[('XP_007240437.1', 'NKX2.3')]",687
687,NKX6-1,NP_659204.1,"[('XP_007237510.2', 'NKX6.1')]",688
688,NLRP12,XP_006540194.1,"[('XP_049318887.1', 'LOC103042819'), ('XP_049324253.1', 'LOC125780488'), ('XP_049324269.1', 'LOC125780488'), ('XP_049332900.1', 'LOC111188496'), ('XP_049332901.1', 'LOC111188496'), ('XP_049332902.1', 'LOC111188496'), ('XP_049332930.1', 'LOC111197417'), ('XP_049332931.1', 'LOC111197417'), ('XP_049332932.1', 'LOC111197417'), ('XP_049332933.1', 'LOC111197417'), ('XP_049332934.1', 'LOC111197417'), ('XP_049332968.1', 'LOC125801100'), ('XP_049332969.1', 'LOC125801100')]",689
689,NMNAT2,NP_780669.1,"[('XP_022533636.1', 'NMNAT2')]",690
690,NOCT,NP_033964.1,"[('XP_015461159.1', 'NOCTA'), ('XP_022540111.1', 'NOCTA'), ('XP_022540112.1', 'NOCTA')]",691
691,NODAL,NP_038639.2,"[('XP_007242989.3', 'NDR2')]",692
692,NONO,NP_001413149.1,"[('XP_007257544.1', 'NONO'), ('XP_007257545.1', 'NONO')]",693
693,NOP56,NP_077155.2,"[('XP_007246079.3', 'NOP56')]",694
694,NOS1,NP_032738.1,"[('XP_022523017.2', 'NOS1')]",695
695,NOSTRIN,NP_853525.3,"[('XP_022535740.2', 'NOSTRIN')]",696
