,Model_nodos,NCBI_Product_accesion,Dmel,a,a2,Ast,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
4317,HIL,NP_611493.2,Drosophila_melanogaster,NP_611493.2,HIL,Astyanax_mexicanus,XP_007230947.3,KY,2.54e-26,120.0,1.3600000000000002e-26,120.0
4318,HIL,NP_611493.2,Drosophila_melanogaster,NP_611493.2,HIL,Astyanax_mexicanus,XP_007230948.3,KY,5.08e-26,119.0,2.7100000000000004e-26,119.0
4319,HIM,NP_573273.1,,,,,,,,,,
4320,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_022538653.2,LOC103033143,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4321,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_022538654.2,LOC103033143,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4322,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_022538655.2,LOC103033143,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4323,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_022538656.2,LOC103033143,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4324,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_049329463.1,LOC125794067,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4325,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_049329464.1,LOC125794067,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4326,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_049329465.1,LOC125794067,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4327,HIP,NP_570074.3,Drosophila_melanogaster,NP_570074.3,HIP,Astyanax_mexicanus,XP_049329466.1,LOC125794067,1.5899999999999999e-46,186.0,7.500000000000001e-47,186.0
4328,HIP14,NP_001261910.1,Drosophila_melanogaster,NP_001261910.1,HIP14,Astyanax_mexicanus,XP_022542059.2,ZDHHC17,1.01e-144,513.0,4.66e-145,513.0
4329,HIPHOP,NP_649061.1,,,,,,,,,,
4330,HIPK,NP_001369036.1,,,,,,,,,,
4331,HIRA,NP_572401.2,Drosophila_melanogaster,NP_572401.2,HIRA,Astyanax_mexicanus,XP_049326531.1,LOC103034314,3.2200000000000005e-144,512.0,1.5400000000000002e-144,512.0
4332,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_007240687.1,H3F3A,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4333,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_007240688.1,H3F3A,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4334,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_007256886.1,H3F3D,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4335,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_022522671.1,H3F3C,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4336,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_049332727.1,SI:CH1073-429I10.3,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4337,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_049332728.1,SI:CH1073-429I10.3,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4338,HIS3.3B,NP_511095.1,Drosophila_melanogaster,NP_511095.1,HIS3.3B,Astyanax_mexicanus,XP_049336314.1,H3F3D,1.5500000000000001e-66,251.0,7.659999999999999e-67,251.0
4339,HISCL1,NP_731632.1,,,,,,,,,,
4340,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251753.3,MYCBP2,0.0,2521.0,0.0,2521.0
4341,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251750.3,MYCBP2,0.0,2506.0,0.0,2506.0
4342,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251752.3,MYCBP2,0.0,2501.0,0.0,2501.0
4343,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251749.3,MYCBP2,0.0,2491.0,0.0,2491.0
4344,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251745.3,MYCBP2,0.0,2486.0,0.0,2486.0
4345,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251747.3,MYCBP2,0.0,2486.0,0.0,2486.0
4346,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_015461930.3,MYCBP2,0.0,2485.0,0.0,2485.0
4347,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251742.3,MYCBP2,0.0,2483.0,0.0,2483.0
4348,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_015461931.3,MYCBP2,0.0,2483.0,0.0,2483.0
4349,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251743.3,MYCBP2,0.0,2477.0,0.0,2477.0
4350,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251744.3,MYCBP2,0.0,2475.0,0.0,2475.0
4351,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251739.3,MYCBP2,0.0,2473.0,0.0,2473.0
4352,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251740.3,MYCBP2,0.0,2471.0,0.0,2471.0
4353,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_007251741.3,MYCBP2,0.0,2471.0,0.0,2471.0
4354,HIW,NP_511159.3,Drosophila_melanogaster,NP_511159.3,HIW,Astyanax_mexicanus,XP_015461932.3,MYCBP2,0.0,2430.0,0.0,2430.0
4355,HK,NP_001259401.1,,,,,,,,,,
4356,HKB,NP_524221.1,,,,,,,,,,
4357,HLH3B,NP_525055.1,,,,,,,,,,
4358,HLH4C,NP_001259243.1,,,,,,,,,,
4359,HMGCR,NP_732900.1,Drosophila_melanogaster,NP_732900.1,HMGCR,Astyanax_mexicanus,XP_007243979.2,HMGCRA,5.51e-206,717.0,2.62e-206,717.0
4360,HMGS,NP_524711.1,Drosophila_melanogaster,NP_524711.1,HMGS,Astyanax_mexicanus,XP_007255348.3,HMGCS1,1.89e-167,588.0,1.04e-167,588.0
4361,HMGS,NP_524711.1,Drosophila_melanogaster,NP_524711.1,HMGS,Astyanax_mexicanus,XP_015462858.3,HMGCS1,1.89e-167,588.0,1.04e-167,588.0
4362,HMGS,NP_524711.1,Drosophila_melanogaster,NP_524711.1,HMGS,Astyanax_mexicanus,XP_049324970.1,HMGCS1,1.89e-167,588.0,1.04e-167,588.0
4363,HMGS,NP_524711.1,Drosophila_melanogaster,NP_524711.1,HMGS,Astyanax_mexicanus,XP_007255347.3,HMGCS1,1.89e-167,588.0,1.0600000000000001e-167,588.0
4364,HMGZ,NP_726106.1,,,,,,,,,,
4365,HML,NP_524060.2,,,,,,,,,,
4366,HMT4-20,NP_569853.1,,,,,,,,,,
4367,HMX,NP_001262674.1,,,,,,,,,,
4368,HN,NP_523963.2,Drosophila_melanogaster,NP_523963.2,HN,Astyanax_mexicanus,XP_049330963.1,PAH,1.27e-156,552.0,6.180000000000001e-157,552.0
4369,HN,NP_523963.2,Drosophila_melanogaster,NP_523963.2,HN,Astyanax_mexicanus,XP_022527492.2,PAH,1.27e-156,552.0,6.19e-157,552.0
4370,HNF4,NP_476887.2,,,,,,,,,,
4371,HOE1,NP_608876.1,Drosophila_melanogaster,NP_608876.1,HOE1,Astyanax_mexicanus,XP_022530769.2,OCA2,1.3699999999999998e-138,493.0,5.74e-139,493.0
4372,HOE1,NP_608876.1,Drosophila_melanogaster,NP_608876.1,HOE1,Astyanax_mexicanus,NP_001307138.1,OCA2,2.73e-138,492.0,1.33e-138,492.0
4373,HOE2,NP_608878.1,,,,,,,,,,
4374,HOIP,NP_524714.1,Drosophila_melanogaster,NP_524714.1,HOIP,Astyanax_mexicanus,XP_007232283.1,SNU13A,2.61e-50,197.0,1.3e-50,197.0
4375,HOIP,NP_524714.1,Drosophila_melanogaster,NP_524714.1,HOIP,Astyanax_mexicanus,XP_007251347.1,SNU13B,2.09e-49,194.0,1.04e-49,194.0
4376,HOMER,NP_001036341.2,,,,,,,,,,
4377,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_049320135.1,QKIA,5.820000000000001e-70,264.0,2.3e-70,264.0
4378,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_049320134.1,QKIA,1.16e-69,263.0,4.7000000000000004e-70,263.0
4379,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_007259371.1,QKI2,2.33e-69,262.0,9.380000000000001e-70,262.0
4380,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_049336959.1,LOC103026410,1.49e-67,256.0,5.83e-68,256.0
4381,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_049320133.1,QKIA,1.49e-67,256.0,6.579999999999999e-68,256.0
4382,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_007259372.1,QKI2,5.96e-67,254.0,2.2499999999999997e-67,254.0
4383,HOW,NP_001262822.1,Drosophila_melanogaster,NP_001262822.1,HOW,Astyanax_mexicanus,XP_049320132.1,QKIA,2.98e-67,255.0,1.34e-67,255.0
4384,HP1B,NP_572521.2,Drosophila_melanogaster,NP_572521.2,HP1B,Astyanax_mexicanus,XP_022542304.1,CBX3A,3.31e-42,171.0,1.18e-42,171.0
4385,HP1B,NP_572521.2,Drosophila_melanogaster,NP_572521.2,HP1B,Astyanax_mexicanus,XP_022542302.1,CBX3A,3.31e-42,171.0,1.2099999999999999e-42,171.0
4386,HP1B,NP_572521.2,Drosophila_melanogaster,NP_572521.2,HP1B,Astyanax_mexicanus,XP_022542303.1,CBX3A,3.31e-42,171.0,1.2099999999999999e-42,171.0
4387,HP1B,NP_572521.2,Drosophila_melanogaster,NP_572521.2,HP1B,Astyanax_mexicanus,XP_007259218.2,CBX1B,6.62e-42,170.0,2.8899999999999995e-42,170.0
4388,HP1B,NP_572521.2,Drosophila_melanogaster,NP_572521.2,HP1B,Astyanax_mexicanus,XP_007240005.1,CBX1A,1.32e-41,169.0,5.769999999999999e-42,169.0
4389,HP1B,NP_572521.2,Drosophila_melanogaster,NP_572521.2,HP1B,Astyanax_mexicanus,XP_007240006.1,CBX1A,1.06e-40,166.0,4.6e-41,166.0
4390,HPH,NP_730906.1,Drosophila_melanogaster,NP_730906.1,HPH,Astyanax_mexicanus,XP_049321720.1,EGLN1B,1.6999999999999997e-67,256.0,7.13e-68,256.0
4391,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_049337276.1,MAP4K5,1.3899999999999998e-240,832.0,6.3e-241,832.0
4392,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_049337275.1,MAP4K5,2.23e-239,828.0,1.02e-239,828.0
4393,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_049337272.1,MAP4K5,2.23e-239,828.0,1.03e-239,828.0
4394,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_007248588.3,MAP4K5,3.57e-238,824.0,1.59e-238,824.0
4395,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_049337274.1,MAP4K5,3.57e-238,824.0,1.65e-238,824.0
4396,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_007248580.3,MAP4K5,1.79e-238,825.0,8.35e-239,825.0
4397,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_049337273.1,MAP4K5,7.14e-238,823.0,3.31e-238,823.0
4398,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_007230040.3,MAP4K3A,9.14e-236,816.0,4.26e-236,816.0
4399,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_007230041.3,MAP4K3A,2.93e-234,811.0,1.33e-234,811.0
4400,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_007230039.3,MAP4K3A,7.31e-235,813.0,3.49e-235,813.0
4401,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_022528463.2,MAP4K3B,4.79e-230,797.0,2.0899999999999997e-230,797.0
4402,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_049319446.1,MAP4K3B,7.669999999999999e-229,793.0,3.2999999999999995e-229,793.0
4403,HPPY,NP_001286604.1,Drosophila_melanogaster,NP_001286604.1,HPPY,Astyanax_mexicanus,XP_022528462.2,MAP4K3B,7.669999999999999e-229,793.0,3.44e-229,793.0
4404,HPS4,NP_725707.1,,,,,,,,,,
4405,HR38,NP_477119.1,,,,,,,,,,
4406,HR39,NP_476932.1,,,,,,,,,,
4407,HR4,NP_001259156.1,,,,,,,,,,
4408,HR51,NP_611032.2,Drosophila_melanogaster,NP_611032.2,HR51,Astyanax_mexicanus,XP_007228304.1,NR2E3,9.99e-102,370.0,3.62e-102,370.0
4409,HR96,NP_524493.1,,,,,,,,,,
4410,HRB98DE,NP_733249.1,Drosophila_melanogaster,NP_733249.1,HRB98DE,Astyanax_mexicanus,XP_049327646.1,HNRNPA1A,1.09e-60,233.0,4.98e-61,233.0
4411,HRB98DE,NP_733249.1,Drosophila_melanogaster,NP_733249.1,HRB98DE,Astyanax_mexicanus,XP_007258015.3,HNRNPA3,2.18e-60,232.0,1.05e-60,232.0
4412,HRB98DE,NP_733249.1,Drosophila_melanogaster,NP_733249.1,HRB98DE,Astyanax_mexicanus,XP_007258016.3,HNRNPA3,2.18e-60,232.0,1.05e-60,232.0
4413,HRG,NP_001261097.1,Drosophila_melanogaster,NP_001261097.1,HRG,Astyanax_mexicanus,XP_007252301.2,PAPOLG,1.87e-183,642.0,8.31e-184,642.0
4414,HRG,NP_001261097.1,Drosophila_melanogaster,NP_001261097.1,HRG,Astyanax_mexicanus,XP_049337613.1,PAPOLG,3.0600000000000003e-179,628.0,1.4100000000000002e-179,628.0
4415,HRG,NP_001261097.1,Drosophila_melanogaster,NP_001261097.1,HRG,Astyanax_mexicanus,XP_007255485.3,PAPOLA,3.14e-176,618.0,1.3e-176,618.0
4416,HRS,NP_722830.2,Drosophila_melanogaster,NP_722830.2,HRS,Astyanax_mexicanus,XP_049332038.1,HGS,8.150000000000001e-103,374.0,4.0000000000000003e-103,374.0
4417,HRS,NP_722830.2,Drosophila_melanogaster,NP_722830.2,HRS,Astyanax_mexicanus,XP_049332037.1,HGS,1.63e-102,373.0,8.020000000000001e-103,373.0
4418,HRS,NP_722830.2,Drosophila_melanogaster,NP_722830.2,HRS,Astyanax_mexicanus,XP_049332035.1,HGS,1.3e-101,370.0,6.48e-102,370.0
4419,HRS,NP_722830.2,Drosophila_melanogaster,NP_722830.2,HRS,Astyanax_mexicanus,XP_049332034.1,HGS,2.61e-101,369.0,1.3e-101,369.0
4420,HRS,NP_722830.2,Drosophila_melanogaster,NP_722830.2,HRS,Astyanax_mexicanus,XP_049332036.1,HGS,1.04e-100,367.0,5.19e-101,367.0
4421,HS2ST,NP_477339.1,Drosophila_melanogaster,NP_477339.1,HS2ST,Astyanax_mexicanus,XP_007245149.1,HS2ST1A,6.1300000000000005e-99,360.0,3.08e-99,360.0
4422,HS2ST,NP_477339.1,Drosophila_melanogaster,NP_477339.1,HS2ST,Astyanax_mexicanus,XP_049335278.1,HS2ST1B,7.850000000000001e-97,353.0,3.95e-97,353.0
4423,HS3ST-A,NP_788409.1,Drosophila_melanogaster,NP_788409.1,HS3ST-A,Astyanax_mexicanus,XP_007228708.2,HS3ST1L1,8.83e-64,244.0,2.23e-64,244.0
4424,HS3ST-A,NP_788409.1,Drosophila_melanogaster,NP_788409.1,HS3ST-A,Astyanax_mexicanus,XP_007260359.3,HS3ST1,4.52e-61,235.0,1.1799999999999999e-61,235.0
4425,HS6ST,NP_524409.2,Drosophila_melanogaster,NP_524409.2,HS6ST,Astyanax_mexicanus,XP_015459983.3,HS6ST3A,6.65e-95,347.0,3.05e-95,347.0
4426,HS6ST,NP_524409.2,Drosophila_melanogaster,NP_524409.2,HS6ST,Astyanax_mexicanus,XP_022536780.2,HS6ST1B,4.26e-93,341.0,1.85e-93,341.0
4427,HS6ST,NP_524409.2,Drosophila_melanogaster,NP_524409.2,HS6ST,Astyanax_mexicanus,XP_007260641.2,HS6ST3B,4.26e-93,341.0,1.93e-93,341.0
4428,HS6ST,NP_524409.2,Drosophila_melanogaster,NP_524409.2,HS6ST,Astyanax_mexicanus,XP_007258716.2,HS6ST2,2.13e-93,342.0,1.08e-93,342.0
4429,HS6ST,NP_524409.2,Drosophila_melanogaster,NP_524409.2,HS6ST,Astyanax_mexicanus,XP_022522769.1,HS6ST1A,6.81e-92,337.0,3.05e-92,337.0
4430,HS6ST,NP_524409.2,Drosophila_melanogaster,NP_524409.2,HS6ST,Astyanax_mexicanus,XP_007258715.2,HS6ST2,3.41e-92,338.0,1.73e-92,338.0
4431,HSC70-3,NP_727563.1,Drosophila_melanogaster,NP_727563.1,HSC70-3,Astyanax_mexicanus,XP_007252148.1,HSPA5,0.0,1047.0,0.0,1047.0
4432,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_007239458.1,HSC70,0.0,1041.0,0.0,1041.0
4433,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_049323042.1,HSPA8B,0.0,1041.0,0.0,1041.0
4434,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_007258186.3,HSPA8,0.0,1035.0,0.0,1035.0
4435,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_049342101.1,HSPA1B,2.45e-294,1010.0,1.19e-294,1010.0
4436,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_049323854.1,HSP70.3,3.13e-292,1003.0,1.53e-292,1003.0
4437,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_022528366.2,HSP70.1,5.0100000000000005e-291,999.0,2.4500000000000003e-291,999.0
4438,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_049323856.1,HSP70.1,5.0100000000000005e-291,999.0,2.4500000000000003e-291,999.0
4439,HSC70-4,NP_524356.1,Drosophila_melanogaster,NP_524356.1,HSC70-4,Astyanax_mexicanus,XP_049323855.1,HSP70.1,4.01e-290,996.0,1.96e-290,996.0
4440,HSC70-5,NP_523741.2,Drosophila_melanogaster,NP_523741.2,HSC70-5,Astyanax_mexicanus,XP_007236538.3,HSPA9,7.259999999999999e-280,962.0,3.54e-280,962.0
4441,HSF,NP_476575.1,,,,,,,,,,
4442,HSP23,NP_523999.1,,,,,,,,,,
4443,HSP26,NP_523997.1,Drosophila_melanogaster,NP_523997.1,HSP26,Astyanax_mexicanus,XP_007255889.3,HSPB1,1.02e-15,82.8,5.33e-16,82.8
4444,HSP27,NP_524000.1,,,,,,,,,,
4445,HSP67BA,NP_523998.1,,,,,,,,,,
4446,HSP67BC,NP_523994.1,,,,,,,,,,
4447,HSP68,NP_524474.1,,,,,,,,,,
4448,HSP70AA,NP_731651.1,,,,,,,,,,
4449,HSP70AB,NP_524798.2,,,,,,,,,,
4450,HSP70BA,NP_731716.1,,,,,,,,,,
4451,HSP70BB,NP_524927.2,,,,,,,,,,
4452,HSP70BBB,NP_788663.1,,,,,,,,,,
4453,HSP70BC,NP_650209.1,,,,,,,,,,
4454,HSP83,NP_523899.1,Drosophila_melanogaster,NP_523899.1,HSP83,Astyanax_mexicanus,XP_007255550.3,HSP90AB1,0.0,1045.0,0.0,1045.0
4455,HSP83,NP_523899.1,Drosophila_melanogaster,NP_523899.1,HSP83,Astyanax_mexicanus,XP_007230794.3,HSP90AA1.2,0.0,1024.0,0.0,1024.0
4456,HSP83,NP_523899.1,Drosophila_melanogaster,NP_523899.1,HSP83,Astyanax_mexicanus,NP_001278186.1,HSP90AA1.1,3.45e-292,1003.0,1.72e-292,1003.0
4457,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_007247415.1,MEIS1B,5.060000000000001e-103,374.0,2.0500000000000002e-103,374.0
4458,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_007247414.2,MEIS1B,5.060000000000001e-103,374.0,2.4500000000000003e-103,374.0
4459,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_049319858.1,MEIS2A,8.099999999999999e-102,370.0,3.5e-102,370.0
4460,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_007257449.3,MEIS2A,8.099999999999999e-102,370.0,4.22e-102,370.0
4461,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_015463375.2,MEIS2A,1.3e-100,366.0,5.69e-101,366.0
4462,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_007257447.3,MEIS2A,1.3e-100,366.0,6.85e-101,366.0
4463,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_049319856.1,MEIS2A,1.3e-100,366.0,6.85e-101,366.0
4464,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_022528801.2,MEIS2A,2.59e-100,365.0,1.37e-100,365.0
4465,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_007257448.3,MEIS2A,1.04e-99,363.0,5.47e-100,363.0
4466,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_015463377.2,MEIS2A,3.32e-98,358.0,1.37e-98,358.0
4467,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_015463373.3,MEIS2A,4.15e-99,361.0,2.1000000000000002e-99,361.0
4468,HTH,NP_476578.3,Drosophila_melanogaster,NP_476578.3,HTH,Astyanax_mexicanus,XP_022528803.2,MEIS2A,3.32e-98,358.0,1.66e-98,358.0
4469,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_007230954.1,FGFR3,8.08e-128,457.0,4.49e-128,457.0
4470,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_007230953.1,FGFR3,1.62e-127,456.0,8.98e-128,456.0
4471,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_015463776.1,FGFR3,6.4700000000000004e-127,454.0,3.57e-127,454.0
4472,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_049337279.1,FGFR3,2.59e-126,452.0,1.4399999999999998e-126,452.0
4473,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_049337280.1,FGFR3,5.1699999999999996e-126,451.0,2.8599999999999997e-126,451.0
4474,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_022540650.1,FGFR3,4.14e-125,448.0,2.3000000000000002e-125,448.0
4475,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_049341672.1,FGFR1A,2.1200000000000002e-122,439.0,1.1800000000000001e-122,439.0
4476,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_007235296.1,FGFR1A,8.480000000000001e-122,437.0,4.73e-122,437.0
4477,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_049341671.1,FGFR1A,8.480000000000001e-122,437.0,4.73e-122,437.0
4478,HTL,NP_732286.1,Drosophila_melanogaster,NP_732286.1,HTL,Astyanax_mexicanus,XP_007235294.1,FGFR1A,1.7e-121,436.0,9.49e-122,436.0
4479,HTRA2,NP_650366.1,Drosophila_melanogaster,NP_650366.1,HTRA2,Astyanax_mexicanus,XP_007236480.2,LOC103043568,2.61e-85,315.0,1.36e-85,315.0
4480,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322309.1,ADD1,6.14e-102,371.0,3.02e-102,371.0
4481,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322301.1,ADD1,6.14e-102,371.0,3.41e-102,371.0
4482,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322308.1,ADD1,4.9199999999999997e-101,368.0,2.53e-101,368.0
4483,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_022532402.2,ADD1,4.9199999999999997e-101,368.0,2.84e-101,368.0
4484,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322299.1,ADD1,6.29e-99,361.0,3.65e-99,361.0
4485,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322307.1,ADD1,1.01e-97,357.0,5.16e-98,357.0
4486,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322306.1,ADD1,1.01e-97,357.0,5.16e-98,357.0
4487,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322300.1,ADD1,1.01e-97,357.0,5.8e-98,357.0
4488,HTS,NP_001246420.1,Drosophila_melanogaster,NP_001246420.1,HTS,Astyanax_mexicanus,XP_049322303.1,ADD1,8.05e-97,354.0,4.3200000000000003e-97,354.0
