,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
453,DRAP1,NP_006433.2,"[('XP_007230233.1', 'DRAP1'), ('XP_049328532.1', 'DRAP1')]",454
454,DRD1,NP_000785.1,"[('XP_007247072.2', 'DRD1B')]",455
455,DRG2,XP_054171280.1,"[('XP_007247903.2', 'DRG2')]",456
456,DROSHA,NP_001093882.1,"[('XP_022521766.2', 'DROSHA'), ('XP_022521767.2', 'DROSHA')]",457
457,DSC2,NP_077740.1,"[('XP_007257069.3', 'DSC2L')]",458
458,DUSP1,NP_004408.1,"[('XP_007240773.2', 'DUSP1')]",459
459,DUSP10,NP_009138.1,"[('XP_007255706.3', 'DUSP10')]",460
460,DUSP4,NP_001385.1,"[('XP_007239656.1', 'DUSP4')]",461
461,DYRK1A,NP_001387.2,"[('XP_007247345.1', 'DYRK1AA'), ('XP_007247346.1', 'DYRK1AA'), ('XP_007260592.3', 'DYRK1AB')]",462
462,E2F1,NP_005216.1,"[('XP_015457993.1', 'E2F1')]",463
463,E2F3,NP_001940.1,"[('XP_007232123.2', 'LOC103038273')]",464
464,E2F4,NP_001941.2,"[('XP_049340484.1', 'E2F4'), ('XP_049340485.1', 'E2F4')]",465
465,E2F5,NP_001942.2,"[('XP_049338459.1', 'E2F5')]",466
466,E2F6,NP_937987.2,"[('XP_007235303.2', 'E2F6')]",467
467,E4F1,XP_054235707.1,"[('XP_022517813.2', 'E4F1'), ('XP_049323802.1', 'E4F1')]",468
468,EAF1,NP_149074.3,"[('XP_022534827.1', 'EAF1')]",469
469,EAF2,NP_060926.2,"[('XP_007227996.1', 'EAF2')]",470
470,EAPP,NP_060923.2,"[('XP_007240531.1', 'LOC103040194')]",471
471,EBI3,NP_005746.2,"[('XP_007250766.3', 'EBI3')]",472
472,EBNA1BP2,NP_001153408.1,"[('XP_007250704.3', 'EBNA1BP2')]",473
473,ECE1,NP_001106819.1,"[('XP_049327771.1', 'ECE1'), ('XP_049327772.1', 'ECE1')]",474
474,ECM1,NP_004416.2,"[('XP_007249888.3', 'ECM1B'), ('XP_049336895.1', 'ECM1B'), ('XP_049336896.1', 'ECM1B')]",475
475,ECT2,XP_054201521.1,"[('XP_022525285.2', 'ECT2'), ('XP_022525286.2', 'ECT2'), ('XP_022525288.2', 'ECT2'), ('XP_022525290.2', 'ECT2')]",476
476,EDN1,NP_001946.3,"[('XP_049331516.1', 'EDN1')]",477
477,EFNB3,NP_001397.1,"[('XP_007236112.3', 'EFNB3A'), ('XP_015461538.1', 'EFNB3B')]",478
478,EGF,NP_001954.2,"[('XP_049340309.1', 'EGF'), ('XP_049340311.1', 'EGF'), ('XP_049340312.1', 'EGF')]",479
479,EGFR,NP_005219.2,"[('XP_022534414.2', 'EGFRA')]",480
480,EGLN1,NP_071334.1,"[('XP_049321720.1', 'EGLN1B')]",481
481,EGR1,NP_001955.1,"[('XP_015456707.2', 'EGR1')]",482
482,EGR2,NP_001397860.1,"[('XP_007255179.2', 'EGR2B')]",483
483,EGR3,NP_004421.2,"[('XP_007235543.1', 'EGR3')]",484
484,EHF,NP_001364982.1,"[('XP_007228212.1', 'EHF'), ('XP_022527884.1', 'EHF')]",485
485,EHMT2,NP_001382094.1,"[('XP_049328855.1', 'LOC103023021'), ('XP_049329095.1', 'LOC125790042')]",486
486,EIF2AK1,NP_001127807.1,"[('XP_007251229.3', 'EIF2AK1'), ('XP_007251230.3', 'EIF2AK1'), ('XP_007251231.3', 'EIF2AK1')]",487
487,EIF3M,NP_006351.2,"[('XP_022521715.1', 'EIF3M')]",488
488,ELAVL1,XP_054176123.1,"[('XP_007234431.1', 'ELAVL1A'), ('XP_007240259.2', 'ELAVL1B'), ('XP_007240260.2', 'ELAVL1B'), ('XP_007240261.2', 'ELAVL1B'), ('XP_015457082.1', 'ELAVL1A'), ('XP_015457083.1', 'ELAVL1A')]",489
489,ELF1,NP_001138825.1,"[('XP_022539371.2', 'ELF1'), ('XP_022539372.2', 'ELF1')]",490
490,ELF3,NP_001107781.1,"[('XP_007256772.2', 'ELF3')]",491
491,ELK1,NP_005220.2,"[('XP_007245910.3', 'ELK1')]",492
492,ELK3,NP_001400690.1,"[('XP_007232320.2', 'ELK3'), ('XP_007232321.2', 'ELK3')]",493
493,ELK4,NP_001964.2,"[('XP_007251466.3', 'ELK4')]",494
494,ELL,NP_006523.1,"[('XP_007233324.3', 'ELL')]",495
495,ELMO3,NP_078988.3,"[('XP_049340468.1', 'ELMO3'), ('XP_049340469.1', 'ELMO3')]",496
496,EMSY,NP_001287871.1,"[('XP_007247333.3', 'EMSY'), ('XP_049324611.1', 'EMSY')]",497
497,EMX2,NP_004089.1,"[('XP_007238640.3', 'EMX2')]",498
498,EN1,NP_001417.3,"[('XP_007236460.1', 'EN1B')]",499
499,ENO1,NP_001419.1,"[('XP_007246350.1', 'ENO1A'), ('XP_007246351.1', 'ENO1A'), ('XP_007254360.2', 'ENO1B')]",500
500,ENPP2,XP_054216631.1,"[('XP_049336512.1', 'ENPP2'), ('XP_049336513.1', 'ENPP2'), ('XP_049336514.1', 'ENPP2')]",501
501,EP300,NP_001420.2,"[('XP_007259138.3', 'EP300A'), ('XP_007259141.3', 'EP300A'), ('XP_015463850.3', 'EP300A'), ('XP_015463851.3', 'EP300A'), ('XP_015463852.3', 'EP300A'), ('XP_015463853.3', 'EP300A')]",502
502,EPAS1,NP_001421.2,"[('XP_049337190.1', 'EPAS1B'), ('XP_049337191.1', 'EPAS1B')]",503
503,EPB41L3,XP_054174308.1,"[('XP_049335974.1', 'EPB41L3A')]",504
504,EPB41L4B,XP_054219103.1,"[('XP_022535390.2', 'EPB41L4B'), ('XP_022535395.2', 'EPB41L4B'), ('XP_022535399.2', 'EPB41L4B')]",505
505,EPCAM,NP_002345.2,"[('XP_007255850.3', 'EPCAM'), ('XP_015462962.3', 'EPCAM')]",506
506,EPHA2,NP_004422.2,"[('XP_007246310.3', 'EPHA2B')]",507
507,EPHA3,NP_005224.2,"[('XP_007251808.3', 'EPHA3'), ('XP_049341020.1', 'EPHA3'), ('XP_049341021.1', 'EPHA3')]",508
508,EPHB2,NP_001296122.1,"[('XP_022518824.2', 'EPHB2A'), ('XP_022518825.2', 'EPHB2A'), ('XP_049327834.1', 'EPHB2B'), ('XP_049327835.1', 'EPHB2B'), ('XP_049327836.1', 'EPHB2B')]",509
509,EPO,NP_000790.2,"[('XP_007250217.2', 'EPOA'), ('XP_007250218.2', 'EPOA')]",510
510,EPOR,NP_000112.1,"[('XP_022520828.2', 'EPOR')]",511
511,EPSTI1,XP_054231168.1,"[('XP_022524288.2', 'EPSTI1')]",512
512,ERAP1,NP_001336173.1,"[('XP_022523965.2', 'ERAP1B')]",513
513,ERAP2,NP_071745.1,"[('XP_007244012.2', 'ERAP2'), ('XP_022523193.2', 'ERAP2')]",514
514,ERBB2,XP_054171396.1,"[('XP_022518742.2', 'ERBB2')]",515
515,ERBB3,NP_001973.2,"[('XP_015462408.3', 'ERBB3A'), ('XP_015462409.3', 'ERBB3A')]",516
516,ERBB4,NP_001036064.1,"[('XP_022535791.1', 'LOC103033543'), ('XP_049326029.1', 'LOC125785888'), ('XP_049326030.1', 'LOC125785888'), ('XP_049329043.1', 'LOC103029321')]",517
517,ERCC2,XP_054176156.1,"[('XP_007246026.1', 'ERCC2')]",518
518,ERCC4,XP_054235785.1,"[('XP_049320837.1', 'ERCC4')]",519
519,ERCC5,NP_000114.3,"[('XP_049325909.1', 'ERCC5'), ('XP_049325910.1', 'ERCC5'), ('XP_049325911.1', 'ERCC5'), ('XP_049325912.1', 'ERCC5'), ('XP_049325913.1', 'ERCC5'), ('XP_049325914.1', 'ERCC5'), ('XP_049325915.1', 'ERCC5')]",520
520,ERF,NP_006485.2,"[('XP_007253158.3', 'ERF')]",521
521,ERN1,NP_001424.3,"[('XP_022527127.2', 'LOC103042039')]",522
522,ERP44,NP_055866.1,"[('XP_022535271.1', 'ERP44')]",523
523,ESR1,NP_001278159.1,"[('XP_007253959.3', 'ESR1')]",524
524,ESRRB,NP_001397967.1,"[('XP_007257396.1', 'ESRRB'), ('XP_007257397.1', 'ESRRB'), ('XP_007257399.1', 'ESRRB'), ('XP_007257402.1', 'ESRRB'), ('XP_015463386.1', 'ESRRB'), ('XP_022528827.1', 'ESRRB'), ('XP_049319639.1', 'ESRRB'), ('XP_049319640.1', 'ESRRB'), ('XP_049319641.1', 'ESRRB')]",525
525,ESRRG,XP_054191044.1,"[('XP_007240543.2', 'ESRRGA'), ('XP_007240544.2', 'ESRRGA'), ('XP_022528396.1', 'ESRRGA'), ('XP_022528397.1', 'ESRRGA'), ('XP_022528398.1', 'ESRRGA'), ('XP_022528399.1', 'ESRRGA'), ('XP_022528400.1', 'ESRRGA')]",526
526,ETS2,NP_001243224.1,"[('XP_007247339.3', 'ETS2')]",527
527,ETV1,NP_001357485.1,"[('XP_007232400.2', 'ETV1')]",528
528,ETV4,NP_001356296.1,"[('XP_022524639.1', 'ETV4'), ('XP_022524640.1', 'ETV4'), ('XP_049320890.1', 'ETV4')]",529
529,ETV5,NP_004445.1,"[('XP_015462429.3', 'ETV5A'), ('XP_015462432.3', 'ETV5A'), ('XP_022536103.2', 'ETV5A'), ('XP_022536104.2', 'ETV5A'), ('XP_022536105.2', 'ETV5A')]",530
530,ETV6,NP_001978.1,"[('XP_007239062.2', 'ETV6'), ('XP_007239063.2', 'ETV6'), ('XP_007239064.2', 'ETV6'), ('XP_007239065.2', 'ETV6')]",531
531,EVPL,NP_001979.2,"[('XP_007252199.3', 'EVPLA'), ('XP_049332092.1', 'EVPLB')]",532
532,EVX1,NP_001980.1,"[('XP_007239549.4', 'EVX1')]",533
533,EWSR1,XP_054181203.1,"[('XP_049324605.1', 'EWSR1A')]",534
534,EXO1,XP_054195548.1,"[('XP_007244638.2', 'EXO1')]",535
535,EXT1,NP_000118.2,"[('XP_007233780.1', 'EXT1A'), ('XP_022539049.2', 'EXT1B')]",536
536,EYA3,XP_054191099.1,"[('XP_007254801.3', 'EYA3')]",537
537,EZR,NP_001104547.1,"[('XP_049319584.1', 'EZRA')]",538
538,F13A1,NP_000120.2,"[('XP_007237893.3', 'F13A1B')]",539
539,F2R,NP_001983.2,"[('XP_007258367.3', 'F2R')]",540
540,F3,NP_001984.1,"[('XP_007240471.3', 'F3B'), ('XP_007250450.3', 'F3A')]",541
541,F7,XP_054230139.1,"[('XP_007254914.2', 'F7')]",542
542,F8,NP_000123.1,"[('XP_022532238.2', 'F8')]",543
543,F9,NP_000124.1,"[('XP_007239145.2', 'F9B')]",544
544,FAAH,NP_001432.2,"[('XP_022531115.1', 'LOC103026083')]",545
545,FABP1,XP_054197003.1,"[('XP_007254048.2', 'FABP1A'), ('XP_049330587.1', 'FABP1A')]",546
546,FABP2,NP_000125.2,"[('XP_007232785.1', 'FABP2')]",547
547,FABP6,NP_001124430.1,"[('XP_007254169.3', 'FABP6')]",548
548,FADD,NP_003815.1,"[('XP_007231892.3', 'FADD')]",549
549,FAF1,NP_008982.1,"[('XP_049342009.1', 'FAF1'), ('XP_049342010.1', 'FAF1')]",550
550,FAM162A,NP_055182.3,"[('XP_007249095.1', 'FAM162A')]",551
551,FANCA,NP_000126.2,"[('XP_049339812.1', 'LOC103043385'), ('XP_049339813.1', 'LOC103043385')]",552
552,FASLG,NP_000630.1,"[('XP_007259540.3', 'FASLG')]",553
553,FASN,XP_054171452.1,"[('XP_049320872.1', 'FASN'), ('XP_049320873.1', 'FASN')]",554
554,FAT1,XP_054205234.1,"[('XP_049328162.1', 'FAT1A')]",555
555,FBLN1,NP_006477.3,"[('XP_049330393.1', 'FBLN1'), ('XP_049330394.1', 'FBLN1')]",556
556,FBN1,NP_001393645.1,"[('XP_049339340.1', 'FBN1')]",557
557,FBP1,NP_000498.2,"[('XP_007257750.1', 'FBP1A'), ('XP_007258143.1', 'FBP1B')]",558
558,FCGR1A,NP_001365733.1,"[('XP_022518339.2', 'LOC103021574')]",559
559,FDFT1,NP_001274671.1,"[('XP_022523658.1', 'FDFT1')]",560
560,FDPS,NP_001129293.1,"[('XP_049336569.1', 'FDPS')]",561
561,FDXR,NP_001244943.2,"[('XP_049320883.1', 'FDXR')]",562
562,FES,XP_054233470.1,"[('XP_007252659.2', 'FES'), ('XP_015462195.2', 'FES')]",563
563,FGA,XP_054205235.1,"[('XP_022534929.2', 'FGA'), ('XP_049325728.1', 'LOC111194574')]",564
564,FGB,NP_005132.2,"[('XP_007242808.2', 'FGB')]",565
565,FGF10,NP_004456.1,"[('XP_007240312.2', 'FGF22'), ('XP_022522233.2', 'FGF10A')]",566
566,FGF16,NP_003859.1,"[('XP_007228483.1', 'FGF16')]",567
567,FGF19,NP_005108.1,"[('XP_007254686.2', 'FGF19')]",568
568,FGF2,NP_001997.5,"[('XP_022532324.1', 'FGF2')]",569
569,FGF4,NP_001998.1,"[('XP_022525756.1', 'FGF4')]",570
570,FGF7,NP_002000.1,"[('XP_022542725.1', 'FGF7'), ('XP_022542726.1', 'FGF7')]",571
571,FGF8,NP_006110.1,"[('NP_001278192.1', 'FGF8A')]",572
572,FGF9,NP_002001.1,"[('XP_007258738.3', 'FGF20B')]",573
573,FGFBP1,NP_005121.1,"[('XP_007239109.2', 'FGFBP1A')]",574
574,FGFR4,NP_001341913.1,"[('XP_007244498.2', 'FGFR4')]",575
575,FGG,NP_000500.2,"[('XP_007230344.3', 'FGG')]",576
576,FGL1,XP_054216106.1,"[('XP_022540068.2', 'FGL1')]",577
577,FGL2,NP_006673.1,"[('XP_007245060.3', 'FGL2A')]",578
578,FHL1,NP_001153173.1,"[('XP_022539966.2', 'FHL1A'), ('XP_022539967.2', 'FHL1A')]",579
579,FHL2,NP_001361328.1,"[('XP_022536137.2', 'FHL2A'), ('XP_022536138.2', 'FHL2A'), ('XP_022536139.2', 'FHL2A'), ('XP_049335384.1', 'FHL2B')]",580
580,FIGLA,NP_001004311.2,"[('XP_022520454.2', 'FIGLA')]",581
581,FKBP4,NP_002005.1,"[('XP_007244105.2', 'FKBP4')]",582
582,FLI1,NP_002008.2,"[('XP_022535464.2', 'FLI1'), ('XP_049339637.1', 'FLI1'), ('XP_049339638.1', 'FLI1')]",583
583,FLT1,NP_002010.2,"[('XP_007249053.3', 'FLT1')]",584
584,FLT3,NP_004110.2,"[('XP_022538328.2', 'FLT3')]",585
585,FLT4,NP_891555.2,"[('XP_007240771.3', 'FLT4')]",586
586,FMN2,NP_001292353.1,"[('XP_022526034.2', 'FMN2B')]",587
587,FMR1,NP_002015.1,"[('XP_022539181.1', 'FMR1')]",588
588,FOLR1,NP_000793.1,"[('XP_007247704.3', 'FOLR')]",589
589,FOS,NP_005243.1,"[('XP_007259928.1', 'FOSAB')]",590
590,FOSB,NP_006723.2,"[('XP_007235608.3', 'FOSB')]",591
591,FOSL2,XP_054197196.1,"[('XP_007248508.2', 'FOSL2')]",592
592,FOXA1,NP_004487.2,"[('XP_007251952.2', 'FOXA1')]",593
593,FOXA2,NP_068556.2,"[('XP_049320164.1', 'FOXA2')]",594
594,FOXC1,NP_001444.2,"[('XP_015456552.3', 'FOXC1A')]",595
595,FOXD1,NP_004463.1,"[('XP_007259688.2', 'FOXD1')]",596
596,FOXD3,NP_036315.1,"[('XP_007248267.2', 'FOXD3')]",597
597,FOXE1,NP_004464.2,"[('XP_007243593.2', 'FOXE1')]",598
598,FOXF1,NP_001442.2,"[('XP_007244078.1', 'FOXF1')]",599
599,FOXF2,NP_001443.1,"[('XP_007232462.2', 'FOXF2A')]",600
600,FOXG1,NP_005240.3,"[('XP_007257979.1', 'FOXG1A')]",601
601,FOXH1,NP_003914.1,"[('XP_007239537.4', 'FOXH1'), ('XP_022541163.2', 'FOXH1'), ('XP_022541166.2', 'FOXH1')]",602
602,FOXI1,NP_036320.2,"[('XP_007243317.2', 'FOXI3B')]",603
603,FOXJ1,NP_001445.2,"[('XP_007237377.2', 'FOXJ1A')]",604
604,FOXK2,NP_004505.2,"[('XP_007257257.3', 'FOXK2A'), ('XP_007257258.3', 'FOXK2A')]",605
605,FOXL2,NP_075555.1,"[('XP_007232357.3', 'FOXL2A')]",606
606,FOXN4,NP_998761.2,"[('XP_007241346.4', 'FOXN4')]",607
607,FOXO1,NP_002006.2,"[('XP_007236771.2', 'FOXO1A'), ('XP_007236772.2', 'FOXO1A')]",608
608,FOXO4,NP_005929.2,"[('XP_007258711.3', 'FOXO4')]",609
609,FOXP3,NP_001107849.1,"[('XP_015456426.3', 'FOXP3B')]",610
610,FOXQ1,NP_150285.3,"[('XP_007243366.3', 'FOXQ1A'), ('XP_007258237.2', 'FOXQ1B')]",611
611,FSHB,NP_001369218.1,"[('XP_022522823.1', 'FSHB')]",612
612,FSHR,NP_852111.2,"[('XP_049320514.1', 'FSHR')]",613
613,FST,XP_054207405.1,"[('XP_022520632.1', 'FSTA'), ('XP_022520633.1', 'FSTA')]",614
614,FSTL3,NP_005851.1,"[('XP_007252677.2', 'FSTL3')]",615
615,FTH1,NP_002023.2,"[('XP_007237415.1', 'FTH1A')]",616
616,FTO,NP_001350820.1,"[('XP_049327373.1', 'FTO')]",617
617,FUBP1,NP_001362985.1,"[('XP_007243236.3', 'FUBP1'), ('XP_007243237.3', 'FUBP1'), ('XP_007243238.3', 'FUBP1'), ('XP_007243242.3', 'FUBP1'), ('XP_049338470.1', 'FUBP1'), ('XP_049338471.1', 'FUBP1')]",618
618,FUBP3,NP_003925.1,"[('XP_022524529.1', 'FUBP3'), ('XP_049342237.1', 'FUBP3'), ('XP_049342246.1', 'FUBP3'), ('XP_049342249.1', 'FUBP3')]",619
619,FURIN,NP_001369549.1,"[('XP_007228198.3', 'FURINB'), ('XP_022525305.1', 'FURINA'), ('XP_022525306.1', 'FURINA'), ('XP_022525307.1', 'FURINA'), ('XP_022525308.1', 'FURINA'), ('XP_022525309.1', 'FURINA'), ('XP_022525310.1', 'FURINA'), ('XP_022525311.1', 'FURINA')]",620
620,FUS,NP_004951.1,"[('XP_007251101.2', 'FUS')]",621
621,FUT4,NP_002024.1,"[('XP_007253052.3', 'LOC103027021')]",622
622,FUT7,NP_004470.1,"[('XP_007230894.3', 'LOC103028569'), ('XP_022523266.2', 'LOC103041571'), ('XP_022523267.2', 'LOC103041571')]",623
623,FXN,NP_000135.2,"[('XP_022526299.2', 'FXN')]",624
624,FXR2,NP_004851.2,"[('XP_007250236.3', 'FXR2'), ('XP_007250237.3', 'FXR2')]",625
625,FZD1,NP_003496.1,"[('XP_007248937.3', 'FZD7B'), ('XP_007261127.2', 'FZD7A')]",626
626,G6PD,NP_000393.4,"[('XP_007229025.3', 'G6PD'), ('XP_007229026.2', 'G6PD'), ('XP_022533268.1', 'G6PD'), ('XP_049318656.1', 'LOC103036206'), ('XP_049342252.1', 'G6PD'), ('XP_049342253.1', 'G6PD')]",627
627,GABPA,XP_054180389.1,"[('XP_022536284.1', 'GABPA'), ('XP_049340959.1', 'GABPA')]",628
628,GABPB1,XP_054233631.1,"[('XP_022542723.2', 'GABPB1')]",629
629,GABRB3,NP_068712.1,"[('XP_007249169.3', 'GABRB3'), ('XP_007249170.3', 'GABRB3'), ('XP_007249171.2', 'GABRB3'), ('XP_007249172.3', 'GABRB3'), ('XP_007249173.1', 'GABRB3')]",630
630,GAD1,XP_054197263.1,"[('XP_007244205.2', 'GAD1B'), ('XP_007253561.3', 'GAD1A'), ('XP_015462433.3', 'GAD1A'), ('XP_022536082.2', 'GAD1A')]",631
631,GADD45A,NP_001915.1,"[('XP_049335661.1', 'GADD45AB')]",632
632,GADD45G,NP_006696.1,"[('XP_007247223.2', 'GADD45GA')]",633
633,GALNT3,NP_004473.2,"[('XP_022536002.1', 'GALNT3')]",634
634,GALT,NP_000146.2,"[('XP_007260878.1', 'GALT')]",635
635,GAPDH,NP_001276674.1,"[('XP_007249860.1', 'GAPDH')]",636
636,GAS2,NP_001378862.1,"[('XP_007228289.2', 'LOC103043407')]",637
637,GATA1,NP_002040.1,"[('XP_022537879.2', 'GATA1A')]",638
638,GATA3,XP_054221503.1,"[('XP_007235048.2', 'GATA3'), ('XP_007235049.2', 'GATA3')]",639
639,GATA4,NP_002043.2,"[('XP_015458327.1', 'GATA4')]",640
640,GATA5,NP_536721.1,"[('XP_007250842.2', 'GATA5'), ('XP_022533063.1', 'GATA5'), ('XP_049318860.1', 'GATA5')]",641
641,GATA6,NP_005248.2,"[('XP_015464278.2', 'GATA6')]",642
642,GBP1,NP_002044.2,"[('XP_022519957.2', 'GBP1'), ('XP_022519958.1', 'GBP2'), ('XP_022542413.2', 'LOC111197344'), ('XP_049341129.1', 'LOC103024483')]",643
643,GBX2,XP_054197330.1,"[('XP_049335850.1', 'GBX2')]",644
644,GC,NP_001191236.1,"[('XP_007257763.3', 'GC'), ('XP_022520586.2', 'GC')]",645
645,GCGR,XP_054171686.1,"[('XP_007236894.1', 'GIPR')]",646
646,GCK,NP_001341729.1,"[('XP_007234276.1', 'GCK')]",647
647,GCM2,NP_004743.1,"[('XP_007260134.1', 'GCM2')]",648
648,GDF3,NP_065685.1,"[('XP_007252108.3', 'GDF3')]",649
649,GDF5,NP_000548.2,"[('XP_007241771.2', 'GDF5')]",650
650,GDNF,NP_001177398.1,"[('XP_007244859.1', 'GDNFA')]",651
651,GFAP,NP_002046.1,"[('XP_007251172.1', 'LOC103035120')]",652
652,GFER,NP_005253.3,"[('XP_007247902.3', 'GFER')]",653
653,GFI1,NP_001120687.1,"[('XP_007233675.2', 'GFI1AB'), ('XP_015456870.2', 'GFI1AB')]",654
654,GFI1B,NP_001358837.1,"[('XP_022532344.2', 'GFI1B')]",655
655,GGPS1,NP_001358407.1,"[('XP_007238589.2', 'GGPS1'), ('XP_022540951.1', 'GGPS1')]",656
656,GHR,NP_001229328.1,"[('XP_022526167.2', 'GHRA'), ('XP_049341648.1', 'GHRA'), ('XP_049341649.1', 'GHRA'), ('XP_049341650.1', 'GHRA')]",657
657,GJA1,NP_000156.1,"[('XP_007255453.3', 'GJA1B')]",658
658,GJA5,NP_859054.1,"[('XP_007251416.3', 'GJA5B'), ('XP_007251417.3', 'GJA5B')]",659
659,GJB1,NP_001091111.1,"[('XP_007240031.2', 'GJB1A'), ('XP_007240032.2', 'GJB1A')]",660
660,GJD2,NP_065711.1,"[('XP_007252998.1', 'GJD2B'), ('XP_007257460.2', 'LOC103021563')]",661
661,GK,XP_054182803.1,"[('XP_049325937.1', 'GK'), ('XP_049325938.1', 'GK'), ('XP_049325939.1', 'GK')]",662
662,GLCE,XP_054233691.1,"[('XP_049326925.1', 'GLCEB'), ('XP_049326926.1', 'GLCEB'), ('XP_049326927.1', 'GLCEB')]",663
663,GLI1,XP_054227728.1,"[('XP_007253458.3', 'GLI1')]",664
664,GLI2,NP_001358200.1,"[('XP_007227973.3', 'GLI2A'), ('XP_022536275.2', 'GLI2A')]",665
665,GLI3,NP_000159.3,"[('XP_022517988.2', 'GLI3')]",666
666,GLRA1,NP_000162.2,"[('XP_007246495.1', 'GLRA1'), ('XP_007246496.1', 'GLRA1')]",667
667,GMPS,XP_054204247.1,"[('XP_022535517.1', 'GMPS')]",668
668,GNMT,NP_061833.1,"[('XP_022528924.2', 'GNMT')]",669
669,GP1BB,NP_000398.1,"[('XP_007247253.1', 'GP1BB'), ('XP_049341468.1', 'GP1BB')]",670
670,GP9,XP_054202216.1,"[('XP_049319127.1', 'GP9')]",671
671,GPA33,NP_005805.1,"[('XP_007227866.3', 'GPA33B')]",672
672,GPNMB,NP_001005340.1,"[('XP_022521033.2', 'GPNMB'), ('XP_022521034.2', 'GPNMB')]",673
673,GPR39,NP_001499.1,"[('XP_007261121.3', 'GPR39')]",674
674,GREB1,XP_054200680.1,"[('XP_007240831.3', 'GREB1'), ('XP_015458997.3', 'GREB1'), ('XP_015458998.3', 'GREB1')]",675
675,GRHL1,XP_054197516.1,"[('XP_022528282.2', 'GRHL1'), ('XP_022528283.2', 'GRHL1')]",676
676,GRIN1,NP_001172019.1,"[('XP_007230550.1', 'GRIN1B'), ('XP_007230552.1', 'GRIN1B'), ('XP_022523350.1', 'GRIN1B'), ('XP_022532360.1', 'GRIN1A'), ('XP_022532363.1', 'GRIN1A'), ('XP_022532370.1', 'GRIN1A'), ('XP_049322280.1', 'GRIN1A'), ('XP_049322281.1', 'GRIN1A'), ('XP_049322283.1', 'GRIN1A'), ('XP_049322284.1', 'GRIN1A'), ('XP_049322285.1', 'GRIN1A'), ('XP_049322286.1', 'GRIN1A'), ('XP_049322287.1', 'GRIN1A'), ('XP_049322288.1', 'GRIN1A'), ('XP_049322289.1', 'GRIN1A'), ('XP_049322290.1', 'GRIN1A'), ('XP_049322291.1', 'GRIN1A')]",677
677,GRIN2B,NP_000825.2,"[('XP_049325697.1', 'GRIN2BB'), ('XP_049325698.1', 'GRIN2BB'), ('XP_049331731.1', 'LOC103041816'), ('XP_049331732.1', 'LOC103041816'), ('XP_049331733.1', 'LOC103041816'), ('XP_049331734.1', 'LOC103041816')]",678
678,GRM2,XP_054202342.1,"[('XP_007253330.2', 'GRM2A'), ('XP_007254610.3', 'GRM2B'), ('XP_007254611.3', 'GRM2B')]",679
679,GRPR,NP_005305.1,"[('XP_007259460.1', 'GRPR')]",680
680,GSC,NP_776248.1,"[('XP_007232186.1', 'GSC')]",681
681,GSK3A,NP_063937.2,"[('XP_007250926.1', 'GSK3AB'), ('XP_007250927.1', 'GSK3AB'), ('XP_007250928.1', 'GSK3AB'), ('XP_007253163.2', 'GSK3AA'), ('XP_007253164.2', 'GSK3AA')]",682
682,GSPT1,NP_001123478.2,"[('XP_007235394.3', 'GSPT1L'), ('XP_007235395.3', 'GSPT1L'), ('XP_022524946.2', 'GSPT1')]",683
683,GSS,NP_001309423.1,"[('XP_049319244.1', 'GSS'), ('XP_049319245.1', 'GSS'), ('XP_049319246.1', 'GSS')]",684
684,GSTA1,NP_665683.1,"[('XP_022540933.1', 'GSTA.1')]",685
685,GSTP1,NP_000843.1,"[('XP_007253688.2', 'LOC103038276')]",686
686,GTF2A1,NP_056943.1,"[('XP_007253014.2', 'GTF2A1')]",687
687,GTF2B,NP_001505.1,"[('XP_049322915.1', 'GTF2B')]",688
688,GTF2F1,NP_002087.2,"[('XP_007239238.2', 'GTF2F1')]",689
689,GTF3A,NP_002088.2,"[('XP_022522105.2', 'GTF3AA')]",690
690,GTF3C1,XP_054236158.1,"[('XP_022530135.2', 'LOC103034002'), ('XP_049325292.1', 'LOC103034002')]",691
691,GTF3C2,XP_054197511.1,"[('XP_049336386.1', 'GTF3C2')]",692
692,GUCY1B1,NP_001278880.1,"[('XP_049328209.1', 'GUCY1B1')]",693
693,GUCY2C,NP_004954.2,"[('XP_022538601.2', 'GUCY2CA'), ('XP_022538602.2', 'GUCY2CA')]",694
694,GZF1,NP_071927.1,"[('XP_007229765.3', 'GZF1'), ('XP_015460694.3', 'GZF1')]",695
695,GZMB,NP_004122.2,"[('XP_015456984.3', 'LOC103029423'), ('XP_022536366.2', 'LOC107197919'), ('XP_022536367.2', 'LOC103022973')]",696
696,HAND2,NP_068808.1,"[('XP_022540220.1', 'HAND2')]",697
697,HAS2,NP_005319.1,"[('XP_049336179.1', 'HAS2')]",698
698,HAX1,NP_006109.2,"[('XP_022522538.2', 'HAX1'), ('XP_022522539.2', 'HAX1')]",699
699,HBA1,NP_000549.1,"[('XP_007238252.3', 'LOC103025029'), ('XP_007238255.1', 'LOC103026054'), ('XP_007238259.3', 'LOC103027153'), ('XP_022522884.1', 'LOC111191627'), ('XP_022522885.1', 'LOC103024400'), ('XP_022541839.1', 'LOC111196760'), ('XP_049331582.1', 'LOC111191633')]",700
