,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
1532,MXI1,NP_001008542.2,Astyanax_mexicanus,XP_022521171.1,MXI1,Mus_musculus,NP_001008542.2,MXI1,2.53e-66,252.0,1.68e-66,252.0
1533,MYB,NP_034978.3,Astyanax_mexicanus,XP_007257902.3,MYB,Mus_musculus,NP_034978.3,MYB,7.22e-179,627.0,4.71e-179,627.0
1534,MYBL1,XP_006495524.1,Astyanax_mexicanus,XP_022537868.2,MYBL1,Mus_musculus,XP_006495524.1,MYBL1,7.88e-191,667.0,4.83e-191,667.0
1535,MYBL2,XP_006498936.1,Astyanax_mexicanus,XP_022538053.2,MYBL2B,Mus_musculus,XP_006498936.1,MYBL2,1.7700000000000002e-160,566.0,1.27e-160,566.0
1536,MYD88,NP_034981.1,Astyanax_mexicanus,XP_007253619.2,MYD88,Mus_musculus,NP_034981.1,MYD88,6.61e-95,347.0,4.2599999999999994e-95,347.0
1537,MYEF2,XP_030104088.1,Astyanax_mexicanus,XP_022542714.2,MYEF2,Mus_musculus,XP_030104088.1,MYEF2,1.83e-170,599.0,1.0899999999999999e-170,599.0
1538,MYF5,XP_006513382.1,Astyanax_mexicanus,XP_007232869.2,MYF5,Mus_musculus,XP_006513382.1,MYF5,1.14e-60,233.0,7.619999999999999e-61,233.0
1539,MYF6,NP_032683.1,Astyanax_mexicanus,XP_007232868.2,MYF6,Mus_musculus,NP_032683.1,MYF6,3.8200000000000004e-56,218.0,2.37e-56,218.0
1540,MYH7B,NP_001078847.1,Astyanax_mexicanus,XP_007249994.3,MYH7BB,Mus_musculus,NP_001078847.1,MYH7B,0.0,1488.0,0.0,1488.0
1541,MYL1,XP_036018509.1,Astyanax_mexicanus,XP_007234897.1,MYL1,Mus_musculus,XP_036018509.1,MYL1,9.2e-61,233.0,5.6199999999999995e-61,233.0
1542,MYL2,NP_034991.3,Astyanax_mexicanus,XP_007247247.1,MYL2B,Mus_musculus,NP_034991.3,MYL2,7.02e-79,293.0,4.3000000000000004e-79,293.0
1543,MYL2,NP_034991.3,Astyanax_mexicanus,XP_022521520.1,MYL2A,Mus_musculus,NP_034991.3,MYL2,5.65e-78,290.0,3.44e-78,290.0
1544,MYL6,NP_034990.1,Astyanax_mexicanus,XP_007246827.1,ZGC:153867,Mus_musculus,NP_034990.1,MYL6,1.6900000000000002e-70,265.0,1.05e-70,265.0
1545,MYL6,NP_034990.1,Astyanax_mexicanus,XP_007254312.1,MYL6,Mus_musculus,NP_034990.1,MYL6,1.08e-68,259.0,6.73e-69,259.0
1546,MYL6,NP_034990.1,Astyanax_mexicanus,XP_007254313.1,MYL6,Mus_musculus,NP_034990.1,MYL6,8.46e-71,266.0,5.26e-71,266.0
1547,MYL6,NP_034990.1,Astyanax_mexicanus,XP_022532635.1,ZGC:153867,Mus_musculus,NP_034990.1,MYL6,1.52e-68,259.0,6.73e-69,259.0
1548,MYL6,NP_034990.1,Astyanax_mexicanus,XP_022532636.1,ZGC:153867,Mus_musculus,NP_034990.1,MYL6,4.7500000000000003e-70,264.0,2.1e-70,264.0
1549,MYL6,NP_034990.1,Astyanax_mexicanus,XP_049318720.1,ZGC:153867,Mus_musculus,NP_034990.1,MYL6,1.22e-67,256.0,5.38e-68,256.0
1550,MYL9,NP_742116.1,Astyanax_mexicanus,XP_007229373.1,LOC103037289,Mus_musculus,NP_742116.1,MYL9,2.0899999999999997e-89,328.0,1.3e-89,328.0
1551,MYL9,NP_742116.1,Astyanax_mexicanus,XP_007229374.1,LOC103037289,Mus_musculus,NP_742116.1,MYL9,2.0899999999999997e-89,328.0,1.3e-89,328.0
1552,MYL9,NP_742116.1,Astyanax_mexicanus,XP_007229375.1,LOC103037289,Mus_musculus,NP_742116.1,MYL9,2.0899999999999997e-89,328.0,1.3e-89,328.0
1553,MYL9,NP_742116.1,Astyanax_mexicanus,XP_007233494.2,MYL9A,Mus_musculus,NP_742116.1,MYL9,1.69e-88,325.0,1.0400000000000001e-88,325.0
1554,MYL9,NP_742116.1,Astyanax_mexicanus,XP_007240094.1,MYL12.1,Mus_musculus,NP_742116.1,MYL9,1.34e-87,322.0,8.31e-88,322.0
1555,MYL9,NP_742116.1,Astyanax_mexicanus,XP_007253363.1,MYL9B,Mus_musculus,NP_742116.1,MYL9,1.0499999999999999e-89,329.0,6.49e-90,329.0
1556,MYLK3,XP_006530888.1,,,,,,,,,,
1557,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_022520759.2,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1998.0,0.0,1998.0
1558,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_022520765.2,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1988.0,0.0,1988.0
1559,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_022520780.2,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1958.0,0.0,1958.0
1560,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_022528602.2,MYO6B,Mus_musculus,NP_001395181.1,MYO6,0.0,1987.0,0.0,1987.0
1561,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_022528604.2,MYO6B,Mus_musculus,NP_001395181.1,MYO6,0.0,1956.0,0.0,1956.0
1562,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049319712.1,MYO6B,Mus_musculus,NP_001395181.1,MYO6,0.0,1987.0,0.0,1987.0
1563,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049335538.1,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1998.0,0.0,1998.0
1564,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049335539.1,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1998.0,0.0,1998.0
1565,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049335540.1,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1978.0,0.0,1978.0
1566,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049335548.1,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1974.0,0.0,1974.0
1567,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049335553.1,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1973.0,0.0,1973.0
1568,MYO6,NP_001395181.1,Astyanax_mexicanus,XP_049335555.1,MYO6A,Mus_musculus,NP_001395181.1,MYO6,0.0,1967.0,0.0,1967.0
1569,MYOD1,NP_034996.2,Astyanax_mexicanus,XP_007228164.2,MYOD1,Mus_musculus,NP_034996.2,MYOD1,1.13e-78,293.0,8.250000000000001e-79,293.0
1570,MYOD1,NP_034996.2,Astyanax_mexicanus,XP_007228165.2,MYOD1,Mus_musculus,NP_034996.2,MYOD1,3.52e-80,298.0,2.58e-80,298.0
1571,MYOG,NP_112466.1,Astyanax_mexicanus,XP_007247821.2,MYOG,Mus_musculus,NP_112466.1,MYOG,2.1e-50,199.0,1.15e-50,199.0
1572,MYOG,NP_112466.1,Astyanax_mexicanus,XP_022538423.2,MYOG,Mus_musculus,NP_112466.1,MYOG,2.1e-50,199.0,1.15e-50,199.0
1573,MYOG,NP_112466.1,Astyanax_mexicanus,XP_049327918.1,MYOG,Mus_musculus,NP_112466.1,MYOG,2.1e-50,199.0,1.15e-50,199.0
1574,MYOM2,NP_001401117.1,Astyanax_mexicanus,XP_022540928.2,MYOM2B,Mus_musculus,NP_001401117.1,MYOM2,0.0,1508.0,0.0,1508.0
1575,MYOM2,NP_001401117.1,Astyanax_mexicanus,XP_049321844.1,MYOM2A,Mus_musculus,NP_001401117.1,MYOM2,0.0,1521.0,0.0,1521.0
1576,MYOM2,NP_001401117.1,Astyanax_mexicanus,XP_049321846.1,MYOM2A,Mus_musculus,NP_001401117.1,MYOM2,0.0,1528.0,0.0,1528.0
1577,MYOM2,NP_001401117.1,Astyanax_mexicanus,XP_049321847.1,MYOM2A,Mus_musculus,NP_001401117.1,MYOM2,0.0,1525.0,0.0,1525.0
1578,MYOM2,NP_001401117.1,Astyanax_mexicanus,XP_049321848.1,MYOM2A,Mus_musculus,NP_001401117.1,MYOM2,0.0,1532.0,0.0,1532.0
1579,MYOM2,NP_001401117.1,Astyanax_mexicanus,XP_049321849.1,MYOM2A,Mus_musculus,NP_001401117.1,MYOM2,0.0,1521.0,0.0,1521.0
1580,MYOM3,NP_001078978.1,Astyanax_mexicanus,XP_022522135.2,MYOM3,Mus_musculus,NP_001078978.1,MYOM3,0.0,1188.0,0.0,1188.0
1581,MYOZ2,NP_067478.1,Astyanax_mexicanus,XP_007232786.2,MYOZ2B,Mus_musculus,NP_067478.1,MYOZ2,1.82e-68,259.0,1.1799999999999998e-68,259.0
1582,MZF1,XP_006539529.1,,,,,,,,,,
1583,NAB1,NP_001407276.1,Astyanax_mexicanus,XP_007253296.3,NAB1B,Mus_musculus,NP_001407276.1,NAB1,1.97e-143,509.0,1.19e-143,509.0
1584,NAB1,NP_001407276.1,Astyanax_mexicanus,XP_049340865.1,NAB1B,Mus_musculus,NP_001407276.1,NAB1,6.15e-145,514.0,3.73e-145,514.0
1585,NAB1,NP_001407276.1,Astyanax_mexicanus,XP_049340866.1,NAB1B,Mus_musculus,NP_001407276.1,NAB1,5.92e-139,494.0,3.91e-139,494.0
1586,NAB2,NP_001116367.1,Astyanax_mexicanus,XP_049327865.1,NAB2,Mus_musculus,NP_001116367.1,NAB2,1.05e-91,337.0,6.8e-92,337.0
1587,NACC1,XP_036010137.1,,,,,,,,,,
1588,NANOG,NP_082292.1,,,,,,,,,,
1589,NANOS3,XP_036009928.1,,,,,,,,,,
1590,NAPEPLD,NP_001346893.1,Astyanax_mexicanus,XP_049330940.1,NAPEPLD,Mus_musculus,NP_001346893.1,NAPEPLD,7.24e-153,540.0,4.63e-153,540.0
1591,NAPEPLD,NP_001346893.1,Astyanax_mexicanus,XP_049330941.1,NAPEPLD,Mus_musculus,NP_001346893.1,NAPEPLD,7.24e-153,540.0,4.63e-153,540.0
1592,NAPEPLD,NP_001346893.1,Astyanax_mexicanus,XP_049330942.1,NAPEPLD,Mus_musculus,NP_001346893.1,NAPEPLD,7.24e-153,540.0,4.63e-153,540.0
1593,NAT2,XP_006509655.1,Astyanax_mexicanus,XP_007244906.3,LOC103022041,Mus_musculus,XP_006509655.1,NAT2,1.7799999999999998e-61,236.0,1.23e-61,236.0
1594,NAT2,XP_006509655.1,Astyanax_mexicanus,XP_007245018.3,LOC103025468,Mus_musculus,XP_006509655.1,NAT2,8.87e-65,247.0,6.0200000000000005e-65,247.0
1595,NAT2,XP_006509655.1,Astyanax_mexicanus,XP_015460169.3,LOC103021503,Mus_musculus,XP_006509655.1,NAT2,2.73e-63,242.0,1.93e-63,242.0
1596,NAT2,XP_006509655.1,Astyanax_mexicanus,XP_015460170.3,LOC103021503,Mus_musculus,XP_006509655.1,NAT2,2.73e-63,242.0,1.93e-63,242.0
1597,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_022531747.2,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1061.0,0.0,1061.0
1598,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322452.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1050.0,0.0,1050.0
1599,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322453.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1051.0,0.0,1051.0
1600,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322454.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1054.0,0.0,1054.0
1601,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322455.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1056.0,0.0,1056.0
1602,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322456.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1060.0,0.0,1060.0
1603,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322457.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1050.0,0.0,1050.0
1604,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322460.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1055.0,0.0,1055.0
1605,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322461.1,NCAM1A,Mus_musculus,NP_001074914.1,NCAM1,0.0,1061.0,0.0,1061.0
1606,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322771.1,NCAM1B,Mus_musculus,NP_001074914.1,NCAM1,6.42e-294,1010.0,3.19e-294,1010.0
1607,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322772.1,NCAM1B,Mus_musculus,NP_001074914.1,NCAM1,1.99e-295,1015.0,9.97e-296,1015.0
1608,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322773.1,NCAM1B,Mus_musculus,NP_001074914.1,NCAM1,1.54e-297,1022.0,7.79e-298,1022.0
1609,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322774.1,NCAM1B,Mus_musculus,NP_001074914.1,NCAM1,2.6e-294,1011.0,1.59e-294,1011.0
1610,NCAM1,NP_001074914.1,Astyanax_mexicanus,XP_049322775.1,NCAM1B,Mus_musculus,NP_001074914.1,NCAM1,6.21e-298,1023.0,3.89e-298,1023.0
1611,NCF1,NP_035006.3,Astyanax_mexicanus,XP_007245354.3,NCF1,Mus_musculus,NP_035006.3,NCF1,1.4e-130,466.0,8.45e-131,466.0
1612,NCF1,NP_035006.3,Astyanax_mexicanus,XP_022536288.1,NCF1,Mus_musculus,NP_035006.3,NCF1,6.99e-131,467.0,4.22e-131,467.0
1613,NCK2,XP_030107914.1,Astyanax_mexicanus,XP_007238073.3,NCK2B,Mus_musculus,XP_030107914.1,NCK2,2.92e-177,621.0,1.8000000000000001e-177,621.0
1614,NCK2,XP_030107914.1,Astyanax_mexicanus,XP_049335376.1,NCK2B,Mus_musculus,XP_030107914.1,NCK2,2.92e-177,621.0,1.8000000000000001e-177,621.0
1615,NCK2,XP_030107914.1,Astyanax_mexicanus,XP_049340812.1,NCK2A,Mus_musculus,XP_030107914.1,NCK2,1.01e-172,606.0,5.91e-173,606.0
1616,NCK2,XP_030107914.1,Astyanax_mexicanus,XP_049340813.1,NCK2A,Mus_musculus,XP_030107914.1,NCK2,1.01e-172,606.0,5.91e-173,606.0
1617,NCK2,XP_030107914.1,Astyanax_mexicanus,XP_049340814.1,NCK2A,Mus_musculus,XP_030107914.1,NCK2,1.01e-172,606.0,5.91e-173,606.0
1618,NCMAP,NP_001230235.1,,,,,,,,,,
1619,NCOA2,XP_030107955.1,Astyanax_mexicanus,XP_007260173.3,NCOA2,Mus_musculus,XP_030107955.1,NCOA2,0.0,1278.0,0.0,1278.0
1620,NCOA2,XP_030107955.1,Astyanax_mexicanus,XP_007260174.3,NCOA2,Mus_musculus,XP_030107955.1,NCOA2,0.0,1310.0,0.0,1310.0
1621,NCOA3,NP_032705.2,Astyanax_mexicanus,XP_022532498.2,LOC103026609,Mus_musculus,NP_032705.2,NCOA3,9.160000000000001e-266,917.0,5.23e-266,917.0
1622,NCOA5,NP_659141.1,Astyanax_mexicanus,XP_022531322.2,NCOA5,Mus_musculus,NP_659141.1,NCOA5,9.52e-90,331.0,5.46e-90,331.0
1623,NCOA5,NP_659141.1,Astyanax_mexicanus,XP_022531323.2,NCOA5,Mus_musculus,NP_659141.1,NCOA5,1.19e-90,334.0,6.83e-91,334.0
1624,NCOA5,NP_659141.1,Astyanax_mexicanus,XP_022531324.2,NCOA5,Mus_musculus,NP_659141.1,NCOA5,8.979999999999999e-90,331.0,5.46e-90,331.0
1625,NCOA5,NP_659141.1,Astyanax_mexicanus,XP_022531325.2,NCOA5,Mus_musculus,NP_659141.1,NCOA5,8.11e-90,331.0,5.46e-90,331.0
1626,NCOA5,NP_659141.1,Astyanax_mexicanus,XP_022531326.2,NCOA5,Mus_musculus,NP_659141.1,NCOA5,8.11e-90,331.0,5.46e-90,331.0
1627,NCOA6,NP_001229487.1,,,,,,,,,,
1628,NCOR2,NP_001240834.1,,,,,,,,,,
1629,NDN,NP_035012.2,,,,,,,,,,
1630,NDOR1,XP_006498518.1,,,,,,,,,,
1631,NDP,NP_035013.1,Astyanax_mexicanus,XP_007227885.1,LOC103033400,Mus_musculus,NP_035013.1,NDP,4.79e-44,177.0,2.82e-44,177.0
1632,NECTIN1,NP_067399.2,Astyanax_mexicanus,XP_049339615.1,NECTIN1B,Mus_musculus,NP_067399.2,NECTIN1,8.17e-140,497.0,5.19e-140,497.0
1633,NECTIN2,NP_033016.3,Astyanax_mexicanus,XP_007250916.2,SI:CH73-22O12.1,Mus_musculus,NP_033016.3,NECTIN2,1.18e-60,234.0,7.919999999999999e-61,234.0
1634,NECTIN2,NP_033016.3,Astyanax_mexicanus,XP_049332162.1,PVRL2L,Mus_musculus,NP_033016.3,NECTIN2,1.5100000000000002e-58,227.0,1.01e-58,227.0
1635,NECTIN4,NP_082169.2,Astyanax_mexicanus,XP_022534610.2,NECTIN4B,Mus_musculus,NP_082169.2,NECTIN4,9.64e-47,188.0,5.34e-47,188.0
1636,NECTIN4,NP_082169.2,Astyanax_mexicanus,XP_022534612.2,NECTIN4B,Mus_musculus,NP_082169.2,NECTIN4,6.71e-49,195.0,4.18e-49,195.0
1637,NELFCD,NP_065605.3,Astyanax_mexicanus,XP_022519445.1,NELFCD,Mus_musculus,NP_065605.3,NELFCD,0.0,1030.0,0.0,1030.0
1638,NEPN,XP_006512882.1,,,,,,,,,,
1639,NES,NP_057910.3,,,,,,,,,,
1640,NEUROD1,NP_035024.1,Astyanax_mexicanus,XP_007244428.2,NEUROD1,Mus_musculus,NP_035024.1,NEUROD1,1.08e-98,360.0,6.27e-99,360.0
1641,NEUROD4,NP_001316419.1,Astyanax_mexicanus,XP_007246823.3,NEUROD4,Mus_musculus,NP_001316419.1,NEUROD4,2.01e-70,266.0,1.15e-70,266.0
1642,NEUROD6,NP_033847.1,Astyanax_mexicanus,XP_022529338.2,NEUROD6A,Mus_musculus,NP_033847.1,NEUROD6,4.2800000000000005e-79,295.0,2.1800000000000003e-79,295.0
1643,NEUROG2,XP_030108254.1,,,,,,,,,,
1644,NEUROG3,NP_033849.3,,,,,,,,,,
1645,NFAT5,NP_001273189.1,Astyanax_mexicanus,XP_049321558.1,NFAT5B,Mus_musculus,NP_001273189.1,NFAT5,3.0099999999999998e-199,696.0,1.54e-199,696.0
1646,NFAT5,NP_001273189.1,Astyanax_mexicanus,XP_049321559.1,NFAT5B,Mus_musculus,NP_001273189.1,NFAT5,3.0099999999999998e-199,696.0,1.54e-199,696.0
1647,NFAT5,NP_001273189.1,Astyanax_mexicanus,XP_049321560.1,NFAT5B,Mus_musculus,NP_001273189.1,NFAT5,9.169999999999999e-204,711.0,4.69e-204,711.0
1648,NFATC2,XP_036015206.1,,,,,,,,,,
1649,NFATC2IP,NP_001399641.1,,,,,,,,,,
1650,NFATC3,NP_001355726.1,Astyanax_mexicanus,XP_007246953.3,NFATC3A,Mus_musculus,NP_001355726.1,NFATC3,1.53e-275,949.0,9.190000000000001e-276,949.0
1651,NFATC3,NP_001355726.1,Astyanax_mexicanus,XP_022522825.2,NFATC3A,Mus_musculus,NP_001355726.1,NFATC3,5.94e-275,947.0,3.68e-275,947.0
1652,NFE2L2,NP_035032.1,Astyanax_mexicanus,XP_007258019.3,NFE2L2A,Mus_musculus,NP_035032.1,NFE2L2,1.67e-98,360.0,1.05e-98,360.0
1653,NFE2L3,NP_035033.1,,,,,,,,,,
1654,NFIA,XP_006502904.1,,,,,,,,,,
1655,NFIB,NP_001273060.1,,,,,,,,,,
1656,NFIC,XP_030100800.1,Astyanax_mexicanus,XP_022525939.2,NFIC,Mus_musculus,XP_030100800.1,NFIC,5.649999999999999e-188,657.0,2.89e-188,657.0
1657,NFIC,XP_030100800.1,Astyanax_mexicanus,XP_022525940.2,NFIC,Mus_musculus,XP_030100800.1,NFIC,4.8199999999999994e-188,657.0,2.89e-188,657.0
1658,NFIX,XP_036009691.1,Astyanax_mexicanus,XP_049325420.1,NFIXA,Mus_musculus,XP_036009691.1,NFIX,2.04e-211,735.0,1.1400000000000001e-211,735.0
1659,NFIX,XP_036009691.1,Astyanax_mexicanus,XP_049325421.1,NFIXA,Mus_musculus,XP_036009691.1,NFIX,7.81e-214,743.0,4.47e-214,743.0
1660,NFIX,XP_036009691.1,Astyanax_mexicanus,XP_049325422.1,NFIXA,Mus_musculus,XP_036009691.1,NFIX,3.81e-217,754.0,2.18e-217,754.0
1661,NFIX,XP_036009691.1,Astyanax_mexicanus,XP_049325424.1,NFIXA,Mus_musculus,XP_036009691.1,NFIX,3.88e-211,734.0,2.29e-211,734.0
1662,NFKB1,NP_032715.2,Astyanax_mexicanus,XP_049323949.1,NFKB1,Mus_musculus,NP_032715.2,NFKB1,8.24e-218,757.0,5.29e-218,757.0
1663,NFKB2,NP_001170841.1,Astyanax_mexicanus,XP_022540294.2,NFKB2,Mus_musculus,NP_001170841.1,NFKB2,2.2900000000000002e-200,699.0,1.4100000000000002e-200,699.0
1664,NFKB2,NP_001170841.1,Astyanax_mexicanus,XP_022540295.2,NFKB2,Mus_musculus,NP_001170841.1,NFKB2,2.2800000000000003e-200,699.0,1.4100000000000002e-200,699.0
1665,NFKBIB,NP_035038.2,,,,,,,,,,
1666,NFYB,NP_035044.1,Astyanax_mexicanus,XP_007233654.2,NFYBA,Mus_musculus,NP_035044.1,NFYB,1.59e-87,322.0,1e-87,322.0
1667,NFYC,NP_001408222.1,Astyanax_mexicanus,XP_015460388.3,NFYC,Mus_musculus,NP_001408222.1,NFYC,6.82e-141,500.0,4.82e-141,500.0
1668,NFYC,NP_001408222.1,Astyanax_mexicanus,XP_015460390.3,NFYC,Mus_musculus,NP_001408222.1,NFYC,2.18e-139,495.0,1.54e-139,495.0
1669,NFYC,NP_001408222.1,Astyanax_mexicanus,XP_022538966.2,NFYC,Mus_musculus,NP_001408222.1,NFYC,4.35e-139,494.0,3.08e-139,494.0
1670,NGF,XP_006501171.1,Astyanax_mexicanus,XP_007253404.1,NGFB,Mus_musculus,XP_006501171.1,NGF,2.19e-45,182.0,2.0699999999999998e-45,182.0
1671,NHLH1,NP_035046.1,Astyanax_mexicanus,XP_007227806.1,NHLH2,Mus_musculus,NP_035046.1,NHLH1,5.9599999999999994e-30,130.0,4.03e-30,130.0
1672,NHLH1,NP_035046.1,Astyanax_mexicanus,XP_007259110.1,LOC103035065,Mus_musculus,NP_035046.1,NHLH1,1.4899999999999998e-30,132.0,1.01e-30,132.0
1673,NHLH2,NP_848892.1,Astyanax_mexicanus,XP_007227806.1,NHLH2,Mus_musculus,NP_848892.1,NHLH2,9.53e-29,126.0,6.55e-29,126.0
1674,NHLH2,NP_848892.1,Astyanax_mexicanus,XP_007259110.1,LOC103035065,Mus_musculus,NP_848892.1,NHLH2,2.3800000000000002e-29,128.0,1.64e-29,128.0
1675,NKX2-2,XP_036015222.1,,,,,,,,,,
1676,NKX2-3,NP_032725.1,Astyanax_mexicanus,XP_007240437.1,NKX2.3,Mus_musculus,NP_032725.1,NKX2-3,3.6800000000000004e-70,265.0,2.52e-70,265.0
1677,NKX3-2,NP_031550.2,,,,,,,,,,
1678,NKX6-1,NP_659204.1,Astyanax_mexicanus,XP_007237510.2,NKX6.1,Mus_musculus,NP_659204.1,NKX6-1,3.45e-107,388.0,2.39e-107,388.0
1679,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049318887.1,LOC103042819,Mus_musculus,XP_006540194.1,NLRP12,4.56e-87,323.0,2.48e-87,323.0
1680,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049324253.1,LOC125780488,Mus_musculus,XP_006540194.1,NLRP12,2.5e-89,331.0,9.69e-90,331.0
1681,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049324269.1,LOC125780488,Mus_musculus,XP_006540194.1,NLRP12,3.6000000000000004e-85,317.0,1.5900000000000002e-85,317.0
1682,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332900.1,LOC111188496,Mus_musculus,XP_006540194.1,NLRP12,9.61e-90,332.0,4.84e-90,332.0
1683,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332901.1,LOC111188496,Mus_musculus,XP_006540194.1,NLRP12,9.61e-90,332.0,4.84e-90,332.0
1684,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332902.1,LOC111188496,Mus_musculus,XP_006540194.1,NLRP12,2.46e-87,324.0,1.24e-87,324.0
1685,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332930.1,LOC111197417,Mus_musculus,XP_006540194.1,NLRP12,4.87e-87,323.0,2.48e-87,323.0
1686,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332931.1,LOC111197417,Mus_musculus,XP_006540194.1,NLRP12,4.87e-87,323.0,2.48e-87,323.0
1687,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332932.1,LOC111197417,Mus_musculus,XP_006540194.1,NLRP12,4.87e-87,323.0,2.48e-87,323.0
1688,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332933.1,LOC111197417,Mus_musculus,XP_006540194.1,NLRP12,4.87e-87,323.0,2.48e-87,323.0
1689,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332934.1,LOC111197417,Mus_musculus,XP_006540194.1,NLRP12,4.87e-87,323.0,2.48e-87,323.0
1690,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332968.1,LOC125801100,Mus_musculus,XP_006540194.1,NLRP12,4.96e-87,323.0,2.48e-87,323.0
1691,NLRP12,XP_006540194.1,Astyanax_mexicanus,XP_049332969.1,LOC125801100,Mus_musculus,XP_006540194.1,NLRP12,4.96e-87,323.0,2.48e-87,323.0
1692,NLRP2,NP_808358.2,,,,,,,,,,
1693,NMNAT2,NP_780669.1,Astyanax_mexicanus,XP_022533636.1,NMNAT2,Mus_musculus,NP_780669.1,NMNAT2,5.52e-156,550.0,3.4400000000000003e-156,550.0
1694,NNAT,XP_036015262.1,,,,,,,,,,
1695,NOCT,NP_033964.1,Astyanax_mexicanus,XP_015461159.1,NOCTA,Mus_musculus,NP_033964.1,NOCT,3.16e-127,455.0,1.9e-127,455.0
1696,NOCT,NP_033964.1,Astyanax_mexicanus,XP_022540111.1,NOCTA,Mus_musculus,NP_033964.1,NOCT,5.34e-127,454.0,3.81e-127,454.0
1697,NOCT,NP_033964.1,Astyanax_mexicanus,XP_022540112.1,NOCTA,Mus_musculus,NP_033964.1,NOCT,1.05e-126,453.0,7.61e-127,453.0
1698,NODAL,NP_038639.2,Astyanax_mexicanus,XP_007242989.3,NDR2,Mus_musculus,NP_038639.2,NODAL,6.03e-53,208.0,3.55e-53,208.0
1699,NOL3,NP_084428.1,,,,,,,,,,
1700,NONO,NP_001413149.1,Astyanax_mexicanus,XP_007257544.1,NONO,Mus_musculus,NP_001413149.1,NONO,5.33e-120,431.0,3.59e-120,431.0
1701,NONO,NP_001413149.1,Astyanax_mexicanus,XP_007257545.1,NONO,Mus_musculus,NP_001413149.1,NONO,5.33e-120,431.0,3.59e-120,431.0
1702,NOP56,NP_077155.2,Astyanax_mexicanus,XP_007246079.3,NOP56,Mus_musculus,NP_077155.2,NOP56,6.93e-204,710.0,4.44e-204,710.0
1703,NOS1,NP_032738.1,Astyanax_mexicanus,XP_022523017.2,NOS1,Mus_musculus,NP_032738.1,NOS1,0.0,2200.0,0.0,2200.0
1704,NOS3,NP_032739.3,,,,,,,,,,
