,Ast,a,a2,Homo,b  ,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
139750,Astyanax_mexicanus,XP_049336395.1,LOC103025288,Homo_sapiens,NP_001116080.1,HCCS,1.28e-102,373.0,5.750000000000001e-103,373.0
73056,Astyanax_mexicanus,XP_022533473.1,LOC103025289,Homo_sapiens,NP_055227.1,CACYBP,5.72e-60,231.0,2.73e-60,231.0
77198,Astyanax_mexicanus,XP_022535856.2,LOC103025319,Homo_sapiens,NP_620158.3,CCDC148,2.74e-77,290.0,1.23e-77,290.0
81887,Astyanax_mexicanus,XP_022537843.1,LOC103025333,Homo_sapiens,NP_775284.1,KCNIP2,1.47e-106,386.0,6.6e-107,386.0
43489,Astyanax_mexicanus,XP_015463393.1,LOC103025336,Homo_sapiens,NP_004031.1,RHOB,1.87e-99,362.0,8.61e-100,362.0
57033,Astyanax_mexicanus,XP_022525815.2,LOC103025343,Homo_sapiens,XP_054225024.1,KMT5B,2.33e-202,706.0,1.06e-202,706.0
36841,Astyanax_mexicanus,XP_007259442.2,LOC103025345,Homo_sapiens,NP_001712.1,BMX,1.19e-194,680.0,5.5500000000000006e-195,680.0
111678,Astyanax_mexicanus,XP_049326246.1,LOC103025367,Homo_sapiens,NP_110385.1,OSBP2,3.28e-291,1001.0,1.76e-291,1001.0
83265,Astyanax_mexicanus,XP_022538368.1,LOC103025384,Homo_sapiens,XP_054227713.1,AMHR2,9.83e-68,258.0,5.11e-68,258.0
24545,Astyanax_mexicanus,XP_007250197.3,LOC103025391,Homo_sapiens,NP_006718.2,CDH10,1.27e-293,1009.0,5.93e-294,1009.0
75611,Astyanax_mexicanus,XP_022535055.1,LOC103025412,Homo_sapiens,NP_000840.2,GSTM3,3.9600000000000004e-80,298.0,1.8200000000000002e-80,298.0
63688,Astyanax_mexicanus,XP_022528783.2,LOC103025420,Homo_sapiens,NP_001337462.1,SNX14,0.0,1513.0,0.0,1513.0
81896,Astyanax_mexicanus,XP_022537849.1,LOC103025445,Homo_sapiens,NP_001182684.1,FFAR4,8.25e-72,271.0,3.93e-72,271.0
74854,Astyanax_mexicanus,XP_022534645.1,LOC103025453,Homo_sapiens,NP_694545.1,APCDD1,1.97e-213,742.0,9.17e-214,742.0
139204,Astyanax_mexicanus,XP_049336285.1,LOC103025460,Homo_sapiens,NP_001019764.1,MSS51,2.98e-110,399.0,1.47e-110,399.0
16564,Astyanax_mexicanus,XP_007245018.3,LOC103025468,Homo_sapiens,NP_000653.3,NAT1,1.92e-63,243.0,8.470000000000001e-64,243.0
20634,Astyanax_mexicanus,XP_007247701.3,LOC103025472,Homo_sapiens,NP_061092.3,PARL,2.63e-144,512.0,1.17e-144,512.0
147950,Astyanax_mexicanus,XP_049339691.1,LOC103025495,Homo_sapiens,NP_689645.2,ARHGAP42,0.0,1150.0,0.0,1150.0
67086,Astyanax_mexicanus,XP_022530553.1,LOC103025512,Homo_sapiens,NP_004106.1,FGF14,5.11e-118,424.0,2.35e-118,424.0
96367,Astyanax_mexicanus,XP_049320994.1,LOC103025516,Homo_sapiens,NP_001007243.2,GP2,2.88e-32,140.0,1.15e-32,140.0
10814,Astyanax_mexicanus,XP_007237840.1,LOC103025552,Homo_sapiens,NP_443108.1,NACC1,3.33e-187,655.0,1.45e-187,655.0
108557,Astyanax_mexicanus,XP_049324771.1,LOC103025565,Homo_sapiens,NP_001032671.2,SCD5,2.3e-138,492.0,1.07e-138,492.0
13888,Astyanax_mexicanus,XP_007241500.2,LOC103025567,Homo_sapiens,NP_001003841.1,SLC6A19,1.0300000000000001e-265,916.0,4.72e-266,916.0
56051,Astyanax_mexicanus,XP_022525449.1,LOC103025571,Homo_sapiens,NP_000086.2,COMP,8.689999999999999e-221,767.0,4.0199999999999997e-221,767.0
78880,Astyanax_mexicanus,XP_022536474.1,LOC103025596,Homo_sapiens,NP_150093.1,PURB,4.8600000000000006e-123,441.0,2.2700000000000003e-123,441.0
3250,Astyanax_mexicanus,XP_007230391.3,LOC103025606,Homo_sapiens,NP_569057.2,COLEC12,5.0800000000000006e-110,399.0,2.37e-110,399.0
56390,Astyanax_mexicanus,XP_022525647.2,LOC103025616,Homo_sapiens,NP_001382820.1,CLASP1,0.0,2124.0,0.0,2124.0
30235,Astyanax_mexicanus,XP_007254594.3,LOC103025629,Homo_sapiens,NP_079106.3,LPCAT1,8.92e-201,700.0,4.19e-201,700.0
147304,Astyanax_mexicanus,XP_049339540.1,LOC103025707,Homo_sapiens,NP_001073905.1,WTIP,8.48e-116,418.0,2.6200000000000004e-116,418.0
29734,Astyanax_mexicanus,XP_007254251.3,LOC103025715,Homo_sapiens,NP_004205.2,FIBP,2.33e-147,522.0,1.07e-147,522.0
7143,Astyanax_mexicanus,XP_007234066.3,LOC103025718,Homo_sapiens,NP_113628.1,RTP3,8.690000000000001e-26,117.0,5.76e-26,117.0
8259,Astyanax_mexicanus,XP_007235175.2,LOC103025724,Homo_sapiens,XP_054224508.1,TMEM80,9.78e-27,120.0,6.330000000000001e-27,120.0
136696,Astyanax_mexicanus,XP_049335580.1,LOC103025738,Homo_sapiens,NP_619650.2,CALML6,2.55e-60,232.0,1.08e-60,232.0
132066,Astyanax_mexicanus,XP_049332402.1,LOC103025788,Homo_sapiens,NP_001339425.1,ASNS,2.14e-244,845.0,9.87e-245,845.0
26169,Astyanax_mexicanus,XP_007251497.2,LOC103025797,Homo_sapiens,NP_060677.2,TRIM62,1.57e-234,812.0,7.18e-235,812.0
67088,Astyanax_mexicanus,XP_022530555.1,LOC103025817,Homo_sapiens,NP_068773.2,GJA3,3.65e-120,432.0,1.62e-120,432.0
7083,Astyanax_mexicanus,XP_007233986.3,LOC103025822,Homo_sapiens,NP_003051.1,SLC22A5,7.48e-175,614.0,3.38e-175,614.0
33072,Astyanax_mexicanus,XP_007256954.2,LOC103025837,Homo_sapiens,NP_001258886.1,SLC39A1,2.75e-55,216.0,1.2699999999999999e-55,216.0
113040,Astyanax_mexicanus,XP_049326842.1,LOC103025839,Homo_sapiens,NP_004149.1,PSPN,5.42e-24,111.0,2.48e-24,111.0
110330,Astyanax_mexicanus,XP_049325394.1,LOC103025861,Homo_sapiens,NP_001073921.1,GPR108,4.22e-151,535.0,1.99e-151,535.0
122024,Astyanax_mexicanus,XP_049329486.1,LOC103025877,Homo_sapiens,NP_000777.1,CYP51A1,1.05e-232,806.0,4.9199999999999995e-233,806.0
24552,Astyanax_mexicanus,XP_007250199.2,LOC103025909,Homo_sapiens,NP_001304156.1,CDH12,0.0,1066.0,0.0,1066.0
47085,Astyanax_mexicanus,XP_022520681.1,LOC103025928,Homo_sapiens,NP_783865.1,RAB37,4.0299999999999996e-89,328.0,1.6299999999999998e-89,328.0
31167,Astyanax_mexicanus,XP_007255386.1,LOC103025938,Homo_sapiens,NP_060064.2,DIRAS2,2.43e-97,355.0,1.1200000000000001e-97,355.0
63818,Astyanax_mexicanus,XP_022528852.1,LOC103025948,Homo_sapiens,NP_001245286.1,HPCAL1,1.41e-104,379.0,6.4700000000000006e-105,379.0
143998,Astyanax_mexicanus,XP_049337930.1,LOC103025950,Homo_sapiens,XP_054171387.1,TRIM65,8.83e-17,88.2,2.93e-17,88.2
151591,Astyanax_mexicanus,XP_049340844.1,LOC103025968,Homo_sapiens,NP_001356634.1,ZFY,1.86e-158,560.0,8.479999999999999e-159,560.0
64324,Astyanax_mexicanus,XP_022529039.2,LOC103025970,Homo_sapiens,NP_109590.3,RAI1,1.48e-72,276.0,6.48e-73,276.0
111820,Astyanax_mexicanus,XP_049326291.1,LOC103025978,Homo_sapiens,NP_001123571.1,KIFC3,4.24e-70,266.0,2.39e-70,266.0
117902,Astyanax_mexicanus,XP_049327854.1,LOC103025997,Homo_sapiens,NP_001036193.1,RARG,6.700000000000001e-200,697.0,2.7800000000000003e-200,697.0
51924,Astyanax_mexicanus,XP_022523410.1,LOC103026003,Homo_sapiens,NP_653212.1,CYB5D2,3.25e-60,232.0,1.58e-60,232.0
151028,Astyanax_mexicanus,XP_049340706.1,LOC103026020,Homo_sapiens,NP_001276015.1,CD300LF,2.7e-11,69.3,1.36e-11,69.3
11168,Astyanax_mexicanus,XP_007238255.1,LOC103026054,Homo_sapiens,NP_000508.1,HBA2,5.61e-37,154.0,2.57e-37,154.0
14437,Astyanax_mexicanus,XP_007242811.3,LOC103026077,Homo_sapiens,NP_001372994.1,LHFPL3,1.29e-103,376.0,6.219999999999999e-104,376.0
67684,Astyanax_mexicanus,XP_022531115.1,LOC103026083,Homo_sapiens,NP_001432.2,FAAH,8.6e-160,564.0,3.9600000000000004e-160,564.0
149580,Astyanax_mexicanus,XP_049340420.1,LOC103026101,Homo_sapiens,NP_001860.2,CPA2,2.13e-149,529.0,9.84e-150,529.0
77228,Astyanax_mexicanus,XP_022535866.2,LOC103026121,Homo_sapiens,NP_660302.2,ACVR1C,4.22e-201,701.0,1.93e-201,701.0
145578,Astyanax_mexicanus,XP_049339029.1,LOC103026130,Homo_sapiens,NP_056276.1,ZNF521,0.0,1432.0,0.0,1432.0
125068,Astyanax_mexicanus,XP_049330379.1,LOC103026144,Homo_sapiens,XP_054224826.1,MUC6,8.79e-247,855.0,2.2800000000000002e-247,855.0
9603,Astyanax_mexicanus,XP_007236347.3,LOC103026147,Homo_sapiens,NP_001363816.1,TNFSF14,1.43e-13,77.0,6.55e-14,77.0
22379,Astyanax_mexicanus,XP_007248943.2,LOC103026207,Homo_sapiens,NP_001354431.1,CYP27C1,2.4600000000000003e-192,672.0,1.13e-192,672.0
78878,Astyanax_mexicanus,XP_022536472.2,LOC103026214,Homo_sapiens,NP_000567.1,IL1B,1.67e-15,83.6,7.57e-16,83.6
81115,Astyanax_mexicanus,XP_022537652.2,LOC103026220,Homo_sapiens,NP_001284368.1,HGFAC,2.5200000000000003e-173,609.0,1.2900000000000001e-173,609.0
75263,Astyanax_mexicanus,XP_022534837.2,LOC103026224,Homo_sapiens,NP_001363749.1,MBNL1,5.49e-197,687.0,2.5699999999999998e-197,687.0
87637,Astyanax_mexicanus,XP_022540939.2,LOC103026273,Homo_sapiens,NP_001186.1,BFSP1,2.68e-92,340.0,1.23e-92,340.0
142319,Astyanax_mexicanus,XP_049337295.1,LOC103026293,Homo_sapiens,NP_899632.2,NLRP3,3.64e-69,264.0,1.28e-69,264.0
40446,Astyanax_mexicanus,XP_015458757.3,LOC103026319,Homo_sapiens,NP_057602.2,PIPOX,9.78e-122,437.0,4.54e-122,437.0
2524,Astyanax_mexicanus,XP_007229773.2,LOC103026324,Homo_sapiens,NP_079479.1,WDCP,5.3800000000000004e-160,565.0,2.46e-160,565.0
26217,Astyanax_mexicanus,XP_007251586.1,LOC103026330,Homo_sapiens,NP_689414.2,TAS1R3,3.31e-154,546.0,1.53e-154,546.0
5484,Astyanax_mexicanus,XP_007232485.1,LOC103026338,Homo_sapiens,NP_005847.1,RAMP3,3.48e-28,125.0,1.44e-28,125.0
45550,Astyanax_mexicanus,XP_022519122.2,LOC103026350,Homo_sapiens,NP_036260.2,CLCA4,5.19e-193,675.0,2.42e-193,675.0
15287,Astyanax_mexicanus,XP_007244216.1,LOC103026398,Homo_sapiens,NP_005995.2,UQCRH,3.98e-22,104.0,1.85e-22,104.0
141214,Astyanax_mexicanus,XP_049336959.1,LOC103026410,Homo_sapiens,NP_001288014.1,QKI,9.37e-166,583.0,4.34e-166,583.0
64373,Astyanax_mexicanus,XP_022529091.2,LOC103026439,Homo_sapiens,NP_001317488.1,L3MBTL4,8.91e-203,707.0,3.76e-203,707.0
30240,Astyanax_mexicanus,XP_007254596.3,LOC103026450,Homo_sapiens,NP_001182539.1,DCDC2,1.1299999999999999e-68,261.0,5.3e-69,261.0
110333,Astyanax_mexicanus,XP_049325399.1,LOC103026484,Homo_sapiens,NP_002395.1,MFAP4,4.7799999999999995e-68,258.0,2.27e-68,258.0
70829,Astyanax_mexicanus,XP_022532510.2,LOC103026485,Homo_sapiens,NP_001363867.1,IQSEC1,0.0,1480.0,0.0,1480.0
99331,Astyanax_mexicanus,XP_049321782.1,LOC103026498,Homo_sapiens,XP_054231463.1,CTSG,1.53e-38,160.0,7.6e-39,160.0
128573,Astyanax_mexicanus,XP_049331360.1,LOC103026513,Homo_sapiens,NP_001010906.1,NUGGC,1.26e-54,215.0,6.2399999999999996e-55,215.0
20361,Astyanax_mexicanus,XP_007247538.3,LOC103026521,Homo_sapiens,NP_001372531.1,LRP2BP,4.6000000000000003e-88,325.0,2.0900000000000002e-88,325.0
23852,Astyanax_mexicanus,XP_007249665.3,LOC103026527,Homo_sapiens,NP_000769.2,CYP4A11,1.16e-136,487.0,5.3599999999999995e-137,487.0
144289,Astyanax_mexicanus,XP_049338049.1,LOC103026530,Homo_sapiens,NP_001723.2,BTN1A1,1.21e-68,261.0,5.86e-69,261.0
32991,Astyanax_mexicanus,XP_007256874.1,LOC103026561,Homo_sapiens,NP_005309.1,H1-0,1.03e-31,137.0,4.6e-32,137.0
10218,Astyanax_mexicanus,XP_007237028.2,LOC103026573,Homo_sapiens,NP_055071.2,B3GNT3,4.61e-100,365.0,2.04e-100,365.0
11170,Astyanax_mexicanus,XP_007238257.2,LOC103026581,Homo_sapiens,NP_005321.1,HBE1,4.4299999999999994e-42,171.0,2.0299999999999997e-42,171.0
13784,Astyanax_mexicanus,XP_007241286.2,LOC103026594,Homo_sapiens,NP_056540.3,RDH8,5.08e-92,338.0,2.2899999999999998e-92,338.0
70818,Astyanax_mexicanus,XP_022532498.2,LOC103026609,Homo_sapiens,NP_858045.1,NCOA3,1.4099999999999999e-278,960.0,6.0299999999999995e-279,960.0
5485,Astyanax_mexicanus,XP_007232486.3,LOC103026633,Homo_sapiens,NP_775822.3,ANKS6,1.18e-177,624.0,5.16e-178,624.0
103010,Astyanax_mexicanus,XP_049322871.1,LOC103026644,Homo_sapiens,NP_009185.2,PNKP,7.730000000000001e-144,511.0,3.21e-144,511.0
33078,Astyanax_mexicanus,XP_007256957.3,LOC103026652,Homo_sapiens,NP_000489.3,CYP11B2,1.18e-108,394.0,5.1500000000000005e-109,394.0
12395,Astyanax_mexicanus,XP_007239817.3,LOC103026675,Homo_sapiens,NP_005802.1,GDF11,1.16e-165,583.0,5.3100000000000006e-166,583.0
140922,Astyanax_mexicanus,XP_049336799.1,LOC103026697,Homo_sapiens,XP_054210542.1,ADGRF5,2.46e-92,341.0,1.18e-92,341.0
120415,Astyanax_mexicanus,XP_049328407.1,LOC103026719,Homo_sapiens,NP_001362779.1,SLC24A2,1.0699999999999999e-228,793.0,5.24e-229,793.0
4415,Astyanax_mexicanus,XP_007231318.1,LOC103026725,Homo_sapiens,NP_001284506.1,PEA15,4.64e-49,194.0,2.1400000000000002e-49,194.0
89221,Astyanax_mexicanus,XP_049318764.1,LOC103026736,Homo_sapiens,NP_001184060.1,PPP1R12B,5.89e-33,141.0,2.75e-33,141.0
151273,Astyanax_mexicanus,XP_049340749.1,LOC103026744,Homo_sapiens,NP_000454.1,UGT1A1,1.25e-158,560.0,5.83e-159,560.0
67253,Astyanax_mexicanus,XP_022530687.2,LOC103026765,Homo_sapiens,NP_060083.1,DONSON,1.0400000000000001e-144,514.0,4.36e-145,514.0
38822,Astyanax_mexicanus,XP_007261062.2,LOC103026775,Homo_sapiens,NP_000504.1,OPN1MW,1.07e-156,553.0,5.1000000000000006e-157,553.0
19780,Astyanax_mexicanus,XP_007247112.2,LOC103026799,Homo_sapiens,NP_001513.2,GUCY2F,0.0,1340.0,0.0,1340.0
136325,Astyanax_mexicanus,XP_049335452.1,LOC103026829,Homo_sapiens,NP_001129976.1,SYT2,5.68e-147,521.0,2.52e-147,521.0
31713,Astyanax_mexicanus,XP_007255661.1,LOC103026843,Homo_sapiens,NP_001368932.1,COX17,1.18e-21,102.0,5.13e-22,102.0
120376,Astyanax_mexicanus,XP_049328361.1,LOC103026856,Homo_sapiens,NP_065801.1,XPO5,0.0,1517.0,0.0,1517.0
10822,Astyanax_mexicanus,XP_007237844.3,LOC103026865,Homo_sapiens,NP_061722.1,PCDHAC2,1.9400000000000002e-269,929.0,9.16e-270,929.0
11171,Astyanax_mexicanus,XP_007238258.3,LOC103026871,Homo_sapiens,NP_005321.1,HBE1,2.2199999999999998e-42,172.0,1.0099999999999999e-42,172.0
143100,Astyanax_mexicanus,XP_049337517.1,LOC103026874,Homo_sapiens,NP_150094.5,CSMD1,0.0,5991.0,0.0,5991.0
147161,Astyanax_mexicanus,XP_049339455.1,LOC103026877,Homo_sapiens,NP_001316848.1,UNC13C,0.0,2736.0,0.0,2736.0
12265,Astyanax_mexicanus,XP_007239648.3,LOC103026881,Homo_sapiens,NP_001002841.1,MYL4,2.3400000000000003e-75,282.0,1.05e-75,282.0
64360,Astyanax_mexicanus,XP_022529059.1,LOC103026886,Homo_sapiens,NP_001337261.1,TOM1L2,5.24e-214,744.0,2.39e-214,744.0
15632,Astyanax_mexicanus,XP_007244408.2,LOC103026897,Homo_sapiens,NP_006489.1,LGALS2,1.0799999999999999e-23,110.0,4.2e-24,110.0
15810,Astyanax_mexicanus,XP_007244583.3,LOC103026898,Homo_sapiens,NP_001304019.1,KCNK4,2.67e-78,293.0,1.02e-78,293.0
19853,Astyanax_mexicanus,XP_007247189.3,LOC103026907,Homo_sapiens,NP_878910.1,CLEC10A,6.55e-23,108.0,4.0199999999999993e-23,108.0
155772,Astyanax_mexicanus,XP_049341920.1,LOC103026908,Homo_sapiens,NP_072049.2,HLA-DRB3,1.01e-30,134.0,5.040000000000001e-31,134.0
127638,Astyanax_mexicanus,XP_049331024.1,LOC103026911,Homo_sapiens,XP_054225534.1,PTPRJ,4.52e-165,583.0,1.72e-165,583.0
28113,Astyanax_mexicanus,XP_007252983.1,LOC103026930,Homo_sapiens,NP_001014431.1,AKT1,2.26e-245,848.0,1.06e-245,848.0
78650,Astyanax_mexicanus,XP_022536246.2,LOC103026958,Homo_sapiens,NP_000616.3,NOS2,0.0,1355.0,0.0,1355.0
70804,Astyanax_mexicanus,XP_022532442.2,LOC103026959,Homo_sapiens,NP_001356375.1,ALOXE3,1.63e-155,550.0,7.95e-156,550.0
110095,Astyanax_mexicanus,XP_049325214.1,LOC103026980,Homo_sapiens,NP_000692.2,ATP1A1,0.0,1811.0,0.0,1811.0
23584,Astyanax_mexicanus,XP_007249487.1,LOC103027006,Homo_sapiens,NP_694944.1,GJB4,1.06e-86,320.0,5.14e-87,320.0
28233,Astyanax_mexicanus,XP_007253052.3,LOC103027021,Homo_sapiens,NP_002024.1,FUT4,1.99e-77,290.0,1.1e-77,290.0
6608,Astyanax_mexicanus,XP_007233672.3,LOC103027034,Homo_sapiens,NP_001012425.1,C1ORF146,1.02e-38,160.0,5.08e-39,160.0
110597,Astyanax_mexicanus,XP_049325692.1,LOC103027038,Homo_sapiens,NP_115509.5,MYCBPAP,2.5200000000000004e-103,377.0,1.2600000000000002e-103,377.0
73998,Astyanax_mexicanus,XP_022534293.1,LOC103027050,Homo_sapiens,NP_079323.1,ARL14,3.71e-49,195.0,1.58e-49,195.0
74782,Astyanax_mexicanus,XP_022534593.2,LOC103027071,Homo_sapiens,NP_057452.1,ISYNA1,3.28e-218,758.0,1.52e-218,758.0
49810,Astyanax_mexicanus,XP_022522208.1,LOC103027130,Homo_sapiens,NP_116270.1,LSM10,6.03e-35,147.0,2.85e-35,147.0
67254,Astyanax_mexicanus,XP_022530694.2,LOC103027145,Homo_sapiens,NP_004531.2,NCAM2,0.0,1043.0,0.0,1043.0
11172,Astyanax_mexicanus,XP_007238259.3,LOC103027153,Homo_sapiens,NP_000508.1,HBA2,3.51e-38,158.0,1.6e-38,158.0
11650,Astyanax_mexicanus,XP_007238754.1,LOC103027159,Homo_sapiens,NP_005400.1,CXCL11,8.6e-12,69.7,4.05e-12,69.7
38055,Astyanax_mexicanus,XP_007260299.1,LOC103027160,Homo_sapiens,NP_001136037.1,CPSF7,1.0999999999999999e-62,241.0,5.4e-63,241.0
11880,Astyanax_mexicanus,XP_007239001.3,LOC103027162,Homo_sapiens,NP_001008662.1,KYAT3,2.43e-171,602.0,1.04e-171,602.0
82688,Astyanax_mexicanus,XP_022538131.1,LOC103027166,Homo_sapiens,NP_149073.1,SARNP,4.53e-25,115.0,2.09e-25,115.0
86893,Astyanax_mexicanus,XP_022540543.1,LOC103027168,Homo_sapiens,NP_000927.1,PNLIP,4.91e-174,611.0,2.26e-174,611.0
13657,Astyanax_mexicanus,XP_007240969.3,LOC103027173,Homo_sapiens,NP_001186506.1,GIMAP1-GIMAP5,1.53e-47,191.0,6.72e-48,191.0
15633,Astyanax_mexicanus,XP_007244409.2,LOC103027184,Homo_sapiens,NP_001101.1,ADAM10,0.0,1152.0,0.0,1152.0
87273,Astyanax_mexicanus,XP_022540735.2,LOC103027203,Homo_sapiens,NP_001001976.1,ATE1,7.02e-166,584.0,3.3800000000000003e-166,584.0
32176,Astyanax_mexicanus,XP_007256100.3,LOC103027234,Homo_sapiens,NP_000353.1,TIMP3,8.53e-93,340.0,3.89e-93,340.0
64440,Astyanax_mexicanus,XP_022529120.2,LOC103027271,Homo_sapiens,NP_004580.1,SCO1,3.87e-88,325.0,1.82e-88,325.0
57438,Astyanax_mexicanus,XP_022526025.2,LOC103027280,Homo_sapiens,NP_001073.3,CYP4F2,1.21e-164,580.0,5.42e-165,580.0
152088,Astyanax_mexicanus,XP_049340940.1,LOC103027310,Homo_sapiens,XP_054200396.1,KCNH7,0.0,1529.0,0.0,1529.0
60722,Astyanax_mexicanus,XP_022527705.2,LOC103027344,Homo_sapiens,NP_861452.2,DPY19L4,9.519999999999999e-274,943.0,4.01e-274,943.0
49448,Astyanax_mexicanus,XP_022521810.2,LOC103027345,Homo_sapiens,NP_001186958.1,HYAL3,2.74e-88,326.0,1.26e-88,326.0
75126,Astyanax_mexicanus,XP_022534786.2,LOC103027356,Homo_sapiens,NP_000760.1,CYP2C19,1.1300000000000001e-133,477.0,5.179999999999999e-134,477.0
14409,Astyanax_mexicanus,XP_007242537.3,LOC103027366,Homo_sapiens,NP_055687.1,ZBTB5,5.82e-148,525.0,2.54e-148,525.0
1696,Astyanax_mexicanus,XP_007228918.3,LOC103027386,Homo_sapiens,XP_054226500.1,CD6,4.46e-32,140.0,1.6800000000000002e-32,140.0
68848,Astyanax_mexicanus,XP_022531428.2,LOC103027408,Homo_sapiens,NP_000952.1,PTGIS,8.52e-139,494.0,4.03e-139,494.0
6982,Astyanax_mexicanus,XP_007233907.3,LOC103027414,Homo_sapiens,NP_002621.1,PGC,1.9100000000000003e-124,446.0,8.81e-125,446.0
8820,Astyanax_mexicanus,XP_007235684.1,LOC103027426,Homo_sapiens,NP_002761.1,PRSS2,5.760000000000001e-103,374.0,2.65e-103,374.0
118747,Astyanax_mexicanus,XP_049328051.1,LOC103027427,Homo_sapiens,NP_510870.1,COX15,3.16e-154,545.0,1.47e-154,545.0
10474,Astyanax_mexicanus,XP_007237375.1,LOC103027436,Homo_sapiens,NP_001138585.2,MYADML2,9.04e-101,367.0,4.21e-101,367.0
11652,Astyanax_mexicanus,XP_007238755.3,LOC103027450,Homo_sapiens,NP_005400.1,CXCL11,1.84e-11,68.6,8.67e-12,68.6
88280,Astyanax_mexicanus,XP_022541783.2,LOC103027463,Homo_sapiens,NP_006669.1,CD300C,2.26e-08,60.1,7.48e-09,60.1
16159,Astyanax_mexicanus,XP_007244843.2,LOC103027476,Homo_sapiens,NP_001368872.1,UCP2,1.37e-139,496.0,6.23e-140,496.0
19548,Astyanax_mexicanus,XP_007246948.3,LOC103027485,Homo_sapiens,NP_001897.4,CTRB1,2.39e-105,382.0,1.1e-105,382.0
80595,Astyanax_mexicanus,XP_022537337.2,LOC103027497,Homo_sapiens,NP_060337.2,HPF1,1.19e-113,410.0,5.4e-114,410.0
84447,Astyanax_mexicanus,XP_022539090.1,LOC103027505,Homo_sapiens,NP_001287818.1,TRIM67,7.38e-292,1003.0,3.47e-292,1003.0
11252,Astyanax_mexicanus,XP_007238342.2,LOC103027557,Homo_sapiens,NP_000530.1,RHO,6.57e-161,567.0,2.97e-161,567.0
64523,Astyanax_mexicanus,XP_022529134.1,LOC103027572,Homo_sapiens,NP_003793.2,MYH13,0.0,1638.0,0.0,1638.0
52413,Astyanax_mexicanus,XP_022523854.2,LOC103027583,Homo_sapiens,XP_054175766.1,WDR88,4.88e-26,119.0,1.8e-26,119.0
102119,Astyanax_mexicanus,XP_049322612.1,LOC103027630,Homo_sapiens,NP_001004690.1,OR2M5,7.48e-07,55.1,3.33e-07,55.1
145485,Astyanax_mexicanus,XP_049338984.1,LOC103027636,Homo_sapiens,NP_001641.1,AQP4,2.7e-114,412.0,1.26e-114,412.0
136206,Astyanax_mexicanus,XP_049335419.1,LOC103027649,Homo_sapiens,XP_054201391.1,CNTN4,0.0,1263.0,0.0,1263.0
33739,Astyanax_mexicanus,XP_007257385.1,LOC103027650,Homo_sapiens,NP_005733.1,PDIA6,1.97e-195,682.0,9.05e-196,682.0
70547,Astyanax_mexicanus,XP_022532284.2,LOC103027667,Homo_sapiens,NP_078953.4,NSUN7,1.11e-112,408.0,4.4799999999999996e-113,408.0
75124,Astyanax_mexicanus,XP_022534783.2,LOC103027673,Homo_sapiens,NP_001690.2,AXL,2.68e-277,955.0,1.1999999999999999e-277,955.0
58788,Astyanax_mexicanus,XP_022526666.2,LOC103027674,Homo_sapiens,NP_002420.1,MMP19,1.88e-123,443.0,9.23e-124,443.0
14161,Astyanax_mexicanus,XP_007242098.1,LOC103027680,Homo_sapiens,XP_054198000.1,PAIP2B,1.7399999999999999e-38,159.0,8.13e-39,159.0
61584,Astyanax_mexicanus,XP_022528161.2,LOC103027718,Homo_sapiens,XP_054214847.1,AKR1D1,5.3900000000000005e-124,444.0,2.4500000000000002e-124,444.0
93055,Astyanax_mexicanus,XP_049320063.1,LOC103027725,Homo_sapiens,NP_060212.4,ZCCHC2,2.0900000000000003e-123,444.0,1.0700000000000001e-123,444.0
118746,Astyanax_mexicanus,XP_049328050.1,LOC103027747,Homo_sapiens,NP_000383.2,ABCC2,0.0,1720.0,0.0,1720.0
52131,Astyanax_mexicanus,XP_022523608.1,LOC103027748,Homo_sapiens,NP_004237.1,GLP2R,2.6000000000000004e-124,446.0,1.26e-124,446.0
10020,Astyanax_mexicanus,XP_007236845.3,LOC103027752,Homo_sapiens,NP_001004725.1,OR4S1,1.26e-33,144.0,5.719999999999999e-34,144.0
61847,Astyanax_mexicanus,XP_022528343.1,LOC103027759,Homo_sapiens,NP_004704.3,NEMF,0.0,1130.0,0.0,1130.0
37607,Astyanax_mexicanus,XP_007259882.3,LOC103027766,Homo_sapiens,NP_001129028.1,DYNC1I1,8.21e-293,1006.0,3.78e-293,1006.0
12399,Astyanax_mexicanus,XP_007239822.2,LOC103027775,Homo_sapiens,NP_001265234.1,UBE2F,1.2400000000000001e-85,316.0,5.72e-86,316.0
76852,Astyanax_mexicanus,XP_022535665.2,LOC103027792,Homo_sapiens,NP_001356529.1,ST7,2.4100000000000002e-276,951.0,1.1100000000000001e-276,951.0
14432,Astyanax_mexicanus,XP_007242739.2,LOC103027793,Homo_sapiens,NP_002223.3,KCNA3,4.81e-195,681.0,2.37e-195,681.0
69750,Astyanax_mexicanus,XP_022531975.2,LOC103027798,Homo_sapiens,NP_001167572.1,PRR7,1.67e-29,130.0,8.31e-30,130.0
59411,Astyanax_mexicanus,XP_022527038.1,LOC103027805,Homo_sapiens,NP_851852.2,ARHGAP8,1.03e-155,550.0,4.85e-156,550.0
117428,Astyanax_mexicanus,XP_049327687.1,LOC103027815,Homo_sapiens,NP_006732.3,PPP1R1A,8.479999999999999e-34,144.0,3.16e-34,144.0
