,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Homo,b  ,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2467,SLC1A3,NP_004163.3,Astyanax_mexicanus,XP_022536633.2,SLC1A3B,Homo_sapiens,NP_004163.3,SLC1A3,3.33e-212,738.0,1.55e-212,738.0
2468,TPH1,NP_004170.1,Astyanax_mexicanus,XP_007235238.1,TPH1A,Homo_sapiens,NP_004170.1,TPH1,9.36e-214,743.0,3.96e-214,743.0
2469,TPH1,NP_004170.1,Astyanax_mexicanus,XP_007235239.1,TPH1A,Homo_sapiens,NP_004170.1,TPH1,4.62e-214,744.0,1.98e-214,744.0
2470,TPH1,NP_004170.1,Astyanax_mexicanus,XP_007235240.1,TPH1A,Homo_sapiens,NP_004170.1,TPH1,1.96e-204,712.0,8.51e-205,712.0
2471,BEST1,NP_004174.1,Astyanax_mexicanus,XP_007235245.3,BEST1,Homo_sapiens,NP_004174.1,BEST1,3.39e-158,559.0,1.28e-158,559.0
2472,WNT2B,NP_004176.2,Astyanax_mexicanus,XP_015462388.3,WNT2BA,Homo_sapiens,NP_004176.2,WNT2B,4.3199999999999996e-159,561.0,2.03e-159,561.0
2473,WNT2B,NP_004176.2,Astyanax_mexicanus,XP_022525991.2,WNT2BB,Homo_sapiens,NP_004176.2,WNT2B,2.19e-165,582.0,9.700000000000001e-166,582.0
2474,SOX14,NP_004180.1,Astyanax_mexicanus,XP_007253714.1,SOX14,Homo_sapiens,NP_004180.1,SOX14,1.11e-86,320.0,4.64e-87,320.0
2475,PTTG1,NP_004210.1,Astyanax_mexicanus,XP_049339864.1,PTTG1,Homo_sapiens,NP_004210.1,PTTG1,2e-12,72.8,1.01e-12,72.8
2476,CD83,NP_004224.1,,,,,,,,,,
2477,KLF4,NP_004226.3,Astyanax_mexicanus,XP_007230681.2,KLF4,Homo_sapiens,NP_004226.3,KLF4,3.99e-59,229.0,2.29e-59,229.0
2478,SLC22A8,NP_004245.2,Astyanax_mexicanus,XP_007260797.3,SLC22A6L,Homo_sapiens,NP_004245.2,SLC22A8,2.9199999999999997e-146,519.0,1.3e-146,519.0
2479,BAG3,NP_004272.2,Astyanax_mexicanus,XP_007252313.2,BAG3,Homo_sapiens,NP_004272.2,BAG3,1.1999999999999999e-46,188.0,6.050000000000001e-47,188.0
2480,BAG2,NP_004273.1,Astyanax_mexicanus,XP_007247386.1,BAG2,Homo_sapiens,NP_004273.1,BAG2,2.12e-62,239.0,9.86e-63,239.0
2481,CARTPT,NP_004282.1,Astyanax_mexicanus,NP_001278189.1,CART2,Homo_sapiens,NP_004282.1,CARTPT,1.9400000000000003e-27,122.0,9e-28,122.0
2482,CARTPT,NP_004282.1,Astyanax_mexicanus,XP_022520885.2,LOC111191146,Homo_sapiens,NP_004282.1,CARTPT,3.3200000000000004e-26,118.0,1.44e-26,118.0
2483,ALK,NP_004295.2,Astyanax_mexicanus,XP_049320150.1,ALK,Homo_sapiens,NP_004295.2,ALK,0.0,1224.0,0.0,1224.0
2484,ASAH1,NP_004306.3,Astyanax_mexicanus,XP_007232647.3,ASAH1B,Homo_sapiens,NP_004306.3,ASAH1,3.13e-151,535.0,1.51e-151,535.0
2485,ASCL1,NP_004307.2,Astyanax_mexicanus,XP_007259060.2,ASCL1A,Homo_sapiens,NP_004307.2,ASCL1,6.69e-61,234.0,3.53e-61,234.0
2486,BAD,NP_004313.1,,,,,,,,,,
2487,BAG1,NP_004314.6,Astyanax_mexicanus,XP_007260231.1,BAG1,Homo_sapiens,NP_004314.6,BAG1,2.74e-57,222.0,2.11e-57,222.0
2488,BST2,NP_004326.1,,,,,,,,,,
2489,CAMP,NP_004336.4,,,,,,,,,,
2490,CD151,NP_004348.2,Astyanax_mexicanus,XP_049339216.1,LOC103028881,Homo_sapiens,NP_004348.2,CD151,2.3e-105,382.0,1.06e-105,382.0
2491,CD151,NP_004348.2,Astyanax_mexicanus,XP_049339217.1,LOC103028881,Homo_sapiens,NP_004348.2,CD151,2.3e-105,382.0,1.06e-105,382.0
2492,CDC34,NP_004350.1,Astyanax_mexicanus,XP_022521262.1,LOC111191236,Homo_sapiens,NP_004350.1,CDC34,5.31e-109,394.0,2.41e-109,394.0
2493,CDC34,NP_004350.1,Astyanax_mexicanus,XP_049321805.1,CDC34A,Homo_sapiens,NP_004350.1,CDC34,8.74e-105,380.0,3.96e-105,380.0
2494,CDC34,NP_004350.1,Astyanax_mexicanus,XP_049321806.1,CDC34A,Homo_sapiens,NP_004350.1,CDC34,8.74e-105,380.0,3.96e-105,380.0
2495,CDH1,NP_004351.1,Astyanax_mexicanus,XP_049326984.1,LOC103023785,Homo_sapiens,NP_004351.1,CDH1,1.9099999999999998e-229,796.0,8.73e-230,796.0
2496,CDH1,NP_004351.1,Astyanax_mexicanus,XP_049326985.1,LOC103023785,Homo_sapiens,NP_004351.1,CDH1,1.6e-222,773.0,7.33e-223,773.0
2497,CDH1,NP_004351.1,Astyanax_mexicanus,XP_049326986.1,LOC103023785,Homo_sapiens,NP_004351.1,CDH1,5.12e-221,768.0,2.34e-221,768.0
2498,CDH1,NP_004351.1,Astyanax_mexicanus,XP_049326987.1,LOC103023785,Homo_sapiens,NP_004351.1,CDH1,2.56e-221,769.0,1.17e-221,769.0
2499,CEACAM5,NP_004354.3,Astyanax_mexicanus,XP_007250934.3,CEACAM1,Homo_sapiens,NP_004354.3,CEACAM5,2.51e-42,174.0,1.2099999999999999e-42,174.0
2500,COX6A1,NP_004364.2,Astyanax_mexicanus,XP_049323851.1,LOC103036470,Homo_sapiens,NP_004364.2,COX6A1,6.46e-30,130.0,3.31e-30,130.0
2501,CRABP1,NP_004369.1,Astyanax_mexicanus,XP_007228615.1,CRABP1A,Homo_sapiens,NP_004369.1,CRABP1,4.3800000000000006e-64,244.0,2.0000000000000003e-64,244.0
2502,CRABP1,NP_004369.1,Astyanax_mexicanus,XP_022541584.2,CRABP1B,Homo_sapiens,NP_004369.1,CRABP1,2.78e-62,238.0,1.28e-62,238.0
2503,VCAN,NP_004376.2,,,,,,,,,,
2504,NKX2-5,NP_004378.1,Astyanax_mexicanus,XP_007253642.2,NKX2.5,Homo_sapiens,NP_004378.1,NKX2-5,3.49e-50,199.0,1.66e-50,199.0
2505,CYP8B1,NP_004382.2,Astyanax_mexicanus,XP_007232532.2,LOC103039627,Homo_sapiens,NP_004382.2,CYP8B1,5.34e-152,538.0,2.2999999999999997e-152,538.0
2506,DACH1,NP_004383.4,,,,,,,,,,
2507,RCAN1,NP_004405.3,Astyanax_mexicanus,XP_007227949.3,RCAN1A,Homo_sapiens,NP_004405.3,RCAN1,4.2e-65,248.0,2.3e-65,248.0
2508,DUSP1,NP_004408.1,Astyanax_mexicanus,XP_007240773.2,DUSP1,Homo_sapiens,NP_004408.1,DUSP1,6.11e-148,524.0,2.76e-148,524.0
2509,ECM1,NP_004416.2,Astyanax_mexicanus,XP_007249888.3,ECM1B,Homo_sapiens,NP_004416.2,ECM1,1.01e-30,135.0,5.12e-31,135.0
2510,ECM1,NP_004416.2,Astyanax_mexicanus,XP_049336895.1,ECM1B,Homo_sapiens,NP_004416.2,ECM1,4.08e-30,133.0,2.0499999999999998e-30,133.0
2511,ECM1,NP_004416.2,Astyanax_mexicanus,XP_049336896.1,ECM1B,Homo_sapiens,NP_004416.2,ECM1,3.93e-30,133.0,2.0499999999999998e-30,133.0
2512,EGR3,NP_004421.2,Astyanax_mexicanus,XP_007235543.1,EGR3,Homo_sapiens,NP_004421.2,EGR3,1.59e-101,370.0,6.64e-102,370.0
2513,EPHA2,NP_004422.2,Astyanax_mexicanus,XP_007246310.3,EPHA2B,Homo_sapiens,NP_004422.2,EPHA2,0.0,1140.0,0.0,1140.0
2514,ETV5,NP_004445.1,Astyanax_mexicanus,XP_015462429.3,ETV5A,Homo_sapiens,NP_004445.1,ETV5,3.06e-168,592.0,1.3e-168,592.0
2515,ETV5,NP_004445.1,Astyanax_mexicanus,XP_015462432.3,ETV5A,Homo_sapiens,NP_004445.1,ETV5,2.91e-168,592.0,1.3e-168,592.0
2516,ETV5,NP_004445.1,Astyanax_mexicanus,XP_022536103.2,ETV5A,Homo_sapiens,NP_004445.1,ETV5,1.45e-168,593.0,6.49e-169,593.0
2517,ETV5,NP_004445.1,Astyanax_mexicanus,XP_022536104.2,ETV5A,Homo_sapiens,NP_004445.1,ETV5,9.059999999999999e-170,597.0,4.0599999999999996e-170,597.0
2518,ETV5,NP_004445.1,Astyanax_mexicanus,XP_022536105.2,ETV5A,Homo_sapiens,NP_004445.1,ETV5,4.52e-170,598.0,2.0299999999999998e-170,598.0
2519,FGF10,NP_004456.1,Astyanax_mexicanus,XP_007240312.2,FGF22,Homo_sapiens,NP_004456.1,FGF10,7.61e-49,194.0,3.4200000000000002e-49,194.0
2520,FGF10,NP_004456.1,Astyanax_mexicanus,XP_022522233.2,FGF10A,Homo_sapiens,NP_004456.1,FGF10,4.21e-49,195.0,1.7100000000000001e-49,195.0
2521,VEGFD,NP_004460.1,Astyanax_mexicanus,XP_022523901.1,VEGFD,Homo_sapiens,NP_004460.1,VEGFD,1.0799999999999999e-54,214.0,5.5499999999999994e-55,214.0
2522,VEGFD,NP_004460.1,Astyanax_mexicanus,XP_022523902.1,VEGFD,Homo_sapiens,NP_004460.1,VEGFD,9.429999999999999e-55,214.0,5.5499999999999994e-55,214.0
2523,VEGFD,NP_004460.1,Astyanax_mexicanus,XP_049327253.1,VEGFD,Homo_sapiens,NP_004460.1,VEGFD,1.9999999999999998e-54,213.0,1.1099999999999999e-54,213.0
2524,FOXD1,NP_004463.1,Astyanax_mexicanus,XP_007259688.2,FOXD1,Homo_sapiens,NP_004463.1,FOXD1,4.79e-60,232.0,2.78e-60,232.0
2525,FOXE1,NP_004464.2,Astyanax_mexicanus,XP_007243593.2,FOXE1,Homo_sapiens,NP_004464.2,FOXE1,5.32e-73,275.0,2.54e-73,275.0
2526,FUT7,NP_004470.1,Astyanax_mexicanus,XP_007230894.3,LOC103028569,Homo_sapiens,NP_004470.1,FUT7,5.1800000000000004e-73,275.0,2.3300000000000002e-73,275.0
2527,FUT7,NP_004470.1,Astyanax_mexicanus,XP_022523266.2,LOC103041571,Homo_sapiens,NP_004470.1,FUT7,9.95e-76,284.0,4.54e-76,284.0
2528,FUT7,NP_004470.1,Astyanax_mexicanus,XP_022523267.2,LOC103041571,Homo_sapiens,NP_004470.1,FUT7,9.95e-76,284.0,4.54e-76,284.0
2529,GALNT3,NP_004473.2,Astyanax_mexicanus,XP_022536002.1,GALNT3,Homo_sapiens,NP_004473.2,GALNT3,9.65e-272,936.0,4.5000000000000004e-272,936.0
2530,FOXA1,NP_004487.2,Astyanax_mexicanus,XP_007251952.2,FOXA1,Homo_sapiens,NP_004487.2,FOXA1,4.48e-149,528.0,2.22e-149,528.0
2531,FOXA3,NP_004488.2,,,,,,,,,,
2532,ONECUT1,NP_004489.1,Astyanax_mexicanus,XP_007251933.1,ONECUT1,Homo_sapiens,NP_004489.1,ONECUT1,1.54e-147,523.0,6.99e-148,523.0
2533,ONECUT1,NP_004489.1,Astyanax_mexicanus,XP_007251934.1,ONECUT1,Homo_sapiens,NP_004489.1,ONECUT1,9.55e-149,527.0,4.37e-149,527.0
2534,HOXB7,NP_004493.3,Astyanax_mexicanus,XP_007232297.2,HOXB7A,Homo_sapiens,NP_004493.3,HOXB7,4.8e-59,228.0,2.0800000000000002e-59,228.0
2535,HOXC6,NP_004494.1,Astyanax_mexicanus,XP_007239418.1,HOXC6A,Homo_sapiens,NP_004494.1,HOXC6,2.85e-97,355.0,1.32e-97,355.0
2536,HOXC6,NP_004494.1,Astyanax_mexicanus,XP_049327861.1,HOXC6B,Homo_sapiens,NP_004494.1,HOXC6,1.78e-98,359.0,8.260000000000001e-99,359.0
2537,HSF2,NP_004497.1,Astyanax_mexicanus,XP_007255454.3,HSF2,Homo_sapiens,NP_004497.1,HSF2,4.55e-136,485.0,2.21e-136,485.0
2538,FOXK2,NP_004505.2,Astyanax_mexicanus,XP_007257257.3,FOXK2A,Homo_sapiens,NP_004505.2,FOXK2,3.27e-258,891.0,1.65e-258,891.0
2539,FOXK2,NP_004505.2,Astyanax_mexicanus,XP_007257258.3,FOXK2A,Homo_sapiens,NP_004505.2,FOXK2,6.53e-258,890.0,3.3e-258,890.0
2540,ILF2,NP_004506.2,Astyanax_mexicanus,XP_007249327.2,ILF2,Homo_sapiens,NP_004506.2,ILF2,7.249999999999999e-189,660.0,3.36e-189,660.0
2541,ILF2,NP_004506.2,Astyanax_mexicanus,XP_007249328.2,ILF2,Homo_sapiens,NP_004506.2,ILF2,7.249999999999999e-189,660.0,3.36e-189,660.0
2542,ILF2,NP_004506.2,Astyanax_mexicanus,XP_049331329.1,ILF2,Homo_sapiens,NP_004506.2,ILF2,1.8499999999999999e-180,632.0,9.03e-181,632.0
2543,ILK,NP_004508.1,Astyanax_mexicanus,XP_007247330.1,ILK,Homo_sapiens,NP_004508.1,ILK,3.85e-201,701.0,1.77e-201,701.0
2544,MCM2,NP_004517.2,Astyanax_mexicanus,XP_007251563.2,MCM2,Homo_sapiens,NP_004517.2,MCM2,0.0,1396.0,0.0,1396.0
2545,MCM2,NP_004517.2,Astyanax_mexicanus,XP_015461879.2,MCM2,Homo_sapiens,NP_004517.2,MCM2,0.0,1389.0,0.0,1389.0
2546,MLLT3,NP_004520.2,Astyanax_mexicanus,XP_007255125.3,MLLT3,Homo_sapiens,NP_004520.2,MLLT3,7.65e-147,521.0,3.41e-147,521.0
2547,MMP2,NP_004521.1,Astyanax_mexicanus,XP_049326974.1,MMP2,Homo_sapiens,NP_004521.1,MMP2,4.26e-293,1007.0,1.99e-293,1007.0
2548,NOTCH4,NP_004548.3,,,,,,,,,,
2549,YBX1,NP_004550.2,Astyanax_mexicanus,XP_049341512.1,YBX1,Homo_sapiens,NP_004550.2,YBX1,2.45e-67,256.0,1.1499999999999999e-67,256.0
2550,YBX1,NP_004550.2,Astyanax_mexicanus,XP_049341513.1,YBX1,Homo_sapiens,NP_004550.2,YBX1,2.42e-67,256.0,1.1499999999999999e-67,256.0
2551,PCK2,NP_004554.3,Astyanax_mexicanus,XP_022522635.1,PCK2,Homo_sapiens,NP_004554.3,PCK2,1.77e-255,882.0,8.19e-256,882.0
2552,POU4F2,NP_004566.2,Astyanax_mexicanus,XP_007231628.2,POU4F2,Homo_sapiens,NP_004566.2,POU4F2,8.55e-121,434.0,3.81e-121,434.0
2553,RAD9A,NP_004575.1,Astyanax_mexicanus,XP_007235373.3,RAD9A,Homo_sapiens,NP_004575.1,RAD9A,3.88e-93,342.0,1.7999999999999999e-93,342.0
2554,CCL20,NP_004582.1,Astyanax_mexicanus,XP_007241523.3,CCL20A.3,Homo_sapiens,NP_004582.1,CCL20,8.46e-10,63.2,3.74e-10,63.2
2555,SREBF2,NP_004590.2,Astyanax_mexicanus,XP_049331746.1,SREBF2,Homo_sapiens,NP_004590.2,SREBF2,6.919999999999999e-246,851.0,3.14e-246,851.0
2556,SREBF2,NP_004590.2,Astyanax_mexicanus,XP_049331747.1,SREBF2,Homo_sapiens,NP_004590.2,SREBF2,2.2e-244,846.0,1e-244,846.0
2557,TOP3A,NP_004609.1,Astyanax_mexicanus,XP_007247892.3,TOP3A,Homo_sapiens,NP_004609.1,TOP3A,0.0,1309.0,0.0,1309.0
2558,WNT11,NP_004617.2,Astyanax_mexicanus,XP_049324948.1,WNT11,Homo_sapiens,NP_004617.2,WNT11,1.07e-156,553.0,4.96e-157,553.0
2559,NPHS1,NP_004637.1,Astyanax_mexicanus,XP_049323029.1,NPHS1,Homo_sapiens,NP_004637.1,NPHS1,8.88e-253,874.0,4.07e-253,874.0
2560,PIAS2,NP_004662.2,Astyanax_mexicanus,XP_049326499.1,PIAS2,Homo_sapiens,NP_004662.2,PIAS2,2.97e-245,848.0,1.3700000000000002e-245,848.0
2561,PIAS2,NP_004662.2,Astyanax_mexicanus,XP_049326500.1,PIAS2,Homo_sapiens,NP_004662.2,PIAS2,2.96e-245,848.0,1.3700000000000002e-245,848.0
2562,PIAS2,NP_004662.2,Astyanax_mexicanus,XP_049326501.1,PIAS2,Homo_sapiens,NP_004662.2,PIAS2,1.92e-240,832.0,8.949999999999999e-241,832.0
2563,PIAS2,NP_004662.2,Astyanax_mexicanus,XP_049326502.1,PIAS2,Homo_sapiens,NP_004662.2,PIAS2,1.92e-240,832.0,8.949999999999999e-241,832.0
2564,PIAS2,NP_004662.2,Astyanax_mexicanus,XP_049326503.1,PIAS2,Homo_sapiens,NP_004662.2,PIAS2,1.92e-240,832.0,8.949999999999999e-241,832.0
2565,DIRAS3,NP_004666.1,,,,,,,,,,
2566,CCNB2,NP_004692.1,Astyanax_mexicanus,XP_015462712.2,CCNB2,Homo_sapiens,NP_004692.1,CCNB2,6.36e-117,421.0,3.03e-117,421.0
2567,PDCD5,NP_004699.1,Astyanax_mexicanus,XP_015459938.1,PDCD5,Homo_sapiens,NP_004699.1,PDCD5,4.61e-46,184.0,2.1e-46,184.0
2568,DDX21,NP_004719.2,Astyanax_mexicanus,XP_049328103.1,DDX21,Homo_sapiens,NP_004719.2,DDX21,2.0099999999999999e-233,809.0,9.469999999999999e-234,809.0
2569,MTA2,NP_004730.2,Astyanax_mexicanus,XP_022533981.2,MTA2,Homo_sapiens,NP_004730.2,MTA2,0.0,1048.0,0.0,1048.0
2570,CRLF1,NP_004741.1,Astyanax_mexicanus,XP_015456776.3,CRLF1B,Homo_sapiens,NP_004741.1,CRLF1,4.05e-155,548.0,1.89e-155,548.0
2571,CRLF1,NP_004741.1,Astyanax_mexicanus,XP_022533595.1,CRLF1A,Homo_sapiens,NP_004741.1,CRLF1,1.25e-156,553.0,5.910000000000001e-157,553.0
2572,GCM2,NP_004743.1,Astyanax_mexicanus,XP_007260134.1,GCM2,Homo_sapiens,NP_004743.1,GCM2,1.9e-126,453.0,8.98e-127,453.0
2573,MMP20,NP_004762.2,Astyanax_mexicanus,XP_007245964.3,MMP20B,Homo_sapiens,NP_004762.2,MMP20,2.19e-108,393.0,9.88e-109,393.0
2574,MMP20,NP_004762.2,Astyanax_mexicanus,XP_007245967.4,MMP20A,Homo_sapiens,NP_004762.2,MMP20,1.3499999999999999e-106,387.0,6.32e-107,387.0
2575,B4GALT5,NP_004767.1,,,,,,,,,,
2576,PTGDR2,NP_004769.2,Astyanax_mexicanus,XP_007256126.2,LOC103035576,Homo_sapiens,NP_004769.2,PTGDR2,1.58e-73,277.0,6.71e-74,277.0
2577,TCEAL1,NP_004771.2,,,,,,,,,,
2578,LHX2,NP_004780.3,Astyanax_mexicanus,XP_007229184.1,LHX2B,Homo_sapiens,NP_004780.3,LHX2,2.24e-174,612.0,9.86e-175,612.0
2579,KL,NP_004786.2,Astyanax_mexicanus,XP_007247359.3,KL,Homo_sapiens,NP_004786.2,KL,0.0,1120.0,0.0,1120.0
2580,CIAO1,NP_004795.1,Astyanax_mexicanus,XP_007247259.3,CIAO1,Homo_sapiens,NP_004795.1,CIAO1,1.03e-66,254.0,4.8299999999999996e-67,254.0
2581,SYMPK,NP_004810.2,Astyanax_mexicanus,XP_007260420.3,SYMPK,Homo_sapiens,NP_004810.2,SYMPK,0.0,1593.0,0.0,1593.0
2582,SYMPK,NP_004810.2,Astyanax_mexicanus,XP_049331962.1,SYMPK,Homo_sapiens,NP_004810.2,SYMPK,0.0,1593.0,0.0,1593.0
2583,SYMPK,NP_004810.2,Astyanax_mexicanus,XP_049331964.1,SYMPK,Homo_sapiens,NP_004810.2,SYMPK,0.0,1593.0,0.0,1593.0
2584,ATG5,NP_004840.1,Astyanax_mexicanus,XP_022534809.1,ATG5,Homo_sapiens,NP_004840.1,ATG5,8.120000000000001e-132,470.0,3.7200000000000003e-132,470.0
2585,ATG5,NP_004840.1,Astyanax_mexicanus,XP_022534810.1,ATG5,Homo_sapiens,NP_004840.1,ATG5,2.53e-133,475.0,1.16e-133,475.0
2586,ONECUT2,NP_004843.2,Astyanax_mexicanus,XP_007252814.3,ONECUT2,Homo_sapiens,NP_004843.2,ONECUT2,2.23e-161,569.0,1.0800000000000001e-161,569.0
2587,FXR2,NP_004851.2,Astyanax_mexicanus,XP_007250236.3,FXR2,Homo_sapiens,NP_004851.2,FXR2,4.5e-203,708.0,2.06e-203,708.0
2588,FXR2,NP_004851.2,Astyanax_mexicanus,XP_007250237.3,FXR2,Homo_sapiens,NP_004851.2,FXR2,4.29e-206,718.0,2.01e-206,718.0
2589,GDF15,NP_004855.2,,,,,,,,,,
2590,PTGES,NP_004869.1,Astyanax_mexicanus,XP_007257020.1,PTGES,Homo_sapiens,NP_004869.1,PTGES,4.27e-45,181.0,2.05e-45,181.0
2591,PTGES,NP_004869.1,Astyanax_mexicanus,XP_049328309.1,PTGES,Homo_sapiens,NP_004869.1,PTGES,4.27e-45,181.0,2.05e-45,181.0
2592,TP53I3,NP_004872.2,Astyanax_mexicanus,XP_007252059.3,TP53I3,Homo_sapiens,NP_004872.2,TP53I3,5.94e-111,401.0,2.65e-111,401.0
2593,CXCL14,NP_004878.3,Astyanax_mexicanus,XP_007246471.1,CXCL14,Homo_sapiens,NP_004878.3,CXCL14,5.1e-32,137.0,2.35e-32,137.0
2594,KLK4,NP_004908.4,,,,,,,,,,
2595,CDKN2B,NP_004927.2,Astyanax_mexicanus,XP_022518819.2,CDKN2A/B,Homo_sapiens,NP_004927.2,CDKN2B,4.1999999999999996e-23,108.0,1.7599999999999997e-23,108.0
2596,CDKN2B,NP_004927.2,Astyanax_mexicanus,XP_022518820.2,CDKN2A/B,Homo_sapiens,NP_004927.2,CDKN2B,3.6499999999999994e-23,108.0,1.7599999999999997e-23,108.0
2597,DEFB4A,NP_004933.1,,,,,,,,,,
2598,NR5A1,NP_004950.2,,,,,,,,,,
2599,FUS,NP_004951.1,Astyanax_mexicanus,XP_007251101.2,FUS,Homo_sapiens,NP_004951.1,FUS,8.66e-67,255.0,3.7499999999999996e-67,255.0
2600,GUCY2C,NP_004954.2,Astyanax_mexicanus,XP_022538601.2,GUCY2CA,Homo_sapiens,NP_004954.2,GUCY2C,0.0,1174.0,0.0,1174.0
2601,GUCY2C,NP_004954.2,Astyanax_mexicanus,XP_022538602.2,GUCY2CA,Homo_sapiens,NP_004954.2,GUCY2C,0.0,1177.0,0.0,1177.0
2602,HDAC1,NP_004955.2,Astyanax_mexicanus,XP_007249467.3,HDAC1,Homo_sapiens,NP_004955.2,HDAC1,2.31e-245,848.0,1.06e-245,848.0
2603,HDAC1,NP_004955.2,Astyanax_mexicanus,XP_007249469.3,HDAC1,Homo_sapiens,NP_004955.2,HDAC1,1.15e-245,849.0,5.3e-246,849.0
2604,HDAC1,NP_004955.2,Astyanax_mexicanus,XP_007259970.1,LOC103028934,Homo_sapiens,NP_004955.2,HDAC1,1.5299999999999998e-240,832.0,6.949999999999999e-241,832.0
2605,IBSP,NP_004958.2,,,,,,,,,,
2606,KRAS,NP_004976.2,Astyanax_mexicanus,XP_007228182.1,KRAS,Homo_sapiens,NP_004976.2,KRAS,1.79e-99,362.0,8.26e-100,362.0
2607,MMP9,NP_004985.2,Astyanax_mexicanus,XP_007231993.3,MMP9,Homo_sapiens,NP_004985.2,MMP9,3.3399999999999997e-242,838.0,1.5899999999999998e-242,838.0
2608,MMP14,NP_004986.1,Astyanax_mexicanus,XP_007258102.2,MMP14B,Homo_sapiens,NP_004986.1,MMP14,6.67e-202,704.0,2.85e-202,704.0
2609,ROR1,NP_005003.2,Astyanax_mexicanus,XP_049335497.1,ROR1,Homo_sapiens,NP_005003.2,ROR1,0.0,1415.0,0.0,1415.0
2610,PCYT1A,NP_005008.2,Astyanax_mexicanus,XP_007250681.2,PCYT1AA,Homo_sapiens,NP_005008.2,PCYT1A,3.0500000000000002e-148,525.0,1.38e-148,525.0
2611,PCYT1A,NP_005008.2,Astyanax_mexicanus,XP_007250682.2,PCYT1AA,Homo_sapiens,NP_005008.2,PCYT1A,3.0500000000000002e-148,525.0,1.38e-148,525.0
2612,PIK3CD,NP_005017.3,Astyanax_mexicanus,XP_022532684.2,PIK3CD,Homo_sapiens,NP_005017.3,PIK3CD,0.0,1474.0,0.0,1474.0
2613,PIK3CD,NP_005017.3,Astyanax_mexicanus,XP_049342470.1,PIK3CD,Homo_sapiens,NP_005017.3,PIK3CD,0.0,1474.0,0.0,1474.0
2614,PLK1,NP_005021.2,Astyanax_mexicanus,XP_007238197.1,PLK1,Homo_sapiens,NP_005021.2,PLK1,9.879999999999999e-263,906.0,4.599999999999999e-263,906.0
2615,RORC,NP_005051.2,,,,,,,,,,
2616,SCD,NP_005054.3,Astyanax_mexicanus,XP_007249562.2,SCDB,Homo_sapiens,NP_005054.3,SCD,2.69e-120,432.0,1.34e-120,432.0
2617,SCD,NP_005054.3,Astyanax_mexicanus,XP_007260993.3,LOC103032943,Homo_sapiens,NP_005054.3,SCD,2.5700000000000003e-123,442.0,1.3000000000000001e-123,442.0
2618,SIM2,NP_005060.1,Astyanax_mexicanus,XP_022537127.2,SIM2,Homo_sapiens,NP_005060.1,SIM2,3.4700000000000003e-192,672.0,1.4e-192,672.0
2619,SLC15A1,NP_005064.1,Astyanax_mexicanus,XP_007248855.3,SLC15A1B,Homo_sapiens,NP_005064.1,SLC15A1,8.95e-240,830.0,4.08e-240,830.0
2620,SLC15A1,NP_005064.1,Astyanax_mexicanus,XP_049341310.1,SLC15A1A,Homo_sapiens,NP_005064.1,SLC15A1,2.95e-235,815.0,1.34e-235,815.0
2621,TRIM25,NP_005073.2,Astyanax_mexicanus,XP_007234460.3,TRIM25,Homo_sapiens,NP_005073.2,TRIM25,3e-86,320.0,1.22e-86,320.0
2622,TRIM25,NP_005073.2,Astyanax_mexicanus,XP_007234461.3,TRIM25,Homo_sapiens,NP_005073.2,TRIM25,1.48e-86,321.0,6.09e-87,321.0
2623,TRIM25,NP_005073.2,Astyanax_mexicanus,XP_022530942.2,TRIM25,Homo_sapiens,NP_005073.2,TRIM25,2.2400000000000002e-88,327.0,9.509999999999999e-89,327.0
2624,SSPN,NP_005077.2,Astyanax_mexicanus,XP_007250630.1,SSPN,Homo_sapiens,NP_005077.2,SSPN,9.55e-53,207.0,4.88e-53,207.0
2625,MSC,NP_005089.2,,,,,,,,,,
2626,AKAP12,NP_005091.2,Astyanax_mexicanus,XP_022518862.2,AKAP12B,Homo_sapiens,NP_005091.2,AKAP12,1.8299999999999997e-55,219.0,8.73e-56,219.0
2627,AKAP12,NP_005091.2,Astyanax_mexicanus,XP_022518869.2,AKAP12B,Homo_sapiens,NP_005091.2,AKAP12,3.5699999999999996e-55,218.0,1.7499999999999998e-55,218.0
2628,FGF19,NP_005108.1,Astyanax_mexicanus,XP_007254686.2,FGF19,Homo_sapiens,NP_005108.1,FGF19,8.44e-34,144.0,4e-34,144.0
2629,FGFBP1,NP_005121.1,Astyanax_mexicanus,XP_007239109.2,FGFBP1A,Homo_sapiens,NP_005121.1,FGFBP1,1.95e-14,79.7,9.84e-15,79.7
2630,FGB,NP_005132.2,Astyanax_mexicanus,XP_007242808.2,FGB,Homo_sapiens,NP_005132.2,FGB,9.2e-158,557.0,4.3e-158,557.0
2631,APLNR,NP_005152.1,Astyanax_mexicanus,XP_007237454.2,APLNRA,Homo_sapiens,NP_005152.1,APLNR,3.77e-87,322.0,1.8400000000000001e-87,322.0
2632,APLNR,NP_005152.1,Astyanax_mexicanus,XP_015458372.2,APLNRB,Homo_sapiens,NP_005152.1,APLNR,7.63e-84,311.0,3.76e-84,311.0
2633,PHOX2A,NP_005160.2,Astyanax_mexicanus,XP_007247707.1,PHOX2A,Homo_sapiens,NP_005160.2,PHOX2A,7.92e-82,304.0,3.6e-82,304.0
