Model_nodos,NCBI_Product_accesion
CREBA,NP_524087.3
CREG,NP_524385.2
CRIM,NP_648500.1
CRK,NP_651908.1
CRM,NP_477105.2
CROC,NP_524202.1
CROL,NP_477244.1
CRP,NP_476605.1
CRQ,NP_787957.1
CRY,NP_732407.1
CRZ,NP_524350.1
CSK,NP_650097.2
CSL4,NP_609492.1
CSN4,NP_477444.1
CSN5,NP_477442.1
CSP,NP_730713.1
CSUL,NP_477184.1
CSW,NP_477130.1
CT,NP_524764.1
CTBP,NP_001014617.1
CTCF,NP_648109.1
CU,NP_731540.2
CUE,NP_612113.2
CUP,NP_523493.3
CUTLET,NP_787969.1
CV,NP_536786.1
CV-2,NP_524809.2
CV-C,NP_001097786.1
CWO,NP_524775.1
CYC,NP_524168.2
CYCA,NP_001246724.1
CYCB,NP_726245.2
CYCE,NP_001246037.1
CYCG,NP_524609.2
CYCH,NP_524207.1
CYCT,NP_524127.2
CYCY,NP_609519.1
CYP1,NP_523366.2
CYP12A4,NP_650783.2
CYP12B2,NP_611370.2
CYP12C1,NP_649052.1
CYP12E1,NP_650003.4
CYP18A1,NP_728191.1
CYP28D1,NP_608912.1
CYP28D2,NP_608911.1
CYP301A1,NP_610796.1
CYP303A1,NP_652070.1
CYP304A1,NP_731751.1
CYP317A1,NP_611004.1
CYP4AA1,NP_611067.2
CYP4AC1,NP_608916.1
CYP4AD1,NP_610380.1
CYP4AE1,NP_525044.1
CYP4D1,NP_726797.1
CYP4E2,NP_477117.2
CYP4G15,NP_572721.1
CYP4S3,NP_573003.2
CYP6A13,NP_610390.1
CYP6D4,NP_651082.1
CYP6D5,NP_650327.1
CYP6G1,NP_610743.2
CYP6T1,NP_608457.1
CYP6U1,NP_610252.3
CYP6V1,NP_608403.1
CYP9B1,NP_523645.1
CYP9B2,NP_523646.1
CYP9F2,NP_650189.1
CYP9H1,NP_610820.1
CYPE,NP_536787.1
CYPL,NP_523874.1
CYT-B5,NP_610294.1
CYT-B5-R,NP_477154.1
CYT-C-P,NP_477176.1
D,NP_524066.1
D19A,NP_477304.1
D19B,NP_477297.1
D4,NP_610163.1
DA,NP_001356956.1
DAAM,NP_001188522.1
DAB,NP_001261967.1
DAC,NP_001014486.1
DAD,NP_001369021.1
DALLY,NP_523983.1
DAMM,NP_523703.2
DAN,NP_001262948.1
DANR,NP_651343.1
DAO,NP_609742.1
DAP,NP_476948.1
DAP160,NP_001246118.1
DAT,NP_001261026.1
DAW,NP_523461.1
DBE,NP_477240.1
DBP73D,NP_476833.1
DBR,NP_608486.1
DBX,NP_647677.2
DCO,NP_001356928.1
DCP2,NP_648805.2
DCX-EMAP,NP_001261850.1
DDC,NP_724163.1
DDR,NP_001285666.1
DDX1,NP_524212.2
DEAF1,NP_524169.1
DEBCL,NP_788278.1
DECAY,NP_477462.1
DEK,NP_725621.1
DELTACOP,NP_001162642.1
DER-1,NP_608632.1
DER-2,NP_650553.1
DESAT1,NP_652731.1
DF31,NP_523614.1
DFD,NP_477201.1
DG,NP_725523.3
DGK,NP_001260792.1
DGO,NP_610614.1
DH31,NP_523514.1
DH44-R1,NP_610960.1
DHC36C,NP_001369131.1
DHC64C,NP_523929.2
DHC98D,NP_524541.3
DHPR,NP_523990.1
DIA,NP_001246113.1
DIDUM,NP_724569.1
DIF,NP_523589.2
DIKAR,NP_001261480.1
DIP2,NP_001246530.1
DIP-B,NP_650318.1
DIP-C,NP_650192.1
DIS3,NP_651246.2
DISCO,NP_523362.2
DISCO-R,NP_727938.1
DISP,NP_524734.2
DJ-1BETA,NP_651825.4
DL,NP_724052.1
DLC90F,NP_477356.1
DLG1,NP_996406.1
DLIC,NP_572694.1
DLL,NP_523857.1
DLP,NP_524071.2
DMRT93B,NP_524428.1
DMRT99B,NP_524549.1
DNASEII,NP_650672.1
DNC,NP_726846.1
DNR1,NP_001261137.1
DNT,NP_477341.2
DNZ1,NP_477449.1
DOA,NP_001036765.1
DOC1,NP_648283.1
DOC2,NP_648282.1
DOC3,NP_648280.1
DOCK,NP_722657.1
DOM,NP_726065.1
DOPECR,NP_647897.2
DP,NP_477039.1
DP1,NP_523781.2
DPH5,NP_524452.4
DPP,NP_477311.1
DPPIII,NP_731237.1
DPR10,NP_001261676.1
DPR11,NP_788586.1
DPR12,NP_652462.3
DPR13,NP_001286555.1
DPR15,NP_731672.1
DPR16,NP_001287169.1
DPR17,NP_731670.1
DPR2,NP_001162945.3
DPR3,NP_001014459.2
DPR4,NP_001014616.2
DPR5,NP_650080.3
DPR6,NP_001261675.1
DPR7,NP_001096850.2
DPR8,NP_727781.1
DPR9,NP_996215.1
DR,NP_477324.1
DRAK,NP_001162723.1
DREF,NP_523529.1
DRIP,NP_001286316.1
DRK,NP_476858.1
DRL,NP_001260566.1
DRL-2,NP_610835.2
DRM,NP_001285590.1
DRO,NP_523744.1
DRONGO,NP_477239.2
DRPR,NP_477450.1
DS,NP_523446.2
DSCAM3,NP_996226.2
DSD,NP_651571.3
DSF,NP_477140.1
DSH,NP_511118.2
DSK,NP_524845.2
DSP1,NP_996485.1
DSX,NP_001262353.1
DSX-C73A,NP_730169.1
DUOX,NP_608715.2
DVE,NP_477242.1
DX,NP_511064.2
DY,NP_511130.2
DYB,NP_523712.3
DYL,NP_647890.2
DYRK3,NP_001033810.1
DYS,NP_001036728.1
E,NP_524431.2
E(BX),NP_001261189.1
E(PC),NP_001260897.1
E(Y)2B,NP_652310.1
E(Y)3,NP_001259718.1
E(Z),NP_001137932.1
E23,NP_995622.1
E2F2,NP_477355.1
E5,NP_524825.1
EAAT1,NP_001369123.1
EAAT2,NP_001162844.1
EAF,NP_610273.1
EAG,NP_001036275.1
EAS,NP_001245707.1
EAST,NP_001245484.1
EATER,NP_651533.3
EB1,NP_724495.2
EBI,NP_477329.1
EC,NP_570078.2
ECA,NP_788616.1
ECR,NP_724456.1
ECT3,NP_650142.1
ED,NP_523469.2
EDC3,NP_648992.1
EDEM2,NP_609611.1
EDG78E,NP_524198.1
EDL,NP_523786.2
EDTP,NP_523770.2
EEF1DELTA,NP_609361.1
EFF,NP_731941.1
EG,NP_524206.1
EGFR,NP_476758.1
EGH,NP_525052.1
EGL,NP_726360.3
EGM,NP_610687.1
EGR,NP_724878.2
EH,NP_524386.1
EIF4G2,NP_651188.1
EIF5B,NP_001246601.1
EIF6,NP_659573.1
EIP63E,NP_001261373.1
EIP63F-1,NP_524902.2
EIP74EF,NP_730286.3
EIP75B,NP_730321.1
EIP78C,NP_524195.2
EIP93F,NP_001097865.1
ELAV,NP_525033.1
ELB,NP_995712.1
ELK,NP_477009.1
ELOA,NP_732846.1
ELP2,NP_610600.1
EMC,NP_523876.2
EMP,NP_001286873.1
EMS,NP_731868.1
EN,NP_523700.2
ENA,NP_001014537.1
ENC,NP_001261377.1
ENDOA,NP_732383.1
ENS,NP_647861.2
ENT3,NP_648608.2
EPAC,NP_001097202.2
EPH,NP_524625.3
EPHRIN,NP_651927.1
EPS-15,NP_726481.1
EPSILONTRY,NP_525112.1
ERF1,NP_001262105.1
ERGIC53,NP_524776.1
ERM,NP_001259891.2
ERP60,NP_725084.2
ERR,NP_648183.3
ESC,NP_477431.1
ESG,NP_476600.1
ESN,NP_001260760.1
ESP,NP_524490.2
ESYT2,NP_733011.2
ETHR,NP_996255.1
ETL1,NP_609320.2
ETS21C,NP_523445.1
ETS65A,NP_001303373.1
ETS96B,NP_651286.3
ETS97D,NP_001263000.1
ETS98B,NP_524535.2
EWG,NP_001014708.1
EX,NP_476840.2
EXD,NP_523360.1
EXEX,NP_648164.1
EXN,NP_001189123.1
EXO84,NP_651454.1
EY,NP_001014693.1
EYA,NP_523492.1
EYG,NP_524042.2
EYS,NP_001259924.2
FAF,NP_524612.2
FAS1,NP_001138066.1
FAS2,NP_001259235.1
FAS3,NP_001286038.1
FAT-SPONDIN,NP_477435.1
FAU,NP_731505.1
FAX,NP_001014587.1
FBL,NP_597678.1
FBL6,NP_610665.2
FBP1,NP_001261826.1
FD102C,NP_651951.1
FD59A,NP_523814.1
FD96CA,NP_524495.1
FDH,NP_524310.1
FDL,NP_001356962.1
FEM-1,NP_611508.1
FEN1,NP_523765.1
FEND,NP_572528.1
FEO,NP_572658.2
FER1,NP_001262334.1
FER2,NP_001287360.1
FER2LCH,NP_001263106.1
FH,NP_511094.1
FHOS,NP_001261599.1
FIDIPIDINE,NP_523760.1
FIE,NP_573393.1
FIG,NP_651724.1
FILI,NP_001369108.1
FIM,NP_523385.1
FIP1,NP_649476.1
FIS1,NP_001137607.1
FJ,NP_477483.1
FKBP59,NP_524895.2
FKH,NP_001263038.1
FL(2)D,NP_523732.2
FLFL,NP_731849.2
FLII,NP_525097.1
FLR,NP_648642.1
FLW,NP_001356939.1
FMR1,NP_001247017.1
FNE,NP_001401058.1
FNG,NP_524191.1
FOG,NP_523438.1
FOK,NP_001260617.1
FON,NP_724177.1
FOR,NP_477487.1
FORM3,NP_001097527.1
FOXO,NP_001303426.1
FRA,NP_523716.2
FRAY,NP_001303449.2
FRED,NP_001245866.1
FRJ,NP_609029.1
FRQ1,NP_573271.1
FRQ2,NP_525093.1
FRTZ,NP_001259880.1
FRU,NP_732344.1
FRY,NP_729520.1
FS,NP_001286445.1
FS(1)H,NP_511078.2
FS(2)KET,NP_477496.1
FS(2)LTOPP43,NP_524940.1
FST,NP_524294.2
FT,NP_477497.1
FTZ,NP_477498.1
FTZ-F1,NP_524143.2
FU,NP_477499.1
FUCTA,NP_648754.2
FUR1,NP_733102.1
FUR2,NP_727963.1
FUS,NP_001163161.1
FUSL,NP_608923.1
FUTSCH,NP_001096864.1
FW,NP_511136.2
FWD,NP_001356971.1
FZ,NP_001261836.1
FZ2,NP_001401042.1
FZ3,NP_525035.2
FZ4,NP_511068.2
FZO,NP_732840.1
FZY,NP_477501.1
G,NP_524785.2
G9A,NP_001259088.1
GABA-B-R1,NP_523569.3
GABA-B-R2,NP_732658.1
GABA-B-R3,NP_523447.2
GAD1,NP_523914.2
GADD45,NP_610264.1
GAL,NP_001260120.1
GALE,NP_612044.1
GALECTIN,NP_001245813.1
GAMMACOP,NP_001263145.1
GAPDH2,NP_542445.1
GASP,NP_001097694.1
GATAD,NP_609383.2
GATAE,NP_650516.2
GBB,NP_477340.1
GBETA13F,NP_525090.1
GBETA5,NP_572452.1
GC,NP_523885.2
GCE,NP_511160.2
GCKIII,NP_650596.1
GCLC,NP_525005.2
GCLM,NP_732780.1
GCM,NP_477108.1
GCM2,NP_609302.1
GCN2,NP_001263142.1
GDI,NP_523524.2
GE-1,NP_609486.2
GEL,NP_524865.2
GEM,NP_610556.1
GFZF,NP_001262335.1
GIG,NP_524177.1
GIP,NP_511106.1
GIRDIN,NP_647780.1
GISH,NP_001262624.1
GKT,NP_523465.2
GL,NP_001262708.1
GLCAT-P,NP_001246714.1
GLCAT-S,NP_723476.1
GLD,NP_001350861.1
GLD2,NP_001262829.1
GLEC,NP_524443.2
GLI,NP_476602.1
GLT,NP_477504.1
GLUCLALPHA,NP_001163656.2
GLURIIC,NP_608557.4
GLUT1,NP_001303403.1
GLYP,NP_722762.1
GMAP,NP_001356946.1
GNBP3,NP_523986.2
GNF1,NP_001014605.1
GOGO,NP_649200.2
GOL,NP_001163300.1
GOLGIN84,NP_651250.2
GOM,NP_524659.1
GOT1,NP_725534.1
GOT2,NP_722744.1
GP150,NP_477049.2
GP210,NP_610184.2
GP93,NP_651601.1
GPP,NP_731085.2
GPRK1,NP_001036438.1
GPRK2,NP_476867.1
GPRS,NP_725599.2
GR32A,NP_523543.3
GR43A,NP_523650.2
GR63A,NP_001137883.1
GR77A,NP_730560.1
GR93D,NP_732666.1
GRAF,NP_573070.2
GRD,NP_524131.1
GRH,NP_476845.2
GRIM,NP_524137.2
GRIP,NP_572285.2
GRK,NP_476568.2
GRN,NP_001262366.1
GRO,NP_996298.1
GRP,NP_477011.1
GRY,NP_647785.3
GS1L,NP_477229.3
GS2,NP_001285121.1
GSB,NP_523863.1
GSB-N,NP_523862.1
GSC,NP_001137762.2
GSKT,NP_733426.1
GSTD10,NP_652713.1
GSTS1,NP_725653.1
GT,NP_525049.1
GUG,NP_001261581.1
GUKH,NP_732393.1
GUS,NP_001246140.1
GV1,NP_647665.2
GW,NP_001014691.2
GYC32E,NP_001285834.1
GYC88E,NP_001036711.1
GYCBETA100B,NP_524603.2
H,NP_732533.1
H15,NP_608926.2
H2.0,NP_523488.2
HAF,NP_001356954.1
HAKAI,NP_788075.2
HAM,NP_001260545.2
HAND,NP_609370.2
HANG,NP_001138204.1
HBN,NP_788420.1
HBS,NP_788355.1
HBS1,NP_652729.2
HCF,NP_001245420.1
HCS,NP_001287175.1
HDAC4,NP_001245651.1
HDC,NP_523679.2
HEBE,NP_001097248.1
HEIX,NP_523581.1
HEL25E,NP_723089.1
HEL89B,NP_732097.2
HEN1,NP_610732.1
HEP,NP_001368982.1
HEPH,NP_788776.2
HER,NP_476572.1
HERC2,NP_608388.2
HEX-A,NP_524848.1
HEX-C,NP_524674.1
HEXO2,NP_525081.1
HEY,NP_523657.1
HFW,NP_569933.2
HGO,NP_523544.2
HGTX,NP_001368954.1
HH,NP_001034065.1
HIG,NP_724772.1
HIL,NP_611493.2
HIM,NP_573273.1
HIP,NP_570074.3
HIP14,NP_001261910.1
HIPHOP,NP_649061.1
HIPK,NP_001369036.1
HIRA,NP_572401.2
HIS3.3B,NP_511095.1
HISCL1,NP_731632.1
HIW,NP_511159.3
HK,NP_001259401.1
HKB,NP_524221.1
HLH3B,NP_525055.1
HLH4C,NP_001259243.1
HMGCR,NP_732900.1
HMGS,NP_524711.1
HMGZ,NP_726106.1
HML,NP_524060.2
HMT4-20,NP_569853.1
HMX,NP_001262674.1
HN,NP_523963.2
HNF4,NP_476887.2
HOE1,NP_608876.1
HOE2,NP_608878.1
HOIP,NP_524714.1
HOMER,NP_001036341.2
HOW,NP_001262822.1
HP1B,NP_572521.2
HPH,NP_730906.1
HPPY,NP_001286604.1
HPS4,NP_725707.1
HR38,NP_477119.1
HR39,NP_476932.1
HR4,NP_001259156.1
HR51,NP_611032.2
HR96,NP_524493.1
HRB98DE,NP_733249.1
HRG,NP_001261097.1
HRS,NP_722830.2
HS2ST,NP_477339.1
HS3ST-A,NP_788409.1
HS6ST,NP_524409.2
HSC70-3,NP_727563.1
HSC70-4,NP_524356.1
HSC70-5,NP_523741.2
HSF,NP_476575.1
HSP23,NP_523999.1
HSP26,NP_523997.1
HSP27,NP_524000.1
HSP67BA,NP_523998.1
HSP67BC,NP_523994.1
HSP68,NP_524474.1
HSP70AA,NP_731651.1
HSP70AB,NP_524798.2
HSP70BA,NP_731716.1
HSP70BB,NP_524927.2
HSP70BBB,NP_788663.1
HSP70BC,NP_650209.1
HSP83,NP_523899.1
HTH,NP_476578.3
HTL,NP_732286.1
HTRA2,NP_650366.1
HTS,NP_001246420.1
HTT,NP_651629.1
HUG,NP_524329.1
HUS1-LIKE,NP_477426.1
HYD,NP_524296.2
HYDR2,NP_608751.2
HYX,NP_649863.1
IA-2,NP_608562.4
ICS,NP_609665.2
IDGF1,NP_477258.1
IDGF4,NP_511101.2
IDGF5,NP_611321.3
IDH,NP_729369.2
IF,NP_728021.2
IFC,NP_476594.1
IGL,NP_477060.1
IH,NP_001033948.1
ILK,NP_525001.2
ILP6,NP_570000.1
IMP,NP_727451.1
IMPE1,NP_524849.2
IMPE2,NP_476580.1
IMPE3,NP_524908.1
IMPL1,NP_729885.1
IMPL2,NP_523921.3
IN,NP_788548.1
INAC,NP_476863.1
INAD,NP_726260.1
INAE,NP_001138195.1
INCENP,NP_523648.3
IND,NP_996087.2
INDY,NP_730363.2
INE,NP_477012.1
INO80,NP_732413.1
INOS,NP_477405.1
INR,NP_001138093.1
INSC,NP_477024.1
INV,NP_523699.3
INVADOLYSIN,NP_652072.1
INX2,NP_572375.1
INX3,NP_524730.1
INX7,NP_788872.1
IOTATRY,NP_523695.1
IP3K1,NP_609313.2
IP3K2,NP_572873.2
IPK2,NP_608535.1
IPLA2-VIA,NP_648366.2
IPP,NP_731872.1
IR25A,NP_608863.2
IR40A,NP_610140.4
IR93A,NP_650924.3
IRC,NP_650584.1
IRK2,NP_001163700.1
IRP-1A,NP_477371.1
IRP-1B,NP_524303.2
ITP,NP_001163293.1
JAGN,NP_649585.1
JAR,NP_001287501.1
JARID2,NP_648324.1
JBUG,NP_001261140.1
JDP,NP_733380.1
JEB,NP_610726.1
JHEH1,NP_611385.1
JHEH2,NP_611386.2
JHEH3,NP_611387.1
JHI-21,NP_609542.1
JIGR1,NP_001334702.1
JIL-1,NP_648432.1
JIM,NP_001262221.1
JING,NP_001097200.1
JON25BI,NP_001033873.1
JON25BII,NP_608882.1
JON65AII,NP_648014.1
JON65AIII,NP_648013.1
JON65AIV,NP_648012.1
JON74E,NP_001189126.2
JON99CI,NP_524555.1
JP,NP_001369124.1
JRA,NP_001260844.1
JUB,NP_001188586.1
JUMU,NP_524302.1
JUPITER,NP_001262475.1
KAP3,NP_001096951.3
KAP-ALPHA1,NP_524167.1
KARL,NP_727559.1
KARYBETA3,NP_524226.1
KAT-60L1,NP_001163522.1
KAY,NP_001027580.1
KCNQ,NP_001260848.1
KDELR,NP_477296.1
KDM4B,NP_001260942.1
KDN,NP_727091.1
KEAP1,NP_732202.2
KEK1,NP_523559.3
KEK2,NP_523551.1
KEK3,NP_523575.1
KEK4,NP_609615.2
KEK5,NP_573382.1
KEK6,NP_001263151.1
KEL,NP_476589.4
KEN,NP_523833.1
KHC,NP_476590.1
KHC-73,NP_001261000.1
KIBRA,NP_001287329.1
KIF19A,NP_996208.1
KIRRE,NP_726844.1
KIS,NP_001245819.1
KKV,NP_730928.2
KLAR,NP_001036576.1
KLG,NP_524454.2
KLP10A,NP_572687.1
KLP31E,NP_609398.2
KLP68D,NP_524029.2
KLP98A,NP_001247339.1
KLU,NP_001261690.1
KN,NP_001097317.1
KNI,NP_001287130.1
KNK,NP_649981.1
KNRL,NP_788552.1
KO,NP_524193.2
KOI,NP_001260738.1
KOKO,NP_732338.1
KON,NP_609881.3
KR,NP_523867.1
KRAKEN,NP_477265.1
KR-H1,NP_477466.1
KR-H2,NP_523490.1
KRT95D,NP_732935.2
KRZ,NP_524988.1
KSR,NP_524236.2
KST,NP_001097492.2
KUA,NP_610026.1
KUG,NP_001027138.2
KUL,NP_651716.1
KUZ,NP_001097160.2
KZ,NP_476591.1
L,NP_001188929.1
L(1)G0004,NP_608387.1
L(1)G0020,NP_572503.1
L(1)G0196,NP_001285535.1
L(1)G0289,NP_572621.1
L(1)G0320,NP_572567.1
L(1)G0469,NP_001096980.2
L(1)SC,NP_476623.1
L(2)09851,NP_610182.3
L(2)34FC,NP_609710.1
L(2)34FD,NP_609711.1
L(2)DTL,NP_524871.1
L(2)EFL,NP_523827.1
L(2)GD1,NP_001245976.1
L(2)K01209,NP_611206.3
L(2)K05819,NP_722974.1
L(2)K09022,NP_609079.2
L(2)K10201,NP_788296.1
L(3)05822,NP_652051.1
L(3)07882,NP_652040.2
L(3)73AH,NP_524933.1
L(3)L1231,NP_650379.1
L(3)MBN,NP_001303395.1
L(3)MBT,NP_733209.1
L(3)NEO38,NP_001262485.1
L(3)NEO43,NP_650443.3
L(3)PSG2,NP_647974.1
LAB,NP_476613.1
LAC,NP_523713.2
LAM,NP_476616.1
LAMA,NP_729060.2
LAMC,NP_523742.2
LANA,NP_476617.1
LANB1,NP_476618.1
LANB2,NP_524006.1
LAP,NP_001262339.1
LAP1,NP_611007.1
LAR,NP_001260597.1
LARK,NP_523957.1
LARP,NP_733244.5
LASP,NP_001246799.1
LBK,NP_611091.2
LBL,NP_001262805.1
LBM,NP_523639.1
LBR,NP_726114.1
LCP1,NP_476619.1
LCP4,NP_476622.1
LCP65AD,NP_477278.1
LCS,NP_523436.1
LDBR,NP_996022.1
LDS,NP_524850.2
LECTIN-28C,NP_652636.2
LERP,NP_733168.2
LETM1,NP_611922.1
LGR3,NP_733115.1
LHR,NP_611210.3
LIC,NP_477162.1
LIG,NP_001260795.1
LILLI,NP_001334729.1
LIM1,NP_572505.1
LIM3,NP_001260559.1
LIMK1,NP_727621.1
LIN,NP_524815.1
LIP1,NP_523540.1
LIP3,NP_477331.1
LIPRIN-ALPHA,NP_001260155.1
LIPRIN-GAMMA,NP_001286716.1
LIS-1,NP_477160.1
LK,NP_524893.2
LKB1,NP_650302.1
LKR,NP_647968.3
LMD,NP_732811.1
LMPT,NP_648930.1
LMS,NP_001286635.1
LNK,NP_001287536.1
LOCO,NP_732773.1
LOJ,NP_729140.2
LOLA,NP_524766.2
LOLAL,NP_524778.1
LOQS,NP_609646.1
LPIN,NP_001188874.1
LPR1,NP_001262974.1
LPR2,NP_001097927.1
LQF,NP_729266.2
LQFR,NP_732734.3
LRP1,NP_001260800.2
LSD-1,NP_732904.2
LSD-2,NP_001036276.1
LSN,NP_650987.1
LSP1BETA,NP_476624.1
LSP1GAMMA,NP_523868.1
LUNA,NP_001260879.1
LUTE,NP_001247149.1
LVA,NP_525064.1
LYSB,NP_523882.1
LYSE,NP_476827.2
LYSP,NP_476828.1
LYSS,NP_476829.1
LZ,NP_511099.2
M,NP_572747.1
M6,NP_649323.2
MAB-21,NP_651971.2
MAD,NP_001259992.1
MADM,NP_649581.1
MAGE,NP_649702.2
MAGI,NP_611551.1
MAGU,NP_724871.1
MAM,NP_525115.1
MAN1,NP_611873.1
MANF,NP_477445.1
MAP205,NP_001263154.1
MAP60,NP_476952.1
MAPK-AK2,NP_524769.1
MAPMODULIN,NP_523780.1
MARS,NP_610878.1
MAS,NP_001261408.1
MASK,NP_001247280.1
MAT1,NP_610605.1
MAT89BA,NP_650530.2
MATS,NP_651041.3
MAX,NP_649097.1
MBC,NP_001247267.1
MBF1,NP_001261952.1
MBL,NP_001413638.1
MBM,NP_608511.1
MBS,NP_001246785.1
MBT,NP_523375.2
MCM5,NP_524308.2
MCM6,NP_511065.1
MCM7,NP_523984.1
MCPH1,NP_001163123.1
MCR,NP_524688.1
MCT1,NP_477334.2
MCTP,NP_001261078.1
M-CUP,NP_001262660.1
MDH2,NP_650696.1
MDR49,NP_523724.2
MDR50,NP_523740.3
MDR65,NP_476831.1
ME31B,NP_523533.2
MEC2,NP_573357.1
MED,NP_524610.1
MED14,NP_728534.2
MED15,NP_608528.1
MED19,NP_649016.1
MED24,NP_648185.1
MED25,NP_650854.1
MED6,NP_001163577.1
MED8,NP_722456.1
MEF2,NP_001260842.1
MEI-218,NP_001138215.1
MEI-P26,NP_001356936.1
MEI-S332,NP_476634.1
MEI-W68,NP_995901.1
MEKK1,NP_732373.1
MELT,NP_523953.2
MEN,NP_524880.2
MEP-1,NP_001137875.1
MES2,NP_730768.1
MESK2,NP_726076.1
MESO18E,NP_652615.1
MESR3,NP_001260541.1
MESR4,NP_001097359.1
MESR6,NP_001262033.1
MET,NP_511126.2
METRO,NP_001286309.1
MEW,NP_001285196.1
MEX1,NP_001189110.1
MEY,NP_651870.3
MF,NP_001262585.1
MFAP1,NP_647679.1
MFAS,NP_788643.1
MFRN,NP_651600.1
MGAT2,NP_001014684.1
MGE,NP_728910.1
MHC,NP_723999.1
MHCL,NP_732108.2
MI,NP_611803.1
MI-2,NP_649154.2
MIB1,NP_648826.2
MIB2,NP_609933.1
MICAL,NP_788620.1
MICAL-LIKE,NP_648621.1
MID,NP_608927.2
MILT,NP_723249.1
MIM,NP_001163068.1
MIO,NP_608656.1
MIP,NP_648971.1
MIP120,NP_610879.1
MIP130,NP_569958.2
MIP40,NP_611407.1
MIPP1,NP_524109.2
MIPP2,NP_511055.1
MIRA,NP_477292.1
MIRR,NP_001261778.1
MITF,NP_001033807.1
MKK4,NP_477353.1
MKP3,NP_001262031.1
MLC2,NP_524586.1
MLC-C,NP_511049.1
MLD,NP_001247289.1
MLF,NP_523753.1
MMD,NP_001138200.1
MMP1,NP_001189002.1
MMP2,NP_995788.1
MMS4,NP_610611.1
MMY,NP_609032.1
MNB,NP_728104.1
MND,NP_524074.1
MNN1,NP_001036342.1
MNT,NP_001162651.1
MOB2,NP_648474.1
MOCA-CYP,NP_733246.1
MOCS1,NP_788494.1
MOD,NP_524614.2
MOE,NP_525082.2
MOL,NP_001036362.1
MOODY,NP_569970.2
MOR,NP_001189230.1
MOS,NP_610817.1
MP,NP_001163358.1
MP20,NP_001014522.2
MPP6,NP_523609.3
MR,NP_611862.1
MRGBP,NP_610417.1
MRJ,NP_725541.1
MRN,NP_648780.1
MRP,NP_001303319.1
MRPL1,NP_524275.1
MRPL10,NP_523440.1
MRPL13,NP_523598.2
MRPL14,NP_525048.1
MRPL17,NP_523870.2
MRPL19,NP_524284.1
MRPL21,NP_649095.2
MRPL23,NP_523889.1
MRPL24,NP_523476.1
MRPL28,NP_608887.1
MRPL32,NP_524606.1
MRPL33,NP_524981.2
MRPL37,NP_524306.3
MRPL40,NP_524318.1
MRPL41,NP_611022.2
MRPL43,NP_523828.1
MRPL45,NP_651072.1
MRPL46,NP_647661.1
MRPL49,NP_572839.1
MRPL51,NP_609239.1
MRPL52,NP_610313.1
MRPL55,NP_650780.1
MRPS11,NP_524382.1
MRPS14,NP_728245.1
MRPS16,NP_523737.1
MRPS18B,NP_523606.1
MRPS2,NP_523473.2
MRPS29,NP_523811.1
MRPS33,NP_524380.1
MRPS35,NP_523893.1
MRPS5,NP_001036652.1
MRPS9,NP_524270.2
MRT,NP_651554.1
MRTF,NP_001137879.3
MSB1L,NP_609991.1
MSI,NP_733108.2
MSK,NP_524780.1
MSL-2,NP_523467.1
MSN,NP_001261332.1
MSPO,NP_725407.1
MSPS,NP_001247129.1
MSR-110,NP_001286942.1
MST,NP_523435.1
MT2,NP_001036355.1
MTA1-LIKE,NP_001262293.1
MTERF3,NP_649240.1
MTF-1,NP_001287002.1
MTG,NP_731221.2
MTHL1,NP_573140.1
MTHL14,NP_728509.1
MTHL5,NP_650126.2
MTHL6,NP_788473.1
MTL,NP_524533.1
MTOR,NP_001260427.1
MTP,NP_610075.2
MTS,NP_476805.1
MTSSB,NP_536744.2
MTT,NP_001260806.1
MTTFB2,NP_649971.1
MUB,NP_001246876.1
MUC11A,NP_001285150.1
MUC18B,NP_573365.1
MUC26B,NP_652552.1
MUC55B,NP_611285.2
MUC68D,NP_648504.2
MUC91C,NP_001287398.1
MUC96D,NP_733106.2
MUD,NP_001245666.1
MUR29B,NP_723377.1
MUR89F,NP_650611.2
MURA,NP_649902.2
MUS301,NP_648178.1
MVL,NP_001262795.1
MWH,NP_001261244.1
MXC,NP_572548.1
MYB,NP_511170.1
MYD88,NP_610479.1
MYO10A,NP_001036269.2
MYO28B1,NP_723294.1
MYO31DF,NP_523538.1
MYO61F,NP_476934.2
MYO95E,NP_001027204.2
MYPT-75D,NP_649049.1
MYS,NP_524793.2
MYS45A,NP_610455.1
N,NP_476859.2
NAAM,NP_732446.1
NAB,NP_001014557.3
NACP60E,NP_001261172.1
NAHODA,NP_523815.2
NAK,NP_477165.1
NAN,NP_648696.2
NAP1,NP_477128.1
NAPI-T,NP_525116.2
NAT1,NP_001033943.2
NCA,NP_788543.1
NCC69,NP_648572.1
NCKX30C,NP_001260296.1
NDG,NP_610575.1
NDL,NP_523947.2
NEB,NP_476817.1
NEB-CGP,NP_652548.1
NEC,NP_524851.1
NEDD4,NP_001261990.1
NEJ,NP_001259387.1
NEK2,NP_572415.1
NELF-A,NP_001262804.1
NEMY,NP_725208.1
NEO,NP_651733.1
NEP2,NP_524227.1
NEP3,NP_523417.2
NEP4,NP_001262773.1
NERFIN-1,NP_524783.1
NERFIN-2,NP_001262446.1
NERO,NP_651887.1
NET,NP_524820.2
NETA,NP_511154.3
NETB,NP_511155.1
NEUR,NP_731309.1
