,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
1528,SPIB,NP_003112.2,,,,,,,,,,
1529,SPN,NP_003114.1,,,,,,,,,,
1530,SPRR1B,NP_003116.2,,,,,,,,,,
1531,SRF,NP_003122.1,Astyanax_pachon,KAG9275488.1,SRF,Homo_sapiens,NP_003122.1,SRF,1.42e-127,457.0,1.8699999999999998e-128,457.0
1532,SRY,NP_003131.1,,,,,,,,,,
1533,TRIM21,NP_003132.2,Astyanax_pachon,KAG9274471.1,KAG9274471.1,Homo_sapiens,NP_003132.2,TRIM21,9.3e-58,225.0,1.21e-58,225.0
1534,TRIM21,NP_003132.2,Astyanax_pachon,KAG9283928.1,KAG9283928.1,Homo_sapiens,NP_003132.2,TRIM21,8.380000000000001e-58,225.0,1.21e-58,225.0
1535,SSB,NP_003133.1,Astyanax_pachon,KAG9277822.1,SSB,Homo_sapiens,NP_003133.1,SSB,6.04e-101,368.0,9.299999999999999e-102,368.0
1536,STAT6,NP_003144.3,,,,,,,,,,
1537,CDKL5,NP_003150.1,,,,,,,,,,
1538,SULT2A1,NP_003158.2,,,,,,,,,,
1539,SURF1,NP_003163.1,Astyanax_pachon,KAG9281783.1,SURF1,Homo_sapiens,NP_003163.1,SURF1,7.300000000000001e-100,364.0,1.0900000000000001e-100,364.0
1540,SYK,NP_003168.2,Astyanax_pachon,KAG9263497.1,SYK,Homo_sapiens,NP_003168.2,SYK,3.9099999999999996e-249,861.0,5.66e-250,861.0
1541,SYP,NP_003170.1,Astyanax_pachon,KAG9270361.1,SYP,Homo_sapiens,NP_003170.1,SYP,2.24e-98,359.0,3.65e-99,359.0
1542,SYP,NP_003170.1,Astyanax_pachon,KAG9270710.1,SYP,Homo_sapiens,NP_003170.1,SYP,3.58e-100,365.0,5.71e-101,365.0
1543,TAC1,NP_003173.1,,,,,,,,,,
1544,ADAM17,NP_003174.3,Astyanax_pachon,KAG9268484.1,ADAM17,Homo_sapiens,NP_003174.3,ADAM17,6.62e-272,937.0,9.720000000000001e-273,937.0
1545,ADAM17,NP_003174.3,Astyanax_pachon,KAG9282938.1,ADAM17,Homo_sapiens,NP_003174.3,ADAM17,5.079999999999999e-274,944.0,7.6e-275,944.0
1546,TAF4,NP_003176.2,Astyanax_pachon,KAG9269909.1,TAF4,Homo_sapiens,NP_003176.2,TAF4,1.7700000000000003e-163,577.0,3.01e-164,577.0
1547,TAGLN,NP_003177.2,Astyanax_pachon,KAG9278491.1,TAGLN,Homo_sapiens,NP_003177.2,TAGLN,1.9500000000000003e-80,299.0,2.7e-81,299.0
1548,TAGLN,NP_003177.2,Astyanax_pachon,KAG9282140.1,TAGLN3,Homo_sapiens,NP_003177.2,TAGLN,1.75e-80,299.0,2.7e-81,299.0
1549,TBP,NP_003185.1,Astyanax_pachon,KAG9275460.1,TBP,Homo_sapiens,NP_003185.1,TBP,1.86e-125,449.0,3.1999999999999994e-126,449.0
1550,TFAM,NP_003192.1,Astyanax_pachon,KAG9267303.1,TFAM,Homo_sapiens,NP_003192.1,TFAM,7.64e-35,148.0,9.45e-36,148.0
1551,TDG,NP_003202.3,Astyanax_pachon,KAG9272368.1,TDG,Homo_sapiens,NP_003202.3,TDG,2.41e-115,416.0,3.3200000000000003e-116,416.0
1552,TEAD4,NP_003204.2,Astyanax_pachon,KAG9280823.1,TEAD4,Homo_sapiens,NP_003204.2,TEAD4,5.32e-181,634.0,8.34e-182,634.0
1553,TFAP2C,NP_003213.1,Astyanax_pachon,KAG9276953.1,TFAP2C,Homo_sapiens,NP_003213.1,TFAP2C,2.11e-158,559.0,3.2699999999999997e-159,559.0
1554,TFAP4,NP_003214.1,Astyanax_pachon,KAG9264545.1,TFAP4,Homo_sapiens,NP_003214.1,TFAP4,4.2699999999999997e-119,428.0,6.68e-120,428.0
1555,TFF1,NP_003216.1,,,,,,,,,,
1556,TFF3,NP_003217.4,,,,,,,,,,
1557,TG,NP_003226.4,,,,,,,,,,
1558,THRA,NP_003241.2,,,,,,,,,,
1559,THRSP,NP_003242.1,,,,,,,,,,
1560,TIAL1,NP_003243.1,Astyanax_pachon,KAG9275426.1,TIAL1,Homo_sapiens,NP_003243.1,TIAL1,1.79e-189,662.0,2.6899999999999997e-190,662.0
1561,TIMP1,NP_003245.1,,,,,,,,,,
1562,TIMP2,NP_003246.1,Astyanax_pachon,KAG9267867.1,TIMP2,Homo_sapiens,NP_003246.1,TIMP2,5.48e-94,344.0,8.41e-95,344.0
1563,TLR2,NP_003255.2,Astyanax_pachon,KAG9262273.1,TLR2-2,Homo_sapiens,NP_003255.2,TLR2,8.11e-152,538.0,1.19e-152,538.0
1564,TLR2,NP_003255.2,Astyanax_pachon,KAG9262274.1,TLR2-2,Homo_sapiens,NP_003255.2,TLR2,1.28e-147,524.0,1.96e-148,524.0
1565,TLR3,NP_003256.1,Astyanax_pachon,KAG9259676.1,TLR3,Homo_sapiens,NP_003256.1,TLR3,8.32e-133,475.0,1.27e-133,475.0
1566,TOP1,NP_003277.1,Astyanax_pachon,KAG9269888.1,TOP1,Homo_sapiens,NP_003277.1,TOP1,3.69e-282,971.0,5.25e-283,971.0
1567,TPT1,NP_003286.1,Astyanax_pachon,KAG9262540.1,TPT1,Homo_sapiens,NP_003286.1,TPT1,3.96e-62,238.0,5.34e-63,238.0
1568,TRIP6,NP_003293.2,,,,,,,,,,
1569,TTK,NP_003309.2,Astyanax_pachon,KAG9276327.1,TTK,Homo_sapiens,NP_003309.2,TTK,1.94e-154,547.0,2.5500000000000002e-155,547.0
1570,HIRA,NP_003316.3,Astyanax_pachon,KAG9262018.1,HIRA,Homo_sapiens,NP_003316.3,HIRA,0.0,1237.0,0.0,1237.0
1571,UBA7,NP_003326.2,,,,,,,,,,
1572,UCN,NP_003344.1,,,,,,,,,,
1573,UGCG,NP_003349.1,Astyanax_pachon,KAG9263257.1,UGCG,Homo_sapiens,NP_003349.1,UGCG,4.76e-215,747.0,7.29e-216,747.0
1574,USF2,NP_003358.1,Astyanax_pachon,KAG9279434.1,USF2,Homo_sapiens,NP_003358.1,USF2,9.839999999999999e-101,367.0,1.58e-101,367.0
1575,VGF,NP_003369.2,,,,,,,,,,
1576,VIM,NP_003371.2,Astyanax_pachon,KAG9276490.1,VIM,Homo_sapiens,NP_003371.2,VIM,5.28e-162,571.0,8.260000000000001e-163,571.0
1577,VIP,NP_003372.1,,,,,,,,,,
1578,VLDLR,NP_003374.3,Astyanax_pachon,KAG9263448.1,VLDLR,Homo_sapiens,NP_003374.3,VLDLR,3.26e-160,566.0,4.9500000000000005e-161,566.0
1579,WEE1,NP_003381.1,Astyanax_pachon,KAG9273133.1,WEE1-B,Homo_sapiens,NP_003381.1,WEE1,4.2999999999999994e-197,688.0,6.89e-198,688.0
1580,WNT2,NP_003382.1,Astyanax_pachon,KAG9273215.1,WNT2,Homo_sapiens,NP_003382.1,WNT2,8.88e-150,530.0,1.4e-150,530.0
1581,YY1,NP_003394.1,Astyanax_pachon,KAG9268108.1,YY1,Homo_sapiens,NP_003394.1,YY1,4.37e-97,355.0,7.73e-98,355.0
1582,YY1,NP_003394.1,Astyanax_pachon,KAG9282887.1,YY1,Homo_sapiens,NP_003394.1,YY1,1.72e-102,373.0,2.9500000000000004e-103,373.0
1583,ZFP36,NP_003398.3,,,,,,,,,,
1584,ZBTB14,NP_003400.2,Astyanax_pachon,KAG9276251.1,ZBTB14,Homo_sapiens,NP_003400.2,ZBTB14,8.35e-93,341.0,1.37e-93,341.0
1585,ZIC1,NP_003403.2,Astyanax_pachon,KAG9276754.1,ZIC1,Homo_sapiens,NP_003403.2,ZIC1,9.19e-152,537.0,1.36e-152,537.0
1586,ZNF267,NP_003405.4,,,,,,,,,,
1587,ZNF268,NP_003406.1,,,,,,,,,,
1588,ZNF76,NP_003418.2,Astyanax_pachon,KAG9260739.1,ZNF76,Homo_sapiens,NP_003418.2,ZNF76,1.09e-33,145.0,1.75e-34,145.0
1589,ZNF205,NP_003447.2,,,,,,,,,,
1590,PAX8,NP_003457.1,Astyanax_pachon,KAG9281877.1,PAX8,Homo_sapiens,NP_003457.1,PAX8,1.59e-158,560.0,1.63e-159,560.0
1591,CXCR4,NP_003458.1,,,,,,,,,,
1592,USP7,NP_003461.2,Astyanax_pachon,KAG9263857.1,USP7,Homo_sapiens,NP_003461.2,USP7,0.0,2016.0,0.0,2016.0
1593,PDHX,NP_003468.2,Astyanax_pachon,KAG9281080.1,PDHX,Homo_sapiens,NP_003468.2,PDHX,6.57e-147,521.0,1e-147,521.0
1594,HMGA2,NP_003474.1,,,,,,,,,,
1595,SLC7A5,NP_003477.4,Astyanax_pachon,KAG9272043.1,SLC7A5,Homo_sapiens,NP_003477.4,SLC7A5,7.199999999999999e-228,790.0,1.0699999999999999e-228,790.0
1596,FZD1,NP_003496.1,Astyanax_pachon,KAG9271551.1,FZD7,Homo_sapiens,NP_003496.1,FZD1,1.48e-264,912.0,2.56e-265,912.0
1597,FZD1,NP_003496.1,Astyanax_pachon,KAG9277566.1,FZD7-A,Homo_sapiens,NP_003496.1,FZD1,7.620000000000001e-259,893.0,1.3400000000000002e-259,893.0
1598,MAD1L1,NP_003541.2,Astyanax_pachon,KAG9262133.1,MAD1L1,Homo_sapiens,NP_003541.2,MAD1L1,1.73e-127,457.0,2.64e-128,457.0
1599,LTBP4,NP_003564.2,,,,,,,,,,
1600,UTF1,NP_003568.2,,,,,,,,,,
1601,KLF11,NP_003588.1,Astyanax_pachon,KAG9268139.1,KLF11,Homo_sapiens,NP_003588.1,KLF11,1.5e-66,254.0,2.42e-67,254.0
1602,KLF11,NP_003588.1,Astyanax_pachon,KAG9282941.1,KLF11,Homo_sapiens,NP_003588.1,KLF11,3.04e-66,253.0,4.8499999999999996e-67,253.0
1603,PPM1D,NP_003611.1,Astyanax_pachon,KAG9281824.1,PPM1D,Homo_sapiens,NP_003611.1,PPM1D,1.85e-135,483.0,3.32e-136,483.0
1604,PARG,NP_003622.2,Astyanax_pachon,KAG9275374.1,PARG,Homo_sapiens,NP_003622.2,PARG,7.16e-201,701.0,1.27e-201,701.0
1605,GCM1,NP_003634.2,,,,,,,,,,
1606,BARX2,NP_003649.2,Astyanax_pachon,KAG9273358.1,BARX2,Homo_sapiens,NP_003649.2,BARX2,7.840000000000001e-85,314.0,1.15e-85,314.0
1607,PIR,NP_003653.1,Astyanax_pachon,KAG9261024.1,PIR,Homo_sapiens,NP_003653.1,PIR,4.69e-120,431.0,7.17e-121,431.0
1608,LGR5,NP_003658.1,,,,,,,,,,
1609,SCARF1,NP_003684.2,Astyanax_pachon,KAG9264979.1,SCARF1,Homo_sapiens,NP_003684.2,SCARF1,4.61e-59,230.0,6.59e-60,230.0
1610,TNFSF11,NP_003692.1,,,,,,,,,,
1611,HSD17B6,NP_003716.2,Astyanax_pachon,KAG9266694.1,RDH7,Homo_sapiens,NP_003716.2,HSD17B6,1.05e-88,327.0,1.59e-89,327.0
1612,HSD17B6,NP_003716.2,Astyanax_pachon,KAG9271596.1,RDH7,Homo_sapiens,NP_003716.2,HSD17B6,3.27e-90,332.0,4.97e-91,332.0
1613,NCOA1,NP_003734.3,Astyanax_pachon,KAG9282595.1,NCOA1,Homo_sapiens,NP_003734.3,NCOA1,1.3200000000000001e-272,940.0,2.13e-273,940.0
1614,SOCS1,NP_003736.1,Astyanax_pachon,KAG9263848.1,SOCS1,Homo_sapiens,NP_003736.1,SOCS1,2.3199999999999997e-41,169.0,3.8599999999999994e-42,169.0
1615,IRS2,NP_003740.2,Astyanax_pachon,KAG9262395.1,IRS2,Homo_sapiens,NP_003740.2,IRS2,4.87e-232,805.0,8.59e-233,805.0
1616,IRS2,NP_003740.2,Astyanax_pachon,KAG9271154.1,IRS2,Homo_sapiens,NP_003740.2,IRS2,1.4899999999999999e-230,800.0,2.7500000000000003e-231,800.0
1617,ABCC3,NP_003777.2,Astyanax_pachon,KAG9267770.1,ABCC3,Homo_sapiens,NP_003777.2,ABCC3,0.0,1838.0,0.0,1838.0
1618,HRK,NP_003797.1,,,,,,,,,,
1619,TNFSF10,NP_003801.1,Astyanax_pachon,KAG9283461.1,TNFSF10,Homo_sapiens,NP_003801.1,TNFSF10,1.58e-53,210.0,2.3399999999999998e-54,210.0
1620,RIPK2,NP_003812.1,Astyanax_pachon,KAG9273741.1,RIPK2,Homo_sapiens,NP_003812.1,RIPK2,3.68e-150,532.0,5.26e-151,532.0
1621,FADD,NP_003815.1,Astyanax_pachon,KAG9267097.1,FADD,Homo_sapiens,NP_003815.1,FADD,7.46e-37,154.0,1.2500000000000001e-37,154.0
1622,DLK1,NP_003827.4,Astyanax_pachon,KAG9268219.1,KAG9268219.1,Homo_sapiens,NP_003827.4,DLK1,2.5399999999999997e-54,213.0,3.99e-55,213.0
1623,TNFRSF10A,NP_003835.3,,,,,,,,,,
1624,CREG1,NP_003842.1,Astyanax_pachon,KAG9262338.1,CREG1,Homo_sapiens,NP_003842.1,CREG1,8.150000000000001e-59,227.0,1.4000000000000001e-59,227.0
1625,SAP30,NP_003855.1,,,,,,,,,,
1626,FGF16,NP_003859.1,Astyanax_pachon,KAG9271884.1,FGF16,Homo_sapiens,NP_003859.1,FGF16,4.22e-90,331.0,6.489999999999999e-91,331.0
1627,CFLAR,NP_003870.4,Astyanax_pachon,KAG9271806.1,CFLAR,Homo_sapiens,NP_003870.4,CFLAR,2.05e-58,227.0,3.0500000000000003e-59,227.0
1628,HDAC3,NP_003874.2,Astyanax_pachon,KAG9272780.1,HDAC3,Homo_sapiens,NP_003874.2,HDAC3,1.6399999999999998e-244,845.0,2.5000000000000002e-245,845.0
1629,KAT2B,NP_003875.3,Astyanax_pachon,KAG9280034.1,KAT2B,Homo_sapiens,NP_003875.3,KAT2B,0.0,1246.0,0.0,1246.0
1630,CDK5R1,NP_003876.1,Astyanax_pachon,KAG9267832.1,CDK5R1,Homo_sapiens,NP_003876.1,CDK5R1,4.26e-138,491.0,6.58e-139,491.0
1631,IER3,NP_003888.2,,,,,,,,,,
1632,SQSTM1,NP_003891.1,Astyanax_pachon,KAG9272147.1,SQSTM1,Homo_sapiens,NP_003891.1,SQSTM1,5.14e-87,322.0,7.06e-88,322.0
1633,FOXH1,NP_003914.1,Astyanax_pachon,KAG9267553.1,FOXH1,Homo_sapiens,NP_003914.1,FOXH1,3.99e-42,173.0,4.18e-43,173.0
1634,PHOX2B,NP_003915.2,Astyanax_pachon,KAG9272157.1,PHOX2B,Homo_sapiens,NP_003915.2,PHOX2B,3.64e-91,335.0,6.15e-92,335.0
1635,MBD2,NP_003918.1,Astyanax_pachon,KAG9281644.1,MBD2,Homo_sapiens,NP_003918.1,MBD2,9.2e-111,400.0,2.18e-111,400.0
1636,FUBP3,NP_003925.1,Astyanax_pachon,KAG9281629.1,FUBP3,Homo_sapiens,NP_003925.1,FUBP3,3.5600000000000004e-212,738.0,5.4200000000000007e-213,738.0
1637,ATP6V0E1,NP_003936.1,Astyanax_pachon,KAG9281161.1,ATP6V0E1,Homo_sapiens,NP_003936.1,ATP6V0E1,1.0700000000000001e-29,129.0,1.63e-30,129.0
1638,MAP3K14,NP_003945.2,Astyanax_pachon,KAG9264202.1,MAP3K14,Homo_sapiens,NP_003945.2,MAP3K14,1.58e-107,391.0,2.5699999999999998e-108,391.0
1639,BTAF1,NP_003963.1,Astyanax_pachon,KAG9275513.1,BTAF1,Homo_sapiens,NP_003963.1,BTAF1,0.0,2861.0,0.0,2861.0
1640,EDNRB,NP_003982.1,,,,,,,,,,
1641,CLK3,NP_003983.2,,,,,,,,,,
1642,ACOX1,NP_004026.2,Astyanax_pachon,KAG9277452.1,ACOX1,Homo_sapiens,NP_004026.2,ACOX1,3.7e-283,974.0,5.669999999999999e-284,974.0
1643,RHOB,NP_004031.1,Astyanax_pachon,KAG9268810.1,RHOB,Homo_sapiens,NP_004031.1,RHOB,1.87e-99,362.0,2.86e-100,362.0
1644,B2M,NP_004039.1,Astyanax_pachon,KAG9280306.1,B2M,Homo_sapiens,NP_004039.1,B2M,2.0500000000000003e-21,102.0,3.22e-22,102.0
1645,B2M,NP_004039.1,Astyanax_pachon,KAG9280307.1,B2M,Homo_sapiens,NP_004039.1,B2M,6.34e-20,97.1,9.600000000000001e-21,97.1
1646,BCL2A1,NP_004040.1,,,,,,,,,,
1647,BNIP3,NP_004043.4,Astyanax_pachon,KAG9267448.1,BNIP3,Homo_sapiens,NP_004043.4,BNIP3,6.13e-67,254.0,9.189999999999999e-68,254.0
1648,CDKN1B,NP_004055.1,Astyanax_pachon,KAG9280827.1,CDKN1B,Homo_sapiens,NP_004055.1,CDKN1B,7.209999999999999e-28,124.0,1.2799999999999999e-28,124.0
1649,CLCNKA,NP_004061.3,Astyanax_pachon,KAG9269682.1,CLCNKB,Homo_sapiens,NP_004061.3,CLCNKA,1.73e-152,540.0,2.62e-153,540.0
1650,PLK3,NP_004064.2,Astyanax_pachon,KAG9273620.1,PLK3,Homo_sapiens,NP_004064.2,PLK3,6.780000000000001e-208,724.0,1e-208,724.0
1651,EMX2,NP_004089.1,Astyanax_pachon,KAG9274868.1,EMX2,Homo_sapiens,NP_004089.1,EMX2,3.6300000000000005e-110,398.0,5.35e-111,398.0
1652,FLT3,NP_004110.2,Astyanax_pachon,KAG9283346.1,FLT3,Homo_sapiens,NP_004110.2,FLT3,1.11e-164,581.0,1.72e-165,581.0
1653,GZMB,NP_004122.2,Astyanax_pachon,KAG9266879.1,MCPT4,Homo_sapiens,NP_004122.2,GZMB,1.2500000000000001e-37,157.0,1.85e-38,157.0
1654,GZMB,NP_004122.2,Astyanax_pachon,KAG9266883.1,GZMB,Homo_sapiens,NP_004122.2,GZMB,9.580000000000001e-37,154.0,1.48e-37,154.0
1655,HNF4G,NP_004124.5,,,,,,,,,,
1656,LBP,NP_004130.2,,,,,,,,,,
1657,SLC1A3,NP_004163.3,Astyanax_pachon,KAG9261653.1,SLC1A3,Homo_sapiens,NP_004163.3,SLC1A3,1.1e-204,713.0,1.7199999999999999e-205,713.0
1658,SLC1A3,NP_004163.3,Astyanax_pachon,KAG9263067.1,SLC1A3,Homo_sapiens,NP_004163.3,SLC1A3,8.330000000000001e-213,740.0,1.28e-213,740.0
1659,TPH1,NP_004170.1,Astyanax_pachon,KAG9280804.1,TPH,Homo_sapiens,NP_004170.1,TPH1,9.36e-214,743.0,1.32e-214,743.0
1660,BEST1,NP_004174.1,Astyanax_pachon,KAG9280813.1,BEST1,Homo_sapiens,NP_004174.1,BEST1,8.479999999999999e-159,561.0,1.0599999999999999e-159,561.0
1661,WNT2B,NP_004176.2,Astyanax_pachon,KAG9277028.1,WNT2B,Homo_sapiens,NP_004176.2,WNT2B,2.7e-160,565.0,4.22e-161,565.0
1662,SOX14,NP_004180.1,Astyanax_pachon,KAG9277769.1,SOX14,Homo_sapiens,NP_004180.1,SOX14,1.11e-86,320.0,1.54e-87,320.0
1663,PTTG1,NP_004210.1,Astyanax_pachon,KAG9272730.1,PTTG1,Homo_sapiens,NP_004210.1,PTTG1,1.28e-11,70.1,2.19e-12,70.1
1664,CD83,NP_004224.1,,,,,,,,,,
1665,KLF4,NP_004226.3,Astyanax_pachon,KAG9266142.1,KLF4,Homo_sapiens,NP_004226.3,KLF4,8.58e-59,228.0,1.52e-59,228.0
1666,SLC22A8,NP_004245.2,Astyanax_pachon,KAG9265743.1,SLC22A6,Homo_sapiens,NP_004245.2,SLC22A8,1.4599999999999998e-146,520.0,2.16e-147,520.0
1667,BAG3,NP_004272.2,Astyanax_pachon,KAG9275425.1,BAG3,Homo_sapiens,NP_004272.2,BAG3,6.02e-47,189.0,1.0000000000000001e-47,189.0
1668,BAG2,NP_004273.1,Astyanax_pachon,KAG9275054.1,BAG2,Homo_sapiens,NP_004273.1,BAG2,2.12e-62,239.0,3.27e-63,239.0
1669,CARTPT,NP_004282.1,Astyanax_pachon,KAG9261308.1,CARTPT,Homo_sapiens,NP_004282.1,CARTPT,3.3200000000000004e-26,118.0,4.78e-27,118.0
1670,CARTPT,NP_004282.1,Astyanax_pachon,KAG9272431.1,CARTPT,Homo_sapiens,NP_004282.1,CARTPT,1.9400000000000003e-27,122.0,2.99e-28,122.0
1671,ALK,NP_004295.2,Astyanax_pachon,KAG9268120.1,ALK,Homo_sapiens,NP_004295.2,ALK,0.0,1125.0,0.0,1125.0
1672,ALK,NP_004295.2,Astyanax_pachon,KAG9268855.1,ALK,Homo_sapiens,NP_004295.2,ALK,0.0,1086.0,0.0,1086.0
1673,ASAH1,NP_004306.3,Astyanax_pachon,KAG9259665.1,ASAH1,Homo_sapiens,NP_004306.3,ASAH1,2.5e-150,532.0,4.01e-151,532.0
1674,ASCL1,NP_004307.2,Astyanax_pachon,KAG9280174.1,KAG9280174.1,Homo_sapiens,NP_004307.2,ASCL1,6.76e-61,234.0,1.17e-61,234.0
1675,BAD,NP_004313.1,,,,,,,,,,
1676,BAG1,NP_004314.6,Astyanax_pachon,KAG9274006.1,BAG1,Homo_sapiens,NP_004314.6,BAG1,2.74e-57,222.0,7.02e-58,222.0
1677,BST2,NP_004326.1,,,,,,,,,,
1678,CAMP,NP_004336.4,,,,,,,,,,
1679,CD151,NP_004348.2,Astyanax_pachon,KAG9272917.1,CD151,Homo_sapiens,NP_004348.2,CD151,2.3e-105,382.0,3.5199999999999997e-106,382.0
1680,CDC34,NP_004350.1,Astyanax_pachon,KAG9266858.1,CDC34,Homo_sapiens,NP_004350.1,CDC34,8.74e-105,380.0,1.31e-105,380.0
1681,CDC34,NP_004350.1,Astyanax_pachon,KAG9278108.1,CDC34,Homo_sapiens,NP_004350.1,CDC34,5.31e-109,394.0,8.02e-110,394.0
1682,CDH1,NP_004351.1,,,,,,,,,,
1683,CEACAM5,NP_004354.3,Astyanax_pachon,KAG9275980.1,CEACAM5,Homo_sapiens,NP_004354.3,CEACAM5,1.01e-41,172.0,1.61e-42,172.0
1684,COX6A1,NP_004364.2,Astyanax_pachon,KAG9264110.1,KAG9264110.1,Homo_sapiens,NP_004364.2,COX6A1,4.8e-26,117.0,8.99e-27,117.0
1685,COX6A1,NP_004364.2,Astyanax_pachon,KAG9270571.1,KAG9270571.1,Homo_sapiens,NP_004364.2,COX6A1,3.6800000000000005e-27,121.0,5.62e-28,121.0
1686,CRABP1,NP_004369.1,Astyanax_pachon,KAG9280708.1,CRABP1,Homo_sapiens,NP_004369.1,CRABP1,4.3800000000000006e-64,244.0,6.6400000000000005e-65,244.0
1687,VCAN,NP_004376.2,,,,,,,,,,
1688,NKX2-5,NP_004378.1,Astyanax_pachon,KAG9281234.1,NKX-2.5,Homo_sapiens,NP_004378.1,NKX2-5,3.49e-50,199.0,5.53e-51,199.0
1689,CYP8B1,NP_004382.2,Astyanax_pachon,KAG9274772.1,CYP8B1,Homo_sapiens,NP_004382.2,CYP8B1,2.02e-151,536.0,3.05e-152,536.0
1690,DACH1,NP_004383.4,,,,,,,,,,
1691,RCAN1,NP_004405.3,Astyanax_pachon,KAG9262155.1,RCAN1,Homo_sapiens,NP_004405.3,RCAN1,3.38e-61,235.0,6.26e-62,235.0
1692,RCAN1,NP_004405.3,Astyanax_pachon,KAG9271121.1,RCAN1,Homo_sapiens,NP_004405.3,RCAN1,3.27e-64,245.0,6.11e-65,245.0
1693,DUSP1,NP_004408.1,Astyanax_pachon,KAG9271856.1,DUSP1,Homo_sapiens,NP_004408.1,DUSP1,6.11e-148,524.0,9.16e-149,524.0
1694,ECM1,NP_004416.2,Astyanax_pachon,KAG9276551.1,ECM1,Homo_sapiens,NP_004416.2,ECM1,1.58e-32,141.0,2.66e-33,141.0
1695,EGR3,NP_004421.2,Astyanax_pachon,KAG9270436.1,EGR3,Homo_sapiens,NP_004421.2,EGR3,1.59e-101,370.0,2.21e-102,370.0
1696,EPHA2,NP_004422.2,Astyanax_pachon,KAG9269684.1,EPHA2,Homo_sapiens,NP_004422.2,EPHA2,0.0,1144.0,0.0,1144.0
1697,ETV5,NP_004445.1,Astyanax_pachon,KAG9277658.1,ETV5,Homo_sapiens,NP_004445.1,ETV5,2.2e-145,516.0,3.26e-146,516.0
1698,FGF10,NP_004456.1,Astyanax_pachon,KAG9265518.1,FGF10,Homo_sapiens,NP_004456.1,FGF10,4.2e-49,195.0,5.68e-50,195.0
1699,FGF10,NP_004456.1,Astyanax_pachon,KAG9266661.1,FGF10,Homo_sapiens,NP_004456.1,FGF10,7.61e-49,194.0,1.14e-49,194.0
1700,VEGFD,NP_004460.1,Astyanax_pachon,KAG9261022.1,VEGFD,Homo_sapiens,NP_004460.1,VEGFD,2.36e-55,216.0,4.61e-56,216.0
1701,FOXD1,NP_004463.1,,,,,,,,,,
1702,FOXE1,NP_004464.2,Astyanax_pachon,KAG9259451.1,FOXE1,Homo_sapiens,NP_004464.2,FOXE1,1.0600000000000001e-72,274.0,1.68e-73,274.0
1703,FOXE1,NP_004464.2,Astyanax_pachon,KAG9275750.1,FOXE1,Homo_sapiens,NP_004464.2,FOXE1,5.32e-73,275.0,8.419999999999999e-74,275.0
1704,FUT7,NP_004470.1,Astyanax_pachon,KAG9261961.1,FUT7,Homo_sapiens,NP_004470.1,FUT7,1.99e-75,283.0,3.02e-76,283.0
1705,FUT7,NP_004470.1,Astyanax_pachon,KAG9266226.1,FUT7,Homo_sapiens,NP_004470.1,FUT7,5.1800000000000004e-73,275.0,7.719999999999999e-74,275.0
1706,GALNT3,NP_004473.2,Astyanax_pachon,KAG9271504.1,GALNT3,Homo_sapiens,NP_004473.2,GALNT3,3.86e-271,934.0,5.97e-272,934.0
1707,FOXA1,NP_004487.2,Astyanax_pachon,KAG9268649.1,FOXA1,Homo_sapiens,NP_004487.2,FOXA1,1.79e-148,526.0,2.94e-149,526.0
1708,FOXA3,NP_004488.2,,,,,,,,,,
1709,ONECUT1,NP_004489.1,Astyanax_pachon,KAG9273457.1,ONECUT1,Homo_sapiens,NP_004489.1,ONECUT1,1.54e-147,523.0,2.32e-148,523.0
1710,HOXB7,NP_004493.3,,,,,,,,,,
1711,HOXC6,NP_004494.1,Astyanax_pachon,KAG9260413.1,HOXC6A,Homo_sapiens,NP_004494.1,HOXC6,1.78e-98,359.0,2.74e-99,359.0
1712,HOXC6,NP_004494.1,Astyanax_pachon,KAG9269044.1,HOXC6A,Homo_sapiens,NP_004494.1,HOXC6,2.85e-97,355.0,4.3899999999999997e-98,355.0
1713,HSF2,NP_004497.1,Astyanax_pachon,KAG9283065.1,HSF2,Homo_sapiens,NP_004497.1,HSF2,1.46e-134,480.0,2.35e-135,480.0
1714,FOXK2,NP_004505.2,Astyanax_pachon,KAG9267747.1,FOXK2,Homo_sapiens,NP_004505.2,FOXK2,3.25e-261,901.0,5.35e-262,901.0
1715,ILF2,NP_004506.2,Astyanax_pachon,KAG9279752.1,ILF2,Homo_sapiens,NP_004506.2,ILF2,3.63e-189,661.0,5.589999999999999e-190,661.0
1716,ILK,NP_004508.1,Astyanax_pachon,KAG9263660.1,ILK,Homo_sapiens,NP_004508.1,ILK,3.85e-201,701.0,5.89e-202,701.0
1717,MCM2,NP_004517.2,Astyanax_pachon,KAG9260168.1,MCM2,Homo_sapiens,NP_004517.2,MCM2,0.0,1394.0,0.0,1394.0
1718,MLLT3,NP_004520.2,Astyanax_pachon,KAG9274192.1,MLLT3,Homo_sapiens,NP_004520.2,MLLT3,1.2400000000000001e-145,517.0,1.81e-146,517.0
1719,MMP2,NP_004521.1,Astyanax_pachon,KAG9260913.1,MMP2,Homo_sapiens,NP_004521.1,MMP2,1.36e-291,1002.0,2.11e-292,1002.0
1720,NOTCH4,NP_004548.3,,,,,,,,,,
