,Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,ID
583,CHD1,NP_001259975.1,"[('KAG9263508.1', 'CHD1'), ('KAG9273268.1', 'CHD2')]",584
584,CHD64,NP_647860.1,"[('KAG9264686.1', 'CNN3'), ('KAG9276510.1', 'CNN3'), ('KAG9282140.1', 'TAGLN3')]",585
585,CHER,NP_001262657.2,"[('KAG9260208.1', 'FLNB'), ('KAG9269594.1', 'FLNA'), ('KAG9272082.1', 'FLNC'), ('KAG9280251.1', 'FLNC')]",586
586,CHI,NP_726403.2,"[('KAG9267009.1', 'LDB1'), ('KAG9272238.1', 'LDB2'), ('KAG9275381.1', 'LDB1')]",587
587,CHM,NP_609117.4,"[('KAG9264033.1', 'KAT7'), ('KAG9267321.1', 'KAT7')]",588
588,CHMP1,NP_649051.3,"[('KAG9271917.1', 'CHMP1B')]",589
589,CHOP24,NP_572165.1,"[('KAG9261406.1', 'TMED2'), ('KAG9262973.1', 'TMED2')]",590
590,CIP4,NP_001261412.1,"[('KAG9269995.1', 'FNBP1'), ('KAG9270846.1', 'FNBP1L')]",591
591,CIRL,NP_610397.4,"[('KAG9274601.1', 'ADGRL2')]",592
592,CK,NP_523571.1,"[('KAG9265586.1', 'MYO7A'), ('KAG9272854.1', 'MYO7A')]",593
593,CKA,NP_001245936.1,"[('KAG9268201.1', 'STRN3')]",594
594,CKIALPHA,NP_511140.1,"[('KAG9272771.1', 'CSNK1A1')]",595
595,CKIIBETA,NP_996415.1,"[('KAG9279620.1', 'CSNK2B')]",596
596,CKS85A,NP_649817.1,"[('KAG9279369.1', 'CKS1B')]",597
597,CL,NP_608930.1,"[('KAG9265246.1', 'TXNDC17')]",598
598,CLBN,NP_001163721.1,"[('KAG9268213.1', 'NEMF')]",599
599,CLC,NP_524178.2,"[('KAG9263816.1', 'CLTB')]",600
600,CLC-A,NP_001097751.2,"[('KAG9265317.1', 'CLCN2'), ('KAG9278860.1', 'CLCN2')]",601
601,CLC-C,NP_730105.3,"[('KAG9265699.1', 'CLCN5'), ('KAG9267034.1', 'CLCN4'), ('KAG9274493.1', 'CLCN5'), ('KAG9274556.1', 'CLCN3')]",602
602,CLIC,NP_572928.1,"[('KAG9266225.1', 'CLIC4'), ('KAG9268728.1', 'CLIC5'), ('KAG9272711.1', 'CLIC2')]",603
603,CLU,NP_611095.1,"[('KAG9265195.1', 'KAG9265195.1')]",604
604,CNI,NP_477068.1,"[('KAG9274984.1', 'KAG9274984.1')]",605
605,CNK,NP_725671.1,"[('KAG9268598.1', 'KAG9268598.1')]",606
606,CNX99A,NP_001036767.1,"[('KAG9275661.1', 'CANX')]",607
607,CONT,NP_649461.2,"[('KAG9269470.1', 'CNTN3'), ('KAG9276863.1', 'CNTN3')]",608
608,COPROX,NP_524777.1,"[('KAG9270134.1', 'CPOX')]",609
609,CORA,NP_725864.1,"[('KAG9279307.1', 'EPB41')]",610
610,CORO,NP_610242.1,"[('KAG9264104.1', 'CORO1CA'), ('KAG9281819.1', 'CORO1CA')]",611
611,CPA,NP_611539.1,"[('KAG9270835.1', 'CAPZA2'), ('KAG9277030.1', 'CAPZA1')]",612
612,CPB,NP_477005.1,"[('KAG9260723.1', 'CAPZB')]",613
613,CPR,NP_477158.1,"[('KAG9278546.1', 'POR')]",614
614,CPSF100,NP_651658.1,"[('KAG9283124.1', 'CPSF2')]",615
615,CRAG,NP_525080.3,"[('KAG9273183.1', 'DENND4A')]",616
616,CREG,NP_524385.2,"[('KAG9262338.1', 'CREG1')]",617
617,CRK,NP_651908.1,"[('KAG9265181.1', 'CRK'), ('KAG9265500.1', 'CRKL'), ('KAG9281676.1', 'CRK')]",618
618,CSK,NP_650097.2,"[('KAG9272399.1', 'CSK'), ('KAG9273426.1', 'CSK')]",619
619,CSL4,NP_609492.1,"[('KAG9262669.1', 'EXOSC1')]",620
620,CSN4,NP_477444.1,"[('KAG9263426.1', 'COPS4')]",621
621,CSN5,NP_477442.1,"[('KAG9283389.1', 'COPS5')]",622
622,CSUL,NP_477184.1,"[('KAG9273808.1', 'PRMT5')]",623
623,CSW,NP_477130.1,"[('KAG9262974.1', 'PTPN11')]",624
624,CTBP,NP_001014617.1,"[('KAG9272194.1', 'CTBP1'), ('KAG9272202.1', 'CTBP1')]",625
625,CU,NP_731540.2,"[('KAG9272268.1', 'NOCT')]",626
626,CUTLET,NP_787969.1,"[('KAG9262263.1', 'KAG9262263.1')]",627
627,CV,NP_536786.1,"[('KAG9276246.1', 'KAG9276246.1'), ('KAG9278617.1', 'KAG9278617.1')]",628
628,CV-2,NP_524809.2,"[('KAG9278483.1', 'BMPER')]",629
629,CYC,NP_524168.2,"[('KAG9267126.1', 'ARNTL'), ('KAG9272122.1', 'ARNTL')]",630
630,CYCA,NP_001246724.1,"[('KAG9263707.1', 'CCNA1'), ('KAG9272231.1', 'CCNA2')]",631
631,CYCB,NP_726245.2,"[('KAG9261285.1', 'CCNB2'), ('KAG9281858.1', 'CCNB1')]",632
632,CYCH,NP_524207.1,"[('KAG9261783.1', 'CCNH')]",633
633,CYCY,NP_609519.1,"[('KAG9271193.1', 'CCNYL1'), ('KAG9276741.1', 'CCNY')]",634
634,CYP1,NP_523366.2,"[('KAG9267490.1', 'PPIF'), ('KAG9270516.1', 'KAG9270516.1')]",635
635,CYP12B2,NP_611370.2,"[('KAG9276948.1', 'CYP24A1')]",636
636,CYP12C1,NP_649052.1,"[('KAG9276948.1', 'CYP24A1')]",637
637,CYP18A1,NP_728191.1,"[('KAG9269222.1', 'CYP2J6'), ('KAG9275628.1', 'CYP2U1'), ('KAG9282737.1', 'CYP2J6')]",638
638,CYP6A13,NP_610390.1,"[('KAG9262887.1', 'CYP3A30'), ('KAG9262889.1', 'CYP3A56')]",639
639,CYP6D4,NP_651082.1,"[('KAG9262887.1', 'CYP3A30')]",640
640,CYP6D5,NP_650327.1,"[('KAG9262887.1', 'CYP3A30')]",641
641,CYP6G1,NP_610743.2,"[('KAG9262887.1', 'CYP3A30'), ('KAG9262889.1', 'CYP3A56')]",642
642,CYP9B1,NP_523645.1,"[('KAG9279954.1', 'CYP3A40')]",643
643,CYP9F2,NP_650189.1,"[('KAG9262887.1', 'CYP3A30'), ('KAG9262889.1', 'CYP3A56')]",644
644,CYPE,NP_536787.1,"[('KAG9259417.1', 'KAG9259417.1'), ('KAG9277690.1', 'KAG9277690.1')]",645
645,CYPL,NP_523874.1,"[('KAG9277157.1', 'PPIL1')]",646
646,CYT-B5,NP_610294.1,"[('KAG9267150.1', 'CYB5A')]",647
647,CYT-C-P,NP_477176.1,"[('KAG9277596.1', 'CYC')]",648
648,D4,NP_610163.1,"[('KAG9282997.1', 'DPF3')]",649
649,DA,NP_001356956.1,"[('KAG9266117.1', 'TCF4')]",650
650,DAAM,NP_001188522.1,"[('KAG9268869.1', 'DAAM2'), ('KAG9268952.1', 'DAAM1'), ('KAG9282802.1', 'DAAM1')]",651
651,DAD,NP_001369021.1,"[('KAG9266355.1', 'KAG9266355.1'), ('KAG9273191.1', 'KAG9273191.1')]",652
652,DALLY,NP_523983.1,"[('KAG9266577.1', 'GPC5')]",653
653,DAT,NP_001261026.1,"[('KAG9260911.1', 'SLC6A2'), ('KAG9276339.1', 'SLC6A3')]",654
654,DAW,NP_523461.1,"[('KAG9276985.1', 'INHBB')]",655
655,DBE,NP_477240.1,"[('KAG9280504.1', 'KAG9280504.1')]",656
656,DBP73D,NP_476833.1,"[('KAG9270384.1', 'DDX51')]",657
657,DCO,NP_001356928.1,"[('KAG9263998.1', 'CSNK1D'), ('KAG9267643.1', 'CSNK1E'), ('KAG9267958.1', 'CSNK1DB'), ('KAG9279147.1', 'CSNK1E')]",658
658,DCX-EMAP,NP_001261850.1,"[('KAG9265101.1', 'EML1')]",659
659,DDC,NP_724163.1,"[('KAG9276164.1', 'DDC')]",660
660,DDR,NP_001285666.1,"[('KAG9261577.1', 'DDR2'), ('KAG9275840.1', 'DDR1'), ('KAG9277271.1', 'DDR2')]",661
661,DDX1,NP_524212.2,"[('KAG9282485.1', 'DDX1')]",662
662,DEAF1,NP_524169.1,"[('KAG9280779.1', 'KAG9280779.1')]",663
663,DEBCL,NP_788278.1,"[('KAG9277764.1', 'BOKA')]",664
664,DELTACOP,NP_001162642.1,"[('KAG9265416.1', 'ARCN1'), ('KAG9281758.1', 'ARCN1')]",665
665,DER-1,NP_608632.1,"[('KAG9275948.1', 'DERL1')]",666
666,DER-2,NP_650553.1,"[('KAG9282025.1', 'DERL2')]",667
667,DESAT1,NP_652731.1,"[('KAG9263483.1', 'SCD5'), ('KAG9275361.1', 'KAG9275361.1')]",668
668,DGK,NP_001260792.1,"[('KAG9271425.1', 'DGKB')]",669
669,DH44-R1,NP_610960.1,"[('KAG9264485.1', 'CRHR1'), ('KAG9274724.1', 'CRHR2'), ('KAG9276213.1', 'CRHR1')]",670
670,DHC36C,NP_001369131.1,"[('KAG9271272.1', 'DNAH7')]",671
671,DHC98D,NP_524541.3,"[('KAG9262045.1', 'DNAH10')]",672
672,DHPR,NP_523990.1,"[('KAG9259920.1', 'QDPR')]",673
673,DIA,NP_001246113.1,"[('KAG9266470.1', 'KAG9266470.1')]",674
674,DIDUM,NP_724569.1,"[('KAG9265592.1', 'MYO5B'), ('KAG9273462.1', 'MYO5A'), ('KAG9280787.1', 'MYO5A')]",675
675,DIF,NP_523589.2,"[('KAG9259909.1', 'KAG9259909.1')]",676
676,DIP-B,NP_650318.1,"[('KAG9270480.1', 'LAP-2')]",677
677,DIP-C,NP_650192.1,"[('KAG9273434.1', 'PEPD')]",678
678,DIP2,NP_001246530.1,"[('KAG9271805.1', 'KAG9271805.1'), ('KAG9278263.1', 'KAG9278263.1'), ('KAG9283465.1', 'KAG9283465.1')]",679
679,DIS3,NP_651246.2,"[('KAG9262566.1', 'DIS3')]",680
680,DISP,NP_524734.2,"[('KAG9282529.1', 'KAG9282529.1')]",681
681,DLC90F,NP_477356.1,"[('KAG9261018.1', 'DYNLT3')]",682
682,DLG1,NP_996406.1,"[('KAG9277335.1', 'KAG9277335.1'), ('KAG9278789.1', 'KAG9278789.1')]",683
683,DLIC,NP_572694.1,"[('KAG9261201.1', 'DYNC1LI2'), ('KAG9280078.1', 'DYNC1LI2')]",684
684,DLP,NP_524071.2,"[('KAG9270997.1', 'GPC6'), ('KAG9272644.1', 'GPC4')]",685
685,DMRT93B,NP_524428.1,"[('KAG9270856.1', 'DMRTA2')]",686
686,DNASEII,NP_650672.1,"[('KAG9283693.1', 'DNASE2')]",687
687,DNC,NP_726846.1,"[('KAG9262984.1', 'PDE4D'), ('KAG9266772.1', 'PDE4D'), ('KAG9270944.1', 'PDE4D'), ('KAG9273676.1', 'PDE4B'), ('KAG9277326.1', 'PDE4B'), ('KAG9280107.1', 'PDE4A')]",688
688,DNR1,NP_001261137.1,"[('KAG9275953.1', 'MYLIPB')]",689
689,DNT,NP_477341.2,"[('KAG9277754.1', 'RYK')]",690
690,DNZ1,NP_477449.1,"[('KAG9262109.1', 'ZDHHC3')]",691
691,DOA,NP_001036765.1,"[('KAG9276289.1', 'CLK2'), ('KAG9279393.1', 'CLK2')]",692
692,DOC3,NP_648280.1,"[('KAG9265461.1', 'TBX4'), ('KAG9278559.1', 'TBX1-B')]",693
693,DOCK,NP_722657.1,"[('KAG9259428.1', 'NCK2'), ('KAG9271324.1', 'NCK2'), ('KAG9276750.1', 'NCK1'), ('KAG9277671.1', 'NCK2')]",694
694,DOM,NP_726065.1,"[('KAG9270506.1', 'EP400')]",695
695,DP,NP_477039.1,"[('KAG9262325.1', 'TFDP1'), ('KAG9265048.1', 'TFDP2'), ('KAG9271114.1', 'TFDP1')]",696
696,DP1,NP_523781.2,"[('KAG9268062.1', 'HDLBP'), ('KAG9277768.1', 'HDLBP')]",697
697,DPH5,NP_524452.4,"[('KAG9266642.1', 'DPH5')]",698
698,DPP,NP_477311.1,"[('KAG9268738.1', 'BMP2'), ('KAG9268760.1', 'BMP4')]",699
699,DPPIII,NP_731237.1,"[('KAG9265871.1', 'DPP3')]",700
700,DRIP,NP_001286316.1,"[('KAG9274618.1', 'AQP4'), ('KAG9282795.1', 'AQP4')]",701
701,DRK,NP_476858.1,"[('KAG9264496.1', 'GRB2'), ('KAG9277381.1', 'GRB2')]",702
702,DS,NP_523446.2,"[('KAG9264637.1', 'DCHS1')]",703
703,DSD,NP_651571.3,"[('KAG9267864.1', 'ATRNL1'), ('KAG9275197.1', 'ATRN')]",704
704,DSH,NP_511118.2,"[('KAG9260481.1', 'KAG9260481.1'), ('KAG9269713.1', 'KAG9269713.1'), ('KAG9272844.1', 'KAG9272844.1'), ('KAG9274414.1', 'KAG9274414.1')]",705
705,DX,NP_511064.2,"[('KAG9270272.1', 'DTX1')]",706
706,DYB,NP_523712.3,"[('KAG9268499.1', 'DTNB'), ('KAG9282348.1', 'DTNB')]",707
707,DYS,NP_001036728.1,"[('KAG9262123.1', 'DMD'), ('KAG9269236.1', 'UTRN')]",708
708,E(BX),NP_001261189.1,"[('KAG9277462.1', 'BPTF')]",709
709,E(Z),NP_001137932.1,"[('KAG9264190.1', 'EZH1'), ('KAG9283278.1', 'EZH2')]",710
710,E2F2,NP_477355.1,"[('KAG9273987.1', 'E2F5')]",711
711,EAAT1,NP_001369123.1,"[('KAG9261653.1', 'SLC1A3'), ('KAG9263067.1', 'SLC1A3'), ('KAG9266740.1', 'SLC1A3')]",712
712,EAAT2,NP_001162844.1,"[('KAG9266740.1', 'SLC1A3'), ('KAG9281077.1', 'SLC1A2')]",713
713,EAG,NP_001036275.1,"[('KAG9266417.1', 'KCNH1'), ('KAG9268278.1', 'KCNH1'), ('KAG9274900.1', 'KCNH5'), ('KAG9282826.1', 'KCNH5')]",714
714,EB1,NP_724495.2,"[('KAG9268496.1', 'MAPRE3')]",715
715,EBI,NP_477329.1,"[('KAG9266443.1', 'TBL1XR1'), ('KAG9270978.1', 'TBL1XR1'), ('KAG9273734.1', 'TBL1XR1')]",716
716,ECA,NP_788616.1,"[('KAG9269150.1', 'TMED4'), ('KAG9272512.1', 'TMED9')]",717
717,ECR,NP_724456.1,"[('KAG9269814.1', 'NR4A1')]",718
718,ECT3,NP_650142.1,"[('KAG9260016.1', 'GLB1'), ('KAG9271770.1', 'GLB1')]",719
719,EDC3,NP_648992.1,"[('KAG9272398.1', 'EDC3')]",720
720,EDEM2,NP_609611.1,"[('KAG9266230.1', 'EDEM3'), ('KAG9270073.1', 'EDEM3')]",721
721,EEF1DELTA,NP_609361.1,"[('KAG9278743.1', 'EEF1D')]",722
722,EFF,NP_731941.1,"[('KAG9263806.1', 'UBE2D2'), ('KAG9265733.1', 'UBE2D2'), ('KAG9267304.1', 'UBE2D4'), ('KAG9270459.1', 'UBE2D4'), ('KAG9275154.1', 'UBE2D2'), ('KAG9281256.1', 'UBE2D2')]",723
723,EGFR,NP_476758.1,"[('KAG9262221.1', 'ERBB4'), ('KAG9262223.1', 'ERBB4'), ('KAG9275830.1', 'EGFR'), ('KAG9278768.1', 'EGFR')]",724
724,EIF6,NP_659573.1,"[('KAG9259415.1', 'EIF6'), ('KAG9277688.1', 'EIF6')]",725
725,EIP63E,NP_001261373.1,"[('KAG9283913.1', 'CDK14')]",726
726,ELK,NP_477009.1,"[('KAG9264251.1', 'KCNH4'), ('KAG9280036.1', 'KCNH8')]",727
727,ELP2,NP_610600.1,"[('KAG9279777.1', 'ELP2')]",728
728,EMP,NP_001286873.1,"[('KAG9262945.1', 'UBC')]",729
729,ENDOA,NP_732383.1,"[('KAG9266546.1', 'SH3GL3'), ('KAG9270139.1', 'SH3GL1')]",730
730,ENT3,NP_648608.2,"[('KAG9262286.1', 'SLC29A4'), ('KAG9279938.1', 'SLC29A4')]",731
731,EPAC,NP_001097202.2,"[('KAG9271457.1', 'RAPGEF4'), ('KAG9277860.1', 'RAPGEF4')]",732
732,EPH,NP_524625.3,"[('KAG9260155.1', 'EPHB2'), ('KAG9263476.1', 'EPHA5'), ('KAG9269650.1', 'EPHB2'), ('KAG9273778.1', 'EPHA3'), ('KAG9278083.1', 'EPHB1'), ('KAG9283478.1', 'EPHA3')]",733
733,ERF1,NP_001262105.1,"[('KAG9263144.1', 'ETF1'), ('KAG9281189.1', 'ETF1')]",734
734,ERGIC53,NP_524776.1,"[('KAG9266281.1', 'LMAN1')]",735
735,ERP60,NP_725084.2,"[('KAG9272441.1', 'PDIA3')]",736
736,ERR,NP_648183.3,"[('KAG9265849.1', 'ESRRG'), ('KAG9268335.1', 'ESRRG'), ('KAG9268797.1', 'ESRRG'), ('KAG9282353.1', 'ESRRG')]",737
737,ESYT2,NP_733011.2,"[('KAG9274714.1', 'ESYT2-A')]",738
738,ETL1,NP_609320.2,"[('KAG9263332.1', 'SMARCAD1B'), ('KAG9270690.1', 'SMARCAD1A')]",739
739,ETS21C,NP_523445.1,"[('KAG9259536.1', 'KAG9259536.1'), ('KAG9283868.1', 'KAG9283868.1')]",740
740,ETS97D,NP_001263000.1,"[('KAG9271118.1', 'GABPA')]",741
741,ETS98B,NP_524535.2,"[('KAG9276913.1', 'SPDEF')]",742
742,EWG,NP_001014708.1,"[('KAG9280525.1', 'NRF1')]",743
743,EXD,NP_523360.1,"[('KAG9270283.1', 'PBX3'), ('KAG9277841.1', 'PBX1'), ('KAG9278851.1', 'PBX1')]",744
744,EXO84,NP_651454.1,"[('KAG9282381.1', 'EXOC8')]",745
745,FAF,NP_524612.2,"[('KAG9271101.1', 'USP9X'), ('KAG9277886.1', 'USP9X')]",746
746,FAS2,NP_001259235.1,"[('KAG9262164.1', 'NCAM2'), ('KAG9265406.1', 'NCAM1'), ('KAG9265633.1', 'NCAM1')]",747
747,FAT-SPONDIN,NP_477435.1,"[('KAG9271984.1', 'SPON1')]",748
748,FAX,NP_001014587.1,"[('KAG9280552.1', 'KAG9280552.1')]",749
749,FBL,NP_597678.1,"[('KAG9267713.1', 'PANK1'), ('KAG9268395.1', 'PANK1'), ('KAG9275211.1', 'PANK2')]",750
750,FBL6,NP_610665.2,"[('KAG9278926.1', 'FBXL6')]",751
751,FD96CA,NP_524495.1,"[('KAG9270934.1', 'FOXD5-A')]",752
752,FDH,NP_524310.1,"[('KAG9272321.1', 'KAG9272321.1')]",753
753,FDL,NP_001356962.1,"[('KAG9281028.1', 'HEXA')]",754
754,FEM-1,NP_611508.1,"[('KAG9280840.1', 'KAG9280840.1')]",755
755,FEN1,NP_523765.1,"[('KAG9275814.1', 'FEN1')]",756
756,FEO,NP_572658.2,"[('KAG9280723.1', 'PRC1')]",757
757,FER1,NP_001262334.1,"[('KAG9278404.1', 'PTF1A')]",758
758,FHOS,NP_001261599.1,"[('KAG9260890.1', 'FHOD3')]",759
759,FIDIPIDINE,NP_523760.1,"[('KAG9271541.1', 'CCDC93')]",760
760,FIM,NP_523385.1,"[('KAG9273727.1', 'PLS1')]",761
761,FIS1,NP_001137607.1,"[('KAG9274325.1', 'FIS1')]",762
762,FJ,NP_477483.1,"[('KAG9281075.1', 'FJX1')]",763
763,FKBP59,NP_524895.2,"[('KAG9272976.1', 'FKBP4')]",764
764,FLFL,NP_731849.2,"[('KAG9259881.1', 'PPP4R3B'), ('KAG9282482.1', 'SMEK1')]",765
765,FLII,NP_525097.1,"[('KAG9279930.1', 'KAG9279930.1')]",766
766,FLR,NP_648642.1,"[('KAG9263755.1', 'WDR1')]",767
767,FLW,NP_001356939.1,"[('KAG9259910.1', 'PPP1CB'), ('KAG9268280.1', 'PPP1CB'), ('KAG9283158.1', 'PPP1CB')]",768
768,FMR1,NP_001247017.1,"[('KAG9266916.1', 'FXR1'), ('KAG9274501.1', 'FXR2')]",769
769,FNE,NP_001401058.1,"[('KAG9259613.1', 'ELAVL2'), ('KAG9270855.1', 'ELAVL4'), ('KAG9280105.1', 'ELAVL3')]",770
770,FNG,NP_524191.1,"[('KAG9267374.1', 'RFNG')]",771
771,FOR,NP_477487.1,"[('KAG9267311.1', 'PRKG1'), ('KAG9275301.1', 'PRKG1')]",772
772,FOXO,NP_001303426.1,"[('KAG9263180.1', 'FOXO1B'), ('KAG9272637.1', 'FOXO4')]",773
773,FRAY,NP_001303449.2,"[('KAG9271508.1', 'STK39'), ('KAG9283296.1', 'OXSR1')]",774
774,FRJ,NP_609029.1,"[('KAG9276316.1', 'MBOAT7')]",775
775,FRQ1,NP_573271.1,"[('KAG9281804.1', 'NCS1')]",776
776,FRQ2,NP_525093.1,"[('KAG9281804.1', 'NCS1')]",777
777,FRY,NP_729520.1,"[('KAG9263699.1', 'KAG9263699.1'), ('KAG9264640.1', 'KAG9264640.1')]",778
778,FS(1)H,NP_511078.2,"[('KAG9261897.1', 'BRD2'), ('KAG9279317.1', 'BRD2')]",779
779,FS(2)KET,NP_477496.1,"[('KAG9279492.1', 'KPNB1')]",780
780,FT,NP_477497.1,"[('KAG9263768.1', 'FAT4')]",781
781,FTZ-F1,NP_524143.2,"[('KAG9266799.1', 'NR5A2'), ('KAG9270472.1', 'NR5A2')]",782
782,FUCTA,NP_648754.2,"[('KAG9268921.1', 'FUT9'), ('KAG9269976.1', 'FUT9'), ('KAG9279050.1', 'FUT9'), ('KAG9281478.1', 'FUT9'), ('KAG9281490.1', 'FUT9')]",783
783,FUR1,NP_733102.1,"[('KAG9266571.1', 'FURIN'), ('KAG9281091.1', 'FURIN')]",784
784,FUR2,NP_727963.1,"[('KAG9266518.1', 'PCSK6'), ('KAG9270388.1', 'PCSK5')]",785
785,FUS,NP_001163161.1,"[('KAG9260893.1', 'ESRP2'), ('KAG9283595.1', 'ESRP1')]",786
786,FZ,NP_001261836.1,"[('KAG9271551.1', 'FZD7'), ('KAG9277566.1', 'FZD7-A')]",787
787,FZ2,NP_001401042.1,"[('KAG9271192.1', 'FZD5'), ('KAG9276739.1', 'FZD8')]",788
788,FZY,NP_477501.1,"[('KAG9278856.1', 'KAG9278856.1')]",789
789,G,NP_524785.2,"[('KAG9266859.1', 'AP3D1')]",790
790,G9A,NP_001259088.1,"[('KAG9281379.1', 'EHMT2')]",791
791,GABA-B-R1,NP_523569.3,"[('KAG9264930.1', 'GABBR1'), ('KAG9279624.1', 'GABBR1')]",792
792,GABA-B-R2,NP_732658.1,"[('KAG9279778.1', 'GABBR2')]",793
793,GAD1,NP_523914.2,"[('KAG9271444.1', 'GAD1'), ('KAG9276770.1', 'GAD2'), ('KAG9277820.1', 'GAD1'), ('KAG9278419.1', 'GAD1')]",794
794,GADD45,NP_610264.1,"[('KAG9265536.1', 'GADD45G'), ('KAG9265537.1', 'GADD45G'), ('KAG9270592.1', 'GADD45G'), ('KAG9277794.1', 'GADD45A')]",795
795,GALE,NP_612044.1,"[('KAG9268310.1', 'GALE')]",796
796,GALECTIN,NP_001245813.1,"[('KAG9263086.1', 'LGALS9')]",797
797,GAMMACOP,NP_001263145.1,"[('KAG9280185.1', 'COPG2')]",798
798,GAPDH2,NP_542445.1,"[('KAG9276573.1', 'GAPDH')]",799
799,GBB,NP_477340.1,"[('KAG9269286.1', 'BMP7'), ('KAG9275049.1', 'BMP5'), ('KAG9283548.1', 'BMP6')]",800
800,GBETA13F,NP_525090.1,"[('KAG9270215.1', 'GNB1'), ('KAG9276898.1', 'GNB1')]",801
801,GBETA5,NP_572452.1,"[('KAG9273463.1', 'GNB5B'), ('KAG9280785.1', 'GNB5A')]",802
802,GC,NP_523885.2,"[('KAG9263343.1', 'GGCX')]",803
803,GCLC,NP_525005.2,"[('KAG9275039.1', 'GCLC')]",804
804,GCLM,NP_732780.1,"[('KAG9270851.1', 'GCLM')]",805
805,GCN2,NP_001263142.1,"[('KAG9268185.1', 'EIF2AK4')]",806
806,GDI,NP_523524.2,"[('KAG9269081.1', 'GDI1'), ('KAG9280264.1', 'GDI2')]",807
807,GEL,NP_524865.2,"[('KAG9266291.1', 'GSN'), ('KAG9271627.1', 'VIL1'), ('KAG9279737.1', 'SCIN')]",808
808,GEM,NP_610556.1,"[('KAG9269140.1', 'TFCP2')]",809
809,GIG,NP_524177.1,"[('KAG9262659.1', 'TSC2')]",810
810,GISH,NP_001262624.1,"[('KAG9264767.1', 'CSNK1G2'), ('KAG9267094.1', 'CSNK1G1'), ('KAG9270093.1', 'CSNK1G2'), ('KAG9280879.1', 'CSNK1G1')]",811
811,GKT,NP_523465.2,"[('KAG9268890.1', 'TDP1')]",812
812,GLUCLALPHA,NP_001163656.2,"[('KAG9272501.1', 'GLRA1')]",813
813,GLUT1,NP_001303403.1,"[('KAG9269655.1', 'SLC2A1'), ('KAG9274158.1', 'SLC2A4'), ('KAG9279405.1', 'SLC2A3')]",814
814,GLYP,NP_722762.1,"[('KAG9265745.1', 'PYGM'), ('KAG9268434.1', 'PYGB'), ('KAG9274494.1', 'PYGM'), ('KAG9275479.1', 'PYGL')]",815
815,GNF1,NP_001014605.1,"[('KAG9259925.1', 'RFC1')]",816
816,GOT1,NP_725534.1,"[('KAG9275310.1', 'GOT1')]",817
817,GOT2,NP_722744.1,"[('KAG9273229.1', 'GOT2')]",818
818,GP210,NP_610184.2,"[('KAG9269857.1', 'NUP210')]",819
819,GP93,NP_651601.1,"[('KAG9280247.1', 'HSP90B1')]",820
820,GPRK1,NP_001036438.1,"[('KAG9262941.1', 'GRK3')]",821
821,GPRK2,NP_476867.1,"[('KAG9265910.1', 'GRK6'), ('KAG9270549.1', 'GRK5')]",822
822,GRAF,NP_573070.2,"[('KAG9265610.1', 'ARHGAP42A'), ('KAG9273324.1', 'ARHGAP42')]",823
823,GRD,NP_524131.1,"[('KAG9266190.1', 'GABRA6'), ('KAG9266191.1', 'GABRA1'), ('KAG9272576.1', 'GABRA4'), ('KAG9272577.1', 'GABRA2')]",824
824,GRIP,NP_572285.2,"[('KAG9280312.1', 'GRIP1')]",825
825,GRO,NP_996298.1,"[('KAG9260860.1', 'TLE3B'), ('KAG9273201.1', 'TLE3A')]",826
826,GRP,NP_477011.1,"[('KAG9265594.1', 'CHEK1')]",827
827,GS2,NP_001285121.1,"[('KAG9277797.1', 'GLUL'), ('KAG9278852.1', 'GLUL')]",828
828,GSB,NP_523863.1,"[('KAG9260231.1', 'PAX7'), ('KAG9269630.1', 'PAX7')]",829
829,GSB-N,NP_523862.1,"[('KAG9260231.1', 'PAX7'), ('KAG9269630.1', 'PAX7')]",830
830,GSTS1,NP_725653.1,"[('KAG9270783.1', 'GSTM3'), ('KAG9281262.1', 'GSTP1')]",831
831,GUS,NP_001246140.1,"[('KAG9269657.1', 'SPSB1'), ('KAG9273791.1', 'SPSB4')]",832
832,GYC88E,NP_001036711.1,"[('KAG9281242.1', 'GYC88E')]",833
833,GYCBETA100B,NP_524603.2,"[('KAG9259988.1', 'GUCY1B1')]",834
834,HAND,NP_609370.2,"[('KAG9266173.1', 'HAND1'), ('KAG9275714.1', 'HAND2')]",835
835,HBS1,NP_652729.2,"[('KAG9269797.1', 'HBS1L')]",836
836,HCF,NP_001245420.1,"[('KAG9270052.1', 'HCFC1')]",837
837,HCS,NP_001287175.1,"[('KAG9263645.1', 'HLCS')]",838
838,HDC,NP_523679.2,"[('KAG9273502.1', 'HDC')]",839
839,HEIX,NP_523581.1,"[('KAG9270229.1', 'UBIAD1')]",840
840,HEL25E,NP_723089.1,"[('KAG9262489.1', 'DDX39A'), ('KAG9279267.1', 'DDX39A'), ('KAG9279628.1', 'DDX39B')]",841
841,HEL89B,NP_732097.2,"[('KAG9275513.1', 'BTAF1')]",842
842,HEN1,NP_610732.1,"[('KAG9282602.1', 'HENMT1')]",843
843,HEPH,NP_788776.2,"[('KAG9263256.1', 'PTBP3'), ('KAG9264795.1', 'PTBP2'), ('KAG9266713.1', 'PTBP1'), ('KAG9276513.1', 'PTBP2')]",844
844,HERC2,NP_608388.2,"[('KAG9277231.1', 'HERC2')]",845
