,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
2495,DESAT1,NP_652731.1,Astyanax_pachon,KAG9275361.1,KAG9275361.1,Drosophila_melanogaster,NP_652731.1,DESAT1,1.18e-95,348.0,9.16e-96,348.0
2496,DF31,NP_523614.1,,,,,,,,,,
2497,DFD,NP_477201.1,,,,,,,,,,
2498,DG,NP_725523.3,,,,,,,,,,
2499,DGK,NP_001260792.1,Astyanax_pachon,KAG9271425.1,DGKB,Drosophila_melanogaster,NP_001260792.1,DGK,5.649999999999999e-197,686.0,4.86e-197,686.0
2500,DGO,NP_610614.1,,,,,,,,,,
2501,DH31,NP_523514.1,,,,,,,,,,
2502,DH44-R1,NP_610960.1,Astyanax_pachon,KAG9264485.1,CRHR1,Drosophila_melanogaster,NP_610960.1,DH44-R1,6.969999999999999e-61,233.0,5e-61,233.0
2503,DH44-R1,NP_610960.1,Astyanax_pachon,KAG9274724.1,CRHR2,Drosophila_melanogaster,NP_610960.1,DH44-R1,1.3200000000000001e-58,225.0,1.2800000000000001e-58,225.0
2504,DH44-R1,NP_610960.1,Astyanax_pachon,KAG9276213.1,CRHR1,Drosophila_melanogaster,NP_610960.1,DH44-R1,1.26e-60,232.0,1e-60,232.0
2505,DHC36C,NP_001369131.1,Astyanax_pachon,KAG9271272.1,DNAH7,Drosophila_melanogaster,NP_001369131.1,DHC36C,0.0,4219.0,0.0,4219.0
2506,DHC64C,NP_523929.2,,,,,,,,,,
2507,DHC98D,NP_524541.3,Astyanax_pachon,KAG9262045.1,DNAH10,Drosophila_melanogaster,NP_524541.3,DHC98D,0.0,4089.0,0.0,4089.0
2508,DHPR,NP_523990.1,Astyanax_pachon,KAG9259920.1,QDPR,Drosophila_melanogaster,NP_523990.1,DHPR,9.9e-75,278.0,6.63e-75,278.0
2509,DIA,NP_001246113.1,Astyanax_pachon,KAG9266470.1,KAG9266470.1,Drosophila_melanogaster,NP_001246113.1,DIA,2.07e-157,555.0,1.2800000000000001e-157,555.0
2510,DIDUM,NP_724569.1,Astyanax_pachon,KAG9265592.1,MYO5B,Drosophila_melanogaster,NP_724569.1,DIDUM,1.11e-289,995.0,7.37e-290,995.0
2511,DIDUM,NP_724569.1,Astyanax_pachon,KAG9273462.1,MYO5A,Drosophila_melanogaster,NP_724569.1,DIDUM,1.41e-293,1008.0,8.99e-294,1008.0
2512,DIDUM,NP_724569.1,Astyanax_pachon,KAG9280787.1,MYO5A,Drosophila_melanogaster,NP_724569.1,DIDUM,2.25e-286,984.0,1.51e-286,984.0
2513,DIF,NP_523589.2,Astyanax_pachon,KAG9259909.1,KAG9259909.1,Drosophila_melanogaster,NP_523589.2,DIF,3.63e-60,231.0,2.65e-60,231.0
2514,DIKAR,NP_001261480.1,,,,,,,,,,
2515,DIP2,NP_001246530.1,Astyanax_pachon,KAG9271805.1,KAG9271805.1,Drosophila_melanogaster,NP_001246530.1,DIP2,0.0,1643.0,0.0,1643.0
2516,DIP2,NP_001246530.1,Astyanax_pachon,KAG9278263.1,KAG9278263.1,Drosophila_melanogaster,NP_001246530.1,DIP2,0.0,1612.0,0.0,1612.0
2517,DIP2,NP_001246530.1,Astyanax_pachon,KAG9283465.1,KAG9283465.1,Drosophila_melanogaster,NP_001246530.1,DIP2,0.0,1669.0,0.0,1669.0
2518,DIP-B,NP_650318.1,Astyanax_pachon,KAG9270480.1,LAP-2,Drosophila_melanogaster,NP_650318.1,DIP-B,1.7600000000000002e-129,461.0,1.17e-129,461.0
2519,DIP-C,NP_650192.1,Astyanax_pachon,KAG9273434.1,PEPD,Drosophila_melanogaster,NP_650192.1,DIP-C,5.08e-137,486.0,3.37e-137,486.0
2520,DIS3,NP_651246.2,Astyanax_pachon,KAG9262566.1,DIS3,Drosophila_melanogaster,NP_651246.2,DIS3,0.0,1043.0,0.0,1043.0
2521,DISCO,NP_523362.2,,,,,,,,,,
2522,DISCO-R,NP_727938.1,,,,,,,,,,
2523,DISP,NP_524734.2,Astyanax_pachon,KAG9282529.1,KAG9282529.1,Drosophila_melanogaster,NP_524734.2,DISP,1.9899999999999998e-134,479.0,1.0699999999999999e-134,479.0
2524,DJ-1BETA,NP_651825.4,,,,,,,,,,
2525,DL,NP_724052.1,,,,,,,,,,
2526,DLC90F,NP_477356.1,Astyanax_pachon,KAG9261018.1,DYNLT3,Drosophila_melanogaster,NP_477356.1,DLC90F,3.95e-33,139.0,2.18e-33,139.0
2527,DLG1,NP_996406.1,Astyanax_pachon,KAG9277335.1,KAG9277335.1,Drosophila_melanogaster,NP_996406.1,DLG1,1.99e-248,857.0,1.38e-248,857.0
2528,DLG1,NP_996406.1,Astyanax_pachon,KAG9278789.1,KAG9278789.1,Drosophila_melanogaster,NP_996406.1,DLG1,6.7e-247,852.0,4.43e-247,852.0
2529,DLIC,NP_572694.1,Astyanax_pachon,KAG9261201.1,DYNC1LI2,Drosophila_melanogaster,NP_572694.1,DLIC,6.5e-104,376.0,4.39e-104,376.0
2530,DLIC,NP_572694.1,Astyanax_pachon,KAG9280078.1,DYNC1LI2,Drosophila_melanogaster,NP_572694.1,DLIC,4.22e-102,370.0,2.81e-102,370.0
2531,DLL,NP_523857.1,,,,,,,,,,
2532,DLP,NP_524071.2,Astyanax_pachon,KAG9270997.1,GPC6,Drosophila_melanogaster,NP_524071.2,DLP,7.47e-73,273.0,6.910000000000001e-73,273.0
2533,DLP,NP_524071.2,Astyanax_pachon,KAG9272644.1,GPC4,Drosophila_melanogaster,NP_524071.2,DLP,2.9700000000000003e-72,271.0,2.76e-72,271.0
2534,DMRT93B,NP_524428.1,Astyanax_pachon,KAG9270856.1,DMRTA2,Drosophila_melanogaster,NP_524428.1,DMRT93B,1.47e-20,99.0,7.030000000000001e-21,99.0
2535,DMRT99B,NP_524549.1,,,,,,,,,,
2536,DNASEII,NP_650672.1,Astyanax_pachon,KAG9283693.1,DNASE2,Drosophila_melanogaster,NP_650672.1,DNASEII,1.7800000000000002e-56,218.0,1.1900000000000001e-56,218.0
2537,DNC,NP_726846.1,Astyanax_pachon,KAG9262984.1,PDE4D,Drosophila_melanogaster,NP_726846.1,DNC,4.26e-203,706.0,4.92e-203,706.0
2538,DNC,NP_726846.1,Astyanax_pachon,KAG9266772.1,PDE4D,Drosophila_melanogaster,NP_726846.1,DNC,4.6300000000000007e-200,696.0,5.0400000000000006e-200,696.0
2539,DNC,NP_726846.1,Astyanax_pachon,KAG9270944.1,PDE4D,Drosophila_melanogaster,NP_726846.1,DNC,4.54e-209,726.0,4.69e-209,726.0
2540,DNC,NP_726846.1,Astyanax_pachon,KAG9273676.1,PDE4B,Drosophila_melanogaster,NP_726846.1,DNC,2.3500000000000003e-200,697.0,2.5200000000000003e-200,697.0
2541,DNC,NP_726846.1,Astyanax_pachon,KAG9277326.1,PDE4B,Drosophila_melanogaster,NP_726846.1,DNC,7.09e-205,712.0,7.69e-205,712.0
2542,DNC,NP_726846.1,Astyanax_pachon,KAG9280107.1,PDE4A,Drosophila_melanogaster,NP_726846.1,DNC,5.81e-204,709.0,6.1499999999999994e-204,709.0
2543,DNR1,NP_001261137.1,Astyanax_pachon,KAG9275953.1,MYLIPB,Drosophila_melanogaster,NP_001261137.1,DNR1,1.24e-47,189.0,1.2200000000000001e-47,189.0
2544,DNT,NP_477341.2,Astyanax_pachon,KAG9277754.1,RYK,Drosophila_melanogaster,NP_477341.2,DNT,4.25e-101,367.0,2.66e-101,367.0
2545,DNZ1,NP_477449.1,Astyanax_pachon,KAG9262109.1,ZDHHC3,Drosophila_melanogaster,NP_477449.1,DNZ1,2.55e-71,267.0,1.6e-71,267.0
2546,DOA,NP_001036765.1,Astyanax_pachon,KAG9276289.1,CLK2,Drosophila_melanogaster,NP_001036765.1,DOA,8.25e-142,502.0,6.07e-142,502.0
2547,DOA,NP_001036765.1,Astyanax_pachon,KAG9279393.1,CLK2,Drosophila_melanogaster,NP_001036765.1,DOA,1.0199999999999999e-142,505.0,7.5900000000000005e-143,505.0
2548,DOC1,NP_648283.1,,,,,,,,,,
2549,DOC2,NP_648282.1,,,,,,,,,,
2550,DOC3,NP_648280.1,Astyanax_pachon,KAG9265461.1,TBX4,Drosophila_melanogaster,NP_648280.1,DOC3,3.4599999999999996e-54,211.0,1.7699999999999997e-54,211.0
2551,DOC3,NP_648280.1,Astyanax_pachon,KAG9278559.1,TBX1-B,Drosophila_melanogaster,NP_648280.1,DOC3,2.55e-52,204.0,2.2599999999999998e-52,204.0
2552,DOCK,NP_722657.1,Astyanax_pachon,KAG9259428.1,NCK2,Drosophila_melanogaster,NP_722657.1,DOCK,5.83e-86,316.0,5.63e-86,316.0
2553,DOCK,NP_722657.1,Astyanax_pachon,KAG9271324.1,NCK2,Drosophila_melanogaster,NP_722657.1,DOCK,3.0800000000000003e-86,317.0,2.8100000000000003e-86,317.0
2554,DOCK,NP_722657.1,Astyanax_pachon,KAG9276750.1,NCK1,Drosophila_melanogaster,NP_722657.1,DOCK,1.4199999999999998e-89,328.0,1.3699999999999998e-89,328.0
2555,DOCK,NP_722657.1,Astyanax_pachon,KAG9277671.1,NCK2,Drosophila_melanogaster,NP_722657.1,DOCK,9.33e-85,312.0,9e-85,312.0
2556,DOM,NP_726065.1,Astyanax_pachon,KAG9270506.1,EP400,Drosophila_melanogaster,NP_726065.1,DOM,2.52e-225,782.0,1.7199999999999998e-225,782.0
2557,DOPECR,NP_647897.2,,,,,,,,,,
2558,DP,NP_477039.1,Astyanax_pachon,KAG9262325.1,TFDP1,Drosophila_melanogaster,NP_477039.1,DP,1.1e-69,262.0,8.23e-70,262.0
2559,DP,NP_477039.1,Astyanax_pachon,KAG9265048.1,TFDP2,Drosophila_melanogaster,NP_477039.1,DP,2.87e-70,264.0,2.06e-70,264.0
2560,DP,NP_477039.1,Astyanax_pachon,KAG9271114.1,TFDP1,Drosophila_melanogaster,NP_477039.1,DP,1.1500000000000001e-66,252.0,8.429999999999999e-67,252.0
2561,DP1,NP_523781.2,Astyanax_pachon,KAG9268062.1,HDLBP,Drosophila_melanogaster,NP_523781.2,DP1,0.0,1070.0,0.0,1070.0
2562,DP1,NP_523781.2,Astyanax_pachon,KAG9277768.1,HDLBP,Drosophila_melanogaster,NP_523781.2,DP1,0.0,1087.0,0.0,1087.0
2563,DPH5,NP_524452.4,Astyanax_pachon,KAG9266642.1,DPH5,Drosophila_melanogaster,NP_524452.4,DPH5,2.0099999999999998e-98,357.0,1.31e-98,357.0
2564,DPP,NP_477311.1,Astyanax_pachon,KAG9268738.1,BMP2,Drosophila_melanogaster,NP_477311.1,DPP,7.13e-68,256.0,6.96e-68,256.0
2565,DPP,NP_477311.1,Astyanax_pachon,KAG9268760.1,BMP4,Drosophila_melanogaster,NP_477311.1,DPP,6.61e-70,263.0,5.44e-70,263.0
2566,DPPIII,NP_731237.1,Astyanax_pachon,KAG9265871.1,DPP3,Drosophila_melanogaster,NP_731237.1,DPPIII,1.7999999999999999e-199,694.0,1.31e-199,694.0
2567,DPR10,NP_001261676.1,,,,,,,,,,
2568,DPR11,NP_788586.1,,,,,,,,,,
2569,DPR12,NP_652462.3,,,,,,,,,,
2570,DPR13,NP_001286555.1,,,,,,,,,,
2571,DPR15,NP_731672.1,,,,,,,,,,
2572,DPR16,NP_001287169.1,,,,,,,,,,
2573,DPR17,NP_731670.1,,,,,,,,,,
2574,DPR2,NP_001162945.3,,,,,,,,,,
2575,DPR3,NP_001014459.2,,,,,,,,,,
2576,DPR4,NP_001014616.2,,,,,,,,,,
2577,DPR5,NP_650080.3,,,,,,,,,,
2578,DPR6,NP_001261675.1,,,,,,,,,,
2579,DPR7,NP_001096850.2,,,,,,,,,,
2580,DPR8,NP_727781.1,,,,,,,,,,
2581,DPR9,NP_996215.1,,,,,,,,,,
2582,DR,NP_477324.1,,,,,,,,,,
2583,DRAK,NP_001162723.1,,,,,,,,,,
2584,DREF,NP_523529.1,,,,,,,,,,
2585,DRIP,NP_001286316.1,Astyanax_pachon,KAG9274618.1,AQP4,Drosophila_melanogaster,NP_001286316.1,DRIP,1.3e-52,205.0,6.21e-53,205.0
2586,DRIP,NP_001286316.1,Astyanax_pachon,KAG9282795.1,AQP4,Drosophila_melanogaster,NP_001286316.1,DRIP,2.6099999999999996e-52,204.0,1.2399999999999999e-52,204.0
2587,DRK,NP_476858.1,Astyanax_pachon,KAG9264496.1,GRB2,Drosophila_melanogaster,NP_476858.1,DRK,2.85e-76,283.0,1.86e-76,283.0
2588,DRK,NP_476858.1,Astyanax_pachon,KAG9277381.1,GRB2,Drosophila_melanogaster,NP_476858.1,DRK,1.42e-76,284.0,9.3e-77,284.0
2589,DRL,NP_001260566.1,,,,,,,,,,
2590,DRL-2,NP_610835.2,,,,,,,,,,
2591,DRM,NP_001285590.1,,,,,,,,,,
2592,DRO,NP_523744.1,,,,,,,,,,
2593,DRONGO,NP_477239.2,,,,,,,,,,
2594,DRPR,NP_477450.1,,,,,,,,,,
2595,DS,NP_523446.2,Astyanax_pachon,KAG9264637.1,DCHS1,Drosophila_melanogaster,NP_523446.2,DS,0.0,1788.0,0.0,1788.0
2596,DSCAM3,NP_996226.2,,,,,,,,,,
2597,DSD,NP_651571.3,Astyanax_pachon,KAG9267864.1,ATRNL1,Drosophila_melanogaster,NP_651571.3,DSD,1.88e-215,748.0,1.22e-215,748.0
2598,DSD,NP_651571.3,Astyanax_pachon,KAG9275197.1,ATRN,Drosophila_melanogaster,NP_651571.3,DSD,1.03e-212,739.0,6.27e-213,739.0
2599,DSF,NP_477140.1,,,,,,,,,,
2600,DSH,NP_511118.2,Astyanax_pachon,KAG9260481.1,KAG9260481.1,Drosophila_melanogaster,NP_511118.2,DSH,1.37e-117,422.0,7.88e-118,422.0
2601,DSH,NP_511118.2,Astyanax_pachon,KAG9269713.1,KAG9269713.1,Drosophila_melanogaster,NP_511118.2,DSH,8.6e-119,426.0,4.93e-119,426.0
2602,DSH,NP_511118.2,Astyanax_pachon,KAG9272844.1,KAG9272844.1,Drosophila_melanogaster,NP_511118.2,DSH,8.21e-122,436.0,4.81e-122,436.0
2603,DSH,NP_511118.2,Astyanax_pachon,KAG9274414.1,KAG9274414.1,Drosophila_melanogaster,NP_511118.2,DSH,2.76e-120,431.0,1.54e-120,431.0
2604,DSK,NP_524845.2,,,,,,,,,,
2605,DSP1,NP_996485.1,,,,,,,,,,
2606,DSX,NP_001262353.1,,,,,,,,,,
2607,DSX-C73A,NP_730169.1,,,,,,,,,,
2608,DUOX,NP_608715.2,,,,,,,,,,
2609,DVE,NP_477242.1,,,,,,,,,,
2610,DX,NP_511064.2,Astyanax_pachon,KAG9270272.1,DTX1,Drosophila_melanogaster,NP_511064.2,DX,1.28e-49,196.0,1.01e-49,196.0
2611,DY,NP_511130.2,,,,,,,,,,
2612,DYB,NP_523712.3,Astyanax_pachon,KAG9268499.1,DTNB,Drosophila_melanogaster,NP_523712.3,DYB,3.3499999999999996e-128,457.0,2.41e-128,457.0
2613,DYB,NP_523712.3,Astyanax_pachon,KAG9282348.1,DTNB,Drosophila_melanogaster,NP_523712.3,DYB,2.7200000000000002e-127,454.0,1.93e-127,454.0
2614,DYL,NP_647890.2,,,,,,,,,,
2615,DYRK3,NP_001033810.1,,,,,,,,,,
2616,DYS,NP_001036728.1,Astyanax_pachon,KAG9262123.1,DMD,Drosophila_melanogaster,NP_001036728.1,DYS,5.18e-296,1017.0,3.44e-296,1017.0
2617,DYS,NP_001036728.1,Astyanax_pachon,KAG9269236.1,UTRN,Drosophila_melanogaster,NP_001036728.1,DYS,1.35e-290,999.0,9.030000000000001e-291,999.0
2618,E,NP_524431.2,,,,,,,,,,
2619,E(BX),NP_001261189.1,Astyanax_pachon,KAG9277462.1,BPTF,Drosophila_melanogaster,NP_001261189.1,E(BX),6.0500000000000005e-211,734.0,4.05e-211,734.0
2620,E(PC),NP_001260897.1,,,,,,,,,,
2621,E(Y)2B,NP_652310.1,,,,,,,,,,
2622,E(Y)3,NP_001259718.1,,,,,,,,,,
2623,E(Z),NP_001137932.1,Astyanax_pachon,KAG9264190.1,EZH1,Drosophila_melanogaster,NP_001137932.1,E(Z),2e-190,664.0,1.36e-190,664.0
2624,E(Z),NP_001137932.1,Astyanax_pachon,KAG9283278.1,EZH2,Drosophila_melanogaster,NP_001137932.1,E(Z),1.55e-195,681.0,1.0400000000000001e-195,681.0
2625,E23,NP_995622.1,,,,,,,,,,
2626,E2F2,NP_477355.1,Astyanax_pachon,KAG9273987.1,E2F5,Drosophila_melanogaster,NP_477355.1,E2F2,3.86e-19,94.0,2.56e-19,94.0
2627,E5,NP_524825.1,,,,,,,,,,
2628,EAAT1,NP_001369123.1,Astyanax_pachon,KAG9261653.1,SLC1A3,Drosophila_melanogaster,NP_001369123.1,EAAT1,4.3900000000000005e-105,380.0,2.91e-105,380.0
2629,EAAT1,NP_001369123.1,Astyanax_pachon,KAG9263067.1,SLC1A3,Drosophila_melanogaster,NP_001369123.1,EAAT1,4.44e-105,380.0,2.91e-105,380.0
2630,EAAT1,NP_001369123.1,Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001369123.1,EAAT1,1.22e-105,382.0,7.28e-106,382.0
2631,EAAT2,NP_001162844.1,Astyanax_pachon,KAG9266740.1,SLC1A3,Drosophila_melanogaster,NP_001162844.1,EAAT2,3.8899999999999997e-104,377.0,2.5799999999999996e-104,377.0
2632,EAAT2,NP_001162844.1,Astyanax_pachon,KAG9281077.1,SLC1A2,Drosophila_melanogaster,NP_001162844.1,EAAT2,1.43e-109,395.0,9.830000000000001e-110,395.0
2633,EAF,NP_610273.1,,,,,,,,,,
2634,EAG,NP_001036275.1,Astyanax_pachon,KAG9266417.1,KCNH1,Drosophila_melanogaster,NP_001036275.1,EAG,4.1e-276,949.0,3.66e-276,949.0
2635,EAG,NP_001036275.1,Astyanax_pachon,KAG9268278.1,KCNH1,Drosophila_melanogaster,NP_001036275.1,EAG,6.719999999999999e-275,945.0,5.85e-275,945.0
2636,EAG,NP_001036275.1,Astyanax_pachon,KAG9274900.1,KCNH5,Drosophila_melanogaster,NP_001036275.1,EAG,3.4099999999999996e-278,956.0,2.86e-278,956.0
2637,EAG,NP_001036275.1,Astyanax_pachon,KAG9282826.1,KCNH5,Drosophila_melanogaster,NP_001036275.1,EAG,2.4400000000000002e-273,940.0,1.87e-273,940.0
2638,EAS,NP_001245707.1,,,,,,,,,,
2639,EAST,NP_001245484.1,,,,,,,,,,
2640,EATER,NP_651533.3,,,,,,,,,,
2641,EB1,NP_724495.2,Astyanax_pachon,KAG9268496.1,MAPRE3,Drosophila_melanogaster,NP_724495.2,EB1,6.970000000000001e-79,292.0,5.1200000000000004e-79,292.0
2642,EBI,NP_477329.1,Astyanax_pachon,KAG9266443.1,TBL1XR1,Drosophila_melanogaster,NP_477329.1,EBI,7.32e-154,542.0,6.66e-154,542.0
2643,EBI,NP_477329.1,Astyanax_pachon,KAG9270978.1,TBL1XR1,Drosophila_melanogaster,NP_477329.1,EBI,1.16e-152,538.0,1.0699999999999999e-152,538.0
2644,EBI,NP_477329.1,Astyanax_pachon,KAG9273734.1,TBL1XR1,Drosophila_melanogaster,NP_477329.1,EBI,7.050000000000001e-157,552.0,6.510000000000001e-157,552.0
2645,EC,NP_570078.2,,,,,,,,,,
2646,ECA,NP_788616.1,Astyanax_pachon,KAG9269150.1,TMED4,Drosophila_melanogaster,NP_788616.1,ECA,1.13e-78,291.0,7.44e-79,291.0
2647,ECA,NP_788616.1,Astyanax_pachon,KAG9272512.1,TMED9,Drosophila_melanogaster,NP_788616.1,ECA,1.1700000000000001e-75,281.0,7.62e-76,281.0
2648,ECR,NP_724456.1,Astyanax_pachon,KAG9269814.1,NR4A1,Drosophila_melanogaster,NP_724456.1,ECR,1.67e-32,139.0,1.67e-32,139.0
2649,ECT3,NP_650142.1,Astyanax_pachon,KAG9260016.1,GLB1,Drosophila_melanogaster,NP_650142.1,ECT3,6.7e-137,486.0,4.37e-137,486.0
2650,ECT3,NP_650142.1,Astyanax_pachon,KAG9271770.1,GLB1,Drosophila_melanogaster,NP_650142.1,ECT3,1.62e-134,478.0,1.1199999999999998e-134,478.0
2651,ED,NP_523469.2,,,,,,,,,,
2652,EDC3,NP_648992.1,Astyanax_pachon,KAG9272398.1,EDC3,Drosophila_melanogaster,NP_648992.1,EDC3,2.62e-47,188.0,2.38e-47,188.0
2653,EDEM2,NP_609611.1,Astyanax_pachon,KAG9266230.1,EDEM3,Drosophila_melanogaster,NP_609611.1,EDEM2,1.62e-204,711.0,1.0199999999999999e-204,711.0
2654,EDEM2,NP_609611.1,Astyanax_pachon,KAG9270073.1,EDEM3,Drosophila_melanogaster,NP_609611.1,EDEM2,1.2400000000000002e-212,738.0,7.590000000000001e-213,738.0
2655,EDG78E,NP_524198.1,,,,,,,,,,
2656,EDL,NP_523786.2,,,,,,,,,,
2657,EDTP,NP_523770.2,,,,,,,,,,
2658,EEF1DELTA,NP_609361.1,Astyanax_pachon,KAG9278743.1,EEF1D,Drosophila_melanogaster,NP_609361.1,EEF1DELTA,1.52e-42,172.0,5.86e-43,172.0
2659,EFF,NP_731941.1,Astyanax_pachon,KAG9263806.1,UBE2D2,Drosophila_melanogaster,NP_731941.1,EFF,1.4699999999999998e-81,300.0,9.89e-82,300.0
2660,EFF,NP_731941.1,Astyanax_pachon,KAG9265733.1,UBE2D2,Drosophila_melanogaster,NP_731941.1,EFF,6.02e-78,288.0,4.05e-78,288.0
2661,EFF,NP_731941.1,Astyanax_pachon,KAG9267304.1,UBE2D4,Drosophila_melanogaster,NP_731941.1,EFF,3.7600000000000004e-79,292.0,2.53e-79,292.0
2662,EFF,NP_731941.1,Astyanax_pachon,KAG9270459.1,UBE2D4,Drosophila_melanogaster,NP_731941.1,EFF,6.02e-78,288.0,4.05e-78,288.0
2663,EFF,NP_731941.1,Astyanax_pachon,KAG9275154.1,UBE2D2,Drosophila_melanogaster,NP_731941.1,EFF,9.41e-80,294.0,6.33e-80,294.0
2664,EFF,NP_731941.1,Astyanax_pachon,KAG9281256.1,UBE2D2,Drosophila_melanogaster,NP_731941.1,EFF,1.4699999999999998e-81,300.0,9.89e-82,300.0
2665,EG,NP_524206.1,,,,,,,,,,
2666,EGFR,NP_476758.1,Astyanax_pachon,KAG9262221.1,ERBB4,Drosophila_melanogaster,NP_476758.1,EGFR,1.2299999999999999e-188,659.0,7.89e-189,659.0
2667,EGFR,NP_476758.1,Astyanax_pachon,KAG9262223.1,ERBB4,Drosophila_melanogaster,NP_476758.1,EGFR,4.4099999999999996e-197,687.0,2.9399999999999995e-197,687.0
2668,EGFR,NP_476758.1,Astyanax_pachon,KAG9275830.1,EGFR,Drosophila_melanogaster,NP_476758.1,EGFR,1.8900000000000002e-194,678.0,1.5e-194,678.0
2669,EGFR,NP_476758.1,Astyanax_pachon,KAG9278768.1,EGFR,Drosophila_melanogaster,NP_476758.1,EGFR,1.19e-198,692.0,9.19e-199,692.0
2670,EGH,NP_525052.1,,,,,,,,,,
2671,EGL,NP_726360.3,,,,,,,,,,
2672,EGM,NP_610687.1,,,,,,,,,,
2673,EGR,NP_724878.2,,,,,,,,,,
2674,EH,NP_524386.1,,,,,,,,,,
2675,EIF4G2,NP_651188.1,,,,,,,,,,
2676,EIF5B,NP_001246601.1,,,,,,,,,,
2677,EIF6,NP_659573.1,Astyanax_pachon,KAG9259415.1,EIF6,Drosophila_melanogaster,NP_659573.1,EIF6,4.4e-105,379.0,2.7300000000000002e-105,379.0
2678,EIF6,NP_659573.1,Astyanax_pachon,KAG9277688.1,EIF6,Drosophila_melanogaster,NP_659573.1,EIF6,8.11e-105,378.0,5.45e-105,378.0
2679,EIP63E,NP_001261373.1,Astyanax_pachon,KAG9283913.1,CDK14,Drosophila_melanogaster,NP_001261373.1,EIP63E,4.7200000000000003e-125,446.0,4.0600000000000003e-125,446.0
2680,EIP63F-1,NP_524902.2,,,,,,,,,,
2681,EIP74EF,NP_730286.3,,,,,,,,,,
2682,EIP75B,NP_730321.1,,,,,,,,,,
2683,EIP78C,NP_524195.2,,,,,,,,,,
2684,EIP93F,NP_001097865.1,,,,,,,,,,
2685,ELAV,NP_525033.1,,,,,,,,,,
2686,ELB,NP_995712.1,,,,,,,,,,
2687,ELK,NP_477009.1,Astyanax_pachon,KAG9264251.1,KCNH4,Drosophila_melanogaster,NP_477009.1,ELK,6.05e-193,673.0,4.4900000000000005e-193,673.0
2688,ELK,NP_477009.1,Astyanax_pachon,KAG9280036.1,KCNH8,Drosophila_melanogaster,NP_477009.1,ELK,1.19e-202,705.0,1.05e-202,705.0
2689,ELOA,NP_732846.1,,,,,,,,,,
2690,ELP2,NP_610600.1,Astyanax_pachon,KAG9279777.1,ELP2,Drosophila_melanogaster,NP_610600.1,ELP2,9.7e-178,622.0,6.25e-178,622.0
2691,EMC,NP_523876.2,,,,,,,,,,
2692,EMP,NP_001286873.1,Astyanax_pachon,KAG9262945.1,UBC,Drosophila_melanogaster,NP_001286873.1,EMP,1.4199999999999999e-67,256.0,6.009999999999999e-68,256.0
2693,EMS,NP_731868.1,,,,,,,,,,
2694,EN,NP_523700.2,,,,,,,,,,
2695,ENA,NP_001014537.1,,,,,,,,,,
2696,ENC,NP_001261377.1,,,,,,,,,,
2697,ENDOA,NP_732383.1,Astyanax_pachon,KAG9266546.1,SH3GL3,Drosophila_melanogaster,NP_732383.1,ENDOA,6.81e-96,349.0,4.41e-96,349.0
2698,ENDOA,NP_732383.1,Astyanax_pachon,KAG9270139.1,SH3GL1,Drosophila_melanogaster,NP_732383.1,ENDOA,1.28e-92,338.0,9.029999999999999e-93,338.0
2699,ENS,NP_647861.2,,,,,,,,,,
2700,ENT3,NP_648608.2,Astyanax_pachon,KAG9262286.1,SLC29A4,Drosophila_melanogaster,NP_648608.2,ENT3,2.23e-89,328.0,1.67e-89,328.0
2701,ENT3,NP_648608.2,Astyanax_pachon,KAG9279938.1,SLC29A4,Drosophila_melanogaster,NP_648608.2,ENT3,1.6e-85,315.0,1.37e-85,315.0
2702,EPAC,NP_001097202.2,Astyanax_pachon,KAG9271457.1,RAPGEF4,Drosophila_melanogaster,NP_001097202.2,EPAC,1.49e-265,914.0,9.960000000000001e-266,914.0
2703,EPAC,NP_001097202.2,Astyanax_pachon,KAG9277860.1,RAPGEF4,Drosophila_melanogaster,NP_001097202.2,EPAC,3.79e-263,906.0,2.55e-263,906.0
2704,EPH,NP_524625.3,Astyanax_pachon,KAG9260155.1,EPHB2,Drosophila_melanogaster,NP_524625.3,EPH,7.15e-207,719.0,5.45e-207,719.0
2705,EPH,NP_524625.3,Astyanax_pachon,KAG9263476.1,EPHA5,Drosophila_melanogaster,NP_524625.3,EPH,4.45e-211,733.0,3.3200000000000002e-211,733.0
2706,EPH,NP_524625.3,Astyanax_pachon,KAG9269650.1,EPHB2,Drosophila_melanogaster,NP_524625.3,EPH,1.1e-214,745.0,8.12e-215,745.0
2707,EPH,NP_524625.3,Astyanax_pachon,KAG9273778.1,EPHA3,Drosophila_melanogaster,NP_524625.3,EPH,1.41e-209,728.0,1.06e-209,728.0
2708,EPH,NP_524625.3,Astyanax_pachon,KAG9278083.1,EPHB1,Drosophila_melanogaster,NP_524625.3,EPH,1.4200000000000002e-212,738.0,1.04e-212,738.0
2709,EPH,NP_524625.3,Astyanax_pachon,KAG9283478.1,EPHA3,Drosophila_melanogaster,NP_524625.3,EPH,2.18e-214,744.0,1.62e-214,744.0
2710,EPHRIN,NP_651927.1,,,,,,,,,,
2711,EPS-15,NP_726481.1,,,,,,,,,,
2712,EPSILONTRY,NP_525112.1,,,,,,,,,,
