,Model_nodos,NCBI_Product_accesion,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
417,DIDO1,XP_006500671.1,Astyanax_pachon,KAG9260572.1,DIDO1,Mus_musculus,XP_006500671.1,DIDO1,1.96e-204,714.0,3.5899999999999997e-205,714.0
418,DKK1,NP_034181.2,Astyanax_pachon,KAG9267310.1,DKK1,Mus_musculus,NP_034181.2,DKK1,6.13e-55,214.0,1.42e-55,214.0
419,DKK3,NP_001347186.1,Astyanax_pachon,KAG9267121.1,DKK3,Mus_musculus,NP_001347186.1,DKK3,7.78e-49,194.0,2e-49,194.0
420,DLC1,NP_001181869.1,Astyanax_pachon,KAG9259675.1,DLC1,Mus_musculus,NP_001181869.1,DLC1,0.0,1131.0,0.0,1131.0
421,DLL3,NP_031892.2,Astyanax_pachon,KAG9265143.1,DLC,Mus_musculus,NP_031892.2,DLL3,2.18e-16,87.4,3.93e-17,87.4
422,DLL4,NP_062327.2,Astyanax_pachon,KAG9282989.1,DLL4,Mus_musculus,NP_062327.2,DLL4,1.03e-107,391.0,1.8599999999999998e-108,391.0
423,DLX1,NP_001403914.1,Astyanax_pachon,KAG9271451.1,DLX1A,Mus_musculus,NP_001403914.1,DLX1,1.01e-84,313.0,2.09e-85,313.0
424,DLX2,NP_034184.1,Astyanax_pachon,KAG9271450.1,DLX2A,Mus_musculus,NP_034184.1,DLX2,2.96e-76,285.0,7.32e-77,285.0
425,DLX5,NP_034186.2,Astyanax_pachon,KAG9279805.1,DLX5A,Mus_musculus,NP_034186.2,DLX5,2.68e-88,325.0,5.8e-89,325.0
426,DLX6,NP_034187.1,Astyanax_pachon,KAG9279804.1,DLX6A,Mus_musculus,NP_034187.1,DLX6,8.95e-97,353.0,2.2200000000000002e-97,353.0
427,DMAP1,NP_075667.1,Astyanax_pachon,KAG9270121.1,DMAP1,Mus_musculus,NP_075667.1,DMAP1,2.76e-179,628.0,5.76e-180,628.0
428,DMBX1,XP_017175446.1,Astyanax_pachon,KAG9277828.1,DMBX1B,Mus_musculus,XP_017175446.1,DMBX1,3.0199999999999997e-112,405.0,6.45e-113,405.0
429,DMBX1,XP_017175446.1,Astyanax_pachon,KAG9278841.1,DMBX1A,Mus_musculus,XP_017175446.1,DMBX1,1.54e-112,406.0,3.23e-113,406.0
430,DMD,XP_006527831.1,Astyanax_pachon,KAG9262123.1,DMD,Mus_musculus,XP_006527831.1,DMD,0.0,3600.0,0.0,3600.0
431,DMP1,NP_001345942.1,,,,,,,,,,
432,DMRT1,NP_056641.2,Astyanax_pachon,KAG9261729.1,DMRT1,Mus_musculus,NP_056641.2,DMRT1,1.24e-44,180.0,3.3399999999999997e-45,180.0
433,DMRT2,NP_665830.1,Astyanax_pachon,KAG9261731.1,DMRT2,Mus_musculus,NP_665830.1,DMRT2,3.7700000000000003e-124,445.0,8.460000000000001e-125,445.0
434,DMRT3,NP_796334.2,Astyanax_pachon,KAG9261730.1,DMRT3A,Mus_musculus,NP_796334.2,DMRT3,5.4e-145,514.0,1.2200000000000001e-145,514.0
435,DMRTA1,NP_783578.1,,,,,,,,,,
436,DMTF1,NP_001412455.1,,,,,,,,,,
437,DNAJC2,NP_033610.1,Astyanax_pachon,KAG9280690.1,KAG9280690.1,Mus_musculus,NP_033610.1,DNAJC2,2.3899999999999997e-233,808.0,4.9899999999999997e-234,808.0
438,DNASE2A,NP_034192.1,Astyanax_pachon,KAG9283693.1,DNASE2,Mus_musculus,NP_034192.1,DNASE2A,3.93e-76,285.0,7.78e-77,285.0
439,DNM1,XP_006497717.2,Astyanax_pachon,KAG9261911.1,DNM1,Mus_musculus,XP_006497717.2,DNM1,0.0,1373.0,0.0,1373.0
440,DNMT1,NP_034196.5,Astyanax_pachon,KAG9278979.1,DNMT1,Mus_musculus,NP_034196.5,DNMT1,0.0,1819.0,0.0,1819.0
441,DNMT3B,XP_006498745.1,Astyanax_pachon,KAG9269527.1,DNMT3B,Mus_musculus,XP_006498745.1,DNMT3B,1.6299999999999999e-258,892.0,3.6200000000000004e-259,892.0
442,DNMT3L,NP_001075164.1,,,,,,,,,,
443,DNTT,NP_033371.2,Astyanax_pachon,KAG9275509.1,DNTT,Mus_musculus,NP_033371.2,DNTT,1.02e-131,470.0,2.3800000000000003e-132,470.0
444,DOT1L,NP_955354.1,Astyanax_pachon,KAG9266836.1,DOT1L,Mus_musculus,NP_955354.1,DOT1L,0.0,1094.0,0.0,1094.0
445,DPAGT1,XP_006510054.1,Astyanax_pachon,KAG9281755.1,DPAGT1,Mus_musculus,XP_006510054.1,DPAGT1,4.0499999999999995e-172,604.0,7.780000000000001e-173,604.0
446,DPP6,NP_034205.1,,,,,,,,,,
447,DR1,NP_080382.2,Astyanax_pachon,KAG9277792.1,DR1,Mus_musculus,NP_080382.2,DR1,1.38e-59,229.0,2.7999999999999997e-60,229.0
448,DRD2,NP_034207.2,Astyanax_pachon,KAG9265437.1,D215,Mus_musculus,NP_034207.2,DRD2,1.6100000000000001e-155,549.0,3.3000000000000004e-156,549.0
449,DRD2,NP_034207.2,Astyanax_pachon,KAG9282010.1,D215,Mus_musculus,NP_034207.2,DRD2,3.1100000000000003e-161,568.0,6.3e-162,568.0
450,DSPP,NP_034210.2,,,,,,,,,,
451,DTX1,NP_001404403.1,Astyanax_pachon,KAG9270272.1,DTX1,Mus_musculus,NP_001404403.1,DTX1,1.3799999999999998e-277,955.0,2.8199999999999998e-278,955.0
452,DUOX2,NP_001349684.1,,,,,,,,,,
453,DUSP2,NP_034220.2,Astyanax_pachon,KAG9270486.1,DUSP2,Mus_musculus,NP_034220.2,DUSP2,2.61e-84,312.0,5.22e-85,312.0
454,DUSP4,NP_795907.1,Astyanax_pachon,KAG9265526.1,DUSP4,Mus_musculus,NP_795907.1,DUSP4,3.78e-138,491.0,8.53e-139,491.0
455,DUSP6,NP_080544.1,Astyanax_pachon,KAG9272129.1,DUSP6,Mus_musculus,NP_080544.1,DUSP6,1.4999999999999999e-174,612.0,3.07e-175,612.0
456,E2F1,NP_031917.1,,,,,,,,,,
457,E2F2,NP_808401.1,Astyanax_pachon,KAG9268364.1,E2F2,Mus_musculus,NP_808401.1,E2F2,3.03e-87,322.0,7.11e-88,322.0
458,E2F4,NP_683754.1,Astyanax_pachon,KAG9272113.1,E2F4,Mus_musculus,NP_683754.1,E2F4,1.16e-123,443.0,2.4700000000000003e-124,443.0
459,E2F5,NP_031918.2,Astyanax_pachon,KAG9273987.1,E2F5,Mus_musculus,NP_031918.2,E2F5,2.78e-93,342.0,5.13e-94,342.0
460,E2F8,NP_001347741.1,Astyanax_pachon,KAG9266401.1,E2F8,Mus_musculus,NP_001347741.1,E2F8,1.17e-138,494.0,2.3e-139,494.0
461,EBF3,XP_030097955.1,,,,,,,,,,
462,EBNA1BP2,NP_081208.1,Astyanax_pachon,KAG9273685.1,EBNA1BP2,Mus_musculus,NP_081208.1,EBNA1BP2,2.79e-66,252.0,5.7999999999999994e-67,252.0
463,ECE1,NP_001356106.1,Astyanax_pachon,KAG9260766.1,ECE1,Mus_musculus,NP_001356106.1,ECE1,0.0,1100.0,0.0,1100.0
464,ECM1,NP_001396875.1,,,,,,,,,,
465,EDEM1,NP_619618.1,Astyanax_pachon,KAG9276887.1,EDEM1,Mus_musculus,NP_619618.1,EDEM1,1.18e-267,922.0,2.5199999999999997e-268,922.0
466,EED,NP_068676.1,Astyanax_pachon,KAG9262349.1,EED,Mus_musculus,NP_068676.1,EED,4.19e-237,820.0,8.64e-238,820.0
467,EFNA1,NP_034237.3,Astyanax_pachon,KAG9275881.1,EFNA1,Mus_musculus,NP_034237.3,EFNA1,1.2299999999999999e-48,193.0,2.24e-49,193.0
468,EFNA1,NP_034237.3,Astyanax_pachon,KAG9279372.1,EFNA1,Mus_musculus,NP_034237.3,EFNA1,1.48e-49,196.0,2.8e-50,196.0
469,EFNB2,NP_001355228.1,,,,,,,,,,
470,EGF,XP_006501053.1,Astyanax_pachon,KAG9272341.1,EGF,Mus_musculus,XP_006501053.1,EGF,1.39e-82,308.0,3.0899999999999998e-83,308.0
471,EGR2,XP_030100730.1,Astyanax_pachon,KAG9267612.1,EGR2B,Mus_musculus,XP_030100730.1,EGR2,4.63e-98,358.0,1.13e-98,358.0
472,EGR4,NP_065621.1,,,,,,,,,,
473,EHF,XP_006498758.1,Astyanax_pachon,KAG9281081.1,EHF,Mus_musculus,XP_006498758.1,EHF,3.75e-86,318.0,7.98e-87,318.0
474,EHMT1,XP_036018609.1,Astyanax_pachon,KAG9266240.1,EHMT1,Mus_musculus,XP_036018609.1,EHMT1,3.6299999999999994e-250,865.0,6.9e-251,865.0
475,EI24,NP_001186423.2,Astyanax_pachon,KAG9263122.1,KAG9263122.1,Mus_musculus,NP_001186423.2,EI24,4.42e-139,494.0,9.11e-140,494.0
476,EIF4E,XP_006501056.1,Astyanax_pachon,KAG9272320.1,EIF4E1A,Mus_musculus,XP_006501056.1,EIF4E,1.51e-102,372.0,3.2800000000000004e-103,372.0
477,EIF4E,XP_006501056.1,Astyanax_pachon,KAG9275180.1,EIF4E1A,Mus_musculus,XP_006501056.1,EIF4E,1.9099999999999998e-106,385.0,4e-107,385.0
478,EIF4G3,XP_006538839.1,Astyanax_pachon,KAG9269653.1,EIF4G3,Mus_musculus,XP_006538839.1,EIF4G3,0.0,1575.0,0.0,1575.0
479,ELANE,NP_056594.2,,,,,,,,,,
480,ELF2,XP_036019181.1,,,,,,,,,,
481,ELF3,NP_031947.1,Astyanax_pachon,KAG9260735.1,ELF3,Mus_musculus,NP_031947.1,ELF3,1.64e-69,263.0,3.43e-70,263.0
482,ELF4,NP_001368805.1,Astyanax_pachon,KAG9272756.1,ELF4,Mus_musculus,NP_001368805.1,ELF4,7.81e-89,328.0,1.6399999999999998e-89,328.0
483,ELF5,NP_034255.2,,,,,,,,,,
484,ELK1,NP_031948.4,Astyanax_pachon,KAG9270037.1,ELK1,Mus_musculus,NP_031948.4,ELK1,1.44e-73,277.0,2.42e-74,277.0
485,ELK3,NP_001269896.1,,,,,,,,,,
486,ELL3,NP_666085.2,,,,,,,,,,
487,ELN,XP_011239157.1,,,,,,,,,,
488,ELOVL3,NP_031729.1,,,,,,,,,,
489,ELOVL5,XP_030100414.1,Astyanax_pachon,KAG9275038.1,ELOVL5,Mus_musculus,XP_030100414.1,ELOVL5,2.1e-127,455.0,5.01e-128,455.0
490,EMSY,XP_011240038.1,,,,,,,,,,
491,EMX2,NP_034262.2,Astyanax_pachon,KAG9274868.1,EMX2,Mus_musculus,NP_034262.2,EMX2,2.69e-110,398.0,5.37e-111,398.0
492,EN1,NP_034263.2,Astyanax_pachon,KAG9262302.1,EN1,Mus_musculus,NP_034263.2,EN1,1.31e-66,253.0,3.8e-67,253.0
493,EN2,NP_034264.1,Astyanax_pachon,KAG9278400.1,ENG2B,Mus_musculus,NP_034264.1,EN2,2.39e-66,252.0,6.14e-67,252.0
494,ENO1,NP_001366056.1,Astyanax_pachon,KAG9269661.1,ENO1,Mus_musculus,NP_001366056.1,ENO1,7.05e-227,786.0,1.46e-227,786.0
495,ENO1,NP_001366056.1,Astyanax_pachon,KAG9277156.1,ENO1,Mus_musculus,NP_001366056.1,ENO1,5.9299999999999994e-220,763.0,1.2299999999999999e-220,763.0
496,ENO2,NP_001396619.1,,,,,,,,,,
497,ENPP1,NP_032839.3,Astyanax_pachon,KAG9261050.1,ENPP1,Mus_musculus,NP_032839.3,ENPP1,2.26e-256,885.0,4.81e-257,885.0
498,ENTPD1,NP_001291650.1,Astyanax_pachon,KAG9267881.1,ENTPD1,Mus_musculus,NP_001291650.1,ENTPD1,1.03e-137,490.0,2.3099999999999998e-138,490.0
499,EOMES,NP_034266.2,Astyanax_pachon,KAG9281371.1,EOMES,Mus_musculus,NP_034266.2,EOMES,1.27e-180,633.0,2.72e-181,633.0
500,EPB42,NP_038541.1,,,,,,,,,,
501,EPHA2,NP_034269.2,Astyanax_pachon,KAG9269684.1,EPHA2,Mus_musculus,NP_034269.2,EPHA2,0.0,1122.0,0.0,1122.0
502,EPHA4,NP_031962.2,Astyanax_pachon,KAG9273788.1,EPHA4-A,Mus_musculus,NP_031962.2,EPHA4,0.0,1658.0,0.0,1658.0
503,EPHA5,NP_001389686.1,,,,,,,,,,
504,EPHA7,XP_006537670.1,,,,,,,,,,
505,EPHB2,XP_030109051.1,Astyanax_pachon,KAG9260155.1,EPHB2,Mus_musculus,XP_030109051.1,EPHB2,0.0,1693.0,0.0,1693.0
506,EPHB2,XP_030109051.1,Astyanax_pachon,KAG9269650.1,EPHB2,Mus_musculus,XP_030109051.1,EPHB2,0.0,1716.0,0.0,1716.0
507,EPO,NP_001299804.1,Astyanax_pachon,KAG9274523.1,EPO,Mus_musculus,NP_001299804.1,EPO,1.4e-18,92.8,3.04e-19,92.8
508,EPOR,NP_034279.3,Astyanax_pachon,KAG9264523.1,EPOR,Mus_musculus,NP_034279.3,EPOR,3.9e-37,156.0,7.61e-38,156.0
509,ERAS,NP_853526.1,,,,,,,,,,
510,ERF,NP_034285.3,Astyanax_pachon,KAG9279337.1,ERF,Mus_musculus,NP_034285.3,ERF,2.32e-149,529.0,4.3e-150,529.0
511,ESR1,XP_006512496.1,Astyanax_pachon,KAG9283012.1,ESR1,Mus_musculus,XP_006512496.1,ESR1,9.33e-143,507.0,1.96e-143,507.0
512,ESRRG,XP_030110282.1,Astyanax_pachon,KAG9268335.1,ESRRG,Mus_musculus,XP_030110282.1,ESRRG,1.7000000000000001e-223,775.0,3.08e-224,775.0
513,ETS1,NP_001359463.1,Astyanax_pachon,KAG9273355.1,ETS1,Mus_musculus,NP_001359463.1,ETS1,2.6799999999999998e-188,658.0,5.55e-189,658.0
514,ETV2,XP_006539605.1,,,,,,,,,,
515,ETV3,NP_001076787.1,,,,,,,,,,
516,ETV6,NP_031987.3,Astyanax_pachon,KAG9280587.1,ETV6,Mus_musculus,NP_031987.3,ETV6,2.72e-126,452.0,5.72e-127,452.0
517,EWSR1,NP_001269991.1,,,,,,,,,,
518,EYA1,XP_017170870.1,,,,,,,,,,
519,EYA2,NP_034295.1,Astyanax_pachon,KAG9276949.1,KAG9276949.1,Mus_musculus,NP_034295.1,EYA2,5.9600000000000006e-173,607.0,1.37e-173,607.0
520,EZH2,XP_036021720.1,,,,,,,,,,
521,F11,NP_082342.1,,,,,,,,,,
522,F3,NP_034301.3,Astyanax_pachon,KAG9276508.1,F3,Mus_musculus,NP_034301.3,F3,8.64e-34,144.0,1.8099999999999998e-34,144.0
523,F3,NP_034301.3,Astyanax_pachon,KAG9278886.1,F3,Mus_musculus,NP_034301.3,F3,2.04e-33,143.0,3.61e-34,143.0
524,F7,NP_034302.2,Astyanax_pachon,KAG9262334.1,F7,Mus_musculus,NP_034302.2,F7,7.28e-109,394.0,1.5200000000000001e-109,394.0
525,F7,NP_034302.2,Astyanax_pachon,KAG9262335.1,F7,Mus_musculus,NP_034302.2,F7,4.67e-104,378.0,9.93e-105,378.0
526,FABP1,NP_059095.1,Astyanax_pachon,KAG9270643.1,FABP1B.1,Mus_musculus,NP_059095.1,FABP1,2.31e-38,158.0,4.76e-39,158.0
527,FABP1,NP_059095.1,Astyanax_pachon,KAG9281894.1,FABP1,Mus_musculus,NP_059095.1,FABP1,5.77e-39,160.0,1.19e-39,160.0
528,FABP4,NP_001396443.1,,,,,,,,,,
529,FABP7,NP_067247.1,Astyanax_pachon,KAG9268926.1,FABP7,Mus_musculus,NP_067247.1,FABP7,1.3299999999999997e-54,212.0,2.75e-55,212.0
530,FAS,NP_032013.2,,,,,,,,,,
531,FASL,NP_034307.1,Astyanax_pachon,KAG9282718.1,FASLG,Mus_musculus,NP_034307.1,FASL,3.4900000000000005e-21,102.0,7.54e-22,102.0
532,FBXW7,NP_001171244.1,Astyanax_pachon,KAG9259937.1,FBXW7,Mus_musculus,NP_001171244.1,FBXW7,1.31e-148,527.0,2.2099999999999998e-149,527.0
533,FCER1A,XP_006496718.1,,,,,,,,,,
534,FCER1G,NP_034315.1,Astyanax_pachon,KAG9274189.1,FCER1G,Mus_musculus,NP_034315.1,FCER1G,4.46e-13,73.6,8.23e-14,73.6
535,FCER2A,NP_001240676.1,Astyanax_pachon,KAG9274631.1,KAG9274631.1,Mus_musculus,NP_001240676.1,FCER2A,3.3e-20,98.2,1.1e-20,98.2
536,FCGR1,NP_034316.1,Astyanax_pachon,KAG9278516.1,FCGR1,Mus_musculus,NP_034316.1,FCGR1,1.56e-23,110.0,4.27e-24,110.0
537,FCGR2B,NP_001405937.1,,,,,,,,,,
538,FCGR3,NP_001343440.1,,,,,,,,,,
539,FES,NP_034324.2,Astyanax_pachon,KAG9266570.1,V-FPS,Mus_musculus,NP_034324.2,FES,1.2200000000000001e-269,929.0,2.48e-270,929.0
540,FGF15,NP_032029.1,Astyanax_pachon,KAG9267102.1,FGF19,Mus_musculus,NP_032029.1,FGF15,1.05e-17,90.1,2.25e-18,90.1
541,FGF16,NP_085117.2,Astyanax_pachon,KAG9271884.1,FGF16,Mus_musculus,NP_085117.2,FGF16,1.56e-90,332.0,3.24e-91,332.0
542,FGF2,XP_006535462.1,Astyanax_pachon,KAG9263773.1,FGF2,Mus_musculus,XP_006535462.1,FGF2,9.55e-59,226.0,2.1e-59,226.0
543,FGF20,NP_085113.2,Astyanax_pachon,KAG9272618.1,FGF9,Mus_musculus,NP_085113.2,FGF20,6.91e-78,290.0,1.45e-78,290.0
544,FGF21,NP_064397.1,Astyanax_pachon,KAG9267102.1,FGF19,Mus_musculus,NP_064397.1,FGF21,5.34e-19,94.4,1.1e-19,94.4
545,FGF23,XP_036008152.1,Astyanax_pachon,KAG9280564.1,FGF23,Mus_musculus,XP_036008152.1,FGF23,1.53e-20,99.8,3.0700000000000002e-21,99.8
546,FGF3,NP_032033.2,Astyanax_pachon,KAG9267100.1,FGF3,Mus_musculus,NP_032033.2,FGF3,5.74e-70,264.0,1.1300000000000001e-70,264.0
547,FGF4,NP_034332.2,Astyanax_pachon,KAG9267101.1,FGF4-B,Mus_musculus,NP_034332.2,FGF4,1.9299999999999997e-54,212.0,4.2099999999999995e-55,212.0
548,FGF7,NP_032034.1,Astyanax_pachon,KAG9273487.1,FGF7,Mus_musculus,NP_032034.1,FGF7,5.52e-43,174.0,1.11e-43,174.0
549,FGF8,NP_001159834.1,Astyanax_pachon,KAG9275391.1,FGF8A,Mus_musculus,NP_001159834.1,FGF8,7.17e-84,310.0,1.41e-84,310.0
550,FGFBP1,NP_001408505.1,Astyanax_pachon,KAG9272234.1,FGFBP1,Mus_musculus,NP_001408505.1,FGFBP1,5.28e-17,87.8,1.28e-17,87.8
551,FGFR2,NP_001334567.1,,,,,,,,,,
552,FHL2,NP_001399527.1,Astyanax_pachon,KAG9259430.1,FHL2,Mus_musculus,NP_001399527.1,FHL2,6.44e-154,543.0,1.33e-154,543.0
553,FHL2,NP_001399527.1,Astyanax_pachon,KAG9271325.1,FHL2,Mus_musculus,NP_001399527.1,FHL2,2.01e-155,548.0,4.15e-156,548.0
554,FHL2,NP_001399527.1,Astyanax_pachon,KAG9277668.1,FHL2,Mus_musculus,NP_001399527.1,FHL2,1.61e-154,545.0,3.32e-155,545.0
555,FKBP8,NP_001104536.1,Astyanax_pachon,KAG9266838.1,FKBP8,Mus_musculus,NP_001104536.1,FKBP8,5.13e-114,411.0,1.04e-114,411.0
556,FLI1,NP_001397180.1,,,,,,,,,,
557,FLT1,NP_034358.2,Astyanax_pachon,KAG9283348.1,FLT1,Mus_musculus,NP_034358.2,FLT1,0.0,1194.0,0.0,1194.0
558,FLT3,NP_034359.2,Astyanax_pachon,KAG9283346.1,FLT3,Mus_musculus,NP_034359.2,FLT3,5.1600000000000003e-166,585.0,1.08e-166,585.0
559,FMO3,NP_032056.1,,,,,,,,,,
560,FMR1,NP_032057.2,Astyanax_pachon,KAG9272183.1,FMR1-A,Mus_musculus,NP_032057.2,FMR1,1.7499999999999998e-204,712.0,3.91e-205,712.0
561,FN1,NP_001263342.1,,,,,,,,,,
562,FOLR1,NP_001399365.1,Astyanax_pachon,KAG9265304.1,FOLR1,Mus_musculus,NP_001399365.1,FOLR1,8.16e-81,300.0,1.7199999999999998e-81,300.0
563,FOSB,NP_032062.1,Astyanax_pachon,KAG9272818.1,FOSB,Mus_musculus,NP_032062.1,FOSB,5.07e-64,245.0,8.19e-65,245.0
564,FOSL2,NP_032063.2,Astyanax_pachon,KAG9268867.1,FOSL2,Mus_musculus,NP_032063.2,FOSL2,5.58e-78,291.0,1.12e-78,291.0
565,FOXA2,NP_001277994.1,Astyanax_pachon,KAG9268601.1,FOXA2,Mus_musculus,NP_001277994.1,FOXA2,5.11e-132,471.0,1.05e-132,471.0
566,FOXA3,NP_032286.1,,,,,,,,,,
567,FOXC2,NP_038547.2,,,,,,,,,,
568,FOXD3,NP_034555.3,Astyanax_pachon,KAG9277315.1,FOXD3-A,Mus_musculus,NP_034555.3,FOXD3,7.25e-75,281.0,1.65e-75,281.0
569,FOXE1,NP_899121.1,Astyanax_pachon,KAG9259451.1,FOXE1,Mus_musculus,NP_899121.1,FOXE1,6.46e-69,261.0,1.3699999999999998e-69,261.0
570,FOXE1,NP_899121.1,Astyanax_pachon,KAG9275750.1,FOXE1,Mus_musculus,NP_899121.1,FOXE1,3.23e-69,262.0,6.86e-70,262.0
571,FOXE3,NP_056573.1,,,,,,,,,,
572,FOXF1,NP_034556.2,Astyanax_pachon,KAG9272945.1,FOXF1,Mus_musculus,NP_034556.2,FOXF1,5.200000000000001e-161,567.0,1.07e-161,567.0
573,FOXJ3,NP_001344106.1,Astyanax_pachon,KAG9260788.1,FOXJ3,Mus_musculus,NP_001344106.1,FOXJ3,8.520000000000001e-223,773.0,1.7200000000000002e-223,773.0
574,FOXL1,NP_032050.2,,,,,,,,,,
575,FOXL2,NP_036150.1,Astyanax_pachon,KAG9278725.1,FOXL2,Mus_musculus,NP_036150.1,FOXL2,5.28e-78,291.0,1.29e-78,291.0
576,FOXM1,NP_032047.4,Astyanax_pachon,KAG9280557.1,FOXM1,Mus_musculus,NP_032047.4,FOXM1,1.74e-104,380.0,4.21e-105,380.0
577,FOXN4,XP_006530184.1,Astyanax_pachon,KAG9261556.1,FOXN4,Mus_musculus,XP_006530184.1,FOXN4,2.33e-122,439.0,5.03e-123,439.0
578,FOXO1,NP_062713.2,Astyanax_pachon,KAG9263180.1,FOXO1B,Mus_musculus,NP_062713.2,FOXO1,2.07e-139,496.0,4.37e-140,496.0
579,FOXO1,NP_062713.2,Astyanax_pachon,KAG9265011.1,FOXO1A,Mus_musculus,NP_062713.2,FOXO1,7.129999999999999e-138,491.0,1.4e-138,491.0
580,FOXO3,NP_001363896.1,Astyanax_pachon,KAG9282496.1,FOXO3,Mus_musculus,NP_001363896.1,FOXO3,1.09e-164,580.0,2.33e-165,580.0
581,FOXO4,NP_061259.1,Astyanax_pachon,KAG9272637.1,FOXO4,Mus_musculus,NP_061259.1,FOXO4,3.49e-101,369.0,5.76e-102,369.0
582,FOXP1,NP_001184250.1,Astyanax_pachon,KAG9276871.1,FOXP1B,Mus_musculus,NP_001184250.1,FOXP1,1.24e-211,736.0,2.5500000000000004e-212,736.0
583,FOXP2,XP_036021645.1,,,,,,,,,,
584,FOXP3,NP_473380.1,Astyanax_pachon,KAG9270734.1,FOXP3,Mus_musculus,NP_473380.1,FOXP3,3.01e-56,219.0,6.98e-57,219.0
585,FRZB,NP_035486.1,Astyanax_pachon,KAG9271814.1,FRZB,Mus_musculus,NP_035486.1,FRZB,3.83e-120,431.0,7.98e-121,431.0
586,FSHB,NP_032071.1,Astyanax_pachon,KAG9260878.1,CGBA,Mus_musculus,NP_032071.1,FSHB,5.28e-26,117.0,1.07e-26,117.0
587,FURIN,NP_001074923.1,Astyanax_pachon,KAG9266571.1,FURIN,Mus_musculus,NP_001074923.1,FURIN,0.0,1025.0,0.0,1025.0
588,FURIN,NP_001074923.1,Astyanax_pachon,KAG9281091.1,FURIN,Mus_musculus,NP_001074923.1,FURIN,4.1499999999999997e-290,997.0,8.110000000000001e-291,997.0
589,FUS,NP_631888.1,Astyanax_pachon,KAG9278544.1,TAF15,Mus_musculus,NP_631888.1,FUS,5.6e-58,225.0,1.3200000000000001e-58,225.0
590,FXN,NP_032070.1,Astyanax_pachon,KAG9269992.1,FXN,Mus_musculus,NP_032070.1,FXN,3.0999999999999997e-40,165.0,6.07e-41,165.0
591,FXYD1,XP_011248951.1,,,,,,,,,,
592,FXYD2,NP_439888.1,,,,,,,,,,
593,FXYD5,NP_001403938.1,,,,,,,,,,
594,G6PC2,NP_067306.1,,,,,,,,,,
595,GABPB1,NP_001393143.1,Astyanax_pachon,KAG9273501.1,GABPB1,Mus_musculus,NP_001393143.1,GABPB1,3.67e-82,305.0,6.85e-83,305.0
596,GABRB3,NP_001033790.1,Astyanax_pachon,KAG9275165.1,GABRB1,Mus_musculus,NP_001033790.1,GABRB3,4.64e-206,717.0,9.399999999999999e-207,717.0
597,GABRB3,NP_001033790.1,Astyanax_pachon,KAG9277227.1,GABRB3,Mus_musculus,NP_001033790.1,GABRB3,7.35e-217,753.0,1.37e-217,753.0
598,GABRE,XP_011245825.1,,,,,,,,,,
599,GAD1,NP_001407029.1,Astyanax_pachon,KAG9271444.1,GAD1,Mus_musculus,NP_001407029.1,GAD1,1.12e-295,1015.0,2.31e-296,1015.0
600,GAD1,NP_001407029.1,Astyanax_pachon,KAG9277820.1,GAD1,Mus_musculus,NP_001407029.1,GAD1,7.29e-291,999.0,1.52e-291,999.0
601,GADD45A,NP_031862.1,Astyanax_pachon,KAG9277794.1,GADD45A,Mus_musculus,NP_031862.1,GADD45A,3.29e-51,201.0,7.039999999999999e-52,201.0
602,GADD45B,NP_032681.1,Astyanax_pachon,KAG9266729.1,GADD45B,Mus_musculus,NP_032681.1,GADD45B,2.37e-49,195.0,4.37e-50,195.0
603,GAL3ST1,XP_036012743.1,Astyanax_pachon,KAG9261986.1,GAL3ST1,Mus_musculus,XP_036012743.1,GAL3ST1,2.84e-136,485.0,6.2e-137,485.0
604,GAS2,XP_036008574.1,Astyanax_pachon,KAG9281034.1,GAS2,Mus_musculus,XP_036008574.1,GAS2,3.5600000000000005e-129,461.0,7.85e-130,461.0
605,GATA1,NP_001397533.1,Astyanax_pachon,KAG9260152.1,GATA2,Mus_musculus,NP_001397533.1,GATA1,3.59e-66,252.0,7.819999999999999e-67,252.0
606,GATA2,NP_001342182.1,Astyanax_pachon,KAG9260598.1,GATA2,Mus_musculus,NP_001342182.1,GATA2,4.33e-181,634.0,9.23e-182,634.0
607,GATA3,NP_001342039.1,Astyanax_pachon,KAG9280464.1,GATA3,Mus_musculus,NP_001342039.1,GATA3,2.1099999999999999e-178,625.0,4.35e-179,625.0
608,GATA5,NP_032119.2,Astyanax_pachon,KAG9269509.1,GATA5-A,Mus_musculus,NP_032119.2,GATA5,2.98e-87,322.0,6.48e-88,322.0
609,GBP2,NP_034390.1,Astyanax_pachon,KAG9271306.1,GBP3,Mus_musculus,NP_034390.1,GBP2,3.76e-120,432.0,7.28e-121,432.0
610,GBX2,NP_034392.1,Astyanax_pachon,KAG9277921.1,GBX2,Mus_musculus,NP_034392.1,GBX2,6.610000000000001e-88,324.0,1.4000000000000002e-88,324.0
611,GCFC2,NP_808552.2,Astyanax_pachon,KAG9268142.1,GCFC2,Mus_musculus,NP_808552.2,GCFC2,2.93e-99,363.0,5.61e-100,363.0
612,GCG,NP_032126.1,,,,,,,,,,
613,GCK,NP_034422.2,Astyanax_pachon,KAG9270492.1,GCK,Mus_musculus,NP_034422.2,GCK,2.6799999999999997e-216,751.0,5.38e-217,751.0
