Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
JAG1,NP_000205.1,KAG9259854.1,JAG1B
JAK1,NP_001308786.1,KAG9277322.1,JAK1
JAK2,NP_001309124.1,KAG9261802.1,JAK2
JAK2,NP_001309124.1,KAG9266318.1,JAK2
JARID2,XP_054211331.1,KAG9279605.1,JARID2B
JDP2,NP_001128521.1,KAG9268789.1,JDP2
JUN,NP_002219.1,KAG9282715.1,JUN
JUNB,NP_002220.1,KAG9279254.1,JUNB
JUND,NP_005345.3,KAG9278669.1,JUND
JUP,XP_054171958.1,KAG9279473.1,JUP
KAT2B,NP_003875.3,KAG9280034.1,KAT2B
KAT5,NP_874369.1,KAG9281911.1,KAT5
KAT6A,NP_006757.2,KAG9262065.1,KAT6A
KCNH2,NP_000229.1,KAG9265091.1,KCNH2
KCNIP3,NP_038462.1,KAG9263394.1,KCNIP3
KCNJ11,NP_000516.3,KAG9281119.1,KCNJ11
KCNN2,NP_001359162.1,KAG9263333.1,KCNN2
KCNN2,NP_001359162.1,KAG9270160.1,KCNN3
KCNQ2,XP_054179406.1,KAG9276966.1,KCNQ2
KCNQ3,XP_054216421.1,KAG9278269.1,KCNQ3
KDM2A,NP_036440.1,KAG9272204.1,KDM2A
KDM2A,NP_036440.1,KAG9275610.1,KDM2A
KDM4B,NP_001398077.1,KAG9266957.1,KDM4B
KDM5C,NP_001340911.1,KAG9270354.1,KDM5C
KDR,NP_002244.1,KAG9282762.1,KDR
KHDRBS1,NP_006550.1,KAG9279660.1,KHDRBS1
KHSRP,NP_001353229.1,KAG9262677.1,KHSRP
KIN,NP_036443.1,KAG9280461.1,KIN
KIT,NP_001372213.1,KAG9282763.1,KITA
KLF11,NP_003588.1,KAG9268139.1,KLF11
KLF11,NP_003588.1,KAG9282941.1,KLF11
KLF15,XP_054202340.1,KAG9277067.1,KLF15
KLF2,NP_057354.1,KAG9278660.1,KLF2
KLF3,NP_057615.3,KAG9259743.1,KLF3
KLF4,NP_004226.3,KAG9266142.1,KLF4
KLF5,NP_001721.2,KAG9262536.1,KLF5
KMT2A,XP_054224805.1,KAG9265454.1,KMT2A
KMT5A,NP_065115.3,KAG9262993.1,KMT5AA
KPNA1,NP_002255.3,KAG9283319.1,KPNA1
KPNA2,NP_001307540.1,KAG9264498.1,KPNA2
KPNA2,NP_001307540.1,KAG9277460.1,KPNA2
KPNB1,NP_002256.2,KAG9279492.1,KPNB1
KRT13,NP_705694.3,KAG9266663.1,KRT19
KRT13,NP_705694.3,KAG9279477.1,KAG9279477.1
KRT13,NP_705694.3,KAG9279478.1,KAG9279478.1
KRT13,NP_705694.3,KAG9279479.1,KAG9279479.1
KRT14,NP_000517.3,KAG9279477.1,KAG9279477.1
KRT14,NP_000517.3,KAG9279478.1,KAG9279478.1
KRT14,NP_000517.3,KAG9279479.1,KAG9279479.1
KRT16,NP_005548.2,KAG9279477.1,KAG9279477.1
KRT16,NP_005548.2,KAG9279478.1,KAG9279478.1
KRT16,NP_005548.2,KAG9279479.1,KAG9279479.1
KRT17,NP_000413.1,KAG9279477.1,KAG9279477.1
KRT17,NP_000413.1,KAG9279478.1,KAG9279478.1
KRT17,NP_000413.1,KAG9279479.1,KAG9279479.1
KRT18,NP_954657.1,KAG9269458.1,KRT18
KRT19,NP_002267.2,KAG9266663.1,KRT19
KRT19,NP_002267.2,KAG9279477.1,KAG9279477.1
L1CAM,NP_001137435.1,KAG9269737.1,L1CAM
LAMA1,NP_005550.2,KAG9276257.1,LAMA1
LAMA3,XP_054174584.1,KAG9274611.1,LAMA3
LAMB1,NP_002282.2,KAG9280964.1,LAMB1
LAPTM4B,NP_060877.4,KAG9279705.1,LAPTM4B
LATS2,NP_055387.2,KAG9271350.1,LATS2
LCAT,NP_000220.1,KAG9272009.1,LCAT
LCK,XP_054192536.1,KAG9268294.1,LCK
LCT,NP_002290.2,KAG9271639.1,LCT
LDHA,NP_001158886.1,KAG9281138.1,LDHA
LDLR,NP_000518.1,KAG9264331.1,LDLR
LEF1,NP_001124186.1,KAG9275630.1,LEF1
LEFTY1,NP_066277.1,KAG9268670.1,LEFTY2
LEFTY1,NP_066277.1,KAG9282642.1,LEFTY2
LGALS1,NP_002296.1,KAG9263879.1,KAG9263879.1
LGALS3BP,XP_054172018.1,KAG9264602.1,LGALS3BPB
LGALS4,XP_054176991.1,KAG9273528.1,LGALS4
LGALS9,NP_033665.1,KAG9263086.1,LGALS9
LHB,NP_000885.1,KAG9275034.1,CGBB
LHX2,NP_004780.3,KAG9269975.1,LHX2
LHX3,NP_835258.1,KAG9281601.1,LHX3
LHX4,NP_203129.1,KAG9270183.1,LHX4
LHX6,NP_954629.2,KAG9263277.1,LHX6
LILRB2,NP_001074447.2,KAG9274025.1,LILRB2
LIMD1,NP_055055.1,KAG9276151.1,LIMD1
LIN28A,NP_078950.1,KAG9276453.1,KAG9276453.1
LIN28B,XP_054211391.1,KAG9276467.1,KAG9276467.1
LIN28B,XP_054211391.1,KAG9282340.1,KAG9282340.1
LIPC,NP_000227.2,KAG9280856.1,LIPC
LMO1,NP_001257357.1,KAG9267177.1,LMO1
LMO2,NP_005565.2,KAG9273563.1,LMO2
LMO3,NP_001230541.1,KAG9280300.1,LMO3
LMO4,NP_001356420.1,KAG9277772.1,LMO4
LMO7,NP_005349.3,KAG9262534.1,LMO7
LMTK2,NP_055731.2,KAG9264375.1,LMTK2
LNPEP,XP_054208557.1,KAG9261851.1,LNPEP
LOX,NP_002308.2,KAG9263345.1,LOX
LOXL2,NP_002309.1,KAG9261457.1,KAG9261457.1
LOXL4,XP_054222887.1,KAG9275316.1,KAG9275316.1
LPIN1,NP_001248357.1,KAG9282351.1,LPIN1
LPL,NP_000228.1,KAG9266657.1,LPL
LRBA,NP_001186211.2,KAG9259944.1,LRBA
LRIG2,NP_055628.1,KAG9277023.1,LRIG2
LRP1,NP_002323.2,KAG9260454.1,LRP1
LRP5,XP_054224760.1,KAG9272066.1,LRP5
LRRN3,NP_001093130.1,KAG9280349.1,LRRN3
LSS,NP_001138908.1,KAG9271616.1,KAG9271616.1
LTA,NP_001153212.1,KAG9279623.1,TNF
LTBP1,XP_054198020.1,KAG9268384.1,LTBP1
LTC4S,NP_665874.1,KAG9272150.1,LTC4S
LTF,NP_001308051.1,KAG9278863.1,TF2
LXN,NP_064554.3,KAG9278531.1,LXN
LYZ,NP_000230.1,KAG9263502.1,KAG9263502.1
MACC1,NP_877439.3,KAG9276076.1,MACC1
MACROD1,XP_054224541.1,KAG9272473.1,MACROD2
MAD1L1,NP_003541.2,KAG9262133.1,MAD1L1
MAD2L1,NP_002349.1,KAG9274093.1,MAD2L1
MAF,XP_054236297.1,KAG9280904.1,MAF
MAFA,NP_963883.2,KAG9277308.1,MAFAA
MAFB,NP_005452.2,KAG9269882.1,MAFB
MAFK,XP_054214977.1,KAG9279970.1,MAFK
MAL,NP_002362.1,KAG9268268.1,MAL
MAML1,NP_055572.1,KAG9272149.1,MAML1
MAOA,NP_000231.1,KAG9271095.1,MAO
MAOB,NP_000889.3,KAG9271095.1,MAO
MAP1A,NP_001398018.1,KAG9261301.1,MAP1A
MAP1LC3A,XP_054180119.1,KAG9260787.1,MAP1LC3A
MAP1LC3B,NP_073729.1,KAG9272047.1,MAP1LC3B
MAP2K4,NP_001268364.1,KAG9267752.1,MAP2K4
MAP2K4,NP_001268364.1,KAG9279213.1,MAP2K4
MAP3K1,NP_005912.1,KAG9263516.1,MAP3K1
MAP3K14,NP_003945.2,KAG9264202.1,MAP3K14
MAP3K5,XP_054211431.1,KAG9282429.1,MAP3K5
MAPK1,NP_620407.1,KAG9261984.1,MAPK1
MAPK7,XP_054172645.1,KAG9267408.1,MAPK7
MAPK8,NP_001310258.1,KAG9267362.1,MAPK8
MAPK8,NP_001310258.1,KAG9275335.1,MAPK8A
MAPKAPK3,XP_054203772.1,KAG9260636.1,MAPKAPK3
MAT2A,NP_005902.1,KAG9261372.1,MAT2A
MAT2A,NP_005902.1,KAG9263349.1,MAT2A
MAT2B,NP_877725.1,KAG9265831.1,MAT2B
MATN1,NP_002370.1,KAG9279847.1,MATN1
MBD2,NP_003918.1,KAG9281644.1,MBD2
MC1R,NP_002377.4,KAG9272951.1,MC1R
MC2R,XP_054174631.1,KAG9276614.1,MC2R
MCAM,XP_054224795.1,KAG9265451.1,MCAM
MCAT,NP_775738.3,KAG9280325.1,MCAT
MCM10,XP_054222209.1,KAG9280340.1,KAG9280340.1
MCM2,NP_004517.2,KAG9260168.1,MCM2
MCM4,NP_877423.1,KAG9275791.1,MCM4-B
MCM5,XP_054181595.1,KAG9264340.1,MCM5
MCM6,NP_005906.2,KAG9277628.1,MCM6
MCM7,NP_005907.3,KAG9263738.1,MCM7-B
MCM8,NP_115874.3,KAG9268735.1,MCM8
MCTS1,NP_054779.1,KAG9272703.1,MCTS1
ME1,NP_002386.1,KAG9278370.1,ME3
MED1,XP_054172515.1,KAG9276711.1,MED1
MED15,NP_001003891.1,KAG9265499.1,MED15
MED23,NP_001257450.1,KAG9282327.1,MED23
MEF2A,NP_001386957.1,KAG9273261.1,MEF2A
MEF2B,NP_001354211.1,KAG9266593.1,MEF2B
MEF2D,XP_054192638.1,KAG9276608.1,MEF2D
MEFV,NP_000234.1,KAG9274337.1,KAG9274337.1
MEIS1,NP_002389.1,KAG9275076.1,MEIS1
MEIS2,NP_733776.1,KAG9268767.1,MEIS2
MELTF,XP_054202538.1,KAG9277336.1,MELTF
MEOX2,NP_005915.2,KAG9264963.1,MEOX2
MEOX2,NP_005915.2,KAG9279739.1,MEOX2
MEP1A,XP_054211438.1,KAG9282633.1,MEP1A
MET,XP_054214230.1,KAG9272360.1,MET
METAP2,NP_006829.1,KAG9280446.1,METAP2
METAP2,NP_006829.1,KAG9281068.1,METAP2
MFN2,NP_001121132.1,KAG9267029.1,MFN1
MFSD2A,NP_001129965.1,KAG9274965.1,MFSD2AB
MFSD2A,NP_001129965.1,KAG9279747.1,MFSD2AB
MGAT5,NP_001358386.1,KAG9261042.1,MGAT5
MGMT,NP_002403.3,KAG9268229.1,MGMT
MIA,NP_001189482.1,KAG9281996.1,MIA
MIF,NP_002406.1,KAG9272222.1,MIF
MITF,NP_001341533.1,KAG9269944.1,MITF
MLANA,NP_005502.1,KAG9266135.1,MLANA
MLH1,NP_000240.1,KAG9274816.1,MLH1
MLLT10,NP_001182555.1,KAG9283271.1,MLLT10
MLLT3,NP_004520.2,KAG9274192.1,MLLT3
MLYCD,NP_036345.2,KAG9273079.1,MLYCD
MMACHC,NP_056321.2,KAG9282730.1,MMACHC
MME,NP_009218.2,KAG9273404.1,MME
MMP11,NP_005931.2,KAG9266340.1,MMP11
MMP13,NP_002418.1,KAG9264620.1,MMP13
MMP14,NP_004986.1,KAG9273820.1,MMP14
MMP17,NP_057239.4,KAG9266249.1,MMP17
MMP2,NP_004521.1,KAG9260913.1,MMP2
MMP20,NP_004762.2,KAG9265203.1,MMP20
MMP20,NP_004762.2,KAG9265204.1,MMP20
MMP9,NP_004985.2,KAG9270760.1,MMP9
MPG,NP_001015052.1,KAG9280086.1,MPG
MPL,NP_005364.1,KAG9277286.1,MPL
MPO,NP_000241.1,KAG9263346.1,MPO
MPO,NP_000241.1,KAG9263347.1,MPO
MSH2,NP_001393566.1,KAG9268001.1,MSH2
MSH6,NP_001393724.1,KAG9275019.1,MSH6
MSL1,NP_001352848.1,KAG9267800.1,KAG9267800.1
MSLN,NP_037536.2,KAG9262903.1,MSLNL
MSX1,NP_002439.2,KAG9263746.1,KAG9263746.1
MSX2,XP_054208630.1,KAG9265974.1,MSXD
MSX2,XP_054208630.1,KAG9281230.1,MSX2
MTA1,XP_054232932.1,KAG9268512.1,MTA1
MTA2,NP_004730.2,KAG9274144.1,MTA2
MTA3,NP_001317371.1,KAG9268012.1,MTA3
MTF1,NP_005946.2,KAG9276449.1,MTF1
MTF2,NP_031384.1,KAG9278835.1,MTF2
MTTP,NP_000244.2,KAG9259723.1,MTTP
MVP,NP_059447.2,KAG9264429.1,MVP
MXD1,NP_002348.1,KAG9262057.1,MXD1
MXD4,NP_006445.1,KAG9275773.1,MXD4
MXI1,NP_569157.2,KAG9261139.1,MXI1
MYB,NP_001123645.1,KAG9269798.1,MYB
MYBBP1A,NP_001099008.1,KAG9261613.1,MYBBP1A
MYBL1,NP_001281211.1,KAG9283384.1,MYBL1
MYBL2,NP_002457.1,KAG9260296.1,MYBL2
MYC,NP_002458.2,KAG9273957.1,MYCB
MYC,NP_002458.2,KAG9283494.1,MYC
MYCBP,NP_036465.2,KAG9281474.1,MYCBP
MYD88,NP_001166038.2,KAG9283297.1,MYD88
MYEF2,XP_054234103.1,KAG9273481.1,MYEF2
MYF6,NP_002460.1,KAG9280490.1,MYF6
MYH11,NP_002465.1,KAG9277348.1,MYH11
MYH9,NP_002464.1,KAG9279271.1,MYH9
MYL7,NP_067046.1,KAG9270494.1,MYL7
MYL9,NP_006088.2,KAG9269254.1,MYL9
MYL9,NP_006088.2,KAG9273881.1,MYL12A
MYL9,NP_006088.2,KAG9274059.1,MYL12A
MYL9,NP_006088.2,KAG9277077.1,MYL9
MYOCD,NP_001139784.1,KAG9267751.1,MYOCD
MYOD1,NP_002469.2,KAG9281115.1,MYOD1
MYOG,NP_002470.2,KAG9260512.1,MYOG
NAB1,NP_001308242.1,KAG9271710.1,NAB1
NAB2,NP_005958.1,KAG9260384.1,NAB2
NAMPT,XP_054212959.1,KAG9280125.1,NAMPT
NAT1,NP_001153647.1,KAG9260935.1,PNAT10
NAT1,NP_001153647.1,KAG9260936.1,PNAT10
NAT1,NP_001153647.1,KAG9260937.1,PNAT10
NBN,NP_002476.2,KAG9275893.1,NBN
NCAM1,NP_001229536.1,KAG9265633.1,NCAM1
NCBP1,NP_002477.1,KAG9281159.1,NCBP1
NCF1,NP_000256.4,KAG9282050.1,NCF1
NCL,NP_005372.2,KAG9266907.1,NCL
NCOA1,NP_003734.3,KAG9282595.1,NCOA1
NCOA3,NP_001167559.1,KAG9269872.1,NCOA3
NCOA4,NP_001138733.1,KAG9275098.1,NCOA4
NCOA6,XP_054179240.1,KAG9269890.1,NCOA6
NCOR1,NP_006302.2,KAG9281684.1,NCOR1
NCOR2,NP_001070729.2,KAG9270507.1,NCOR2
NDC80,NP_006092.1,KAG9268785.1,KAG9268785.1
NDRG1,NP_001361775.1,KAG9279773.1,NDRG1
NDUFV1,NP_009034.2,KAG9276284.1,NDUFV1
NDUFV1,NP_009034.2,KAG9279397.1,NDUFV1
NDUFV2,NP_066552.2,KAG9278615.1,NDUFV2
NEFL,NP_006149.2,KAG9265503.1,NEFL
NEIL1,NP_001243481.1,KAG9281019.1,NEIL1
NELFB,NP_056271.3,KAG9261928.1,NELFB
NELL2,NP_001138582.1,KAG9280619.1,NEL
NELL2,NP_001138582.1,KAG9280873.1,NELL2
NEUROD1,NP_002491.3,KAG9271820.1,NEUROD1
NEUROG3,XP_054221941.1,KAG9272521.1,NEUROG1
NF1,NP_001035957.1,KAG9263087.1,NF1
NF1,NP_001035957.1,KAG9265119.1,NF1
NFAT5,NP_619727.2,KAG9267144.1,NFAT5
NFAT5,NP_619727.2,KAG9280907.1,NFAT5
NFATC1,NP_001265598.1,KAG9278471.1,NFATC1
NFATC1,NP_001265598.1,KAG9278930.1,NFATC1
NFATC2,NP_001245221.1,KAG9269120.1,NFATC2
NFATC3,NP_775188.1,KAG9260896.1,NFATC3
NFE2L1,XP_054172242.1,KAG9267843.1,NFE2L1
NFIA,NP_001138983.1,KAG9266619.1,NFIA
NFIL3,XP_054218973.1,KAG9263495.1,NFIL3
NFKB2,NP_001309863.1,KAG9275553.1,NFKB2
NFKBIA,NP_065390.1,KAG9283215.1,NFKBIA
NFKBIB,NP_002494.2,KAG9282144.1,NFKBIB
NFRKB,NP_006156.2,KAG9265651.1,NFRKB
NFYA,NP_002496.1,KAG9270773.1,NFYA
NGF,XP_054192764.1,KAG9277043.1,NGF
NGFR,NP_002498.1,KAG9267599.1,NGFR
NHLH2,NP_001104531.1,KAG9262412.1,NHLH1
NHLH2,NP_001104531.1,KAG9271035.1,NHLH1
NKX2-1,NP_001073136.1,KAG9268519.1,NKX2-1
NKX2-2,XP_054179432.1,KAG9268603.1,NKX2.2A
NKX2-3,NP_660328.2,KAG9275311.1,NKX2-3
NKX2-5,NP_004378.1,KAG9281234.1,NKX-2.5
NKX3-1,NP_001243268.1,KAG9270430.1,NKX3-1
NKX6-1,NP_006159.2,KAG9265506.1,NKX6-1
NLK,NP_057315.3,KAG9264901.1,NLK
NME1,NP_937818.1,KAG9268073.1,NME2
NME3,NP_002504.2,KAG9264280.1,NME3
NMNAT2,NP_055854.1,KAG9273831.1,NMNAT2
NOD1,XP_054213050.1,KAG9259577.1,NOD1
NOD1,XP_054213050.1,KAG9283911.1,NOD1
NOD2,NP_071445.1,KAG9260926.1,NOD2
NODAL,NP_060525.3,KAG9267480.1,KAG9267480.1
NONO,NP_001138880.1,KAG9282173.1,NONO
NOS1,NP_000611.1,KAG9261998.1,NOS1
NOS2,NP_000616.3,KAG9264903.1,NOS2
NOS2,NP_000616.3,KAG9264904.1,NOS2
NOTCH1,NP_060087.3,KAG9261813.1,KAG9261813.1
NOTCH3,XP_054177079.1,KAG9278989.1,KAG9278989.1
NOTUM,NP_848588.3,KAG9263964.1,NOTUM1A
NOTUM,NP_848588.3,KAG9267022.1,NOTUM1A
NOX5,NP_078781.3,KAG9280797.1,NOX5
NPAS2,XP_054198252.1,KAG9282177.1,CLOCK
NPAS3,XP_054232535.1,KAG9268635.1,NPAS3
NPAT,NP_002510.2,KAG9265202.1,NPAT
NPHS1,NP_004637.1,KAG9264674.1,NPHS1
NPM1,NP_002511.1,KAG9263156.1,NPM1
NPY,NP_000896.1,KAG9280045.1,NPY
NR0B1,NP_000466.2,KAG9261013.1,NR0B1
NR0B2,NP_068804.1,KAG9259576.1,NR0B2
NR0B2,NP_068804.1,KAG9283910.1,NR0B2
NR1D1,NP_068370.1,KAG9264400.1,NR1D1
NR1H3,NP_001238863.1,KAG9260845.1,NR1H3
NR1H4,XP_054229928.1,KAG9273109.1,NR1H4
NR1I2,NP_071285.1,KAG9271692.1,NR1I2
NR2C2,XP_054203686.1,KAG9280449.1,NR2C1-B
NR2E3,NP_055064.1,KAG9281027.1,NR2E3
NR2F1,NP_005645.1,KAG9261883.1,NR2F1A
NR2F6,NP_005225.2,KAG9266742.1,NR2F6
NR4A1,XP_054227878.1,KAG9260392.1,NR4A1
NR4A1,XP_054227878.1,KAG9269814.1,NR4A1
NR4A3,NP_775292.1,KAG9283607.1,NR4A3
NR5A2,NP_995582.1,KAG9266799.1,NR5A2
NRAS,NP_002515.1,KAG9270012.1,NRAS
NRCAM,XP_054214280.1,KAG9280630.1,NRCAM
NRF1,NP_001280092.1,KAG9280525.1,NRF1
NRIP1,XP_054180827.1,KAG9263097.1,NRIP1
NT5E,NP_002517.1,KAG9282448.1,NT5E
NTF3,NP_001096124.1,KAG9280366.1,NTF3
NTRK1,NP_001007793.1,KAG9283699.1,NTRK1
NTRK3,NP_001362741.1,KAG9266978.1,NTRK3
NTRK3,NP_001362741.1,KAG9272051.1,NTRK3
NTS,NP_006174.1,KAG9273124.1,NTS
NUCB1,NP_006175.2,KAG9264089.1,NUCB1
OCLN,XP_054207355.1,KAG9262957.1,OCLN
ODC1,NP_002530.1,KAG9268815.1,ODC1
OGG1,NP_058214.1,KAG9270299.1,OGG1
OGN,NP_077727.3,KAG9260343.1,OGN
OGN,NP_077727.3,KAG9269590.1,OGN
OLFM4,NP_006409.3,KAG9268801.1,OLFM4
OLFM4,NP_006409.3,KAG9268802.1,OLFM4
OLIG2,NP_005797.1,KAG9271044.1,OLIG2
ONECUT1,NP_004489.1,KAG9273457.1,ONECUT1
ONECUT2,NP_004843.2,KAG9266362.1,ONECUT2
OPTN,NP_068815.2,KAG9280205.1,OPTN
ORMDL3,NP_001307731.1,KAG9268066.1,ORMDL3
OTC,NP_001394021.1,KAG9271009.1,OTC
OTX1,NP_055377.1,KAG9262627.1,OTX1B
OTX2,NP_758840.1,KAG9265347.1,OTX5-A
OTX2,NP_758840.1,KAG9268565.1,OTX2
OXT,XP_054179442.1,KAG9270642.1,KAG9270642.1
OXT,XP_054179442.1,KAG9281625.1,KAG9281625.1
OXT,XP_054179442.1,KAG9281896.1,KAG9281896.1
OXTR,NP_001341585.1,KAG9277111.1,KAG9277111.1
P2RY10,NP_001311154.1,KAG9271913.1,P2RY10
PA2G4,NP_006182.2,KAG9269096.1,PA2G4
PA2G4,NP_006182.2,KAG9277051.1,PA2G4
PANK2,NP_705902.2,KAG9275211.1,PANK2
PAPSS2,NP_001015880.1,KAG9267701.1,PAPSS2
PARG,NP_003622.2,KAG9275374.1,PARG
PARP1,NP_001609.2,KAG9283031.1,PARP1
PAWR,NP_001341661.1,KAG9280493.1,PAWR
PAX1,NP_006183.2,KAG9268602.1,PAX1
PAX2,NP_001291498.1,KAG9267230.1,PAX2A
PAX2,NP_001291498.1,KAG9275365.1,PAX2-A
PAX3,NP_852124.1,KAG9278591.1,PAX3-A
PAX4,NP_001353040.1,KAG9280634.1,PAX4
PAX8,NP_003457.1,KAG9281877.1,PAX8
PBK,NP_001349969.1,KAG9283079.1,PBK
PC,NP_071504.2,KAG9265858.1,PC
PC,NP_071504.2,KAG9274383.1,PC
PCK1,NP_002582.3,KAG9277848.1,PCK1
PCNA,NP_872590.1,KAG9263395.1,PCNA
PCSK1,NP_000430.3,KAG9266302.1,PCSK1
PCSK2,NP_002585.2,KAG9274835.1,PCSK2
PCSK9,XP_054191774.1,KAG9282686.1,PCSK9
PCYT1A,NP_005008.2,KAG9273660.1,PCYT1A
PDCD11,XP_054221245.1,KAG9262427.1,KAG9262427.1
PDCD4,NP_055271.2,KAG9261143.1,PDCD4
PDCD5,NP_004699.1,KAG9272956.1,PDCD5
PDE5A,NP_001074.2,KAG9274094.1,PDE5A
PDE7A,NP_001229247.1,KAG9283380.1,PDE7A
PDGFA,NP_001382294.1,KAG9261137.1,PDGFA
PDGFC,NP_057289.1,KAG9272333.1,PDGFC
PDGFRA,NP_001334759.1,KAG9282764.1,PDGFRA
PDGFRB,NP_002600.1,KAG9281199.1,PDGFRB
PDHA1,NP_001166925.1,KAG9281540.1,PDHA1
PDHA1,NP_001166925.1,KAG9283373.1,PDHA1
PDHX,NP_003468.2,KAG9281080.1,PDHX
PDIA2,NP_006840.2,KAG9262127.1,P4HB
PDIA6,NP_001269634.1,KAG9268818.1,PDIA6
PDIA6,NP_001269634.1,KAG9282913.1,PDIA6
PDK1,NP_001265478.1,KAG9271455.1,PDK1
PDK2,NP_002602.2,KAG9267834.1,PDK2
PDK2,NP_002602.2,KAG9279800.1,PDK2
PDK4,NP_002603.1,KAG9279800.1,PDK2
PDX1,NP_000200.1,KAG9283344.1,PDX1
PEA15,XP_054195371.1,KAG9260047.1,PEA15
PEBP1,NP_002558.1,KAG9262071.1,PEBP1
PECAM1,XP_054172416.1,KAG9277424.1,PECAM1
PELO,NP_057030.3,KAG9267267.1,KAG9267267.1
PELP1,NP_055204.4,KAG9274272.1,PELP1
PENK,NP_001129162.1,KAG9274042.1,PENK
PER1,NP_002607.2,KAG9274369.1,KAG9274369.1
PER2,NP_073728.1,KAG9278600.1,KAG9278600.1
PER3,NP_001364204.1,KAG9260254.1,KAG9260254.1
PERP,NP_071404.2,KAG9275060.1,PERP
PFDN4,XP_054179482.1,KAG9269114.1,PFDN4
PFKFB3,XP_054222049.1,KAG9280456.1,PFKFB3
PFKP,NP_001397809.1,KAG9276745.1,PFKP
PFKP,NP_001397809.1,KAG9278271.1,PFKP
PGA5,NP_055039.1,KAG9268068.1,PGA
PGA5,NP_055039.1,KAG9270763.1,KAG9270763.1
PGA5,NP_055039.1,KAG9270764.1,KAG9270764.1
PGK1,NP_000282.1,KAG9265883.1,PGK1
PGLYRP2,NP_443122.3,KAG9264501.1,PGLYRP2
PHF10,XP_054211755.1,KAG9275080.1,PHF10
PHF8,XP_054182699.1,KAG9269764.1,PHF8
PHOX2A,NP_005160.2,KAG9265306.1,PHOX2A
PHOX2B,NP_003915.2,KAG9272157.1,PHOX2B
PIAS1,NP_057250.1,KAG9273197.1,PIAS1
PIAS2,NP_004662.2,KAG9261681.1,PIAS2
PIAS4,NP_056981.2,KAG9266864.1,PIAS4A
PIK3CA,XP_054202817.1,KAG9266440.1,PIK3CA
PIK3R3,NP_001290357.1,KAG9259460.1,PIK3R3
PIK3R3,NP_001290357.1,KAG9269200.1,PIK3R3
PIM1,NP_001230115.1,KAG9270022.1,PIM1
PIN1,NP_006212.1,KAG9262858.1,PIN1
PIP5K1C,XP_054176368.1,KAG9266606.1,PIP5K1C
PIP5K1C,XP_054176368.1,KAG9278678.1,PIP5K1C
PIR,NP_003653.1,KAG9261024.1,PIR
PITX1,XP_054208805.1,KAG9266181.1,PITX1
PITX2,NP_700476.1,KAG9275287.1,PITX3
PITX3,XP_054222065.1,KAG9275287.1,PITX3
PKLR,NP_000289.1,KAG9276287.1,PKM
PKM,XP_054234161.1,KAG9273542.1,PKM
PKNOX1,XP_054180526.1,KAG9262457.1,PKNOX1
PKNOX1,XP_054180526.1,KAG9271679.1,PKNOX1
PKP3,NP_001289958.1,KAG9281029.1,PKP3
PLAA,NP_001308475.1,KAG9274357.1,PLAA
PLAG1,NP_002646.2,KAG9274045.1,PLAG1
PLAGL2,XP_054179485.1,KAG9269504.1,PLAGL2
PLAU,NP_002649.2,KAG9275434.1,PLAU
PLB1,NP_001164056.1,KAG9283159.1,PLB1
PLD1,NP_001123553.1,KAG9264706.1,PLD1
PLD1,NP_001123553.1,KAG9283456.1,PLD1
PLG,NP_000292.1,KAG9283045.1,PLG
PLIN2,NP_001113.2,KAG9274212.1,PLIN2
PLK1,NP_005021.2,KAG9262265.1,PLK1
PLK3,NP_004064.2,KAG9273620.1,PLK3
PLK4,NP_055079.3,KAG9268554.1,PLK4
PLOD1,NP_001303249.1,KAG9270328.1,PLOD1
PLRG1,NP_001188493.1,KAG9259846.1,PLRG1
PLSCR1,NP_001392962.1,KAG9273724.1,PLSCR1
PLXNA1,NP_115618.3,KAG9269155.1,PLXNA1
PLXNA1,NP_115618.3,KAG9277072.1,PLXNA1
PMP22,NP_696996.1,KAG9267439.1,PMP22
PNOC,XP_054216670.1,KAG9282656.1,PNOC
PNRC1,NP_006804.1,KAG9282442.1,PNRC1
PNRC2,NP_060231.1,KAG9278346.1,PNRC2
POLB,XP_054216680.1,KAG9269958.1,POLB
POLD1,NP_001295561.1,KAG9264263.1,POLD1
POLD2,XP_054214434.1,KAG9270544.1,POLD2
POLH,NP_006493.1,KAG9274838.1,POLH
POLK,NP_001382826.1,KAG9261767.1,POLK
POLR1A,NP_056240.2,KAG9272143.1,POLR1A
POLR3D,NP_001713.2,KAG9267302.1,POLR3D
POMGNT1,NP_001230695.2,KAG9277289.1,POMGNT1
PON2,XP_054214449.1,KAG9275911.1,PON2
POR,NP_001369584.2,KAG9278546.1,POR
POU2AF1,NP_006226.2,KAG9265376.1,POU2AF1
POU2F1,XP_054193106.1,KAG9262340.1,POU2F1
POU2F3,NP_001231611.1,KAG9282017.1,POU2F3
POU3F1,NP_002690.3,KAG9276400.1,POU3F1
POU3F2,NP_005595.2,KAG9280551.1,POU3F2
POU3F4,NP_000298.3,KAG9271924.1,POU3F4
POU4F1,NP_006228.3,KAG9277807.1,POU4F1
POU4F2,NP_004566.2,KAG9275698.1,POU4F2
PPARA,NP_001349802.1,KAG9280829.1,PPARA
PPARD,NP_001165290.1,KAG9260753.1,PPARD
PPARD,NP_001165290.1,KAG9270741.1,PPARD
PPARG,NP_056953.2,KAG9260361.1,PPARG
