Model_nodos,NCBI_Product_accesion,Astyanax_ortologos,Symbol
DISP,NP_524734.2,KAG9282529.1,KAG9282529.1
DLC90F,NP_477356.1,KAG9261018.1,DYNLT3
DLG1,NP_996406.1,KAG9277335.1,KAG9277335.1
DLG1,NP_996406.1,KAG9278789.1,KAG9278789.1
DLIC,NP_572694.1,KAG9261201.1,DYNC1LI2
DLIC,NP_572694.1,KAG9280078.1,DYNC1LI2
DLP,NP_524071.2,KAG9270997.1,GPC6
DLP,NP_524071.2,KAG9272644.1,GPC4
DMRT93B,NP_524428.1,KAG9270856.1,DMRTA2
DNASEII,NP_650672.1,KAG9283693.1,DNASE2
DNC,NP_726846.1,KAG9262984.1,PDE4D
DNC,NP_726846.1,KAG9266772.1,PDE4D
DNC,NP_726846.1,KAG9270944.1,PDE4D
DNC,NP_726846.1,KAG9273676.1,PDE4B
DNC,NP_726846.1,KAG9277326.1,PDE4B
DNC,NP_726846.1,KAG9280107.1,PDE4A
DNR1,NP_001261137.1,KAG9275953.1,MYLIPB
DNT,NP_477341.2,KAG9277754.1,RYK
DNZ1,NP_477449.1,KAG9262109.1,ZDHHC3
DOA,NP_001036765.1,KAG9276289.1,CLK2
DOA,NP_001036765.1,KAG9279393.1,CLK2
DOC3,NP_648280.1,KAG9265461.1,TBX4
DOC3,NP_648280.1,KAG9278559.1,TBX1-B
DOCK,NP_722657.1,KAG9259428.1,NCK2
DOCK,NP_722657.1,KAG9271324.1,NCK2
DOCK,NP_722657.1,KAG9276750.1,NCK1
DOCK,NP_722657.1,KAG9277671.1,NCK2
DOM,NP_726065.1,KAG9270506.1,EP400
DP,NP_477039.1,KAG9262325.1,TFDP1
DP,NP_477039.1,KAG9265048.1,TFDP2
DP,NP_477039.1,KAG9271114.1,TFDP1
DP1,NP_523781.2,KAG9268062.1,HDLBP
DP1,NP_523781.2,KAG9277768.1,HDLBP
DPH5,NP_524452.4,KAG9266642.1,DPH5
DPP,NP_477311.1,KAG9268738.1,BMP2
DPP,NP_477311.1,KAG9268760.1,BMP4
DPPIII,NP_731237.1,KAG9265871.1,DPP3
DRIP,NP_001286316.1,KAG9274618.1,AQP4
DRIP,NP_001286316.1,KAG9282795.1,AQP4
DRK,NP_476858.1,KAG9264496.1,GRB2
DRK,NP_476858.1,KAG9277381.1,GRB2
DS,NP_523446.2,KAG9264637.1,DCHS1
DSD,NP_651571.3,KAG9267864.1,ATRNL1
DSD,NP_651571.3,KAG9275197.1,ATRN
DSH,NP_511118.2,KAG9260481.1,KAG9260481.1
DSH,NP_511118.2,KAG9269713.1,KAG9269713.1
DSH,NP_511118.2,KAG9272844.1,KAG9272844.1
DSH,NP_511118.2,KAG9274414.1,KAG9274414.1
DX,NP_511064.2,KAG9270272.1,DTX1
DYB,NP_523712.3,KAG9268499.1,DTNB
DYB,NP_523712.3,KAG9282348.1,DTNB
DYS,NP_001036728.1,KAG9262123.1,DMD
DYS,NP_001036728.1,KAG9269236.1,UTRN
E(BX),NP_001261189.1,KAG9277462.1,BPTF
E(Z),NP_001137932.1,KAG9264190.1,EZH1
E(Z),NP_001137932.1,KAG9283278.1,EZH2
E2F2,NP_477355.1,KAG9273987.1,E2F5
EAAT1,NP_001369123.1,KAG9261653.1,SLC1A3
EAAT1,NP_001369123.1,KAG9263067.1,SLC1A3
EAAT1,NP_001369123.1,KAG9266740.1,SLC1A3
EAAT2,NP_001162844.1,KAG9266740.1,SLC1A3
EAAT2,NP_001162844.1,KAG9281077.1,SLC1A2
EAG,NP_001036275.1,KAG9266417.1,KCNH1
EAG,NP_001036275.1,KAG9268278.1,KCNH1
EAG,NP_001036275.1,KAG9274900.1,KCNH5
EAG,NP_001036275.1,KAG9282826.1,KCNH5
EB1,NP_724495.2,KAG9268496.1,MAPRE3
EBI,NP_477329.1,KAG9266443.1,TBL1XR1
EBI,NP_477329.1,KAG9270978.1,TBL1XR1
EBI,NP_477329.1,KAG9273734.1,TBL1XR1
ECA,NP_788616.1,KAG9269150.1,TMED4
ECA,NP_788616.1,KAG9272512.1,TMED9
ECR,NP_724456.1,KAG9269814.1,NR4A1
ECT3,NP_650142.1,KAG9260016.1,GLB1
ECT3,NP_650142.1,KAG9271770.1,GLB1
EDC3,NP_648992.1,KAG9272398.1,EDC3
EDEM2,NP_609611.1,KAG9266230.1,EDEM3
EDEM2,NP_609611.1,KAG9270073.1,EDEM3
EEF1DELTA,NP_609361.1,KAG9278743.1,EEF1D
EFF,NP_731941.1,KAG9263806.1,UBE2D2
EFF,NP_731941.1,KAG9265733.1,UBE2D2
EFF,NP_731941.1,KAG9267304.1,UBE2D4
EFF,NP_731941.1,KAG9270459.1,UBE2D4
EFF,NP_731941.1,KAG9275154.1,UBE2D2
EFF,NP_731941.1,KAG9281256.1,UBE2D2
EGFR,NP_476758.1,KAG9262221.1,ERBB4
EGFR,NP_476758.1,KAG9262223.1,ERBB4
EGFR,NP_476758.1,KAG9275830.1,EGFR
EGFR,NP_476758.1,KAG9278768.1,EGFR
EIF6,NP_659573.1,KAG9259415.1,EIF6
EIF6,NP_659573.1,KAG9277688.1,EIF6
EIP63E,NP_001261373.1,KAG9283913.1,CDK14
ELK,NP_477009.1,KAG9264251.1,KCNH4
ELK,NP_477009.1,KAG9280036.1,KCNH8
ELP2,NP_610600.1,KAG9279777.1,ELP2
EMP,NP_001286873.1,KAG9262945.1,UBC
ENDOA,NP_732383.1,KAG9266546.1,SH3GL3
ENDOA,NP_732383.1,KAG9270139.1,SH3GL1
ENT3,NP_648608.2,KAG9262286.1,SLC29A4
ENT3,NP_648608.2,KAG9279938.1,SLC29A4
EPAC,NP_001097202.2,KAG9271457.1,RAPGEF4
EPAC,NP_001097202.2,KAG9277860.1,RAPGEF4
EPH,NP_524625.3,KAG9260155.1,EPHB2
EPH,NP_524625.3,KAG9263476.1,EPHA5
EPH,NP_524625.3,KAG9269650.1,EPHB2
EPH,NP_524625.3,KAG9273778.1,EPHA3
EPH,NP_524625.3,KAG9278083.1,EPHB1
EPH,NP_524625.3,KAG9283478.1,EPHA3
ERF1,NP_001262105.1,KAG9263144.1,ETF1
ERF1,NP_001262105.1,KAG9281189.1,ETF1
ERGIC53,NP_524776.1,KAG9266281.1,LMAN1
ERP60,NP_725084.2,KAG9272441.1,PDIA3
ERR,NP_648183.3,KAG9265849.1,ESRRG
ERR,NP_648183.3,KAG9268335.1,ESRRG
ERR,NP_648183.3,KAG9268797.1,ESRRG
ERR,NP_648183.3,KAG9282353.1,ESRRG
ESYT2,NP_733011.2,KAG9274714.1,ESYT2-A
ETL1,NP_609320.2,KAG9263332.1,SMARCAD1B
ETL1,NP_609320.2,KAG9270690.1,SMARCAD1A
ETS21C,NP_523445.1,KAG9259536.1,KAG9259536.1
ETS21C,NP_523445.1,KAG9283868.1,KAG9283868.1
ETS97D,NP_001263000.1,KAG9271118.1,GABPA
ETS98B,NP_524535.2,KAG9276913.1,SPDEF
EWG,NP_001014708.1,KAG9280525.1,NRF1
EXD,NP_523360.1,KAG9270283.1,PBX3
EXD,NP_523360.1,KAG9277841.1,PBX1
EXD,NP_523360.1,KAG9278851.1,PBX1
EXO84,NP_651454.1,KAG9282381.1,EXOC8
FAF,NP_524612.2,KAG9271101.1,USP9X
FAF,NP_524612.2,KAG9277886.1,USP9X
FAS2,NP_001259235.1,KAG9262164.1,NCAM2
FAS2,NP_001259235.1,KAG9265406.1,NCAM1
FAS2,NP_001259235.1,KAG9265633.1,NCAM1
FAT-SPONDIN,NP_477435.1,KAG9271984.1,SPON1
FAX,NP_001014587.1,KAG9280552.1,KAG9280552.1
FBL,NP_597678.1,KAG9267713.1,PANK1
FBL,NP_597678.1,KAG9268395.1,PANK1
FBL,NP_597678.1,KAG9275211.1,PANK2
FBL6,NP_610665.2,KAG9278926.1,FBXL6
FD96CA,NP_524495.1,KAG9270934.1,FOXD5-A
FDH,NP_524310.1,KAG9272321.1,KAG9272321.1
FDL,NP_001356962.1,KAG9281028.1,HEXA
FEM-1,NP_611508.1,KAG9280840.1,KAG9280840.1
FEN1,NP_523765.1,KAG9275814.1,FEN1
FEO,NP_572658.2,KAG9280723.1,PRC1
FER1,NP_001262334.1,KAG9278404.1,PTF1A
FHOS,NP_001261599.1,KAG9260890.1,FHOD3
FIDIPIDINE,NP_523760.1,KAG9271541.1,CCDC93
FIM,NP_523385.1,KAG9273727.1,PLS1
FIS1,NP_001137607.1,KAG9274325.1,FIS1
FJ,NP_477483.1,KAG9281075.1,FJX1
FKBP59,NP_524895.2,KAG9272976.1,FKBP4
FLFL,NP_731849.2,KAG9259881.1,PPP4R3B
FLFL,NP_731849.2,KAG9282482.1,SMEK1
FLII,NP_525097.1,KAG9279930.1,KAG9279930.1
FLR,NP_648642.1,KAG9263755.1,WDR1
FLW,NP_001356939.1,KAG9259910.1,PPP1CB
FLW,NP_001356939.1,KAG9268280.1,PPP1CB
FLW,NP_001356939.1,KAG9283158.1,PPP1CB
FMR1,NP_001247017.1,KAG9266916.1,FXR1
FMR1,NP_001247017.1,KAG9274501.1,FXR2
FNE,NP_001401058.1,KAG9259613.1,ELAVL2
FNE,NP_001401058.1,KAG9270855.1,ELAVL4
FNE,NP_001401058.1,KAG9280105.1,ELAVL3
FNG,NP_524191.1,KAG9267374.1,RFNG
FOR,NP_477487.1,KAG9267311.1,PRKG1
FOR,NP_477487.1,KAG9275301.1,PRKG1
FOXO,NP_001303426.1,KAG9263180.1,FOXO1B
FOXO,NP_001303426.1,KAG9272637.1,FOXO4
FRAY,NP_001303449.2,KAG9271508.1,STK39
FRAY,NP_001303449.2,KAG9283296.1,OXSR1
FRJ,NP_609029.1,KAG9276316.1,MBOAT7
FRQ1,NP_573271.1,KAG9281804.1,NCS1
FRQ2,NP_525093.1,KAG9281804.1,NCS1
FRY,NP_729520.1,KAG9263699.1,KAG9263699.1
FRY,NP_729520.1,KAG9264640.1,KAG9264640.1
FS(1)H,NP_511078.2,KAG9261897.1,BRD2
FS(1)H,NP_511078.2,KAG9279317.1,BRD2
FS(2)KET,NP_477496.1,KAG9279492.1,KPNB1
FT,NP_477497.1,KAG9263768.1,FAT4
FTZ-F1,NP_524143.2,KAG9266799.1,NR5A2
FTZ-F1,NP_524143.2,KAG9270472.1,NR5A2
FUCTA,NP_648754.2,KAG9268921.1,FUT9
FUCTA,NP_648754.2,KAG9269976.1,FUT9
FUCTA,NP_648754.2,KAG9279050.1,FUT9
FUCTA,NP_648754.2,KAG9281478.1,FUT9
FUCTA,NP_648754.2,KAG9281490.1,FUT9
FUR1,NP_733102.1,KAG9266571.1,FURIN
FUR1,NP_733102.1,KAG9281091.1,FURIN
FUR2,NP_727963.1,KAG9266518.1,PCSK6
FUR2,NP_727963.1,KAG9270388.1,PCSK5
FUS,NP_001163161.1,KAG9260893.1,ESRP2
FUS,NP_001163161.1,KAG9283595.1,ESRP1
FZ,NP_001261836.1,KAG9271551.1,FZD7
FZ,NP_001261836.1,KAG9277566.1,FZD7-A
FZ2,NP_001401042.1,KAG9271192.1,FZD5
FZ2,NP_001401042.1,KAG9276739.1,FZD8
FZY,NP_477501.1,KAG9278856.1,KAG9278856.1
G,NP_524785.2,KAG9266859.1,AP3D1
G9A,NP_001259088.1,KAG9281379.1,EHMT2
GABA-B-R1,NP_523569.3,KAG9264930.1,GABBR1
GABA-B-R1,NP_523569.3,KAG9279624.1,GABBR1
GABA-B-R2,NP_732658.1,KAG9279778.1,GABBR2
GAD1,NP_523914.2,KAG9271444.1,GAD1
GAD1,NP_523914.2,KAG9276770.1,GAD2
GAD1,NP_523914.2,KAG9277820.1,GAD1
GAD1,NP_523914.2,KAG9278419.1,GAD1
GADD45,NP_610264.1,KAG9265536.1,GADD45G
GADD45,NP_610264.1,KAG9265537.1,GADD45G
GADD45,NP_610264.1,KAG9270592.1,GADD45G
GADD45,NP_610264.1,KAG9277794.1,GADD45A
GALE,NP_612044.1,KAG9268310.1,GALE
GALECTIN,NP_001245813.1,KAG9263086.1,LGALS9
GAMMACOP,NP_001263145.1,KAG9280185.1,COPG2
GAPDH2,NP_542445.1,KAG9276573.1,GAPDH
GBB,NP_477340.1,KAG9269286.1,BMP7
GBB,NP_477340.1,KAG9275049.1,BMP5
GBB,NP_477340.1,KAG9283548.1,BMP6
GBETA13F,NP_525090.1,KAG9270215.1,GNB1
GBETA13F,NP_525090.1,KAG9276898.1,GNB1
GBETA5,NP_572452.1,KAG9273463.1,GNB5B
GBETA5,NP_572452.1,KAG9280785.1,GNB5A
GC,NP_523885.2,KAG9263343.1,GGCX
GCLC,NP_525005.2,KAG9275039.1,GCLC
GCLM,NP_732780.1,KAG9270851.1,GCLM
GCN2,NP_001263142.1,KAG9268185.1,EIF2AK4
GDI,NP_523524.2,KAG9269081.1,GDI1
GDI,NP_523524.2,KAG9280264.1,GDI2
GEL,NP_524865.2,KAG9266291.1,GSN
GEL,NP_524865.2,KAG9271627.1,VIL1
GEL,NP_524865.2,KAG9279737.1,SCIN
GEM,NP_610556.1,KAG9269140.1,TFCP2
GIG,NP_524177.1,KAG9262659.1,TSC2
GISH,NP_001262624.1,KAG9264767.1,CSNK1G2
GISH,NP_001262624.1,KAG9267094.1,CSNK1G1
GISH,NP_001262624.1,KAG9270093.1,CSNK1G2
GISH,NP_001262624.1,KAG9280879.1,CSNK1G1
GKT,NP_523465.2,KAG9268890.1,TDP1
GLUCLALPHA,NP_001163656.2,KAG9272501.1,GLRA1
GLUT1,NP_001303403.1,KAG9269655.1,SLC2A1
GLUT1,NP_001303403.1,KAG9274158.1,SLC2A4
GLUT1,NP_001303403.1,KAG9279405.1,SLC2A3
GLYP,NP_722762.1,KAG9265745.1,PYGM
GLYP,NP_722762.1,KAG9268434.1,PYGB
GLYP,NP_722762.1,KAG9274494.1,PYGM
GLYP,NP_722762.1,KAG9275479.1,PYGL
GNF1,NP_001014605.1,KAG9259925.1,RFC1
GOT1,NP_725534.1,KAG9275310.1,GOT1
GOT2,NP_722744.1,KAG9273229.1,GOT2
GP210,NP_610184.2,KAG9269857.1,NUP210
GP93,NP_651601.1,KAG9280247.1,HSP90B1
GPRK1,NP_001036438.1,KAG9262941.1,GRK3
GPRK2,NP_476867.1,KAG9265910.1,GRK6
GPRK2,NP_476867.1,KAG9270549.1,GRK5
GRAF,NP_573070.2,KAG9265610.1,ARHGAP42A
GRAF,NP_573070.2,KAG9273324.1,ARHGAP42
GRD,NP_524131.1,KAG9266190.1,GABRA6
GRD,NP_524131.1,KAG9266191.1,GABRA1
GRD,NP_524131.1,KAG9272576.1,GABRA4
GRD,NP_524131.1,KAG9272577.1,GABRA2
GRIP,NP_572285.2,KAG9280312.1,GRIP1
GRO,NP_996298.1,KAG9260860.1,TLE3B
GRO,NP_996298.1,KAG9273201.1,TLE3A
GRP,NP_477011.1,KAG9265594.1,CHEK1
GS2,NP_001285121.1,KAG9277797.1,GLUL
GS2,NP_001285121.1,KAG9278852.1,GLUL
GSB,NP_523863.1,KAG9260231.1,PAX7
GSB,NP_523863.1,KAG9269630.1,PAX7
GSB-N,NP_523862.1,KAG9260231.1,PAX7
GSB-N,NP_523862.1,KAG9269630.1,PAX7
GSTS1,NP_725653.1,KAG9270783.1,GSTM3
GSTS1,NP_725653.1,KAG9281262.1,GSTP1
GUS,NP_001246140.1,KAG9269657.1,SPSB1
GUS,NP_001246140.1,KAG9273791.1,SPSB4
GYC88E,NP_001036711.1,KAG9281242.1,GYC88E
GYCBETA100B,NP_524603.2,KAG9259988.1,GUCY1B1
HAND,NP_609370.2,KAG9266173.1,HAND1
HAND,NP_609370.2,KAG9275714.1,HAND2
HBS1,NP_652729.2,KAG9269797.1,HBS1L
HCF,NP_001245420.1,KAG9270052.1,HCFC1
HCS,NP_001287175.1,KAG9263645.1,HLCS
HDC,NP_523679.2,KAG9273502.1,HDC
HEIX,NP_523581.1,KAG9270229.1,UBIAD1
HEL25E,NP_723089.1,KAG9262489.1,DDX39A
HEL25E,NP_723089.1,KAG9279267.1,DDX39A
HEL25E,NP_723089.1,KAG9279628.1,DDX39B
HEL89B,NP_732097.2,KAG9275513.1,BTAF1
HEN1,NP_610732.1,KAG9282602.1,HENMT1
HEPH,NP_788776.2,KAG9263256.1,PTBP3
HEPH,NP_788776.2,KAG9264795.1,PTBP2
HEPH,NP_788776.2,KAG9266713.1,PTBP1
HEPH,NP_788776.2,KAG9276513.1,PTBP2
HERC2,NP_608388.2,KAG9277231.1,HERC2
HEX-A,NP_524848.1,KAG9270492.1,GCK
HEX-C,NP_524674.1,KAG9262061.1,HK2
HEXO2,NP_525081.1,KAG9281028.1,HEXA
HGO,NP_523544.2,KAG9283402.1,HGD
HH,NP_001034065.1,KAG9271585.1,IHHB
HH,NP_001034065.1,KAG9273628.1,SHHA
HIL,NP_611493.2,KAG9281210.1,KY
HIP,NP_570074.3,KAG9279179.1,ST13
HIP14,NP_001261910.1,KAG9280510.1,ZDHHC17
HIRA,NP_572401.2,KAG9262018.1,HIRA
HIS3.3B,NP_511095.1,KAG9280000.1,HIS3.3A
HIW,NP_511159.3,KAG9271393.1,MYCBP2
HMGCR,NP_732900.1,KAG9266342.1,HMGCR
HMGS,NP_524711.1,KAG9263515.1,HMGCS1
HN,NP_523963.2,KAG9280173.1,PAH
HOE1,NP_608876.1,KAG9277230.1,OCA2
HOIP,NP_524714.1,KAG9264388.1,SNU13
HOIP,NP_524714.1,KAG9267625.1,SNU13
HOW,NP_001262822.1,KAG9267926.1,QKI-B
HOW,NP_001262822.1,KAG9268247.1,QKIA
HP1B,NP_572521.2,KAG9264415.1,KAG9264415.1
HP1B,NP_572521.2,KAG9267844.1,KAG9267844.1
HP1B,NP_572521.2,KAG9280051.1,KAG9280051.1
HPH,NP_730906.1,KAG9266431.1,KAG9266431.1
HPPY,NP_001286604.1,KAG9261084.1,MAP4K3
HPPY,NP_001286604.1,KAG9275483.1,MAP4K5
HR51,NP_611032.2,KAG9281027.1,NR2E3
HRB98DE,NP_733249.1,KAG9260409.1,HNRNPA1
HRB98DE,NP_733249.1,KAG9269038.1,HNRNPA1
HRB98DE,NP_733249.1,KAG9271482.1,HNRNPA3.S
HRG,NP_001261097.1,KAG9275414.1,PAPOLG
HRG,NP_001261097.1,KAG9283088.1,PAPOLA
HRS,NP_722830.2,KAG9279023.1,HGS
HS2ST,NP_477339.1,KAG9264740.1,HS2ST1
HS2ST,NP_477339.1,KAG9277771.1,HS2ST1
HS3ST-A,NP_788409.1,KAG9275507.1,HS3ST1
HS6ST,NP_524409.2,KAG9271207.1,HS6ST3B
HS6ST,NP_524409.2,KAG9272643.1,HS6ST2
HS6ST,NP_524409.2,KAG9273776.1,HS6ST1B
HS6ST,NP_524409.2,KAG9277867.1,HS6ST3B
HS6ST,NP_524409.2,KAG9283479.1,HS6ST1B
HSC70-3,NP_727563.1,KAG9281622.1,HSPA5
HSC70-5,NP_523741.2,KAG9272774.1,HSPA9
HSP83,NP_523899.1,KAG9282906.1,HSP90AA1
HSP83,NP_523899.1,KAG9283136.1,HSP90AB1
HTH,NP_476578.3,KAG9268767.1,MEIS2
HTH,NP_476578.3,KAG9275076.1,MEIS1
HTH,NP_476578.3,KAG9283192.1,MEIS1
HTL,NP_732286.1,KAG9265904.1,FGFR4
HTL,NP_732286.1,KAG9270425.1,FGFR1A
HTL,NP_732286.1,KAG9274998.1,FGFR2
HTL,NP_732286.1,KAG9275189.1,FGFR3
HTRA2,NP_650366.1,KAG9275213.1,HTRA2
HTS,NP_001246420.1,KAG9266359.1,ADD1
HUS1-LIKE,NP_477426.1,KAG9283573.1,HUS1
HYD,NP_524296.2,KAG9283796.1,UBR5
HYDR2,NP_608751.2,KAG9266508.1,ABHD2A
HYDR2,NP_608751.2,KAG9272437.1,ABHD2B
HYX,NP_649863.1,KAG9273634.1,CDC73
ICS,NP_609665.2,KAG9276493.1,RSU1
IDH,NP_729369.2,KAG9271190.1,IDH1
IF,NP_728021.2,KAG9283628.1,ITGA8
IFC,NP_476594.1,KAG9260083.1,DEGS1
IFC,NP_476594.1,KAG9268109.1,DEGS2
ILK,NP_525001.2,KAG9263660.1,ILK
INAE,NP_001138195.1,KAG9266498.1,DAGLA
INDY,NP_730363.2,KAG9265214.1,SLC13A5
INDY,NP_730363.2,KAG9265787.1,SLC13A5
INE,NP_477012.1,KAG9261962.1,INE
INE,NP_477012.1,KAG9281695.1,INE
INO80,NP_732413.1,KAG9282991.1,INO80
INOS,NP_477405.1,KAG9278702.1,ISYNA1-A
INR,NP_001138093.1,KAG9266932.1,INSR
INR,NP_001138093.1,KAG9266987.1,IGF1R
INR,NP_001138093.1,KAG9273221.1,IGF1R
INR,NP_001138093.1,KAG9273912.1,INSR
INVADOLYSIN,NP_652072.1,KAG9271613.1,LMLN
IPK2,NP_608535.1,KAG9275298.1,IPMK
IPLA2-VIA,NP_648366.2,KAG9261154.1,PLA2G6
IPP,NP_731872.1,KAG9260382.1,INPP1
IRP-1A,NP_477371.1,KAG9274218.1,ACO1
IRP-1B,NP_524303.2,KAG9274218.1,ACO1
JAGN,NP_649585.1,KAG9261161.1,KAG9261161.1
JAGN,NP_649585.1,KAG9271017.1,KAG9271017.1
JAR,NP_001287501.1,KAG9268494.1,MYO6
JAR,NP_001287501.1,KAG9282452.1,MYO6
JDP,NP_733380.1,KAG9274832.1,KAG9274832.1
JHEH1,NP_611385.1,KAG9261156.1,EPHX1
JHEH1,NP_611385.1,KAG9282600.1,EPHX1
JHEH2,NP_611386.2,KAG9261156.1,EPHX1
JHEH2,NP_611386.2,KAG9274805.1,EPHX1
JHEH2,NP_611386.2,KAG9282600.1,EPHX1
JHI-21,NP_609542.1,KAG9272043.1,SLC7A5
JIL-1,NP_648432.1,KAG9268521.1,RPS6KA5
JIL-1,NP_648432.1,KAG9281907.1,RPS6KA4
KAP3,NP_001096951.3,KAG9264770.1,KIFAP3
KAP-ALPHA1,NP_524167.1,KAG9278335.1,KPNA5
KARYBETA3,NP_524226.1,KAG9262144.1,IPO5
KCNQ,NP_001260848.1,KAG9260833.1,KCNQ1
KCNQ,NP_001260848.1,KAG9262572.1,KCNQ5
KCNQ,NP_001260848.1,KAG9279817.1,KCNQ4
KCNQ,NP_001260848.1,KAG9280826.1,KCNQ1
KDELR,NP_477296.1,KAG9264296.1,KDELR2
KDELR,NP_477296.1,KAG9267775.1,KDELR2
KDN,NP_727091.1,KAG9269146.1,CS
KEAP1,NP_732202.2,KAG9273767.1,KEAP1A
KHC,NP_476590.1,KAG9267971.1,KIF5B
KHC,NP_476590.1,KAG9271239.1,KIF5A
KHC,NP_476590.1,KAG9276973.1,KIF5A
KHC,NP_476590.1,KAG9278220.1,KIF5B
KHC-73,NP_001261000.1,KAG9268887.1,KIF13B
KIBRA,NP_001287329.1,KAG9265913.1,WWC1
KIF19A,NP_996208.1,KAG9267982.1,KIF19
KIRRE,NP_726844.1,KAG9263129.1,KIRREL3
KIRRE,NP_726844.1,KAG9273357.1,KIRREL3
KIRRE,NP_726844.1,KAG9274186.1,KIRREL1
KKV,NP_730928.2,KAG9260093.1,KAG9260093.1
KKV,NP_730928.2,KAG9273110.1,KAG9273110.1
KLG,NP_524454.2,KAG9277250.1,NEGR1
KLP10A,NP_572687.1,KAG9262988.1,KIF2A
KLP10A,NP_572687.1,KAG9269989.1,KIF2A
KLP31E,NP_609398.2,KAG9280423.1,KIF21A
KLP68D,NP_524029.2,KAG9269502.1,KIF3B
KLP98A,NP_001247339.1,KAG9269438.1,KIF1C
KN,NP_001097317.1,KAG9263804.1,EBF3
KN,NP_001097317.1,KAG9265479.1,EBF1
KN,NP_001097317.1,KAG9267454.1,EBF3
KN,NP_001097317.1,KAG9272737.1,EBF1A
KOKO,NP_732338.1,KAG9269599.1,CCNQ
KON,NP_609881.3,KAG9261698.1,CSPG4
KRAKEN,NP_477265.1,KAG9262498.1,SERHL
KR-H2,NP_523490.1,KAG9272230.1,TMEM33
KRT95D,NP_732935.2,KAG9265752.1,PACS1
KRT95D,NP_732935.2,KAG9266427.1,PACS2
KRT95D,NP_732935.2,KAG9274978.1,PACS2
KRZ,NP_524988.1,KAG9263595.1,KAG9263595.1
KRZ,NP_524988.1,KAG9265087.1,ARRB1
KSR,NP_524236.2,KAG9261997.1,KSR2
KSR,NP_524236.2,KAG9263085.1,KSR1
KST,NP_001097492.2,KAG9268193.1,SPTBN5
KUA,NP_610026.1,KAG9270874.1,TMEM189
KUA,NP_610026.1,KAG9273162.1,TMEM189
KUG,NP_001027138.2,KAG9259655.1,FAT1
KUG,NP_001027138.2,KAG9265353.1,FAT3
KUZ,NP_001097160.2,KAG9261290.1,ADAM10
KUZ,NP_001097160.2,KAG9280857.1,ADAM10
KZ,NP_476591.1,KAG9270624.1,DHX37
L(1)G0004,NP_608387.1,KAG9275065.1,PNO1
L(1)G0020,NP_572503.1,KAG9273565.1,NAT10
L(1)G0196,NP_001285535.1,KAG9261300.1,PPIP5K1
L(1)G0196,NP_001285535.1,KAG9263505.1,PPIP5K2
L(1)G0196,NP_001285535.1,KAG9272433.1,PPIP5K1
L(1)G0320,NP_572567.1,KAG9276242.1,SSR1
L(2)09851,NP_610182.3,KAG9276039.1,GRWD1
L(2)34FD,NP_609711.1,KAG9268816.1,NOL10
L(2)EFL,NP_523827.1,KAG9262387.1,CRYAA
L(2)EFL,NP_523827.1,KAG9281994.1,CRYAB
L(2)GD1,NP_001245976.1,KAG9262691.1,CC2D1A
L(2)GD1,NP_001245976.1,KAG9278857.1,CC2D1B
L(2)K01209,NP_611206.3,KAG9269295.1,UCKL1
L(2)K01209,NP_611206.3,KAG9270714.1,UCKL1
L(2)K01209,NP_611206.3,KAG9282559.1,UCKL1
L(2)K05819,NP_722974.1,KAG9267995.1,TMEM94
L(2)K09022,NP_609079.2,KAG9267569.1,HEATR1
L(3)07882,NP_652040.2,KAG9266145.1,NOP14
L(3)73AH,NP_524933.1,KAG9281157.1,PCGF3
L(3)MBT,NP_733209.1,KAG9282321.1,L3MBTL3
L(3)NEO43,NP_650443.3,KAG9274975.1,KAG9274975.1
LAC,NP_523713.2,KAG9265330.1,LSAMP
LAC,NP_523713.2,KAG9277250.1,NEGR1
LAM,NP_476616.1,KAG9266966.1,LMNB2
LAMA,NP_729060.2,KAG9267629.1,PLBD1
LANA,NP_476617.1,KAG9269448.1,LAMA5
LANB1,NP_476618.1,KAG9269609.1,LAMB2
LANB1,NP_476618.1,KAG9280964.1,LAMB1
LANB2,NP_524006.1,KAG9273829.1,LAMC1
LAR,NP_001260597.1,KAG9259952.1,PTPRD
LASP,NP_001246799.1,KAG9278460.1,NEBL
LBR,NP_726114.1,KAG9282619.1,LBR
LDBR,NP_996022.1,KAG9271187.1,DBR1
LDS,NP_524850.2,KAG9271375.1,TTF2
LECTIN-28C,NP_652636.2,KAG9273898.1,MBL2
LETM1,NP_611922.1,KAG9275188.1,LETM1
LGR3,NP_733115.1,KAG9263698.1,RXFP2
LIC,NP_477162.1,KAG9268085.1,MAP2K6
LIM1,NP_572505.1,KAG9264975.1,LHX1A
LIM1,NP_572505.1,KAG9266101.1,LHX5
LIM3,NP_001260559.1,KAG9270183.1,LHX4
LIMK1,NP_727621.1,KAG9278562.1,LIMK1
LIPRIN-ALPHA,NP_001260155.1,KAG9280487.1,PPFIA2
LIPRIN-GAMMA,NP_001286716.1,KAG9270843.1,KAZNA
LIS-1,NP_477160.1,KAG9265194.1,KAG9265194.1
LIS-1,NP_477160.1,KAG9265758.1,KAG9265758.1
LKB1,NP_650302.1,KAG9278646.1,STK11
LMPT,NP_648930.1,KAG9272135.1,TES
LNK,NP_001287536.1,KAG9278509.1,SH2B2
LOCO,NP_732773.1,KAG9275645.1,RGS12
LOJ,NP_729140.2,KAG9272445.1,TMED6
LOQS,NP_609646.1,KAG9277011.1,TARBP2
