Astyanax_ortologos,Symbol,ID_nuevo
XP_049323773.1,ARHGAP17B,ARHGAP17B
XP_049323774.1,ARHGAP17B,ARHGAP17B
XP_049323775.1,ARHGAP17B,ARHGAP17B
XP_049323776.1,ARHGAP17B,ARHGAP17B
XP_049323777.1,ARHGAP17B,ARHGAP17B
XP_049323778.1,ARHGAP17B,ARHGAP17B
XP_049323779.1,ARHGAP17B,ARHGAP17B
XP_049323780.1,ARHGAP17B,ARHGAP17B
XP_049323781.1,ARHGAP17B,ARHGAP17B
XP_049323782.1,ARHGAP17B,ARHGAP17B
XP_049323783.1,ARHGAP17B,ARHGAP17B
XP_049323784.1,ARHGAP17B,ARHGAP17B
XP_049323785.1,ARHGAP17B,ARHGAP17B
XP_049323786.1,ARHGAP17B,ARHGAP17B
XP_049323787.1,ARHGAP17B,ARHGAP17B
XP_049323788.1,ARHGAP17B,ARHGAP17B
XP_049323789.1,ARHGAP17B,ARHGAP17B
XP_049323790.1,ARHGAP17B,ARHGAP17B
XP_049323791.1,ARHGAP17B,ARHGAP17B
XP_049323792.1,ARHGAP17B,ARHGAP17B
XP_007255149.3,ARHGAP5,ARHGAP5
XP_007261046.3,ARHGAP35B,ARHGAP5
XP_007261047.3,ARHGAP35B,ARHGAP5
XP_049332435.1,ARHGAP35B,ARHGAP5
XP_007260959.3,ARHGAP35A,ARHGAP5
XP_022542664.2,ARHGAP35A,ARHGAP5
XP_022527180.1,ARHGDIA,ARHGDIA
XP_022527181.1,ARHGDIA,ARHGDIA
XP_007245614.1,ARHGDIG,ARHGDIA
XP_007245613.1,ARHGDIG,ARHGDIA
XP_022531667.2,RICTORB,RICTORB
XP_022520618.2,RICTORA,RICTORB
XP_022520617.2,RICTORA,RICTORB
XP_049340946.1,UMPS,UMPS
XP_049340947.1,UMPS,UMPS
XP_007237256.3,RPUSD2,RPUSD2
XP_022517968.2,LOC103044999,LOC103044999
XP_022517982.2,LOC103044999,LOC103044999
XP_022517958.2,LOC103044999,LOC103044999
XP_022517966.2,LOC103044999,LOC103044999
XP_022517978.2,LOC103044999,LOC103044999
XP_022520971.2,SI:CH211-288D18.1,SI:CH211-288D18.1
XP_007235681.1,RNF7,RNF7
XP_049338797.1,ROCK1,ROCK1
XP_049338796.1,ROCK1,ROCK1
XP_007247587.2,ROCK2A,ROCK1
XP_015460892.2,ROCK2A,ROCK1
XP_049337124.1,ROCK2A,ROCK1
XP_007247585.2,ROCK2A,ROCK1
XP_049337122.1,ROCK2A,ROCK1
XP_049337123.1,ROCK2A,ROCK1
XP_049335729.1,LOC103045824,ROCK1
XP_049335721.1,LOC103045824,ROCK1
XP_049335719.1,LOC103045824,ROCK1
XP_049340660.1,TANC1B,TANC1B
XP_049340658.1,TANC1B,TANC1B
XP_049340659.1,TANC1B,TANC1B
XP_049340657.1,TANC1B,TANC1B
XP_022530974.2,TANC1A,TANC1B
XP_049335017.1,TANC1A,TANC1B
XP_049332040.1,TANC2A,TANC1B
XP_022530975.2,TANC1A,TANC1B
XP_049332041.1,TANC2A,TANC1B
XP_022530973.2,TANC1A,TANC1B
XP_049332039.1,TANC2A,TANC1B
XP_049321144.1,TANC2B,TANC1B
XP_049321139.1,TANC2B,TANC1B
XP_007228842.1,TIA1L,TIA1L
XP_007228841.1,TIA1L,TIA1L
XP_007228843.1,TIA1L,TIA1L
XP_015458288.1,TIA1L,TIA1L
XP_007252312.2,TIAL1,TIA1L
XP_007252311.2,TIAL1,TIA1L
XP_007231977.1,RPL10A,RPL10A
XP_007234286.3,RPL13,RPL13
XP_007244661.1,RPL13A,RPL13A
XP_007245650.2,RPL14,RPL14
XP_007254226.1,RPL23A,RPL23A
XP_007241148.2,RPL27A,RPL27A
XP_049322532.1,RPL28,RPL28
XP_015461075.1,RPL29,RPL29
XP_007242797.2,RPL3,RPL3
XP_049323817.1,RPL3,RPL3
XP_049322230.1,RPL35,RPL35
XP_049322231.1,RPL35,RPL35
XP_049322232.1,RPL35,RPL35
XP_049322233.1,RPL35,RPL35
XP_049322235.1,RPL35,RPL35
XP_049322236.1,RPL35,RPL35
XP_049322237.1,RPL35,RPL35
XP_049322238.1,RPL35,RPL35
XP_022524794.1,RPL38,RPL38
XP_049320367.1,RPL38,RPL38
XP_049320368.1,RPL38,RPL38
XP_049320369.1,RPL38,RPL38
XP_049320370.1,RPL38,RPL38
XP_049320371.1,RPL38,RPL38
XP_049320373.1,RPL38,RPL38
XP_049320374.1,RPL38,RPL38
XP_049320375.1,RPL38,RPL38
XP_049320376.1,RPL38,RPL38
XP_049320377.1,RPL38,RPL38
XP_049320378.1,RPL38,RPL38
XP_049320379.1,RPL38,RPL38
XP_049320380.1,RPL38,RPL38
XP_049320381.1,RPL38,RPL38
XP_049320382.1,RPL38,RPL38
XP_007249218.1,RPL4,RPL4
XP_007233671.2,RPL5B,RPL5B
XP_022534319.1,RPL5A,RPL5B
XP_022521551.2,RPLP0,RPLP0
XP_007251523.1,MRTO4,MRTO4
XP_007260302.1,RPLP2L,RPLP2L
XP_022525535.1,PSMD1,PSMD1
XP_007230838.3,PSMD3,PSMD3
XP_007241537.3,PSMD13,PSMD13
XP_007231881.3,LOC103045150,PSMD13
XP_022525823.1,RPS13,RPS13
XP_049323761.1,RPS15A,RPS15A
XP_049323762.1,RPS15A,RPS15A
XP_007232867.1,RPS16,RPS16
XP_049329934.1,RPS16,RPS16
XP_015458348.1,LOC103029244,LOC103029244
XP_049329142.1,LOC111196404,LOC103029244
XP_007231134.1,RPS20,RPS20
XP_007251538.1,RPS23,RPS23
XP_007244789.1,RPS25,RPS25
XP_007230176.1,RPS27A,RPS27A
XP_022534724.1,RPS28,RPS28
XP_007230786.1,FAUA,FAUA
XP_015463357.1,FAUA,FAUA
XP_007230303.3,RPS3A,RPS3A
XP_015458687.1,RPS5,RPS5
XP_015458686.1,RPS5,RPS5
XP_022541692.1,RPS7,RPS7
XP_007245170.1,RPS8A,RPS8A
XP_007256932.1,RPS9,RPS9
XP_022519397.1,PSMC4,PSMC4
XP_049325103.1,LOC125784994,PSMC4
XP_007232266.1,LOC103035868,LOC103035868
XP_007231349.3,EXOSC5,EXOSC5
XP_007248020.3,EXOSC10,EXOSC10
XP_022531339.2,DDX27,DDX27
XP_049319831.1,RGS7A,RGS7A
XP_049319830.1,RGS7A,RGS7A
XP_049319828.1,RGS7A,RGS7A
XP_049319829.1,RGS7A,RGS7A
XP_049320736.1,RGS7B,RGS7A
XP_049320735.1,RGS7B,RGS7A
XP_007243984.1,POMT1,POMT1
XP_007229717.2,RCL1,RCL1
XP_007253921.3,MFSD10,MFSD10
XP_022540809.1,RTF1,RTF1
XP_049338016.1,ADCY1B,ADCY1B
XP_022542108.2,ADCY1A,ADCY1B
XP_007231096.3,RPS6KB1B,RPS6KB1B
XP_007231097.3,RPS6KB1B,RPS6KB1B
XP_022537338.1,LOC103031203,RPS6KB1B
XP_022537339.1,LOC103031203,RPS6KB1B
XP_007256957.3,LOC103026652,LOC103026652
XP_007244892.2,SALL1A,SALL1A
XP_022534805.1,SALL3A,SALL3A
XP_007236235.3,MAT2AB,MAT2AB
XP_022536874.1,MAT2AA,MAT2AB
XP_049320828.1,LOC103028621,MAT2AB
XP_007237810.2,MAT1A,MAT2AB
XP_022527145.1,USH1GA,USH1GA
XP_022527146.1,USH1GA,USH1GA
XP_007237548.2,SYAP1,SYAP1
XP_022532423.1,SAR1B,SAR1B
XP_007250191.1,SAR1AA,SAR1B
XP_022524052.2,ZFYVE9A,ZFYVE9A
XP_022524049.2,ZFYVE9A,ZFYVE9A
XP_022524050.2,ZFYVE9A,ZFYVE9A
XP_022538171.2,UTP3,UTP3
XP_022535863.2,LOC103030586,LOC103030586
XP_022535864.2,LOC103030586,LOC103030586
XP_022535865.2,LOC103030586,LOC103030586
XP_022533604.2,ACVR1L,LOC103030586
XP_049321490.1,SBF2,SBF2
XP_022527586.2,SBF1,SBF2
XP_049321489.1,SBF2,SBF2
XP_022527583.2,SBF1,SBF2
XP_022527582.2,SBF1,SBF2
XP_022527584.2,SBF1,SBF2
XP_022527581.2,SBF1,SBF2
XP_022527580.2,SBF1,SBF2
XP_022527578.2,SBF1,SBF2
XP_022539275.2,NXF1A,NXF1A
XP_022539274.2,NXF1A,NXF1A
XP_049321986.1,NXF1B,NXF1A
XP_049321987.1,NXF1B,NXF1A
XP_007241354.1,SRSF2A,SRSF2A
XP_007246254.3,LOC103033812,LOC103033812
XP_007246255.3,LOC103033812,LOC103033812
XP_007256607.1,SCAMP1,SCAMP1
XP_022519531.2,LOC111190066,LOC111190066
XP_007244133.3,CALUB,CALUB
XP_007251118.1,RCN3,CALUB
XP_007259875.1,SGCE,SGCE
XP_007259873.1,SGCE,SGCE
XP_015463979.1,SGCE,SGCE
XP_007259872.1,SGCE,SGCE
XP_007259871.1,SGCE,SGCE
XP_049322559.1,SGCD,SGCD
XP_049322560.1,SGCD,SGCD
XP_049322561.1,SGCD,SGCD
XP_049322558.1,SGCD,SGCD
XP_022537901.1,CERS5,CERS5
XP_049340817.1,CERS6,CERS5
XP_022535739.1,CERS6,CERS5
XP_007237292.3,CERS3A,CERS5
XP_007237293.3,CERS3A,CERS5
XP_007237294.3,CERS3A,CERS5
XP_015457923.3,CERS3A,CERS5
XP_015457924.3,CERS3A,CERS5
XP_007237534.1,LOC103028396,LOC103028396
XP_007237535.1,LOC103028396,LOC103028396
XP_049342364.1,LOC103028396,LOC103028396
XP_022529120.2,LOC103027271,LOC103027271
XP_007250709.2,SCP2A,SCP2A
XP_049338915.1,SCRIB,SCRIB
XP_022533794.2,SCRIB,SCRIB
XP_049338914.1,SCRIB,SCRIB
XP_022533788.2,SCRIB,SCRIB
XP_049338913.1,SCRIB,SCRIB
XP_049338912.1,SCRIB,SCRIB
XP_049338911.1,SCRIB,SCRIB
XP_049338910.1,SCRIB,SCRIB
XP_049338909.1,SCRIB,SCRIB
XP_049338908.1,SCRIB,SCRIB
XP_022533097.1,HSD17B10,HSD17B10
XP_022539514.1,TEAD1A,TEAD1A
XP_007254714.1,TEAD1B,TEAD1A
XP_007254715.1,TEAD1B,TEAD1A
XP_007254713.1,TEAD1B,TEAD1A
XP_007254712.1,TEAD1B,TEAD1A
XP_015462706.1,TEAD1B,TEAD1A
XP_049321269.1,TEAD1B,TEAD1A
XP_015462707.1,TEAD1B,TEAD1A
XP_022531290.2,TEAD3B,TEAD1A
XP_022531289.2,TEAD3B,TEAD1A
XP_022529227.2,SDK2A,SDK2A
XP_049320323.1,SDK2B,SDK2A
XP_049320321.1,SDK2B,SDK2A
XP_049320322.1,SDK2B,SDK2A
XP_049320320.1,SDK2B,SDK2A
XP_049331463.1,SDK1A,SDK2A
XP_049331462.1,SDK1A,SDK2A
XP_049319866.1,EXOC5,EXOC5
XP_022524928.2,EXOC6,EXOC6
XP_022524927.2,EXOC6,EXOC6
XP_022524926.2,EXOC6,EXOC6
XP_022524925.2,EXOC6,EXOC6
XP_022524929.2,EXOC6,EXOC6
XP_007245872.1,SEC22BB,SEC22BB
XP_007240542.3,SEC23A,SEC23A
XP_007244239.2,SEC23B,SEC23A
XP_015460023.2,SEC23B,SEC23A
XP_007259583.3,EXOC1,EXOC1
XP_007259581.3,EXOC1,EXOC1
XP_007259580.3,EXOC1,EXOC1
XP_022520237.2,EXOC1,EXOC1
XP_022520231.2,EXOC1,EXOC1
XP_022520226.2,EXOC1,EXOC1
XP_007254317.1,SEC61A1,SEC61A1
XP_007253335.1,SEC61A1L,SEC61A1
XP_015460081.3,SEC61B,SEC61B
XP_015462444.1,SEC61G,SEC61G
XP_022521069.2,SEC63,SEC63
XP_049341670.1,ARFGEF1,ARFGEF1
XP_049341664.1,ARFGEF1,ARFGEF1
XP_049341656.1,ARFGEF1,ARFGEF1
XP_049341653.1,ARFGEF1,ARFGEF1
XP_049341647.1,ARFGEF1,ARFGEF1
XP_049341644.1,ARFGEF1,ARFGEF1
XP_022533112.1,ARFGEF2,ARFGEF1
XP_007233559.2,SLC6A4B,SLC6A4B
XP_007236882.3,SLC6A4A,SLC6A4B
XP_007236883.3,SLC6A4A,SLC6A4B
XP_007232858.1,SLC25A4,SLC25A4
XP_049340960.1,SLC25A6,SLC25A4
XP_007254456.3,SLC25A5,SLC25A4
XP_022522113.1,SI:DKEY-251I10.1,SLC25A4
XP_007255736.1,SESN1,SESN1
XP_007255734.2,SESN1,SESN1
XP_007255735.2,SESN1,SESN1
XP_007233966.1,SETB,SETB
XP_007229190.1,SETA,SETB
XP_007248694.1,SRSF1A,SRSF1A
XP_007248695.1,SRSF1A,SRSF1A
XP_049322473.1,SRSF1B,SRSF1A
XP_049330675.1,BRSK2A,BRSK2A
XP_049330672.1,BRSK2A,BRSK2A
XP_049330671.1,BRSK2A,BRSK2A
XP_049330670.1,BRSK2A,BRSK2A
XP_049330674.1,BRSK2A,BRSK2A
XP_049330673.1,BRSK2A,BRSK2A
XP_049326906.1,BRSK2B,BRSK2A
XP_049330669.1,BRSK2A,BRSK2A
XP_049326904.1,BRSK2B,BRSK2A
XP_049330668.1,BRSK2A,BRSK2A
XP_022524980.1,BRSK1A,BRSK2A
XP_007248795.1,BRSK1A,BRSK2A
XP_049326903.1,BRSK2B,BRSK2A
XP_049320702.1,BRSK1A,BRSK2A
XP_022520266.1,BRSK1B,BRSK2A
XP_022530488.2,GSK3BB,GSK3BB
XP_007233136.1,GSK3BA,GSK3BB
XP_007233135.1,GSK3BA,GSK3BB
XP_022530489.2,GSK3BB,GSK3BB
XP_022537734.1,UGDH,UGDH
XP_049328592.1,UGDH,UGDH
XP_007240265.3,SGTA,SGTA
XP_022525420.2,SGTA,SGTA
XP_007237144.2,KCNA1B,KCNA1B
XP_007253403.3,KCNA3A,KCNA1B
XP_007242739.2,LOC103027793,KCNA1B
XP_007238126.1,KCNA1A,KCNA1B
XP_007253402.1,LOC103030675,KCNA1B
XP_022531409.1,LOC103030675,KCNA1B
XP_007250543.2,SNX18A,SNX18A
XP_007228608.2,SNX33,SNX18A
XP_007229979.3,SNX18B,SNX18A
XP_007253986.1,SNX9B,SNX18A
XP_049329253.1,KCND2,KCND2
XP_007245920.3,KCND1,KCND2
XP_022525988.2,KCND3,KCND2
XP_007228573.1,LOC103023694,KCND2
XP_049329254.1,KCND2,KCND2
XP_022525987.2,KCND3,KCND2
XP_007228572.1,LOC103023694,KCND2
XP_049323571.1,KCNC3A,KCNC3A
XP_049323570.1,KCNC3A,KCNC3A
XP_049323569.1,KCNC3A,KCNC3A
XP_049336056.1,KCNC3B,KCNC3A
XP_049336055.1,KCNC3B,KCNC3A
XP_007233035.2,KCNC4,KCNC3A
XP_049336054.1,KCNC3B,KCNC3A
XP_049336052.1,KCNC3B,KCNC3A
XP_049336051.1,KCNC3B,KCNC3A
XP_022522837.1,KCNC1A,KCNC3A
XP_022522835.1,KCNC1A,KCNC3A
XP_022522833.1,KCNC1A,KCNC3A
XP_022522830.1,KCNC1A,KCNC3A
XP_007235234.3,KCNC1B,KCNC3A
XP_007235233.3,KCNC1B,KCNC3A
XP_049330058.1,KCNC2,KCNC3A
XP_049330057.1,KCNC2,KCNC3A
XP_022529929.1,SHC1,SHC1
XP_022529928.1,SHC1,SHC1
XP_022529926.2,SHC1,SHC1
XP_022538361.1,LOC103040012,LOC103040012
XP_022538366.1,LOC103040012,LOC103040012
XP_049327871.1,LOC103040012,LOC103040012
XP_022538365.1,LOC103040012,LOC103040012
XP_022538362.1,LOC103040012,LOC103040012
XP_022523740.2,DNM2A,DNM2A
XP_022523738.2,DNM2A,DNM2A
XP_022523741.2,DNM2A,DNM2A
XP_049326511.1,DNM1B,DNM2A
XP_049331711.1,DNM2A,DNM2A
XP_049331713.1,DNM2A,DNM2A
XP_022523739.2,DNM2A,DNM2A
XP_049326512.1,DNM1B,DNM2A
XP_022523167.1,DNM1B,DNM2A
XP_022523169.1,DNM1B,DNM2A
XP_022523170.1,DNM1B,DNM2A
XP_022523172.1,DNM1B,DNM2A
XP_022530184.2,DNM2B,DNM2A
XP_049325369.1,DNM2B,DNM2A
XP_049331712.1,DNM2A,DNM2A
XP_049342327.1,DNM1A,DNM2A
XP_022518173.1,DNM3B,DNM2A
XP_049338817.1,DNM3B,DNM2A
XP_049331353.1,MACF1A,MACF1A
XP_007247962.1,LOC103026801,LOC103026801
XP_007241258.1,CHMP4BA,LOC103026801
XP_022537150.2,TIAM1A,TIAM1A
XP_007260958.3,NPAS1,NPAS1
XP_022542797.2,NPAS1,NPAS1
XP_022523491.1,MAPKAP1,MAPKAP1
XP_049330720.1,MAPKAP1,MAPKAP1
XP_049326900.1,SIN3AB,SIN3AB
XP_022527282.1,SIN3AA,SIN3AB
XP_022527283.1,SIN3AA,SIN3AB
XP_022527284.1,SIN3AA,SIN3AB
XP_007249245.1,SIAH1,SIAH1
XP_049339318.1,SIAH1,SIAH1
XP_007249244.1,SIAH1,SIAH1
XP_007249243.1,SIAH1,SIAH1
XP_007244503.2,SIAH2L,SIAH1
XP_007250033.3,TFIP11,TFIP11
XP_022534733.1,SIRT2,SIRT2
XP_022534734.1,SIRT2,SIRT2
XP_007256729.1,SIX6B,SIX6B
XP_007255834.1,SIX3A,SIX6B
XP_049341865.1,KCNN1B,KCNN1B
XP_049341866.1,KCNN1B,KCNN1B
XP_007252205.3,LOC103023393,LOC103023393
XP_049332091.1,LOC103040500,LOC103023393
XP_022536787.2,MED13A,MED13A
XP_022536786.2,MED13A,MED13A
XP_049323177.1,MED13B,MED13A
XP_049330535.1,LOC103034396,MED13A
XP_007240080.1,EXOSC4,EXOSC4
XP_007252036.3,SASH1B,SASH1B
XP_007252035.3,SASH1B,SASH1B
XP_022528720.2,SASH1B,SASH1B
XP_022528721.2,SASH1B,SASH1B
XP_022528722.2,SASH1B,SASH1B
XP_007241403.1,SKP1,SKP1
XP_007234035.3,PRODHA,PRODHA
XP_022528331.1,SCFD1,SCFD1
XP_049328076.1,SLIT1A,SLIT1A
XP_022537834.2,SLIT1A,SLIT1A
XP_049328075.1,SLIT1A,SLIT1A
XP_049328074.1,SLIT1A,SLIT1A
XP_049328218.1,SLIT2,SLIT1A
XP_007258708.3,SLC7A3B,SLC7A3B
XP_007258709.3,SLC7A3B,SLC7A3B
XP_049339830.1,SLC7A3B,SLC7A3B
XP_007252332.3,SLKA,SLKA
XP_022527514.2,KLHDC10,KLHDC10
XP_022527513.2,KLHDC10,KLHDC10
XP_007237855.3,FBXW11B,FBXW11B
XP_022540576.2,KCNMA1A,KCNMA1A
XP_022540594.2,KCNMA1A,KCNMA1A
XP_022540599.2,KCNMA1A,KCNMA1A
XP_022540590.2,KCNMA1A,KCNMA1A
XP_022540597.2,KCNMA1A,KCNMA1A
XP_049336975.1,KCNMA1A,KCNMA1A
XP_049336971.1,KCNMA1A,KCNMA1A
XP_049336973.1,KCNMA1A,KCNMA1A
XP_049320470.1,LOC103038321,KCNMA1A
XP_049320471.1,LOC103038321,KCNMA1A
XP_049320475.1,LOC103038321,KCNMA1A
XP_049320477.1,LOC103038321,KCNMA1A
XP_022540596.1,KCNMA1A,KCNMA1A
XP_022540583.2,KCNMA1A,KCNMA1A
XP_022540591.2,KCNMA1A,KCNMA1A
XP_049336970.1,KCNMA1A,KCNMA1A
XP_022540581.2,KCNMA1A,KCNMA1A
XP_022540595.2,KCNMA1A,KCNMA1A
XP_007240363.3,KCNMA1A,KCNMA1A
XP_049336972.1,KCNMA1A,KCNMA1A
XP_049320476.1,LOC103038321,KCNMA1A
XP_049320478.1,LOC103038321,KCNMA1A
XP_049320472.1,LOC103038321,KCNMA1A
XP_049320465.1,LOC103038321,KCNMA1A
XP_049320468.1,LOC103038321,KCNMA1A
XP_022520668.2,MAP3K10,MAP3K10
XP_022522165.1,LOC107196953,LOC107196953
XP_007246839.2,SMC1A,LOC107196953
XP_022529026.2,SAMD4A,SAMD4A
XP_022529025.2,SAMD4A,SAMD4A
XP_022529027.2,SAMD4A,SAMD4A
XP_049325024.1,SMG6,SMG6
XP_049325026.1,SMG6,SMG6
XP_049325027.1,SMG6,SMG6
XP_049325025.1,SMG6,SMG6
XP_007229834.3,SMG6,SMG6
XP_049325023.1,SMG6,SMG6
XP_007253246.3,NVL,NVL
XP_049328530.1,NVL,NVL
XP_007247867.1,FSCN1A,FSCN1A
XP_007245417.1,SNAP25A,SNAP25A
XP_007238437.1,SNAP25B,SNAP25A
XP_022520466.1,SNAP25B,SNAP25A
XP_007236906.1,ZGC:101731,SNAP25A
XP_049325000.1,SBNO1,SBNO1
XP_049325001.1,SBNO1,SBNO1
XP_049325002.1,SBNO1,SBNO1
XP_049325003.1,SBNO1,SBNO1
XP_049325004.1,SBNO1,SBNO1
XP_007255092.3,PRLHR2B,PRLHR2B
XP_007260204.3,PRLHR2A,PRLHR2B
XP_049342136.1,PRLHR2A,PRLHR2B
XP_049323029.1,NPHS1,NPHS1
XP_007240532.1,SNX6,SNX6
XP_007240533.1,SNX6,SNX6
XP_022539259.2,SNX25,SNX25
XP_007247718.1,CHRD,CHRD
XP_022525691.1,SOS1,SOS1
XP_022525692.1,SOS1,SOS1
XP_007247658.3,SOS2,SOS1
XP_007234917.3,SP9,SP9
XP_007260755.2,SP8A,SP9
XP_022525610.1,ANPEPA,ANPEPA
XP_007254449.3,F9A,F9A
XP_022523423.1,SPCS3,SPCS3
XP_049323130.1,SPCS2,SPCS2
XP_049323129.1,SPCS2,SPCS2
XP_007246840.1,SRM,SRM
XP_007255397.1,CDC42SE2,CDC42SE2
XP_022521295.1,CDC42SE2,CDC42SE2
XP_049324775.1,CDC42SE2,CDC42SE2
XP_049340105.1,ZGC:101583,ZGC:101583
XP_007249163.2,NIPA2,ZGC:101583
XP_007249162.2,NIPA2,ZGC:101583
XP_049323946.1,SPNS1,SPNS1
XP_022524190.2,SPNS1,SPNS1
XP_022524191.2,SPNS1,SPNS1
XP_022524193.2,SPNS1,SPNS1
XP_049324138.1,SPIRE1B,SPIRE1B
XP_049324131.1,SPIRE1B,SPIRE1B
XP_007249415.2,SPIRE1A,SPIRE1B
XP_007249410.2,SPIRE1A,SPIRE1B
XP_007249413.2,SPIRE1A,SPIRE1B
XP_007252303.3,SGPL1,SGPL1
XP_049324549.1,LOC103042549,LOC103042549
XP_049324829.1,LOC125784867,LOC103042549
XP_049324831.1,LOC125784867,LOC103042549
XP_049324836.1,LOC125784867,LOC103042549
XP_049324548.1,LOC103042549,LOC103042549
XP_049324553.1,LOC103042549,LOC103042549
XP_049324555.1,LOC103042549,LOC103042549
XP_022532533.2,HM13,HM13
XP_022532532.2,HM13,HM13
XP_022541900.1,SPRED2B,SPRED2B
XP_022541899.1,SPRED2B,SPRED2B
XP_022530287.2,SPRED2A,SPRED2B
XP_007257446.1,SPRED1,SPRED2B
XP_022521500.1,SUPT4H1,SUPT4H1
XP_022531795.2,SUPT6H,SUPT6H
XP_049322638.1,SUPT6H,SUPT6H
XP_007255394.2,SPTLC1,SPTLC1
XP_022523531.2,SPRA,SPRA
XP_007230857.1,SF3B4,SF3B4
XP_007241118.2,HNRNPDL,HNRNPDL
XP_015459109.3,HNRNPD,HNRNPDL
XP_022536985.2,HNRNPD,HNRNPDL
XP_049324772.1,HNRNPD,HNRNPDL
XP_007241113.3,HNRNPD,HNRNPDL
XP_007241114.3,HNRNPD,HNRNPDL
XP_022536984.2,HNRNPD,HNRNPDL
XP_007253363.1,MYL9B,MYL9B
XP_007229373.1,LOC103037289,MYL9B
XP_007229374.1,LOC103037289,MYL9B
XP_007229375.1,LOC103037289,MYL9B
XP_007240094.1,MYL12.1,MYL9B
XP_007233494.2,MYL9A,MYL9B
XP_007227949.3,RCAN1A,RCAN1A
XP_022530675.1,RCAN1B,RCAN1A
XP_007239994.1,RCAN3,RCAN1A
XP_022530676.1,RCAN1B,RCAN1A
XP_022529013.1,FYNA,FYNA
XP_022529014.1,FYNA,FYNA
XP_007259963.2,FYNB,FYNA
XP_022522967.1,FYNB,FYNA
XP_007245746.2,YRK,FYNA
XP_022539011.1,YRK,FYNA
XP_049331894.1,YRK,FYNA
XP_049331895.1,YRK,FYNA
XP_022539012.1,YRK,FYNA
XP_007235354.3,YES1,FYNA
XP_007259964.2,FYNB,FYNA
XP_049333582.1,LOC103029663,FYNA
XP_049333591.1,LOC103029663,FYNA
XP_007248389.3,LOC103042998,FYNA
XP_049327499.1,LOC103042998,FYNA
XP_007240540.1,SRP54,SRP54
XP_015458890.1,SRP54,SRP54
XP_007252198.1,SRP68,SRP68
XP_007245879.2,SRPK3,SRPK3
XP_022534526.1,SRPRB,SRPRB
XP_022529862.1,ALDH5A1,ALDH5A1
XP_022533597.1,ZGC:110158,ZGC:110158
XP_022533596.1,ZGC:110158,ZGC:110158
XP_049338676.1,ZGC:110158,ZGC:110158
XP_049338675.1,ZGC:110158,ZGC:110158
XP_049334835.1,SSBP3A,ZGC:110158
XP_022525955.1,SSBP3B,ZGC:110158
XP_049334834.1,SSBP3A,ZGC:110158
XP_015456775.1,SSBP4,ZGC:110158
XP_007237310.1,GTF2H2,GTF2H2
XP_007236655.1,SSR2,SSR2
XP_007245413.1,STMN4,STMN4
XP_022520470.1,STMN4L,STMN4
XP_007227978.3,STAM2,STAM2
XP_007227977.3,STAM2,STAM2
XP_022527061.2,CELSR1A,CELSR1A
XP_022527062.2,CELSR1A,CELSR1A
XP_049329607.1,CELSR1A,CELSR1A
XP_015457268.3,CELSR1A,CELSR1A
XP_022527056.2,CELSR1A,CELSR1A
XP_022527057.2,CELSR1A,CELSR1A
XP_022527058.2,CELSR1A,CELSR1A
XP_022527060.2,CELSR1A,CELSR1A
XP_049329605.1,CELSR1A,CELSR1A
XP_049329606.1,CELSR1A,CELSR1A
XP_007238133.3,CELSR1B,CELSR1A
XP_049341549.1,CELSR3,CELSR1A
XP_049341550.1,CELSR3,CELSR1A
XP_049341551.1,CELSR3,CELSR1A
XP_049341552.1,CELSR3,CELSR1A
XP_049341553.1,CELSR3,CELSR1A
XP_022538236.2,CELSR2,CELSR1A
XP_049327431.1,CELSR2,CELSR1A
XP_049323864.1,STAT5A,STAT5A
XP_049323865.1,STAT5A,STAT5A
XP_022541159.1,STAT5B,STAT5A
XP_022541158.1,STAT5B,STAT5A
XP_049335089.1,STAU1,STAU1
XP_049335088.1,STAU1,STAU1
XP_049335087.1,STAU1,STAU1
XP_049335086.1,STAU1,STAU1
XP_022525251.1,LIMS1,LIMS1
XP_022525249.1,LIMS1,LIMS1
XP_049341057.1,LOC103044279,LIMS1
XP_049324092.1,CYTH1A,CYTH1A
XP_007259243.1,CYTH1B,CYTH1A
XP_049324094.1,CYTH1A,CYTH1A
XP_049324093.1,CYTH1A,CYTH1A
XP_015461817.1,CYTH3A,CYTH1A
XP_007259245.1,CYTH1B,CYTH1A
XP_007259244.1,CYTH1B,CYTH1A
XP_049324097.1,CYTH3B,CYTH1A
XP_022529478.1,CYTH2,CYTH1A
XP_049324095.1,CYTH1A,CYTH1A
XP_007259246.1,CYTH1B,CYTH1A
XP_015463317.3,RHBDL3,RHBDL3
XP_007257171.3,RHBDL3,RHBDL3
XP_049327540.1,CACNA2D3,CACNA2D3
XP_049327541.1,CACNA2D3,CACNA2D3
XP_049341531.1,CACNA2D3A,CACNA2D3
XP_007252948.3,CACNA2D4B,CACNA2D3
XP_007252950.3,CACNA2D4B,CACNA2D3
XP_049330943.1,CACNA2D4A,CACNA2D3
XP_007252949.3,CACNA2D4B,CACNA2D3
XP_049320087.1,EFR3BA,EFR3BA
XP_022528545.2,EFR3BA,EFR3BA
XP_049320086.1,EFR3BA,EFR3BA
XP_022529132.2,LOC103040182,LOC103040182
XP_049335981.1,LOC103040182,LOC103040182
XP_049339763.1,WWP2,LOC103040182
XP_007252741.2,ITCHA,LOC103040182
