Astyanax_ortologos,Symbol,ID_nuevo
KAG9274832.1,KAG9274832.1,KAG9274832.1
KAG9261156.1,EPHX1,EPHX1
KAG9282600.1,EPHX1,EPHX1
KAG9274805.1,EPHX1,EPHX1
KAG9272043.1,SLC7A5,SLC7A5
KAG9268521.1,RPS6KA5,RPS6KA5
KAG9281907.1,RPS6KA4,RPS6KA5
KAG9264770.1,KIFAP3,KIFAP3
KAG9278335.1,KPNA5,KPNA5
KAG9262144.1,IPO5,IPO5
KAG9260833.1,KCNQ1,KCNQ1
KAG9262572.1,KCNQ5,KCNQ1
KAG9279817.1,KCNQ4,KCNQ1
KAG9280826.1,KCNQ1,KCNQ1
KAG9264296.1,KDELR2,KDELR2
KAG9267775.1,KDELR2,KDELR2
KAG9269146.1,CS,CS
KAG9273767.1,KEAP1A,KEAP1A
KAG9267971.1,KIF5B,KIF5B
KAG9271239.1,KIF5A,KIF5B
KAG9276973.1,KIF5A,KIF5B
KAG9278220.1,KIF5B,KIF5B
KAG9268887.1,KIF13B,KIF13B
KAG9265913.1,WWC1,WWC1
KAG9267982.1,KIF19,KIF19
KAG9263129.1,KIRREL3,KIRREL3
KAG9273357.1,KIRREL3,KIRREL3
KAG9274186.1,KIRREL1,KIRREL3
KAG9260093.1,KAG9260093.1,KAG9260093.1
KAG9273110.1,KAG9273110.1,KAG9260093.1
KAG9277250.1,NEGR1,NEGR1
KAG9262988.1,KIF2A,KIF2A
KAG9269989.1,KIF2A,KIF2A
KAG9280423.1,KIF21A,KIF21A
KAG9269502.1,KIF3B,KIF3B
KAG9269438.1,KIF1C,KIF1C
KAG9263804.1,EBF3,EBF3
KAG9265479.1,EBF1,EBF3
KAG9267454.1,EBF3,EBF3
KAG9272737.1,EBF1A,EBF3
KAG9269599.1,CCNQ,CCNQ
KAG9261698.1,CSPG4,CSPG4
KAG9262498.1,SERHL,SERHL
KAG9272230.1,TMEM33,TMEM33
KAG9265752.1,PACS1,PACS1
KAG9266427.1,PACS2,PACS1
KAG9274978.1,PACS2,PACS1
KAG9263595.1,KAG9263595.1,KAG9263595.1
KAG9265087.1,ARRB1,KAG9263595.1
KAG9261997.1,KSR2,KSR2
KAG9263085.1,KSR1,KSR2
KAG9268193.1,SPTBN5,SPTBN5
KAG9270874.1,TMEM189,TMEM189
KAG9273162.1,TMEM189,TMEM189
KAG9259655.1,FAT1,FAT1
KAG9265353.1,FAT3,FAT1
KAG9261290.1,ADAM10,ADAM10
KAG9280857.1,ADAM10,ADAM10
KAG9270624.1,DHX37,DHX37
KAG9275065.1,PNO1,PNO1
KAG9273565.1,NAT10,NAT10
KAG9261300.1,PPIP5K1,PPIP5K1
KAG9263505.1,PPIP5K2,PPIP5K1
KAG9272433.1,PPIP5K1,PPIP5K1
KAG9276242.1,SSR1,SSR1
KAG9276039.1,GRWD1,GRWD1
KAG9268816.1,NOL10,NOL10
KAG9262387.1,CRYAA,CRYAA
KAG9281994.1,CRYAB,CRYAA
KAG9262691.1,CC2D1A,CC2D1A
KAG9278857.1,CC2D1B,CC2D1A
KAG9269295.1,UCKL1,UCKL1
KAG9270714.1,UCKL1,UCKL1
KAG9282559.1,UCKL1,UCKL1
KAG9267995.1,TMEM94,TMEM94
KAG9267569.1,HEATR1,HEATR1
KAG9266145.1,NOP14,NOP14
KAG9281157.1,PCGF3,PCGF3
KAG9282321.1,L3MBTL3,L3MBTL3
KAG9274975.1,KAG9274975.1,KAG9274975.1
KAG9265330.1,LSAMP,LSAMP
KAG9266966.1,LMNB2,LMNB2
KAG9267629.1,PLBD1,PLBD1
KAG9269448.1,LAMA5,LAMA5
KAG9269609.1,LAMB2,LAMB2
KAG9280964.1,LAMB1,LAMB2
KAG9273829.1,LAMC1,LAMC1
KAG9259952.1,PTPRD,PTPRD
KAG9278460.1,NEBL,NEBL
KAG9282619.1,LBR,LBR
KAG9271187.1,DBR1,DBR1
KAG9271375.1,TTF2,TTF2
KAG9273898.1,MBL2,MBL2
KAG9275188.1,LETM1,LETM1
KAG9263698.1,RXFP2,RXFP2
KAG9268085.1,MAP2K6,MAP2K6
KAG9264975.1,LHX1A,LHX1A
KAG9266101.1,LHX5,LHX1A
KAG9270183.1,LHX4,LHX4
KAG9278562.1,LIMK1,LIMK1
KAG9280487.1,PPFIA2,PPFIA2
KAG9270843.1,KAZNA,KAZNA
KAG9265194.1,KAG9265194.1,KAG9265194.1
KAG9265758.1,KAG9265758.1,KAG9265194.1
KAG9278646.1,STK11,STK11
KAG9272135.1,TES,TES
KAG9278509.1,SH2B2,SH2B2
KAG9275645.1,RGS12,RGS12
KAG9272445.1,TMED6,TMED6
KAG9277011.1,TARBP2,TARBP2
KAG9274004.1,LPIN2,LPIN2
KAG9274062.1,LPIN2,LPIN2
KAG9277076.1,LPIN2,LPIN2
KAG9282351.1,LPIN1,LPIN2
KAG9260454.1,LRP1,LRP1
KAG9261064.1,LRP1B,LRP1
KAG9271127.1,LRP1B,LRP1
KAG9267798.1,SNF8,SNF8
KAG9262636.1,BTBD3,BTBD3
KAG9282809.1,BTBD6,BTBD3
KAG9275719.1,GPM6A,GPM6A
KAG9263709.1,KAG9263709.1,KAG9263709.1
KAG9272517.1,KAG9272517.1,KAG9263709.1
KAG9275693.1,KAG9275693.1,KAG9263709.1
KAG9273889.1,NRBP2,NRBP2
KAG9283017.1,NRBP1,NRBP2
KAG9260619.1,MAGI1,MAGI1
KAG9270218.1,MAGI1,MAGI1
KAG9272394.1,MAGI2,MAGI1
KAG9260180.1,MANF,MANF
KAG9260525.1,MAPKAPK2,MAPKAPK2
KAG9260636.1,MAPKAPK3,MAPKAPK2
KAG9260863.1,ANP32A,ANP32A
KAG9269388.1,ANP32A,ANP32A
KAG9275755.1,ANP32A,ANP32A
KAG9279822.1,ANP32A,ANP32A
KAG9274951.1,MNAT1,MNAT1
KAG9261876.1,NOL6,NOL6
KAG9261381.1,MOB1A,MOB1A
KAG9261737.1,MOB1B,MOB1A
KAG9266036.1,MOB1B,MOB1A
KAG9268147.1,MAX,MAX
KAG9267461.1,DOCK1,DOCK1
KAG9281179.1,DOCK2,DOCK1
KAG9281898.1,KAG9281898.1,KAG9281898.1
KAG9271500.1,MBNL2A,MBNL2A
KAG9272642.1,MBNL3,MBNL2A
KAG9278493.1,MBNL1,MBNL2A
KAG9282880.1,PAK5,PAK5
KAG9264340.1,MCM5,MCM5
KAG9277628.1,MCM6,MCM6
KAG9278756.1,MMCM6,MCM6
KAG9263738.1,MCM7-B,MCM7-B
KAG9270767.1,SLC16A4,SLC16A4
KAG9261879.1,MCTP1,MCTP1
KAG9263207.1,MDH2,MDH2
KAG9266695.1,ABCB11,ABCB11
KAG9276077.1,ABCB1,ABCB11
KAG9276079.1,ABCB1,ABCB11
KAG9276080.1,ABCB1,ABCB11
KAG9283635.1,ABCB1,ABCB1
KAG9273317.1,DDX6,DDX6
KAG9276479.1,DDX6,DDX6
KAG9279443.1,DDX6,DDX6
KAG9263052.1,KAG9263052.1,KAG9263052.1
KAG9276641.1,KAG9276641.1,KAG9263052.1
KAG9279564.1,KAG9279564.1,KAG9263052.1
KAG9271102.1,MED14,MED14
KAG9267587.1,MED24,MED24
KAG9264097.1,MED25,MED25
KAG9274971.1,MED6,MED6
KAG9277840.1,MED8,MED8
KAG9261786.1,MEF2C,MEF2C
KAG9266989.1,MEF2A,MEF2C
KAG9269287.1,SPO11,SPO11
KAG9260068.1,MAP3K4,MAP3K4
KAG9278370.1,ME3,ME3
KAG9260460.1,NDRG3,NDRG3
KAG9269488.1,NDRG3,NDRG3
KAG9276629.1,NDRG1,NDRG3
KAG9279773.1,NDRG1,NDRG3
KAG9278416.1,KAG9278416.1,KAG9278416.1
KAG9268048.1,MPP7,MPP7
KAG9260427.1,ITGA7,ITGA7
KAG9262569.1,ITGA6,ITGA7
KAG9271449.1,ITGA6,ITGA7
KAG9260803.1,MFAP1,MFAP1
KAG9270429.1,SLC25A37,SLC25A37
KAG9275313.1,SLC25A28,SLC25A37
KAG9282905.1,MGAT2,MGAT2
KAG9267646.1,KAG9267646.1,KAG9267646.1
KAG9263083.1,MYO18A,MYO18A
KAG9260309.1,CHD5,CHD5
KAG9274321.1,CHD3,CHD5
KAG9276304.1,CHD4,CHD5
KAG9278772.1,MIB1,MIB1
KAG9270230.1,MIB2,MIB2
KAG9276532.1,TRAK1,TRAK1
KAG9283030.1,KAG9283030.1,KAG9283030.1
KAG9268401.1,MINPP1,MINPP1
KAG9267700.1,MINPP1,MINPP1
KAG9269944.1,MITF,MITF
KAG9267752.1,MAP2K4,MAP2K4
KAG9279213.1,MAP2K4,MAP2K4
KAG9260439.1,DUSP7,DUSP7
KAG9269741.1,MYL6,MYL6
KAG9277186.1,MYL6,MYL6
KAG9259413.1,MMP24,MMP24
KAG9267108.1,MMP15,MMP24
KAG9274461.1,MMP14,MMP24
KAG9267411.1,MMP25,MMP25
KAG9277270.1,UAP1,UAP1
KAG9281728.1,UAP1L1,UAP1
KAG9273740.1,SLC7A7,SLC7A6
KAG9274150.1,MEN1,MEN1
KAG9268868.1,MOCS1,MOCS1
KAG9262416.1,RDX,RDX
KAG9282221.1,MSN,RDX
KAG9280973.1,DUOXA1,DUOXA1
KAG9259545.1,SMARCC1,SMARCC1
KAG9277187.1,SMARCC2,SMARCC1
KAG9283877.1,SMARCC1,SMARCC1
KAG9265360.1,MOS,MOS
KAG9278491.1,TAGLN,TAGLN
KAG9281051.1,MPHOSPH6,MPHOSPH6
KAG9281862.1,ANAPC2,ANAPC2
KAG9271579.1,KAG9271579.1,KAG9271579.1
KAG9274711.1,KAG9274711.1,KAG9271579.1
KAG9279626.1,GTF2H4,GTF2H4
KAG9261717.1,MRPL1,MRPL1
KAG9267838.1,MRPL10,MRPL10
KAG9276072.1,MRPL13,MRPL13
KAG9274814.1,MRPL14,MRPL14
KAG9283581.1,MRPL17,MRPL17
KAG9282333.1,MRPL19,MRPL19
KAG9266505.1,MRPL21,MRPL21
KAG9281128.1,MRPL23,MRPL23
KAG9279513.1,MRPL24,MRPL24
KAG9265362.1,MRPL28,MRPL28
KAG9283647.1,MRPL32,MRPL32
KAG9278826.1,MRPL37,MRPL37
KAG9269962.1,MRPL40,MRPL40
KAG9261957.1,MRPL41,MRPL41
KAG9267872.1,MRPL43,MRPL43
KAG9266677.1,MRPL45,MRPL45
KAG9266977.1,MRPL46,MRPL46
KAG9263253.1,MRPL49,MRPL49
KAG9276352.1,MRPL51,MRPL51
KAG9274462.1,MRPL52,MRPL52
KAG9270849.1,MRPL55,MRPL55
KAG9266976.1,MRPS11,MRPS11
KAG9273618.1,MRPS14,MRPS14
KAG9260232.1,MRPS16,MRPS16
KAG9279664.1,MRPS18B,MRPS18B
KAG9266016.1,MRPS2,MRPS2
KAG9276052.1,DAP3,DAP3
KAG9280289.1,MRPS33,MRPS33
KAG9280825.1,MRPS35,MRPS35
KAG9268267.1,MRPS5,MRPS5
KAG9259433.1,MRPS9,MRPS9
KAG9277665.1,MRPS9,MRPS9
KAG9267114.1,IPO7,IPO7
KAG9271295.1,MAP4K4,MAP4K4
KAG9272165.1,SPON2,SPON2
KAG9272007.1,CKAP5,CKAP5
KAG9281492.1,KAG9281492.1,KAG9281492.1
KAG9276491.1,TRDMT1,TRDMT1
KAG9268012.1,MTA3,MTA3
KAG9279877.1,MTERF3,MTERF3
KAG9270301.1,MTOR,MTOR
KAG9263530.1,PPP2CB,PPP2CB
KAG9266380.1,PPP2CA,PPP2CB
KAG9281303.1,PPP2CA,PPP2CB
KAG9280519.1,SSBP1,SSBP1
KAG9265510.1,HELQ,HELQ
KAG9260448.1,SLC11A2,SLC11A2
KAG9260296.1,MYBL2,MYBL2
KAG9262292.1,MYO15A,MYO15A
KAG9279925.1,MYO15A,MYO15A
KAG9267833.1,MYO1D,MYO1D
KAG9264982.1,MYO1C,MYO1C
KAG9281822.1,MYO1H,MYO1C
KAG9282123.1,MYO1C,MYO1C
KAG9278222.1,ITGB1,ITGB1
KAG9266373.1,KAG9266373.1,KAG9266373.1
KAG9260384.1,NAB2,NAB2
KAG9261106.1,NAB1,NAB2
KAG9271710.1,NAB1,NAB2
KAG9280508.1,NAP1L1,NAP1L1
KAG9267132.1,EIF4G2,EIF4G2
KAG9273127.1,EIF4G2,EIF4G2
KAG9268814.1,HPCAL1,HPCAL1
KAG9276546.1,NCALD,HPCAL1
KAG9279528.1,NCALD,HPCAL1
KAG9279711.1,HPCAL1,HPCAL1
KAG9282912.1,HPCAL1,HPCAL1
KAG9263549.1,SLC12A2,SLC12A2
KAG9270667.1,SLC12A2,SLC12A2
KAG9273483.1,SLC12A1,SLC12A2
KAG9259717.1,SLC24A2,SLC24A2
KAG9259900.1,SLC24A2,SLC24A2
KAG9283185.1,NID2,NID2
KAG9266274.1,NEDD4L,NEDD4L
KAG9273447.1,NEDD4,NEDD4L
KAG9260766.1,ECE1,ECE1
KAG9265045.1,ECE2,ECE1
KAG9270099.1,DOHH,DOHH
KAG9264492.1,NTN1,NTN1
KAG9262444.1,NEURL1,NEURL1
KAG9263087.1,NF1,NF1
KAG9265119.1,NF1,NF1
KAG9269407.1,SLC9B2,SLC9B2
KAG9260891.1,SLC9A5,SLC9A5
KAG9272654.1,SLC9A6,SLC9A6
KAG9277238.1,SLC9A7,SLC9A6
KAG9265710.1,NHP2,NHP2
KAG9271442.1,MYO3B,MYO3B
KAG9276458.1,PPP1R8,PPP1R8
KAG9278900.1,PPP1R8,PPP1R8
KAG9267683.1,TRRAP,TRRAP
KAG9263066.1,NIPBLB,NIPBLB
KAG9270768.1,RBM15,RBM15
KAG9263582.1,KAG9263582.1,KAG9263582.1
KAG9262030.1,ATAD1A,ATAD1A
KAG9267702.1,ATAD1B,ATAD1A
KAG9278518.1,NMD3,NMD3
KAG9261926.1,GRIN1,GRIN1
KAG9266339.1,GRIN1,GRIN1
KAG9262277.1,GRIN2A,GRIN2A
KAG9263855.1,GRIN2A,GRIN2A
KAG9264326.1,GRIN2C,GRIN2A
KAG9267946.1,GRIN2C,GRIN2A
KAG9261382.1,MTHFD2,MTHFD2
KAG9264453.1,NLK.2,NLK.2
KAG9264901.1,NLK,NLK.2
KAG9275682.1,ZNF330,ZNF330
KAG9278937.1,TRPC2,TRPC2
KAG9266267.1,NOP56,NOP56
KAG9268742.1,PLCB4,PLCB4
KAG9282877.1,PLCB4,PLCB4
KAG9261998.1,NOS1,NOS1
KAG9264567.1,USP22,USP22
KAG9267349.1,USP22,USP22
KAG9271952.1,CNOT1,CNOT1
KAG9267022.1,NOTUM1A,NOTUM1A
KAG9280797.1,NOX5,NOX5
KAG9270178.1,NDUFB11,NDUFB11
KAG9280861.1,NRCAM,NRCAM
KAG9272830.1,KAG9272830.1,KAG9272830.1
KAG9265047.1,ATP1B3,ATP1B3
KAG9269440.1,ATP1B2,ATP1B3
KAG9278867.1,ATP1B3,ATP1B3
KAG9262117.1,ATNB233,ATNB233
KAG9268894.1,NRXN3A,NRXN3A
KAG9282532.1,NRXN3B,NRXN3A
KAG9278754.1,CNTNAP2,CNTNAP2
KAG9260148.1,GNL3L,GNL3L
KAG9266466.1,KAG9266466.1,KAG9266466.1
KAG9273240.1,NUTF2,NUTF2
KAG9278914.1,NUTF2,NUTF2
KAG9264089.1,NUCB1,NUCB1
KAG9279296.1,NUDC,NUDC
KAG9268614.1,KAG9268614.1,KAG9268614.1
KAG9262640.1,NUP133,NUP133
KAG9279531.1,SEH1L,SEH1L
KAG9266365.1,NUP54,NUP54
KAG9279243.1,NUP85,NUP85
KAG9267984.1,PPA1,PPA1
KAG9275354.1,PPA1,PPA1
KAG9266338.1,DAF-36,DAF-36
KAG9276962.1,CBFA2T2,CBFA2T2
KAG9279690.1,RUNX1T1,CBFA2T2
KAG9263078.1,FCHSD2,FCHSD2
KAG9265444.1,KAG9265444.1,KAG9265444.1
KAG9282016.1,KAG9282016.1,KAG9265444.1
KAG9267541.1,OAT,OAT
KAG9269513.1,SLCO4A1,SLCO4A1
KAG9278258.1,SLCO5A1,SLCO5A1
KAG9283292.1,SLCO5A1,SLCO5A1
KAG9259615.1,HTR4,HTR4
KAG9265528.1,HTR4,HTR4
KAG9267902.1,ADRB1,HTR4
KAG9272734.1,ADRB2,HTR4
KAG9281178.1,HRH2,HTR4
KAG9272492.1,HTR4,HTR4
KAG9268815.1,ODC1,ODC1
KAG9271518.1,DPP4,DPP4
KAG9267008.1,ORC2,ORC2
KAG9280482.1,ORC5,ORC5
KAG9268877.1,ARID1B,ARID1B
KAG9279294.1,ARID1A,ARID1B
KAG9283094.1,ARID1B,ARID1B
KAG9260000.1,OSBP,OSBP
KAG9272579.1,GNPDA2,GNPDA2
KAG9281217.1,GNPDA1,GNPDA2
KAG9270263.1,KAG9270263.1,KAG9270263.1
KAG9274940.1,WDR35,WDR35
KAG9269679.1,DDOST,DDOST
KAG9266422.1,PTK7,PTK7
KAG9275487.1,PTK7,PTK7
KAG9263843.1,XYLT1,XYLT1
KAG9264541.1,XYLT2,XYLT1
KAG9268480.1,MBOAT2,MBOAT2
KAG9282934.1,MBOAT2,MBOAT2
KAG9263048.1,KAG9263048.1,KAG9263048.1
KAG9273251.1,BCAR1,BCAR1
KAG9270682.1,TMED7,TMED7
KAG9260548.1,MAPK14A,MAPK14A
KAG9270750.1,MAPK14A,MAPK14A
KAG9280599.1,MAPK11,MAPK14A
KAG9274323.1,KAG9274323.1,KAG9274323.1
KAG9259597.1,PABPC1A,PABPC1A
KAG9268297.1,PABPC4,PABPC1A
KAG9279524.1,PABPC1A,PABPC1A
KAG9283930.1,PABPC1A,PABPC1A
KAG9283241.1,PABPN1-B,PABPN1-B
KAG9274391.1,PAIP2B,PAIP2B
KAG9275642.1,PAIP2B,PAIP2B
KAG9266378.1,TCF7L2,TCF7L2
KAG9267701.1,PAPSS2,PAPSS2
KAG9268399.1,PAPSS2,PAPSS2
KAG9275621.1,PAPSS1,PAPSS2
KAG9260132.1,MARK1,MARK1
KAG9266421.1,MARK1,MARK1
KAG9282801.1,MARK3,MARK1
KAG9269773.1,SCN8A,SCN8A
KAG9263233.1,EHD1,EHD1
KAG9268192.1,EHD4,EHD1
KAG9272463.1,EHD1,EHD1
KAG9282567.1,EHD3,EHD1
KAG9265170.1,APPBP2,APPBP2
KAG9273202.1,KIF23,KIF23
KAG9267263.1,TGFB1I1,TGFB1I1
KAG9266450.1,ECT2,ECT2
KAG9266157.1,PCBD2,PCBD2
KAG9275419.1,PCBD1,PCBD2
KAG9278866.1,XRN1,XRN1
KAG9264929.1,SH3BP5L,SH3BP5L
KAG9274970.1,PCNX1,PCNX1
KAG9272956.1,PDCD5,PDCD5
KAG9271485.1,PDE11A,PDE11A
KAG9274094.1,PDE5A,PDE11A
KAG9276676.1,PDE11A,PDE11A
KAG9276489.1,PDE1C,PDE1C
KAG9277422.1,P4HB,P4HB
KAG9265804.1,PDK3,PDK3
KAG9267834.1,PDK2,PDK3
KAG9271455.1,PDK1,PDK3
KAG9279800.1,PDK2,PDK3
KAG9283406.1,PDK3,PDK3
KAG9279231.1,HLF,HLF
KAG9259931.1,KAG9259931.1,KAG9259931.1
KAG9264622.1,KAG9264622.1,KAG9259931.1
KAG9261124.1,PCYT2,PCYT2
KAG9264573.1,PCYT2,PCYT2
KAG9275196.1,EIF2AK3,EIF2AK3
KAG9267267.1,KAG9267267.1,KAG9267267.1
KAG9264937.1,PSENEN,PSENEN
KAG9279784.1,PEX1,PEX1
KAG9268753.1,PTPN21,PTPN21
KAG9260634.1,PFKFB4,PFKFB4
KAG9269894.1,KAG9269894.1,PFKFB4
KAG9277181.1,PFKFB4,PFKFB4
KAG9280456.1,PFKFB3,PFKFB4
KAG9275578.1,GALNT2,GALNT2
KAG9283603.1,GALNT1,GALNT1
KAG9269725.1,PGD,PGD
KAG9265883.1,PGK1,PGK1
KAG9265672.1,PHKG1,PHKG1
KAG9267845.1,PHKG2,PHKG1
KAG9278566.1,PHKG1,PHKG1
KAG9259438.1,PHTF2,PHTF2
KAG9280661.1,PHTF2,PHTF2
KAG9259460.1,PIK3R3,PIK3R3
KAG9269200.1,PIK3R3,PIK3R3
KAG9277291.1,PIK3R1,PIK3R3
KAG9281855.1,PIK3R1,PIK3R3
KAG9260499.1,PIK3C2B,PIK3C2B
KAG9266440.1,PIK3CA,PIK3CA
KAG9269414.1,PIK3CA,PIK3CA
KAG9259695.1,PI4K2B,PI4K2B
KAG9262671.1,PI4K2A,PI4K2B
KAG9272921.1,DDB1,DDB1
KAG9279191.1,PICK1,PICK1
KAG9266606.1,PIP5K1C,PIP5K1C
KAG9276550.1,PIP5K1A,PIP5K1C
KAG9278678.1,PIP5K1C,PIP5K1C
KAG9279452.1,PIP5K1A,PIP5K1C
KAG9271542.1,DDX18,DDX18
KAG9269173.1,ABCE1,ABCE1
KAG9262723.1,PRKACA,PRKACA
KAG9266781.1,PRKACB,PRKACA
KAG9274621.1,PRKACA,PRKACA
KAG9279034.1,PRKACA,PRKACA
KAG9262517.1,PRKX,PRKX
KAG9263944.1,PRKAR1B,PRKAR1B
KAG9264002.1,PRKAR1A,PRKAR1B
KAG9267369.1,PRKAR1A,PRKAR1B
KAG9270916.1,PRKAR2A,PRKAR2A
KAG9281059.1,PRKAR2B,PRKAR2A
KAG9262272.1,PRKCBB,PRKCBB
KAG9263982.1,PRKCBB,PRKCBB
KAG9264576.1,PRKCA,PRKCBB
KAG9277469.1,PRKCA,PRKCBB
KAG9268018.1,PRKCE,PRKCE
KAG9275129.1,PRKCE,PRKCE
KAG9260604.1,PRKCD,PRKCD
KAG9277164.1,PRKCD,PRKCD
KAG9280457.1,PRKCQ,PRKCD
KAG9264826.1,PRKD2,PRKD2
KAG9268196.1,PRKD1,PRKD2
KAG9283098.1,PRKD3,PRKD2
KAG9264742.1,PKN2,PKN2
KAG9277774.1,PKN2,PKN2
KAG9268741.1,PLCB1,PLCB1
KAG9274387.1,PLCB3,PLCB1
KAG9282876.1,PLCB1,PLCB1
KAG9271064.1,PLD1,PLD1
KAG9280172.1,TH,TH
KAG9281130.1,TH,TH
KAG9260695.1,PLXNA2,PLXNA2
KAG9269133.1,PLXNA2,PLXNA2
KAG9269155.1,PLXNA1,PLXNA2
KAG9270029.1,PLXNA3,PLXNA2
KAG9277072.1,PLXNA1,PLXNA2
KAG9280191.1,PLXNA4,PLXNA2
KAG9268563.1,KAG9268563.1,KAG9268563.1
KAG9259744.1,TBC1D1,TBC1D1
KAG9271074.1,TBC1D4,TBC1D1
KAG9260373.1,ATP2B2,ATP2B2
KAG9260507.1,ATP2B4,ATP2B2
KAG9269598.1,ATP2B3,ATP2B2
KAG9270172.1,ATP2B3,ATP2B2
KAG9272420.1,ATP2B1,ATP2B2
KAG9280182.1,ATP2B1,ATP2B2
KAG9278913.1,NGLY1,NGLY1
KAG9263653.1,ETS2,ETS2
KAG9273355.1,ETS1,ETS2
KAG9272036.1,SEPTIN7,SEPTIN7
KAG9279569.1,SEPTIN7,SEPTIN7
KAG9283730.1,SEPTIN7,SEPTIN7
KAG9269634.1,UBR4,UBR4
KAG9262265.1,PLK1,PLK1
KAG9260595.1,PBRM1,PBRM1
KAG9277004.1,PBRM1,PBRM1
KAG9265809.1,POMP,POMP
KAG9270810.1,PORCN,PORCN
KAG9262968.1,KAG9262968.1,KAG9262968.1
KAG9267528.1,VDAC2,KAG9262968.1
KAG9269956.1,VDAC2,KAG9262968.1
KAG9275250.1,VDAC2,KAG9262968.1
KAG9264102.1,PPP1CA,PPP1CA
KAG9267268.1,GSP-2,PPP1CA
KAG9281671.1,PPP1CC-A,PPP1CA
KAG9282004.1,PPP2R1A,PPP2R1A
KAG9272391.1,FBXL14,FBXL14
KAG9280200.1,FBXL14,FBXL14
KAG9260789.1,PPCS,PPCS
KAG9267146.1,GCSH,GCSH
KAG9259543.1,PPOX,PPOX
KAG9283875.1,PPOX,PPOX
KAG9281326.1,PPT2-A,PPT2-A
KAG9281817.1,PPP6C,PPP6C
KAG9282749.1,PPAT,PPAT
KAG9277332.1,PDE6D,PDE6D
KAG9270914.1,SLC26A6,SLC26A6
KAG9277149.1,SLC26A6,SLC26A6
KAG9266560.1,PTP4A1,PTP4A1
KAG9276628.1,PTP4A3,PTP4A1
KAG9279589.1,PTP4A3,PTP4A1
KAG9279762.1,PTP4A2,PTP4A1
KAG9260647.1,PSMA5,PSMA5
KAG9268664.1,PSMA3,PSMA3
KAG9279827.1,PSMB4,PSMB4
KAG9277288.1,PRPF38A,PRPF38A
KAG9264981.1,PRPF8,PRPF8
KAG9283547.1,TXNDC5,TXNDC5
KAG9265098.1,NOVA1,NOVA1
KAG9282162.1,NOVA1,NOVA1
KAG9275285.1,GINS1,GINS1
KAG9262677.1,KHSRP,KHSRP
KAG9273721.1,FUBP1,KHSRP
KAG9267703.1,PTEN,PTEN
KAG9272106.1,PTPRB,PTPRB
KAG9276543.1,PTPN2,PTPN2
KAG9279530.1,PTPN2,PTPN2
KAG9281799.1,PTPA,PTPA
KAG9261037.1,PTPN4,PTPN4
KAG9271202.1,PTPN4,PTPN4
KAG9276476.1,PTCHD3,PTCHD3
KAG9279220.1,PTCHD3,PTCHD3
KAG9268005.1,GCH1,GCH1
KAG9268937.1,GCH1,GCH1
KAG9265738.1,PURA,PURA
KAG9272684.1,KDRL,KDRL
KAG9268821.1,KAG9268821.1,KAG9268821.1
KAG9270247.1,UPB1,UPB1
KAG9273542.1,PKM,PKM
KAG9281346.1,KHDRBS3,KHDRBS3
KAG9274825.1,GGPS1,GGPS1
KAG9274138.1,RAB1A,RAB1A
KAG9275458.1,RAB1A,RAB1A
KAG9268505.1,RAB10,RAB10
KAG9282345.1,RAB10,RAB10
KAG9266607.1,KAG9266607.1,KAG9266607.1
KAG9273184.1,RAB11A,KAG9266607.1
KAG9278677.1,KAG9278677.1,KAG9266607.1
KAG9283720.1,RAB11A,KAG9266607.1
KAG9261918.1,RAB14,RAB14
KAG9281889.1,RAB14,RAB14
KAG9264733.1,RAB2A,RAB2A
KAG9275055.1,RAB23,RAB23
KAG9264542.1,RAB37,RAB37
KAG9268097.1,RAB37,RAB37
KAG9262983.1,RAB3C,RAB3C
KAG9264695.1,RAB3A,RAB3C
KAG9266616.1,RAB3B,RAB3C
KAG9266771.1,RAB3A,RAB3C
KAG9264127.1,RAB35,RAB35
KAG9269980.1,RAB35,RAB35
KAG9281723.1,RAB35,RAB35
KAG9265704.1,RAB39B,RAB39B
KAG9274478.1,RAB39B,RAB39B
KAG9278897.1,RAB39B,RAB39B
KAG9260846.1,MADD,MADD
KAG9263846.1,RAB40C,RAB40C
KAG9267947.1,RAB40B,RAB40C
KAG9264250.1,RAB5C,RAB5C
KAG9267431.1,RAB5C,RAB5C
KAG9280035.1,RAB5A,RAB5C
KAG9283754.1,RAB5A,RAB5C
KAG9260630.1,RAB7,RAB7
KAG9270442.1,RAB7,RAB7
KAG9277145.1,RAB7,RAB7
KAG9267195.1,RAB8B,RAB8B
KAG9278656.1,RAB8A,RAB8B
KAG9281002.1,RAB8B,RAB8B
KAG9262383.1,RAB9A,RAB9A
KAG9270986.1,RAB9A,RAB9A
KAG9271870.1,RAB9B,RAB9A
KAG9263885.1,RAC2,RAC2
KAG9264001.1,RAC3,RAC2
KAG9264581.1,RAC1,RAC2
KAG9267372.1,RAC3,RAC2
KAG9267623.1,RAC1,RAC2
KAG9277092.1,RAE1,RAE1
KAG9263374.1,XPO7,XPO7
KAG9260128.1,XPO5,XPO5
KAG9273242.1,RANBP10,RANBP10
KAG9273981.1,RANBP9,RANBP10
KAG9267779.1,RANGAP1,RANGAP1
KAG9279273.1,RANGAP1,RANGAP1
KAG9271499.1,RAP2A,RAP2A
KAG9272641.1,RAP2C,RAP2A
KAG9273417.1,RAP2A,RAP2A
