# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
KAG9269578.1,OARD1,XP_007249976.1,OARD1,7.83E-97,352,2.60E-97,352
KAG9269578.1,OARD1,XP_007249979.1,OARD1,1.28E-92,338,4.09E-93,338
KAG9269579.1,GUCA1B,XP_007249980.1,GUCA1B,4.92E-113,406,1.63E-113,406
KAG9269580.1,KLHDC8B,XP_022533117.2,LOC103036463,3.34E-121,434,1.11E-121,434
KAG9269581.1,AMIGO3,XP_007249968.3,LOC103032751,5.23E-221,766,1.74E-221,766
KAG9269582.1,TASOR,XP_007249967.3,TASORB,0.00E+00,3379,0.00E+00,3379
KAG9269583.1,ASB14,XP_022533119.2,ASB14B,1.04E-272,938,3.46E-273,938
KAG9269584.1,DNAH7,XP_022533120.2,DNAH12,0.00E+00,7802,0.00E+00,7802
KAG9269585.1,ATP6AP1,XP_007249963.1,ATP6AP1LB,5.56E-201,699,1.84E-201,699
KAG9269586.1,SLMAP,XP_015461455.2,SLMAPB,2.21E-156,551,7.07E-157,551
KAG9269587.1,ABHD6,XP_022533125.1,ABHD6B,1.06E-200,698,3.53E-201,698
KAG9269588.1,KCTD6,XP_015461435.3,KCTD6B,2.39E-140,497,7.94E-141,497
KAG9269588.1,KCTD6,XP_015461436.1,KCTD6B,2.01E-133,474,6.41E-134,474
KAG9269589.1,SMIM4,XP_007249956.2,LOC103029172,1.43E-40,164,4.75E-41,164
KAG9269590.1,OGN,XP_007249957.3,OGNB,2.90E-143,507,9.62E-144,507
KAG9269592.1,DNASE1L3,XP_007249958.3,DNASE1L1,9.81E-182,635,3.08E-182,635
KAG9269592.1,DNASE1L3,XP_007249959.3,DNASE1L1,6.28E-180,629,1.93E-180,629
KAG9269593.1,RPL10,XP_049318858.1,RPL10,2.00E-121,434,6.64E-122,434
KAG9269594.1,FLNA,XP_007249947.3,FLNA,0.00E+00,5105,0.00E+00,5105
KAG9269594.1,FLNA,XP_049318855.1,FLNA,0.00E+00,5082,0.00E+00,5082
KAG9269594.1,FLNA,XP_049318856.1,FLNA,0.00E+00,5032,0.00E+00,5032
KAG9269594.1,FLNA,XP_049318857.1,FLNA,0.00E+00,5009,0.00E+00,5009
KAG9269595.1,KAG9269595.1,XP_007249944.2,EMD,2.99E-83,307,9.20E-84,307
KAG9269595.1,KAG9269595.1,XP_007249945.2,EMD,2.99E-83,307,9.20E-84,307
KAG9269595.1,KAG9269595.1,XP_007249946.2,EMD,2.99E-83,307,9.20E-84,307
KAG9269596.1,NINJ1,XP_007250072.2,SI:DKEY-93L1.9,4.08E-82,303,1.35E-82,303
KAG9269597.1,HAUS7,XP_007249937.3,HAUS7,2.74E-204,710,9.11E-205,710
KAG9269598.1,ATP2B3,XP_022533134.2,ATP2B3B,0.00E+00,2510,0.00E+00,2510
KAG9269598.1,ATP2B3,XP_022533127.2,ATP2B3B,0.00E+00,2442,0.00E+00,2442
KAG9269598.1,ATP2B3,XP_049318666.1,ATP2B3B,0.00E+00,2442,0.00E+00,2442
KAG9269598.1,ATP2B3,XP_022533129.2,ATP2B3B,0.00E+00,2403,0.00E+00,2403
KAG9269599.1,CCNQ,XP_007249931.3,CCNQ,3.03E-147,520,1.01E-147,520
KAG9269600.1,CFAP126,XP_007249932.2,CFAP126,8.26E-90,329,2.74E-90,329
KAG9269601.1,B4GALT3,XP_007249933.1,B4GALT3,1.83E-245,847,6.09E-246,847
KAG9269601.1,B4GALT3,XP_007249935.1,B4GALT3,1.83E-245,847,6.09E-246,847
KAG9269602.1,BGN,XP_007249930.3,BGNB,1.60E-189,661,5.33E-190,661
KAG9269602.1,BGN,XP_022533136.2,BGNB,1.60E-189,661,5.33E-190,661
KAG9269603.1,ECM2,XP_007250071.3,SI:DKEY-32E6.6,2.17E-294,1010,7.22E-295,1010
KAG9269604.1,TNNC1,XP_007249929.1,TNNC1B,3.23E-53,207,1.07E-53,207
KAG9269605.1,TKT,XP_007249925.2,TKTB,0.00E+00,1245,0.00E+00,1245
KAG9269606.1,LRRC23,XP_007249926.1,LRRC23,5.28E-139,493,1.75E-139,493
KAG9269606.1,LRRC23,XP_022533137.1,LRRC23,5.28E-139,493,1.75E-139,493
KAG9269607.1,KAG9269607.1,XP_007249928.2,SI:DKEY-32E6.3,2.49E-222,770,8.28E-223,770
KAG9269608.1,USP19,XP_007249923.3,USP19,0.00E+00,2756,0.00E+00,2756
KAG9269608.1,USP19,XP_007249922.3,USP19,0.00E+00,2751,0.00E+00,2751
KAG9269609.1,LAMB2,XP_007249921.3,LAMB2,0.00E+00,3157,0.00E+00,3157
KAG9269609.1,LAMB2,XP_022533139.2,LAMB2,0.00E+00,3148,0.00E+00,3148
KAG9269610.1,LAMB2,XP_022533140.2,LAMB2L,0.00E+00,2972,0.00E+00,2972
KAG9269610.1,LAMB2,XP_022533141.2,LAMB2L,0.00E+00,2972,0.00E+00,2972
KAG9269611.1,KAG9269611.1,XP_049318844.1,SI:RP71-17I16.6,2.46E-86,317,8.78E-87,317
KAG9269612.1,PIK3CG,XP_022533142.2,SI:RP71-17I16.5,0.00E+00,2167,0.00E+00,2167
KAG9269613.1,KAG9269613.1,XP_049318898.1,LOC125780572,1.28E-83,308,4.26E-84,308
KAG9269614.1,KAG9269614.1,XP_007249918.1,LOC103044421,6.57E-50,196,2.18E-50,196
KAG9269615.1,TAF13,XP_022533144.1,TAF13,9.05E-65,245,3.01E-65,245
KAG9269616.1,DPM1,XP_007249907.1,DPM1,1.26E-140,498,4.19E-141,498
KAG9269617.1,ADNP,XP_007249908.3,ADNPB,0.00E+00,1965,0.00E+00,1965
KAG9269617.1,ADNP,XP_007249909.3,ADNPB,0.00E+00,1965,0.00E+00,1965
KAG9269618.1,KAG9269618.1,XP_049329572.1,LOC125794540,0.00E+00,1366,0.00E+00,1366
KAG9269618.1,KAG9269618.1,XP_049333206.1,LOC125801121,0.00E+00,1366,0.00E+00,1366
KAG9269618.1,KAG9269618.1,XP_049341097.1,LOC103025983,0.00E+00,1366,0.00E+00,1366
KAG9269618.1,KAG9269618.1,XP_022518866.2,LOC111189492,0.00E+00,1364,0.00E+00,1364
KAG9269618.1,KAG9269618.1,XP_049333279.1,LOC125801134,0.00E+00,1362,0.00E+00,1362
KAG9269618.1,KAG9269618.1,XP_049341995.1,LOC125806136,0.00E+00,1358,0.00E+00,1358
KAG9269618.1,KAG9269618.1,XP_049329571.1,LOC125794540,0.00E+00,1322,0.00E+00,1322
KAG9269618.1,KAG9269618.1,XP_049333205.1,LOC125801121,0.00E+00,1322,0.00E+00,1322
KAG9269618.1,KAG9269618.1,XP_049341096.1,LOC103025983,0.00E+00,1322,0.00E+00,1322
KAG9269618.1,KAG9269618.1,XP_022518865.2,LOC111189492,0.00E+00,1320,0.00E+00,1320
KAG9269618.1,KAG9269618.1,XP_049333269.1,LOC125801134,0.00E+00,1318,0.00E+00,1318
KAG9269618.1,KAG9269618.1,XP_049341994.1,LOC125806136,0.00E+00,1314,0.00E+00,1314
KAG9269618.1,KAG9269618.1,XP_049322554.1,LOC125782460,0.00E+00,1306,0.00E+00,1306
KAG9269619.1,CAMKV,XP_007239217.3,CAMKVL,0.00E+00,1400,0.00E+00,1400
KAG9269619.1,CAMKV,XP_049318862.1,CAMKVL,0.00E+00,1385,0.00E+00,1385
KAG9269620.1,UBA1,XP_007239218.3,UBA1,0.00E+00,2104,0.00E+00,2104
KAG9269620.1,UBA1,XP_007239219.3,UBA1,0.00E+00,2104,0.00E+00,2104
KAG9269620.1,UBA1,XP_022533148.2,UBA1,0.00E+00,2104,0.00E+00,2104
KAG9269621.1,ARHGEF3,XP_022533149.1,ARHGEF3L,0.00E+00,1030,0.00E+00,1030
KAG9269621.1,ARHGEF3,XP_049318863.1,ARHGEF3L,2.15E-285,980,6.85E-286,980
KAG9269622.1,USP21,XP_007239214.3,USP21,1.86E-239,827,6.19E-240,827
KAG9269623.1,CCDC30,XP_007239212.3,CCDC30,0.00E+00,2075,0.00E+00,2075
KAG9269623.1,CCDC30,XP_015458492.3,CCDC30,0.00E+00,2069,0.00E+00,2069
KAG9269623.1,CCDC30,XP_022533152.2,CCDC30,0.00E+00,2027,0.00E+00,2027
KAG9269623.1,CCDC30,XP_007239213.3,CCDC30,0.00E+00,2021,0.00E+00,2021
KAG9269624.1,ZNF362,XP_015458493.1,ZNF362B,1.74E-170,598,5.79E-171,598
KAG9269624.1,ZNF362,XP_022533153.1,ZNF362B,1.74E-170,598,5.79E-171,598
KAG9269625.1,TNFRSF1A,XP_022533156.1,SI:CH211-112C15.8,6.97E-196,682,2.32E-196,682
KAG9269626.1,TTC34,XP_007239220.3,TTC34,0.00E+00,2133,0.00E+00,2133
KAG9269627.1,MMEL1,XP_007239207.3,LOC103042961,0.00E+00,1531,0.00E+00,1531
KAG9269629.1,KCNAB2,XP_022533164.1,KCNAB2B,5.17E-225,779,1.71E-225,779
KAG9269629.1,KCNAB2,XP_022533163.1,KCNAB2B,5.29E-222,769,1.82E-222,769
KAG9269629.1,KCNAB2,XP_007251515.2,KCNAB2A,1.78E-214,744,5.88E-215,744
KAG9269630.1,PAX7,XP_007246412.3,PAX7B,1.02E-285,981,3.40E-286,981
KAG9269630.1,PAX7,XP_022533166.2,PAX7B,6.55E-284,975,2.17E-284,975
KAG9269630.1,PAX7,XP_007246414.3,PAX7B,3.35E-281,966,1.10E-281,966
KAG9269631.1,ERRFI1,XP_007246410.3,LOC103026699,4.24E-212,736,1.41E-212,736
KAG9269631.1,ERRFI1,XP_007246407.3,LOC103026699,5.42E-210,729,1.81E-210,729
KAG9269631.1,ERRFI1,XP_007246409.3,LOC103026699,5.42E-210,729,1.81E-210,729
KAG9269632.1,KAG9269632.1,XP_049318845.1,ZGC:154075,3.27E-269,926,1.08E-269,926
KAG9269632.1,KAG9269632.1,XP_049318846.1,ZGC:154075,2.30E-255,880,7.24E-256,880
KAG9269633.1,EMC1,XP_007246404.3,EMC1,0.00E+00,1894,0.00E+00,1894
KAG9269634.1,UBR4,XP_022533170.1,UBR4,0.00E+00,9738,0.00E+00,9738
KAG9269634.1,UBR4,XP_049318944.1,UBR4,0.00E+00,9713,0.00E+00,9713
KAG9269634.1,UBR4,XP_049318942.1,UBR4,0.00E+00,9695,0.00E+00,9695
KAG9269634.1,UBR4,XP_049318938.1,UBR4,0.00E+00,9693,0.00E+00,9693
KAG9269634.1,UBR4,XP_049318943.1,UBR4,0.00E+00,9690,0.00E+00,9690
KAG9269634.1,UBR4,XP_049318941.1,UBR4,0.00E+00,9686,0.00E+00,9686
KAG9269634.1,UBR4,XP_049318940.1,UBR4,0.00E+00,9681,0.00E+00,9681
KAG9269634.1,UBR4,XP_049318939.1,UBR4,0.00E+00,9681,0.00E+00,9681
KAG9269634.1,UBR4,XP_049318937.1,UBR4,0.00E+00,9677,0.00E+00,9677
KAG9269634.1,UBR4,XP_049318936.1,UBR4,0.00E+00,9675,0.00E+00,9675
KAG9269634.1,UBR4,XP_049318935.1,UBR4,0.00E+00,9672,0.00E+00,9672
KAG9269635.1,IFFO2,XP_007246391.3,IFFO2A,7.97E-278,955,2.65E-278,955
KAG9269636.1,TAS1R1,XP_007246390.2,LOC103022653,0.00E+00,1646,0.00E+00,1646
KAG9269637.1,HES5,XP_007246386.2,HER12,5.99E-85,313,1.45E-85,313
KAG9269638.1,HES5,XP_049318945.1,LOC111194126,8.10E-82,302,2.69E-82,302
KAG9269638.1,HES5,XP_007246389.3,LOC103022347,2.07E-79,294,6.89E-80,294
KAG9269641.1,ICMT,XP_007246384.2,ICMT,6.09E-165,579,2.02E-165,579
KAG9269642.1,RNF207B,XP_049318790.1,RNF207B,0.00E+00,1255,0.00E+00,1255
KAG9269642.1,RNF207B,XP_007246382.3,RNF207B,0.00E+00,1253,0.00E+00,1253
KAG9269643.1,RPL22,XP_007246381.1,LOC103046662,2.35E-65,247,7.82E-66,247
KAG9269644.1,RCC2,XP_007243311.1,RCC2,1.19E-292,1004,3.96E-293,1004
KAG9269644.1,RCC2,XP_007243312.1,RCC2,1.19E-292,1004,3.96E-293,1004
KAG9269644.1,RCC2,XP_022533171.1,RCC2,1.19E-292,1004,3.96E-293,1004
KAG9269645.1,IGSF21,XP_007246375.2,IGSF21B,4.12E-279,959,1.37E-279,959
KAG9269646.1,DHRS3,XP_007246374.2,DHRS3A,5.75E-177,619,1.91E-177,619
KAG9269647.1,VPS13D,XP_049342321.1,VPS13D,0.00E+00,8474,0.00E+00,8474
KAG9269647.1,VPS13D,XP_049342322.1,VPS13D,0.00E+00,8474,0.00E+00,8474
KAG9269647.1,VPS13D,XP_049342323.1,VPS13D,0.00E+00,8437,0.00E+00,8437
KAG9269647.1,VPS13D,XP_049342324.1,VPS13D,0.00E+00,8411,0.00E+00,8411
KAG9269648.1,LRRC38,XP_007246373.1,LRRC38A,1.40E-146,518,4.65E-147,518
KAG9269649.1,KAG9269649.1,XP_049318682.1,LOC111191752,1.58E-138,491,5.25E-139,491
KAG9269650.1,EPHB2,XP_022518824.2,EPHB2A,0.00E+00,2029,0.00E+00,2029
KAG9269650.1,EPHB2,XP_022518825.2,EPHB2A,0.00E+00,2015,0.00E+00,2015
KAG9269651.1,LACTBL1,XP_007246371.2,LACTBL1A,0.00E+00,1216,0.00E+00,1216
KAG9269652.1,GUCA2A,XP_007246372.1,LOC103044303,7.00E-52,202,2.32E-52,202
KAG9269653.1,EIF4G3,XP_022533174.2,EIF4G3B,0.00E+00,3241,0.00E+00,3241
KAG9269653.1,EIF4G3,XP_022533175.2,EIF4G3B,0.00E+00,3222,0.00E+00,3222
KAG9269653.1,EIF4G3,XP_022533176.2,EIF4G3B,0.00E+00,3219,0.00E+00,3219
KAG9269653.1,EIF4G3,XP_022533177.2,EIF4G3B,0.00E+00,3192,0.00E+00,3192
KAG9269653.1,EIF4G3,XP_022533178.2,EIF4G3B,0.00E+00,3189,0.00E+00,3189
KAG9269653.1,EIF4G3,XP_022533180.2,EIF4G3B,0.00E+00,3180,0.00E+00,3180
KAG9269654.1,PHC2,XP_007246368.3,PHC2A,0.00E+00,1434,0.00E+00,1434
KAG9269654.1,PHC2,XP_022533185.2,PHC2A,0.00E+00,1429,0.00E+00,1429
KAG9269654.1,PHC2,XP_022533183.2,PHC2A,0.00E+00,1417,0.00E+00,1417
KAG9269655.1,SLC2A1,XP_007246367.2,SLC2A1A,7.32E-272,935,2.32E-272,935
KAG9269656.1,RAP1GAP,XP_007246360.3,RAP1GAPA,0.00E+00,1431,0.00E+00,1431
KAG9269656.1,RAP1GAP,XP_007246355.3,RAP1GAPA,0.00E+00,1375,0.00E+00,1375
KAG9269656.1,RAP1GAP,XP_007246358.3,RAP1GAPA,0.00E+00,1375,0.00E+00,1375
KAG9269656.1,RAP1GAP,XP_022533188.2,RAP1GAPA,0.00E+00,1375,0.00E+00,1375
KAG9269656.1,RAP1GAP,XP_007246356.3,RAP1GAPA,0.00E+00,1370,0.00E+00,1370
KAG9269656.1,RAP1GAP,XP_007246364.3,RAP1GAPA,0.00E+00,1363,0.00E+00,1363
KAG9269656.1,RAP1GAP,XP_015460552.3,RAP1GAPA,0.00E+00,1363,0.00E+00,1363
KAG9269656.1,RAP1GAP,XP_049342353.1,RAP1GAPA,0.00E+00,1363,0.00E+00,1363
KAG9269657.1,SPSB1,XP_007246365.1,SPSB1,2.92E-162,570,9.68E-163,570
KAG9269657.1,SPSB1,XP_022533189.1,SPSB1,2.92E-162,570,9.68E-163,570
KAG9269658.1,GPR157,XP_007246354.2,GPR157,3.88E-181,633,1.29E-181,633
KAG9269659.1,SLC2A5,XP_007246353.3,LOC103039283,1.08E-279,961,3.59E-280,961
KAG9269660.1,CA6,XP_007246352.3,CA6,0.00E+00,1097,0.00E+00,1097
KAG9269661.1,ENO1,XP_007246350.1,ENO1A,3.71E-248,856,1.23E-248,856
KAG9269661.1,ENO1,XP_007246351.1,ENO1A,1.22E-243,841,4.04E-244,841
KAG9269662.1,RERE,XP_049319205.1,REREA,0.00E+00,2412,0.00E+00,2412
KAG9269662.1,RERE,XP_049319206.1,REREA,0.00E+00,2412,0.00E+00,2412
KAG9269662.1,RERE,XP_049319207.1,REREA,0.00E+00,2412,0.00E+00,2412
KAG9269662.1,RERE,XP_049319208.1,REREA,0.00E+00,2380,0.00E+00,2380
KAG9269663.1,SAMD11,XP_007246340.3,SAMD11,0.00E+00,1708,0.00E+00,1708
KAG9269663.1,SAMD11,XP_007246341.3,SAMD11,0.00E+00,1702,0.00E+00,1702
KAG9269663.1,SAMD11,XP_015460569.3,SAMD11,0.00E+00,1664,0.00E+00,1664
KAG9269664.1,KAG9269664.1,XP_007246342.3,NOC2L,0.00E+00,1330,0.00E+00,1330
KAG9269664.1,KAG9269664.1,XP_015460570.3,NOC2L,0.00E+00,1325,0.00E+00,1325
KAG9269665.1,KLHL17,XP_022532970.1,KLHL17,5.60E-211,733,1.86E-211,733
KAG9269665.1,KLHL17,XP_022532971.1,KLHL17,5.60E-211,733,1.86E-211,733
KAG9269666.1,PLEKHN1,XP_007246339.3,PLEKHN1,0.00E+00,1424,0.00E+00,1424
KAG9269667.1,PERM1,XP_022532969.2,LOC103030648,0.00E+00,3601,0.00E+00,3601
KAG9269668.1,HES4-B,XP_007246337.1,HER9,2.22E-148,524,7.36E-149,524
KAG9269668.1,HES4-B,XP_007246338.1,HER9,1.42E-146,518,4.70E-147,518
KAG9269669.1,AGRN,XP_049318966.1,AGRN,0.00E+00,3842,0.00E+00,3842
KAG9269669.1,AGRN,XP_049318967.1,AGRN,0.00E+00,3837,0.00E+00,3837
KAG9269669.1,AGRN,XP_049318968.1,AGRN,0.00E+00,3821,0.00E+00,3821
KAG9269669.1,AGRN,XP_049318969.1,AGRN,0.00E+00,3818,0.00E+00,3818
KAG9269669.1,AGRN,XP_049318970.1,AGRN,0.00E+00,3813,0.00E+00,3813
KAG9269669.1,AGRN,XP_049318971.1,AGRN,0.00E+00,3793,0.00E+00,3793
KAG9269669.1,AGRN,XP_049318972.1,AGRN,0.00E+00,3788,0.00E+00,3788
KAG9269669.1,AGRN,XP_049318975.1,AGRN,0.00E+00,3767,0.00E+00,3767
KAG9269670.1,PTPN11,XP_049318687.1,PTPN11B,0.00E+00,1198,0.00E+00,1198
KAG9269670.1,PTPN11,XP_049318688.1,PTPN11B,0.00E+00,1198,0.00E+00,1198
KAG9269670.1,PTPN11,XP_007246330.2,PTPN11B,0.00E+00,1192,0.00E+00,1192
KAG9269671.1,RNF223,XP_022532967.1,LOC111188165,1.94E-124,444,6.43E-125,444
KAG9269672.1,TTLL10,XP_022532962.2,TTLL10,0.00E+00,1508,0.00E+00,1508
KAG9269672.1,TTLL10,XP_022532963.2,TTLL10,0.00E+00,1508,0.00E+00,1508
KAG9269673.1,ARHGEF7,XP_007246327.2,LOC103031185,5.08E-222,769,1.68E-222,769
KAG9269674.1,KAG9269674.1,XP_007246326.3,LOC103030870,1.57E-141,501,5.21E-142,501
KAG9269675.1,ARHGEF19,XP_007246320.3,ARHGEF19,0.00E+00,1871,0.00E+00,1871
KAG9269676.1,ANO7,XP_007246322.3,ANO11,0.00E+00,1746,0.00E+00,1746
KAG9269677.1,TRIM16,XP_049342313.1,LOC111194037,8.28E-266,915,2.43E-266,915
KAG9269678.1,PLEKHM2,XP_007246316.3,PLEKHM2,0.00E+00,2028,0.00E+00,2028
KAG9269678.1,PLEKHM2,XP_007246317.3,PLEKHM2,0.00E+00,2022,0.00E+00,2022
KAG9269678.1,PLEKHM2,XP_007246318.3,PLEKHM2,0.00E+00,1974,0.00E+00,1974
KAG9269679.1,DDOST,XP_007246315.3,DDOST,3.58E-260,896,1.19E-260,896
KAG9269680.1,ZBTB17,XP_007246313.3,ZBTB17,7.82E-245,846,2.60E-245,846
KAG9269680.1,ZBTB17,XP_007246314.3,ZBTB17,5.00E-243,840,1.66E-243,840
KAG9269680.1,ZBTB17,XP_022532959.2,ZBTB17,5.00E-243,840,1.66E-243,840
KAG9269681.1,HSPB7,XP_007246311.1,HSPB7,3.36E-81,300,1.12E-81,300
KAG9269682.1,CLCNKB,XP_007246307.3,CLCNK,0.00E+00,1359,0.00E+00,1359
KAG9269683.1,FAM131C,XP_007246309.3,FAM131C,3.33E-141,500,1.11E-141,500
KAG9269684.1,EPHA2,XP_007246310.3,EPHA2B,0.00E+00,1910,0.00E+00,1910
KAG9269685.1,SPEN,XP_007246306.3,SPEN,0.00E+00,6364,0.00E+00,6364
KAG9269686.1,TMEM82,XP_015460572.1,TMEM82,1.45E-189,661,4.83E-190,661
KAG9269686.1,TMEM82,XP_007246304.1,TMEM82,2.33E-188,657,7.75E-189,657
KAG9269687.1,SULT1C4,XP_049318948.1,SULT1ST5,6.15E-153,539,2.32E-153,539
KAG9269688.1,SZRD1,XP_007246302.1,SZRD1,3.59E-69,260,1.17E-69,260
KAG9269689.1,ATP13A2,XP_022532954.2,ATP13A2,0.00E+00,2286,0.00E+00,2286
KAG9269689.1,ATP13A2,XP_022532956.2,ATP13A2,0.00E+00,2269,0.00E+00,2269
KAG9269690.1,TMEM240,XP_007246301.1,TMEM240A,1.20E-101,368,3.99E-102,368
KAG9269691.1,OTUD3,XP_007246300.1,OTUD3,4.06E-184,643,1.35E-184,643
KAG9269691.1,OTUD3,XP_022541480.1,OTUD3,4.06E-184,643,1.35E-184,643
KAG9269692.1,VWA1,XP_007246299.3,VWA1,8.33E-276,948,2.77E-276,948
KAG9269692.1,VWA1,XP_007246298.3,VWA1,4.37E-270,929,1.57E-270,929
KAG9269693.1,TMCO4,XP_015460540.3,TMCO4,0.00E+00,1288,0.00E+00,1288
KAG9269694.1,HTR6,XP_007246296.2,HTR6,1.72E-269,927,5.70E-270,927
KAG9269695.1,MICOS10,XP_007246293.1,MICOS10,4.29E-39,159,1.43E-39,159
KAG9269696.1,SIKE1,XP_007246295.1,SIKE1,2.72E-110,397,9.04E-111,397
KAG9269697.1,SOGA1,XP_015460542.3,SI:CH211-197L9.2,0.00E+00,2749,0.00E+00,2749
KAG9269698.1,OSBPL1A,XP_015460568.2,OSBPL2A,6.34E-278,955,2.11E-278,955
KAG9269699.1,CABLES2,XP_049342337.1,CABLES2A,4.21E-282,969,1.40E-282,969
KAG9269700.1,KAG9269700.1,XP_049319232.1,LOC125780682,1.32E-158,558,4.43E-159,558
KAG9269700.1,KAG9269700.1,XP_049319233.1,LOC125780682,1.32E-158,558,4.43E-159,558
KAG9269700.1,KAG9269700.1,XP_049319234.1,LOC125780682,1.32E-158,558,4.43E-159,558
KAG9269700.1,KAG9269700.1,XP_049319235.1,LOC125780682,1.32E-158,558,4.43E-159,558
KAG9269700.1,KAG9269700.1,XP_049319236.1,LOC125780682,1.32E-158,558,4.43E-159,558
KAG9269700.1,KAG9269700.1,XP_049319238.1,LOC125780518,2.64E-158,557,8.75E-159,557
KAG9269700.1,KAG9269700.1,XP_049319239.1,LOC125780518,2.64E-158,557,8.75E-159,557
KAG9269700.1,KAG9269700.1,XP_049319240.1,LOC125780518,2.64E-158,557,8.75E-159,557
KAG9269700.1,KAG9269700.1,XP_049319241.1,LOC125780518,2.64E-158,557,8.75E-159,557
KAG9269700.1,KAG9269700.1,XP_049319237.1,LOC125780682,3.38E-156,550,1.13E-156,550
KAG9269700.1,KAG9269700.1,XP_049319242.1,LOC125780518,6.76E-156,549,2.23E-156,549
KAG9269701.1,KAG9269701.1,XP_049334415.1,LOC111191365,0.00E+00,2776,0.00E+00,2776
KAG9269702.1,XKR7,XP_007246927.3,XKR7A,0.00E+00,1057,0.00E+00,1057
KAG9269703.1,OPRL1,XP_015460668.3,LOC103045943,5.81E-201,699,1.93E-201,699
KAG9269704.1,MYT1,XP_007246908.2,MYT1A,0.00E+00,1895,0.00E+00,1895
KAG9269704.1,MYT1,XP_007246909.2,MYT1A,0.00E+00,1877,0.00E+00,1877
KAG9269704.1,MYT1,XP_007246910.2,MYT1A,0.00E+00,1876,0.00E+00,1876
KAG9269704.1,MYT1,XP_022532953.1,MYT1A,0.00E+00,1859,0.00E+00,1859
KAG9269704.1,MYT1,XP_015460682.2,MYT1A,0.00E+00,1837,0.00E+00,1837
KAG9269704.1,MYT1,XP_049319004.1,MYT1A,0.00E+00,1836,0.00E+00,1836
KAG9269704.1,MYT1,XP_007246911.2,MYT1A,0.00E+00,1816,0.00E+00,1816
KAG9269704.1,MYT1,XP_007246912.2,MYT1A,0.00E+00,1816,0.00E+00,1816
KAG9269704.1,MYT1,XP_015460683.2,MYT1A,0.00E+00,1816,0.00E+00,1816
KAG9269705.1,PCMTD2,XP_007246907.1,PCMTD2A,4.42E-209,726,1.47E-209,726
KAG9269706.1,ASXL1,XP_007246903.3,ASXL1,0.00E+00,2741,0.00E+00,2741
KAG9269706.1,ASXL1,XP_007246905.3,ASXL1,0.00E+00,2643,0.00E+00,2643
KAG9269706.1,ASXL1,XP_015460677.3,ASXL1,0.00E+00,2623,0.00E+00,2623
KAG9269706.1,ASXL1,XP_007246904.3,ASXL1,0.00E+00,2622,0.00E+00,2622
KAG9269707.1,KAG9269707.1,XP_007246902.1,DNAJC11A,0.00E+00,1088,0.00E+00,1088
KAG9269709.1,CAMTA1,XP_049318952.1,CAMTA1A,0.00E+00,3153,0.00E+00,3153
KAG9269709.1,CAMTA1,XP_049318954.1,CAMTA1A,0.00E+00,3140,0.00E+00,3140
KAG9269709.1,CAMTA1,XP_022532689.2,CAMTA1A,0.00E+00,3116,0.00E+00,3116
KAG9269709.1,CAMTA1,XP_049318951.1,CAMTA1A,0.00E+00,3116,0.00E+00,3116
KAG9269709.1,CAMTA1,XP_049318953.1,CAMTA1A,0.00E+00,3110,0.00E+00,3110
KAG9269709.1,CAMTA1,XP_022532691.2,CAMTA1A,0.00E+00,3102,0.00E+00,3102
KAG9269709.1,CAMTA1,XP_022532693.2,CAMTA1A,0.00E+00,3028,0.00E+00,3028
KAG9269710.1,KAG9269710.1,XP_007246898.1,UTS2A,1.42E-63,241,4.73E-64,241
KAG9269711.1,CCDC50,XP_007246896.3,CCDC187,0.00E+00,1385,0.00E+00,1385
KAG9269712.1,TNFRSF9,XP_007246895.3,TNFRSF9A,9.51E-173,605,3.65E-173,605
KAG9269713.1,KAG9269713.1,XP_022532687.2,DVL1A,0.00E+00,1214,0.00E+00,1214
KAG9269714.1,MXRA8,XP_022532686.2,MXRA8B,2.37E-252,870,7.89E-253,870
KAG9269715.1,AURKAIP1,XP_007246892.3,AURKAIP1,3.34E-111,400,1.11E-111,400
KAG9269715.1,AURKAIP1,XP_049318710.1,AURKAIP1,3.34E-111,400,1.11E-111,400
KAG9269716.1,SLC25A33,XP_007246891.1,SLC25A33,7.62E-175,612,2.53E-175,612
KAG9269717.1,TMEM201,XP_007246890.2,TMEM201,0.00E+00,1303,0.00E+00,1303
KAG9269717.1,TMEM201,XP_015460680.2,TMEM201,0.00E+00,1292,0.00E+00,1292
KAG9269718.1,FOXL2,XP_049319191.1,FOXL2L,6.31E-60,230,1.82E-60,230
KAG9269720.1,CLSTN1,XP_007246886.1,CLSTN1,0.00E+00,1858,0.00E+00,1858
KAG9269720.1,CLSTN1,XP_007246884.1,CLSTN1,0.00E+00,1847,0.00E+00,1847
KAG9269720.1,CLSTN1,XP_007246887.1,CLSTN1,0.00E+00,1830,0.00E+00,1830
KAG9269720.1,CLSTN1,XP_007246885.1,CLSTN1,0.00E+00,1819,0.00E+00,1819
KAG9269721.1,LZIC,XP_007246883.1,LZIC,1.20E-82,305,4.00E-83,305
KAG9269722.1,NMNAT1,XP_015460666.3,NMNAT1,1.59E-151,535,3.34E-152,535
KAG9269723.1,UBE4B,XP_049342430.1,UBE4B,0.00E+00,2548,0.00E+00,2548
