Ast,a,a2,Dmel,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
Astyanax_pachon,KAG9268084.1,KCNJ2,Drosophila_melanogaster,NP_001262862.1,IRK1,7.72E-93,339,7.98E-93,339
Astyanax_pachon,KAG9268085.1,MAP2K6,Drosophila_melanogaster,NP_477162.1,LIC,7.14E-112,402,4.43E-112,402
Astyanax_pachon,KAG9268086.1,BTBD17,Drosophila_melanogaster,NP_001259461.1,TANGO10,1.49E-26,119,1.21E-26,119
Astyanax_pachon,KAG9268086.1,BTBD17,Drosophila_melanogaster,NP_572743.1,TANGO10,1.49E-26,119,1.21E-26,119
Astyanax_pachon,KAG9268086.1,BTBD17,Drosophila_melanogaster,NP_727555.1,TANGO10,1.49E-26,119,1.21E-26,119
Astyanax_pachon,KAG9268087.1,GPR142,Drosophila_melanogaster,NP_001284892.1,SPR,1.88E-10,65.1,1.51E-10,65.1
Astyanax_pachon,KAG9268087.1,GPR142,Drosophila_melanogaster,NP_001284893.1,SPR,1.88E-10,65.1,1.51E-10,65.1
Astyanax_pachon,KAG9268087.1,GPR142,Drosophila_melanogaster,NP_572225.1,SPR,1.88E-10,65.1,1.51E-10,65.1
Astyanax_pachon,KAG9268091.1,KAG9268091.1,Drosophila_melanogaster,NP_001163731.1,NPL4,1.19E-173,608,8.05E-174,608
Astyanax_pachon,KAG9268091.1,KAG9268091.1,Drosophila_melanogaster,NP_733110.2,NPL4,1.19E-173,608,8.05E-174,608
Astyanax_pachon,KAG9268091.1,KAG9268091.1,Drosophila_melanogaster,NP_651407.3,NPL4,4.75E-173,606,3.37E-173,606
Astyanax_pachon,KAG9268097.1,RAB37,Drosophila_melanogaster,NP_001287142.1,RAB26,1.83E-71,267,2.24E-71,267
Astyanax_pachon,KAG9268097.1,RAB37,Drosophila_melanogaster,NP_649303.2,RAB26,1.83E-71,267,2.24E-71,267
Astyanax_pachon,KAG9268099.1,FH,Drosophila_melanogaster,NP_727108.1,FUM1,1.70E-191,667,1.05E-191,667
Astyanax_pachon,KAG9268099.1,FH,Drosophila_melanogaster,NP_572339.1,FUM1,1.70E-191,667,1.11E-191,667
Astyanax_pachon,KAG9268100.1,RGS7,Drosophila_melanogaster,NP_001245722.1,RSG7,5.78E-141,499,5.42E-141,499
Astyanax_pachon,KAG9268100.1,RGS7,Drosophila_melanogaster,NP_523380.2,RSG7,5.78E-141,499,5.42E-141,499
Astyanax_pachon,KAG9268104.1,LDAH,Drosophila_melanogaster,NP_612097.1,STURKOPF,4.18E-38,157,2.30E-38,157
Astyanax_pachon,KAG9268104.1,LDAH,Drosophila_melanogaster,NP_728590.1,STURKOPF,4.18E-38,157,2.30E-38,157
Astyanax_pachon,KAG9268109.1,DEGS2,Drosophila_melanogaster,NP_476594.1,IFC,4.67E-123,439,3.10E-123,439
Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_001188783.1,RLUA-2,7.63E-110,396,4.61E-110,396
Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_001188782.2,RLUA-2,7.63E-110,396,4.65E-110,396
Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_609411.1,RLUA-2,7.63E-110,396,4.65E-110,396
Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_723592.1,RLUA-1,2.38E-111,401,1.96E-111,401
Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_723593.1,RLUA-1,2.38E-111,401,1.96E-111,401
Astyanax_pachon,KAG9268113.1,RPUSD2,Drosophila_melanogaster,NP_723594.1,RLUA-1,2.38E-111,401,1.96E-111,401
Astyanax_pachon,KAG9268114.1,PCMT,Drosophila_melanogaster,NP_536756.1,PCMT,4.87E-62,236,2.81E-62,236
Astyanax_pachon,KAG9268118.1,IVD,Drosophila_melanogaster,NP_648239.1,CG6638,6.34E-145,512,4.29E-145,512
Astyanax_pachon,KAG9268120.1,ALK,Drosophila_melanogaster,NP_001261027.1,ALK,8.18E-162,570,6.03E-162,570
Astyanax_pachon,KAG9268120.1,ALK,Drosophila_melanogaster,NP_652600.1,ALK,8.18E-162,570,6.03E-162,570
Astyanax_pachon,KAG9268121.1,RPAP1,Drosophila_melanogaster,NP_648573.2,CG32104,1.19E-42,174,6.95E-43,174
Astyanax_pachon,KAG9268127.1,KAG9268127.1,Drosophila_melanogaster,NP_001284908.1,LIN-52,3.37E-14,76.3,2.31E-14,76.3
Astyanax_pachon,KAG9268127.1,KAG9268127.1,Drosophila_melanogaster,NP_572256.1,LIN-52,3.37E-14,76.3,2.31E-14,76.3
Astyanax_pachon,KAG9268128.1,POMT2,Drosophila_melanogaster,NP_001259102.1,TW,5.30E-216,749,3.54E-216,749
Astyanax_pachon,KAG9268128.1,POMT2,Drosophila_melanogaster,NP_569858.1,TW,5.30E-216,749,3.54E-216,749
Astyanax_pachon,KAG9268131.1,NUBPL,Drosophila_melanogaster,NP_001260688.1,NUBPL,4.71E-64,243,2.84E-64,243
Astyanax_pachon,KAG9268131.1,NUBPL,Drosophila_melanogaster,NP_610143.3,NUBPL,4.71E-64,243,2.84E-64,243
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_001259659.1,RHOGAPP190,3.35E-183,641,2.10E-183,641
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_573231.2,RHOGAPP190,1.76E-177,622,1.23E-177,622
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_728089.1,RHOGAPP190,1.76E-177,622,1.23E-177,622
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_728090.1,RHOGAPP190,1.76E-177,622,1.23E-177,622
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_001259656.1,RHOGAPP190,3.52E-177,621,2.46E-177,621
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_001259657.1,RHOGAPP190,5.63E-176,617,3.98E-176,617
Astyanax_pachon,KAG9268132.1,ARHGAP5,Drosophila_melanogaster,NP_001259658.1,RHOGAPP190,1.44E-173,609,1.05E-173,609
Astyanax_pachon,KAG9268134.1,EEF1AKMT2,Drosophila_melanogaster,NP_001285572.1,CG9643,9.31E-47,185,6.12E-47,185
Astyanax_pachon,KAG9268134.1,EEF1AKMT2,Drosophila_melanogaster,NP_608733.1,CG9643,9.31E-47,185,6.12E-47,185
Astyanax_pachon,KAG9268140.1,KAG9268140.1,Drosophila_melanogaster,NP_001246401.1,GRH,1.77E-66,252,1.32E-66,252
Astyanax_pachon,KAG9268140.1,KAG9268140.1,Drosophila_melanogaster,NP_725725.1,GRH,7.27E-63,240,5.66E-63,240
Astyanax_pachon,KAG9268140.1,KAG9268140.1,Drosophila_melanogaster,NP_725723.2,GRH,7.27E-63,240,6.08E-63,240
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_001014516.1,14-3-3ZETA,1.66E-101,367,1.13E-101,367
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_724885.1,14-3-3ZETA,1.66E-101,367,1.13E-101,367
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_724886.1,14-3-3ZETA,1.66E-101,367,1.13E-101,367
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_724889.2,14-3-3ZETA,1.66E-101,367,1.13E-101,367
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_995792.1,14-3-3ZETA,1.66E-101,367,1.13E-101,367
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_001014515.1,14-3-3ZETA,3.32E-101,366,2.26E-101,366
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_001260845.1,14-3-3ZETA,3.32E-101,366,2.26E-101,366
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_001260846.1,14-3-3ZETA,3.32E-101,366,2.26E-101,366
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_476885.2,14-3-3ZETA,3.32E-101,366,2.26E-101,366
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_724884.1,14-3-3ZETA,3.32E-101,366,2.26E-101,366
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_724887.2,14-3-3ZETA,1.33E-100,364,9.05E-101,364
Astyanax_pachon,KAG9268141.1,YWHAB,Drosophila_melanogaster,NP_724888.2,14-3-3ZETA,1.33E-100,364,9.05E-101,364
Astyanax_pachon,KAG9268147.1,MAX,Drosophila_melanogaster,NP_001246833.1,MAX,7.99E-23,105,5.44E-23,105
Astyanax_pachon,KAG9268147.1,MAX,Drosophila_melanogaster,NP_001287114.1,MAX,7.99E-23,105,5.44E-23,105
Astyanax_pachon,KAG9268147.1,MAX,Drosophila_melanogaster,NP_649097.1,MAX,7.99E-23,105,5.44E-23,105
Astyanax_pachon,KAG9268151.1,MTHFD1,Drosophila_melanogaster,NP_001014614.1,PUG,0.00E+00,1131,0.00E+00,1131
Astyanax_pachon,KAG9268151.1,MTHFD1,Drosophila_melanogaster,NP_001247028.1,PUG,0.00E+00,1131,0.00E+00,1131
Astyanax_pachon,KAG9268151.1,MTHFD1,Drosophila_melanogaster,NP_477254.1,PUG,0.00E+00,1131,0.00E+00,1131
Astyanax_pachon,KAG9268151.1,MTHFD1,Drosophila_melanogaster,NP_731489.2,PUG,0.00E+00,1131,0.00E+00,1131
Astyanax_pachon,KAG9268151.1,MTHFD1,Drosophila_melanogaster,NP_731490.1,PUG,0.00E+00,1131,0.00E+00,1131
Astyanax_pachon,KAG9268159.1,PPP1R14B,Drosophila_melanogaster,NP_001285813.1,CG17124,3.47E-06,49.3,2.45E-06,49.3
Astyanax_pachon,KAG9268159.1,PPP1R14B,Drosophila_melanogaster,NP_609450.1,CG17124,3.47E-06,49.3,2.45E-06,49.3
Astyanax_pachon,KAG9268159.1,PPP1R14B,Drosophila_melanogaster,NP_723615.1,CG17124,3.47E-06,49.3,2.45E-06,49.3
Astyanax_pachon,KAG9268163.1,SRP14,Drosophila_melanogaster,NP_650896.2,SRP14,6.46E-15,78.2,4.30E-15,78.2
Astyanax_pachon,KAG9268166.1,AKT1,Drosophila_melanogaster,NP_001287353.1,AKT,2.38E-168,590,1.79E-168,590
Astyanax_pachon,KAG9268166.1,AKT1,Drosophila_melanogaster,NP_001287354.1,AKT,2.38E-168,590,1.79E-168,590
Astyanax_pachon,KAG9268166.1,AKT1,Drosophila_melanogaster,NP_732114.1,AKT,2.38E-168,590,1.79E-168,590
Astyanax_pachon,KAG9268166.1,AKT1,Drosophila_melanogaster,NP_732115.1,AKT,2.38E-168,590,1.79E-168,590
Astyanax_pachon,KAG9268166.1,AKT1,Drosophila_melanogaster,NP_732113.3,AKT,2.38E-168,590,2.07E-168,590
Astyanax_pachon,KAG9268168.1,ADSS1,Drosophila_melanogaster,NP_650918.1,ADSS,4.81E-162,569,3.17E-162,569
Astyanax_pachon,KAG9268169.1,KAG9268169.1,Drosophila_melanogaster,NP_650056.1,CG17187,2.50E-52,204,1.59E-52,204
Astyanax_pachon,KAG9268176.1,ACP7,Drosophila_melanogaster,NP_001285094.1,CG1637,1.12E-137,488,7.77E-138,488
Astyanax_pachon,KAG9268176.1,ACP7,Drosophila_melanogaster,NP_727464.1,CG1637,1.12E-137,488,7.77E-138,488
Astyanax_pachon,KAG9268176.1,ACP7,Drosophila_melanogaster,NP_572662.1,CG1637,1.12E-137,488,7.72E-138,488
Astyanax_pachon,KAG9268176.1,ACP7,Drosophila_melanogaster,NP_001285095.1,CG1637,9.17E-134,475,6.45E-134,475
Astyanax_pachon,KAG9268176.1,ACP7,Drosophila_melanogaster,NP_727465.1,CG1637,9.17E-134,475,6.43E-134,475
Astyanax_pachon,KAG9268178.1,EMC7,Drosophila_melanogaster,NP_611078.1,EMC7,6.37E-29,126,3.95E-29,126
Astyanax_pachon,KAG9268180.1,CHRM5,Drosophila_melanogaster,NP_726440.1,MACHR-A,1.84E-67,255,1.87E-67,255
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_001246209.1,RYR,0.00E+00,4043,0.00E+00,4043
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_001246207.1,RYR,0.00E+00,4039,0.00E+00,4039
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_001246208.1,RYR,0.00E+00,4038,0.00E+00,4038
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_476992.1,RYR,0.00E+00,4038,0.00E+00,4038
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_476991.1,RYR,0.00E+00,4037,0.00E+00,4037
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_476994.1,RYR,0.00E+00,4030,0.00E+00,4030
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_476993.1,RYR,0.00E+00,4029,0.00E+00,4029
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_001246210.1,RYR,0.00E+00,4020,0.00E+00,4020
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_001246206.1,RYR,0.00E+00,4016,0.00E+00,4016
Astyanax_pachon,KAG9268181.1,RYR3,Drosophila_melanogaster,NP_001246211.1,RYR,0.00E+00,3996,0.00E+00,3996
Astyanax_pachon,KAG9268185.1,EIF2AK4,Drosophila_melanogaster,NP_001263141.1,GCN2,2.83E-188,658,1.82E-188,658
Astyanax_pachon,KAG9268185.1,EIF2AK4,Drosophila_melanogaster,NP_477230.1,GCN2,2.83E-188,658,1.82E-188,658
Astyanax_pachon,KAG9268185.1,EIF2AK4,Drosophila_melanogaster,NP_001263142.1,GCN2,2.26E-187,655,1.46E-187,655
Astyanax_pachon,KAG9268190.1,RCOR1,Drosophila_melanogaster,NP_001014753.1,COREST,1.63E-61,235,1.46E-61,235
Astyanax_pachon,KAG9268190.1,RCOR1,Drosophila_melanogaster,NP_001014752.2,COREST,3.26E-61,234,2.93E-61,234
Astyanax_pachon,KAG9268192.1,EHD4,Drosophila_melanogaster,NP_524332.2,PAST1,1.08E-198,691,7.12E-199,691
Astyanax_pachon,KAG9268192.1,EHD4,Drosophila_melanogaster,NP_731737.1,PAST1,1.73E-197,687,1.15E-197,687
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_001097492.2,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_001189041.1,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_001261367.1,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_001261368.1,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_523900.1,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_995987.1,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268193.1,SPTBN5,Drosophila_melanogaster,NP_995988.1,KST,0.00E+00,1700,0.00E+00,1700
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_001138074.1,PKD,9.84E-243,838,6.25E-243,838
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_001262704.1,PKD,9.84E-243,838,6.25E-243,838
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_650710.3,PKD,9.84E-243,838,6.25E-243,838
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_732325.3,PKD,9.84E-243,838,6.25E-243,838
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_732326.3,PKD,9.84E-243,838,6.25E-243,838
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_732327.3,PKD,9.84E-243,838,6.25E-243,838
Astyanax_pachon,KAG9268196.1,PRKD1,Drosophila_melanogaster,NP_001262705.1,PKD,9.84E-243,838,6.78E-243,838
Astyanax_pachon,KAG9268198.1,SCFD1,Drosophila_melanogaster,NP_001137769.2,SLH,4.56E-210,729,3.10E-210,729
Astyanax_pachon,KAG9268198.1,SCFD1,Drosophila_melanogaster,NP_995614.1,SLH,4.56E-210,729,3.10E-210,729
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_001245936.1,CKA,7.98E-184,642,5.63E-184,642
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_001245937.1,CKA,5.11E-182,636,3.59E-182,636
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_609177.1,CKA,1.64E-180,631,1.12E-180,631
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_723334.1,CKA,1.64E-180,631,1.12E-180,631
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_723335.1,CKA,1.64E-180,631,1.12E-180,631
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_723336.1,CKA,1.64E-180,631,1.12E-180,631
Astyanax_pachon,KAG9268201.1,STRN3,Drosophila_melanogaster,NP_001260221.1,CKA,2.09E-178,624,1.42E-178,624
Astyanax_pachon,KAG9268203.1,HECTD1,Drosophila_melanogaster,NP_609369.1,UFD4,0.00E+00,2209,0.00E+00,2209
Astyanax_pachon,KAG9268208.1,POLE2,Drosophila_melanogaster,NP_647995.1,POLE2,1.12E-102,372,7.48E-103,372
Astyanax_pachon,KAG9268211.1,LRR1,Drosophila_melanogaster,NP_001260355.1,LRR47,1.73E-18,92,1.18E-18,92
Astyanax_pachon,KAG9268211.1,LRR1,Drosophila_melanogaster,NP_523539.2,LRR47,1.73E-18,92,1.18E-18,92
Astyanax_pachon,KAG9268213.1,NEMF,Drosophila_melanogaster,NP_001163721.1,CLBN,1.44E-218,758,8.97E-219,758
Astyanax_pachon,KAG9268213.1,NEMF,Drosophila_melanogaster,NP_651341.2,CLBN,1.44E-218,758,8.97E-219,758
Astyanax_pachon,KAG9268215.1,WDR20,Drosophila_melanogaster,NP_001287545.1,CG6420,1.02E-104,379,1.01E-104,379
Astyanax_pachon,KAG9268215.1,WDR20,Drosophila_melanogaster,NP_651499.2,CG6420,1.02E-104,379,1.01E-104,379
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001138071.1,WRD,5.39E-202,702,4.58E-202,702
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001262695.1,WRD,5.39E-202,702,4.66E-202,702
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_732295.1,WRD,1.72E-200,697,2.05E-200,697
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_732294.1,WRD,9.04E-195,678,6.05E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001138070.1,WRD,9.04E-195,678,7.17E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001247179.1,WRD,9.04E-195,678,7.17E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001247176.1,WRD,9.04E-195,678,7.32E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001247177.1,WRD,9.04E-195,678,7.32E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001247178.1,WRD,9.04E-195,678,7.32E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_650681.2,WRD,9.04E-195,678,7.32E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_732293.1,WRD,9.04E-195,678,7.32E-195,678
Astyanax_pachon,KAG9268218.1,PPP2R5C,Drosophila_melanogaster,NP_001262694.1,WRD,9.04E-195,678,7.46E-195,678
Astyanax_pachon,KAG9268222.1,WARS1,Drosophila_melanogaster,NP_524826.1,TRPRS,5.49E-150,529,3.35E-150,529
Astyanax_pachon,KAG9268230.1,SMNDC1,Drosophila_melanogaster,NP_001138001.1,SPF30,1.39E-32,138,9.56E-33,138
Astyanax_pachon,KAG9268239.1,TMEM26,Drosophila_melanogaster,NP_651480.1,CG14238,6.67E-47,186,7.31E-47,186
Astyanax_pachon,KAG9268240.1,CDK1,Drosophila_melanogaster,NP_476797.1,CDK1,8.47E-126,448,5.60E-126,448
Astyanax_pachon,KAG9268243.1,KDM1A,Drosophila_melanogaster,NP_649194.1,SU(VAR)3-3,1.09E-230,798,7.32E-231,798
Astyanax_pachon,KAG9268243.1,KDM1A,Drosophila_melanogaster,NP_730497.1,SU(VAR)3-3,1.09E-230,798,7.32E-231,798
Astyanax_pachon,KAG9268246.1,PACRG,Drosophila_melanogaster,NP_611428.1,CG15120,2.60E-69,260,2.28E-69,260
Astyanax_pachon,KAG9268247.1,QKIA,Drosophila_melanogaster,NP_732695.1,HOW,3.29E-68,257,2.22E-68,257
Astyanax_pachon,KAG9268247.1,QKIA,Drosophila_melanogaster,NP_001163684.1,HOW,3.29E-68,257,2.39E-68,257
Astyanax_pachon,KAG9268247.1,QKIA,Drosophila_melanogaster,NP_001027203.1,HOW,2.63E-67,254,1.80E-67,254
Astyanax_pachon,KAG9268247.1,QKIA,Drosophila_melanogaster,NP_001163683.1,HOW,2.63E-67,254,1.92E-67,254
Astyanax_pachon,KAG9268247.1,QKIA,Drosophila_melanogaster,NP_524447.2,HOW,2.63E-67,254,1.92E-67,254
Astyanax_pachon,KAG9268247.1,QKIA,Drosophila_melanogaster,NP_001262822.1,HOW,1.05E-66,252,7.92E-67,252
Astyanax_pachon,KAG9268256.1,KAG9268256.1,Drosophila_melanogaster,NP_725347.1,CTSL1,7.40E-97,352,5.09E-97,352
Astyanax_pachon,KAG9268256.1,KAG9268256.1,Drosophila_melanogaster,NP_523735.2,CTSL1,7.40E-97,352,5.54E-97,352
Astyanax_pachon,KAG9268256.1,KAG9268256.1,Drosophila_melanogaster,NP_725348.2,CTSL1,7.57E-94,342,5.17E-94,342
Astyanax_pachon,KAG9268265.1,SLC8A1,Drosophila_melanogaster,NP_001287435.1,CALX,5.44E-136,483,3.61E-136,483
Astyanax_pachon,KAG9268267.1,MRPS5,Drosophila_melanogaster,NP_001036652.1,MRPS5,9.45E-60,229,6.47E-60,229
Astyanax_pachon,KAG9268267.1,MRPS5,Drosophila_melanogaster,NP_001036653.1,MRPS5,9.45E-60,229,6.47E-60,229
Astyanax_pachon,KAG9268275.1,SLC22A7,Drosophila_melanogaster,NP_648019.2,CG42269,3.83E-67,254,3.13E-67,254
Astyanax_pachon,KAG9268277.1,HHAT,Drosophila_melanogaster,NP_523898.1,RASP,6.14E-32,137,3.93E-32,137
Astyanax_pachon,KAG9268278.1,KCNH1,Drosophila_melanogaster,NP_001259558.1,EAG,3.28E-278,956,2.82E-278,956
Astyanax_pachon,KAG9268278.1,KCNH1,Drosophila_melanogaster,NP_001188592.1,EAG,2.10E-276,950,1.83E-276,950
Astyanax_pachon,KAG9268278.1,KCNH1,Drosophila_melanogaster,NP_001036275.1,EAG,6.72E-275,945,5.85E-275,945
Astyanax_pachon,KAG9268278.1,KCNH1,Drosophila_melanogaster,NP_511158.2,EAG,6.72E-275,945,5.41E-275,945
Astyanax_pachon,KAG9268280.1,PPP1CB,Drosophila_melanogaster,NP_001259407.1,FLW,6.13E-177,618,4.16E-177,618
Astyanax_pachon,KAG9268280.1,PPP1CB,Drosophila_melanogaster,NP_524738.1,FLW,6.13E-177,618,4.16E-177,618
Astyanax_pachon,KAG9268280.1,PPP1CB,Drosophila_melanogaster,NP_001356939.1,FLW,6.13E-177,618,4.27E-177,618
Astyanax_pachon,KAG9268280.1,PPP1CB,Drosophila_melanogaster,NP_727418.1,FLW,1.28E-170,597,1.22E-170,597
Astyanax_pachon,KAG9268282.1,RAB3GAP2,Drosophila_melanogaster,NP_723718.2,RAB3-GAP,1.37E-108,393,9.10E-109,393
Astyanax_pachon,KAG9268282.1,RAB3GAP2,Drosophila_melanogaster,NP_609544.2,RAB3-GAP,5.48E-108,391,3.64E-108,391
Astyanax_pachon,KAG9268283.1,IARS2,Drosophila_melanogaster,NP_648837.2,ILERS-M,7.39E-182,636,4.52E-182,636
Astyanax_pachon,KAG9268285.1,QRSL1,Drosophila_melanogaster,NP_650775.2,GATA,2.03E-142,504,1.33E-142,504
Astyanax_pachon,KAG9268286.1,RTN4IP1,Drosophila_melanogaster,NP_722873.1,CG17221,6.22E-55,213,3.77E-55,213
Astyanax_pachon,KAG9268286.1,RTN4IP1,Drosophila_melanogaster,NP_001259984.1,CG17221,6.22E-55,213,4.30E-55,213
Astyanax_pachon,KAG9268286.1,RTN4IP1,Drosophila_melanogaster,NP_608746.1,CG17221,6.22E-55,213,4.30E-55,213
Astyanax_pachon,KAG9268290.1,TDH,Drosophila_melanogaster,NP_649230.1,TDH,7.01E-115,412,4.76E-115,412
Astyanax_pachon,KAG9268297.1,PABPC4,Drosophila_melanogaster,NP_476667.1,PABP,5.41E-189,659,3.63E-189,659
Astyanax_pachon,KAG9268297.1,PABPC4,Drosophila_melanogaster,NP_725749.1,PABP,5.41E-189,659,3.63E-189,659
Astyanax_pachon,KAG9268297.1,PABPC4,Drosophila_melanogaster,NP_725750.1,PABP,5.41E-189,659,3.63E-189,659
Astyanax_pachon,KAG9268299.1,PPIE,Drosophila_melanogaster,NP_523773.1,CYP33,1.91E-110,397,1.27E-110,397
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_001259644.1,CG43658,1.27E-111,403,9.67E-112,403
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_001285374.1,CG43658,1.27E-111,403,9.67E-112,403
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_573218.1,CG43658,1.27E-111,403,9.67E-112,403
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_788924.2,CG43658,1.27E-111,403,9.67E-112,403
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_001259645.1,CG43658,1.27E-111,403,1.04E-111,403
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_001285373.1,CG43658,1.27E-111,403,1.04E-111,403
Astyanax_pachon,KAG9268301.1,ARHGEF10,Drosophila_melanogaster,NP_001162780.2,CG43658,1.27E-111,403,1.15E-111,403
Astyanax_pachon,KAG9268310.1,GALE,Drosophila_melanogaster,NP_001246537.1,GALE,1.28E-120,431,8.65E-121,431
Astyanax_pachon,KAG9268310.1,GALE,Drosophila_melanogaster,NP_612044.1,GALE,1.28E-120,431,8.65E-121,431
Astyanax_pachon,KAG9268311.1,HMGCL,Drosophila_melanogaster,NP_001285696.1,HMGCL,5.45E-108,389,3.51E-108,389
Astyanax_pachon,KAG9268311.1,HMGCL,Drosophila_melanogaster,NP_609089.1,HMGCL,5.45E-108,389,3.51E-108,389
Astyanax_pachon,KAG9268314.1,WDR43,Drosophila_melanogaster,NP_610421.1,CG30349,3.03E-37,155,1.86E-37,155
Astyanax_pachon,KAG9268333.1,KCTD3,Drosophila_melanogaster,NP_649952.1,CG9467,1.25E-203,708,7.43E-204,708
