Model_nodos,NCBI_Product_accesion
IFITM3,NP_066362.2
NDUFV2,NP_066552.2
RECK,NP_066934.1
RNASEL,NP_066956.1
HAMP,NP_066998.1
ZNF410,NP_067011.1
MYL7,NP_067046.1
DNASE2B,NP_067056.2
FXYD2,NP_067614.1
TRIB2,NP_067675.1
NR1D1,NP_068370.1
FOXA2,NP_068556.2
PLAC1,NP_068568.1
DNAJC12,NP_068572.1
IL21,NP_068575.1
SIGIRR,NP_068577.2
TGIF2,NP_068581.1
BACH2,NP_068585.1
GABRB3,NP_068712.1
AXL,NP_068713.2
SCT,NP_068739.1
SRR,NP_068766.1
MS4A1,NP_068769.2
HLX,NP_068777.1
TEAD1,NP_068780.2
NR0B2,NP_068804.1
HAND2,NP_068808.1
SLC22A3,NP_068812.1
OPTN,NP_068815.2
NR1I2,NP_071285.1
EGLN1,NP_071334.1
PERP,NP_071404.2
NOD2,NP_071445.1
PC,NP_071504.2
ERAP2,NP_071745.1
ABCG8,NP_071882.1
SOX17,NP_071899.1
GZF1,NP_071927.1
DNMT3A,NP_072046.2
HLA-DRB3,NP_072049.2
GH2,NP_072052.1
GH1,NP_072054.1
CSH2,NP_072171.1
DUSP6,NP_073143.2
HOXC8,NP_073149.1
PRRX1,NP_073207.1
ACBD3,NP_073572.2
PER2,NP_073728.1
MAP1LC3B,NP_073729.1
CBFB,NP_074036.1
NAIP,NP_075043.1
CENPH,NP_075060.1
FOXL2,NP_075555.1
CAPN10,NP_075571.2
CYP4F12,NP_076433.3
IFNA1,NP_076918.1
HOXB4,NP_076920.1
HOXB8,NP_076921.1
OGN,NP_077727.3
DSC2,NP_077740.1
HOXD1,NP_078777.1
PRDM14,NP_078780.1
NOX5,NP_078781.3
CDC73,NP_078805.3
SRD5A3,NP_078868.1
LIN28A,NP_078950.1
SNIP1,NP_078976.2
ZNF750,NP_078978.2
ELMO3,NP_078988.3
HDAC11,NP_079103.2
NANOG,NP_079141.2
SOST,NP_079513.1
SLC19A3,NP_079519.1
CPEB1,NP_085097.3
SERPINB1,NP_109591.1
PTPRO,NP_109592.1
WNT4,NP_110388.2
BHLHE41,NP_110389.1
HNRNPA1,NP_112420.1
NFKBIZ,NP_113607.1
SOX7,NP_113627.1
USP26,NP_114113.1
CDCA7,NP_114148.3
CCNB1,NP_114172.1
REG4,NP_114433.1
PRAM1,NP_115528.4
ANTXR1,NP_115584.1
SLA2,NP_115590.1
PLXNA1,NP_115618.3
MCM8,NP_115874.3
CASP2,NP_116764.2
DEDD,NP_127491.1
GTF2I,NP_127492.1
PLAT,NP_127509.1
TSLP,NP_149024.1
CGB5,NP_149032.1
EAF1,NP_149074.3
WNT3A,NP_149122.1
CNP,NP_149124.3
CALD1,NP_149129.2
FGF8,NP_006110.1
CNR1,NP_149421.2
PML,NP_150241.2
FOXQ1,NP_150285.3
TP53INP1,NP_150601.1
MID1,NP_150631.1
LRP8,NP_150643.2
LHX4,NP_203129.1
SCAND1,NP_361012.3
DAP3,NP_387506.1
PGLYRP2,NP_443122.3
TNFRSF13C,NP_443177.1
CCND1,NP_444284.1
RPLP0,NP_444505.1
ASS1,NP_446464.1
TWIST2,NP_476527.1
CCNE2,NP_477097.1
WNT7B,NP_478679.1
ADGRE5,NP_510966.1
CDKN2C,NP_523240.1
GATA5,NP_536721.1
PTPN6,NP_536858.1
EGLN2,NP_542770.2
SLC22A9,NP_543142.2
MXI1,NP_569157.2
MADCAM1,NP_570116.2
RXFP2,NP_570718.1
CREB3L4,NP_570968.1
ZNF274,NP_598009.1
DCN,NP_598012.1
SYN2,NP_598328.1
RORA,NP_599023.1
RFX2,NP_602309.1
DLX4,NP_612138.1
SP1,NP_612482.2
CDAN1,NP_612486.2
TLR4,NP_612564.1
KLF14,NP_619638.2
NFAT5,NP_619727.2
MAPK1,NP_620407.1
BACE1,NP_620429.1
ARX,NP_620689.1
STARD4,NP_631903.1
BIN1,NP_647601.1
SLC39A3,NP_653165.2
SESN3,NP_653266.2
DACT3,NP_659493.2
CISH,NP_659508.1
NKX2-3,NP_660328.2
APBB1,NP_663722.1
GSTA1,NP_665683.1
TRAF6,NP_665802.1
LTC4S,NP_665874.1
HMGA1,NP_665906.1
SLC5A8,NP_666018.3
TNFRSF10B,NP_671716.2
FOXP2,NP_683696.2
SPIC,NP_689536.1
BHLHE22,NP_689627.1
HOXA9,NP_689952.1
SP7,NP_690599.1
RGN,NP_690608.1
HSPA8,NP_694881.1
SLC22A6,NP_695009.1
HYAL1,NP_695014.1
PMP22,NP_696996.1
PITX2,NP_700476.1
UXT,NP_705582.1
KRT13,NP_705694.3
PANK2,NP_705902.2
MLX,NP_733752.1
MEIS2,NP_733776.1
ALDH1A2,NP_733797.1
BDNF,NP_733927.1
CD8A,NP_741969.1
SALL3,NP_741996.2
TNFSF14,NP_742011.2
CD8B,NP_742100.1
IFNL2,NP_742150.1
IFNL1,NP_742152.1
SUGP1,NP_757386.2
CSF3R,NP_758519.1
OTX2,NP_758840.1
CD46,NP_758868.1
RELN,NP_774959.1
IFNLR1,NP_775087.1
NFATC3,NP_775188.1
NR4A3,NP_775292.1
TGIF1,NP_775299.1
TPH2,NP_775489.2
MCAT,NP_775738.3
APLF,NP_775816.1
IL1RN,NP_776213.1
GSC,NP_776248.1
ST3GAL3,NP_777623.2
MT1E,NP_783316.2
SSX2,NP_783629.1
CD86,NP_787058.5
DNMT3L,NP_787063.1
SIX5,NP_787071.3
HNF4A,NP_787110.2
DSG4,NP_817123.1
LHX3,NP_835258.1
PTF1A,NP_835455.1
SNAI3,NP_840101.1
NOTUM,NP_848588.3
FSHR,NP_852111.2
PAX3,NP_852124.1
GJA5,NP_859054.1
UBE2C,NP_861515.1
APAF1,NP_863651.1
UBE2D3,NP_871622.1
GKN2,NP_872342.2
PCNA,NP_872590.1
EBF1,NP_874367.1
KAT5,NP_874369.1
MCM4,NP_877423.1
MACC1,NP_877439.3
MCL1,NP_877495.1
MAT2B,NP_877725.1
VSX2,NP_878314.1
DHRS2,NP_878912.1
FLT4,NP_891555.2
SPHK1,NP_892010.2
RNF8,NP_898901.1
UBE2I,NP_919235.1
BID,NP_932070.1
TSC22D3,NP_932174.1
NME1,NP_937818.1
ING1,NP_937860.1
E2F6,NP_937987.2
SMYD1,NP_938015.1
CARM1,NP_954592.1
LHX6,NP_954629.2
SAA1,NP_954630.2
PMEPA1,NP_954638.1
BGLAP,NP_954642.1
KRT18,NP_954657.1
MAFA,NP_963883.2
RBBP8,NP_976037.1
PDLIM7,NP_976227.1
AK4,NP_982289.1
NFIC,NP_995315.1
NR5A2,NP_995582.1
PRAME,NP_996836.1
NPSR1,NP_997056.1
ERVFRD-1,NP_997465.1
ABCG1,NP_997510.1
FN1,NP_997639.2
PRKCB,NP_997700.1
FOXN4,NP_998761.2
SPRR3,XP_047299658.1
SCNN1B,XP_054169566.1
CCL17,XP_054169572.1
CCL22,XP_054169574.1
TERF2,XP_054169782.1
CBFA2T3,XP_054170220.1
CACNA1H,XP_054170237.1
LITAF,XP_054170414.1
HDAC5,XP_054170595.1
IGF2BP1,XP_054170702.1
STARD3,XP_054170734.1
SLC46A1,XP_054170904.1
CHRNE,XP_054170908.1
COL1A1,XP_054171058.1
DDX5,XP_054171273.1
DRG2,XP_054171280.1
ERBB2,XP_054171396.1
BPTF,XP_054171404.1
FASN,XP_054171452.1
ZNF652,XP_054171463.1
GCGR,XP_054171686.1
ACACA,XP_054171873.1
HLF,XP_054171888.1
ITGA2B,XP_054171931.1
ITGB4,XP_054171941.1
JUP,XP_054171958.1
LGALS3BP,XP_054172018.1
MAFG,XP_054172101.1
NFE2L1,XP_054172242.1
ATP2A3,XP_054172252.1
PECAM1,XP_054172416.1
MED1,XP_054172515.1
MAPK7,XP_054172645.1
SRSF1,XP_054172879.1
SHMT1,XP_054172913.1
SMURF2,XP_054172916.1
SP2,XP_054172950.1
SREBF1,XP_054172965.1
MMP28,XP_054173156.1
BRIP1,XP_054173476.1
FOXN1,XP_054173526.1
BECN1,XP_054173630.1
TBX4,XP_054173845.1
CDC6,XP_054174032.1
CDH2,XP_054174113.1
EPB41L3,XP_054174308.1
NEDD4L,XP_054174369.1
SETBP1,XP_054174483.1
LAMA3,XP_054174584.1
MBP,XP_054174626.1
MC2R,XP_054174631.1
YES1,XP_054175023.1
TNFRSF11A,XP_054175291.1
LILRB1,XP_054175556.1
LILRB4,XP_054175602.1
ARID3A,XP_054176112.1
ELANE,XP_054176121.1
ELAVL1,XP_054176123.1
ERCC2,XP_054176156.1
ETV2,XP_054176165.1
SIRT2,XP_054176250.1
PIP5K1C,XP_054176368.1
GIPR,XP_054176495.1
INSR,XP_054176874.1
IRF3,XP_054176875.1
KCNN4,XP_054176921.1
LGALS4,XP_054176991.1
LIPE,XP_054176996.1
NOTCH3,XP_054177079.1
ANGPTL4,XP_054177121.1
ZBTB7A,XP_054177150.1
PLAUR,XP_054177193.1
ZNF444,XP_054177335.1
PSG3,XP_054177463.1
ZNF350,XP_054177635.1
UPF1,XP_054177645.1
RFX1,XP_054177655.1
BCL3,XP_054177662.1
HIF3A,XP_054177718.1
SLC5A5,XP_054177777.1
BSG,XP_054177819.1
TBXA2R,XP_054177825.1
TCF3,XP_054177871.1
MZF1,XP_054177926.1
ACTN4,XP_054178219.1
KLF16,XP_054178275.1
KISS1R,XP_054178372.1
ZNF160,XP_054178494.1
ARHGEF1,XP_054178551.1
CD33,XP_054178668.1
TCFL5,XP_054178836.1
DNMT3B,XP_054179091.1
NCOA6,XP_054179240.1
KCNQ2,XP_054179406.1
NKX2-2,XP_054179432.1
OXT,XP_054179442.1
NELFCD,XP_054179456.1
PFDN4,XP_054179482.1
PLAGL2,XP_054179485.1
RBL1,XP_054179764.1
ZNF335,XP_054179791.1
BPI,XP_054179871.1
SRC,XP_054179886.1
BIRC7,XP_054179986.1
MAP1LC3A,XP_054180119.1
CD40,XP_054180217.1
BTG3,XP_054180299.1
ADAMTS5,XP_054180303.1
CXADR,XP_054180340.1
GABPA,XP_054180389.1
HMGN1,XP_054180432.1
PKNOX1,XP_054180526.1
S100B,XP_054180712.1
SLC19A1,XP_054180769.1
NRIP1,XP_054180827.1
RUNX1,XP_054180879.1
CBS,XP_054180896.1
HMGXB4,XP_054180949.1
DMC1,XP_054180979.1
CHEK2,XP_054181021.1
EWSR1,XP_054181203.1
CABIN1,XP_054181289.1
MAFF,XP_054181390.1
BCL2L13,XP_054181410.1
TBC1D22A,XP_054181441.1
INPP5J,XP_054181519.1
MCM5,XP_054181595.1
ATF4,XP_054181624.1
CLCN5,XP_054182407.1
DMD,XP_054182594.1
PHF8,XP_054182699.1
GK,XP_054182803.1
CXCR3,XP_054182850.1
HCFC1,XP_054182928.1
ATRX,XP_054183258.1
HDAC8,XP_054183370.1
RPS6KA3,XP_054183501.1
BGN,XP_054183538.1
UPF3B,XP_054183570.1
TAF1,XP_054183609.1
WAS,XP_054183689.1
CLDN2,XP_054184059.1
REPS2,XP_054184069.1
HEPH,XP_054184197.1
HNRNPR,XP_054189737.1
IL24,XP_054189934.1
CHI3L1,XP_054189967.1
TOE1,XP_054190039.1
KLF17,XP_054190391.1
ADORA1,XP_054190467.1
CTPS1,XP_054190666.1
E2F2,XP_054190785.1
ESRRG,XP_054191044.1
EYA3,XP_054191099.1
ATF6,XP_054191190.1
PCSK9,XP_054191774.1
DNM3,XP_054191858.1
PHGDH,XP_054191923.1
USP21,XP_054191974.1
CERS2,XP_054192174.1
IFI16,XP_054192281.1
IL6R,XP_054192366.1
LAMC2,XP_054192522.1
LCK,XP_054192536.1
ARNT,XP_054192598.1
MDM4,XP_054192625.1
MEF2D,XP_054192638.1
MPZ,XP_054192651.1
MTHFR,XP_054192676.1
ATF3,XP_054192718.1
NFYC,XP_054192742.1
NGF,XP_054192764.1
PBX1,XP_054192810.1
APH1A,XP_054192867.1
PIGR,XP_054193006.1
POU2F1,XP_054193106.1
PPOX,XP_054193244.1
ASH1L,XP_054193647.1
PROX1,XP_054193703.1
CTNNBIP1,XP_054193752.1
PTGFR,XP_054193784.1
PTPRC,XP_054193920.1
RNF2,XP_054194045.1
RPA2,XP_054194063.1
S100A6,XP_054194088.1
SELP,XP_054194126.1
SFPQ,XP_054194140.1
COP1,XP_054194176.1
SHC1,XP_054194198.1
TAF12,XP_054194468.1
TAL1,XP_054194471.1
TGFBR3,XP_054194508.1
TNFRSF1B,XP_054194541.1
TP73,XP_054194554.1
C4BPB,XP_054194558.1
TNFSF4,XP_054194577.1
NPHS2,XP_054194644.1
TTF2,XP_054195176.1
RUNX3,XP_054195325.1
PEA15,XP_054195371.1
TAF1A,XP_054195463.1
EXO1,XP_054195548.1
CD34,XP_054195678.1
IKBKE,XP_054195701.1
CDK11B,XP_054195790.1
BCL2L11,XP_054196038.1
GNLY,XP_054196172.1
COL4A4,XP_054196426.1
FABP1,XP_054197003.1
SATB2,XP_054197095.1
FOSL2,XP_054197196.1
GAD1,XP_054197263.1
GBX2,XP_054197330.1
GLS,XP_054197382.1
GTF3C2,XP_054197511.1
GRHL1,XP_054197516.1
HK2,XP_054197615.1
CXCR2,XP_054197796.1
ITGA6,XP_054197849.1
LHCGR,XP_054197987.1
LTBP1,XP_054198020.1
NPAS2,XP_054198252.1
NR4A2,XP_054198272.1
PROC,XP_054199007.1
ACKR3,XP_054199038.1
SCN9A,XP_054199297.1
ABCG5,XP_054199326.1
STAT4,XP_054199536.1
TNFAIP6,XP_054199573.1
TPO,XP_054199614.1
XPO1,XP_054199765.1
XRCC5,XP_054199770.1
ZAP70,XP_054199771.1
IL1R2,XP_054199805.1
CAD,XP_054199815.1
ING5,XP_054200157.1
KLF7,XP_054200288.1
ABCB11,XP_054200294.1
ADAM23,XP_054200314.1
ASAP2,XP_054200351.1
IL1RL1,XP_054200481.1
PPIG,XP_054200604.1
GREB1,XP_054200680.1
HDAC4,XP_054200731.1
IGF2BP2,XP_054200945.1
CCR3,XP_054201143.1
CCR4,XP_054201145.1
COL7A1,XP_054201146.1
DCBLD2,XP_054201200.1
CTNNB1,XP_054201291.1
ECT2,XP_054201521.1
GP9,XP_054202216.1
KLF15,XP_054202340.1
GRM2,XP_054202342.1
TM4SF1,XP_054202489.1
MELTF,XP_054202538.1
PFKFB4,XP_054202803.1
PIK3CA,XP_054202817.1
SIDT1,XP_054202945.1
CIP2A,XP_054203382.1
PTPRG,XP_054203384.1
RARRES1,XP_054203394.1
HLTF,XP_054203604.1
TFRC,XP_054203635.1
TGM4,XP_054203640.1
TOP2B,XP_054203684.1
NR2C2,XP_054203686.1
UBP1,XP_054203716.1
WNT5A,XP_054203726.1
BRPF1,XP_054203765.1
MAPKAPK3,XP_054203772.1
BHLHE40,XP_054204135.1
RUVBL1,XP_054204138.1
GMPS,XP_054204247.1
CDC25A,XP_054204616.1
NMU,XP_054204776.1
ZFP42,XP_054204881.1
ELF2,XP_054205133.1
FAT1,XP_054205234.1
FGA,XP_054205235.1
HPGDS,XP_054205671.1
GYPA,XP_054205825.1
GYPB,XP_054205827.1
JCHAIN,XP_054205927.1
RBPJ,XP_054205931.1
NFKB1,XP_054206091.1
PDE6B,XP_054206142.1
PTPN13,XP_054206615.1
SULT1E1,XP_054206726.1
BST1,XP_054206729.1
UCP1,XP_054206764.1
UGDH,XP_054206766.1
TNIP3,XP_054206830.1
TLR10,XP_054206916.1
HOPX,XP_054207066.1
CCNG2,XP_054207169.1
SLIT2,XP_054207237.1
CLOCK,XP_054207263.1
CDH6,XP_054207350.1
OCLN,XP_054207355.1
FST,XP_054207405.1
ETF1,XP_054208021.1
WWC1,XP_054208176.1
HMGCR,XP_054208459.1
HSPA4,XP_054208468.1
SLCO4C1,XP_054208489.1
IL5,XP_054208496.1
LNPEP,XP_054208557.1
MSX2,XP_054208630.1
PITX1,XP_054208805.1
BDP1,XP_054208889.1
PTGER4,XP_054208935.1
SEMA6A,XP_054208989.1
BHMT,XP_054209017.1
SKP2,XP_054209162.1
SMN1,XP_054209257.1
TCF7,XP_054209294.1
CNOT8,XP_054209778.1
RNF14,XP_054209813.1
CDC25C,XP_054209903.1
COL11A2,XP_054210201.1
MAPK14,XP_054210312.1
SLC29A1,XP_054210418.1
SPDEF,XP_054211067.1
HLA-DQB2,XP_054211272.1
HLA-F,XP_054211276.1
HLA-G,XP_054211287.1
JARID2,XP_054211331.1
LIN28B,XP_054211391.1
MAP3K5,XP_054211431.1
MEP1A,XP_054211438.1
SERPINB9,XP_054211615.1
PHF10,XP_054211755.1
TRERF1,XP_054211888.1
PRL,XP_054211907.1
ARID1B,XP_054212005.1
BAK1,XP_054212099.1
ROS1,XP_054212152.1
TAPBP,XP_054212248.1
TFAP2B,XP_054212256.1
TNFAIP3,XP_054212262.1
ULBP1,XP_054212443.1
CCND3,XP_054212674.1
WTAP,XP_054212833.1
MDC1,XP_054212853.1
NAMPT,XP_054212959.1
IKZF1,XP_054212989.1
NOD1,XP_054213050.1
AGR2,XP_054213068.1
ELN,XP_054213394.1
EZH2,XP_054213478.1
SLC13A4,XP_054213838.1
HIPK2,XP_054213971.1
NPC1L1,XP_054213993.1
HNRNPA2B1,XP_054214039.1
IGFBP1,XP_054214093.1
IGFBP3,XP_054214094.1
ITGB8,XP_054214135.1
MET,XP_054214230.1
NRCAM,XP_054214280.1
MLXIPL,XP_054214299.1
ABCB4,XP_054214378.1
POLD2,XP_054214434.1
PON2,XP_054214449.1
TBXAS1,XP_054214880.1
MAFK,XP_054214977.1
CREB5,XP_054215370.1
TOP1MT,XP_054215705.1
CRH,XP_054215776.1
ESCO2,XP_054215787.1
DEFA1,XP_054215843.1
DEFA3,XP_054215844.1
FGL1,XP_054216106.1
LY96,XP_054216212.1
DKK4,XP_054216270.1
ATAD2,XP_054216337.1
HSF1,XP_054216372.1
IKBKB,XP_054216409.1
IL7,XP_054216413.1
KCNQ3,XP_054216421.1
ENPP2,XP_054216631.1
PNOC,XP_054216670.1
POLB,XP_054216680.1
ADGRB1,XP_054216905.1
RP1,XP_054216932.1
BLK,XP_054216944.1
ST3GAL1,XP_054216992.1
MCPH1,XP_054217205.1
GRHL2,XP_054217261.1
RB1CC1,XP_054217601.1
DAPK1,XP_054218179.1
GLIS3,XP_054218189.1
DMRT1,XP_054218204.1
CDK20,XP_054218542.1
FPGS,XP_054218547.1
TNC,XP_054218872.1
LCN2,XP_054218938.1
NFIL3,XP_054218973.1
ACO1,XP_054218981.1
EPB41L4B,XP_054219103.1
PTPA,XP_054219196.1
HEMGN,XP_054219211.1
RFX3,XP_054219457.1
RLN2,XP_054219475.1
TLE1,XP_054219639.1
TRAF1,XP_054219687.1
TRAF2,XP_054219689.1
XPA,XP_054219731.1
BRD3,XP_054219853.1
GDA,XP_054220192.1
ZBTB5,XP_054220391.1
CHUK,XP_054220630.1
CREM,XP_054220811.1
PDCD11,XP_054221245.1
EBF3,XP_054221389.1
GATA3,XP_054221503.1
TLX1,XP_054221678.1
FAS,XP_054221733.1
KCNMA1,XP_054221817.1
NEUROG3,XP_054221941.1
PFKFB3,XP_054222049.1
PITX3,XP_054222065.1
MCM10,XP_054222209.1
PPP2R2D,XP_054222262.1
PRKCQ,XP_054222270.1
WDFY4,XP_054222398.1
SFTPD,XP_054222564.1
ANXA8,XP_054222600.1
SFTPA1,XP_054222603.1
ZNF239,XP_054222836.1
LOXL4,XP_054222887.1
NRP1,XP_054223065.1
LDB1,XP_054223071.1
SGPL1,XP_054223076.1
BTRC,XP_054223082.1
NOLC1,XP_054223119.1
CHEK1,XP_054223511.1
CPT1A,XP_054223670.1
ESRRA,XP_054223942.1
ETS1,XP_054223948.1
MS4A2,XP_054224011.1
HINFP,XP_054224331.1
MACROD1,XP_054224541.1
BIRC2,XP_054224586.1
BIRC3,XP_054224588.1
IL18,XP_054224645.1
IRF7,XP_054224665.1
CD82,XP_054224673.1
LRP5,XP_054224760.1
MCAM,XP_054224795.1
KMT2A,XP_054224805.1
MUC6,XP_054224825.1
RSF1,XP_054225103.1
CDC42BPG,XP_054225302.1
CXCR5,XP_054225616.1
ZNF143,XP_054225845.1
ZNF202,XP_054225866.1
E2F8,XP_054225931.1
CASP1,XP_054226104.1
EED,XP_054226332.1
AIP,XP_054226424.1
CD3G,XP_054226470.1
CD44,XP_054226534.1
CDK2,XP_054226706.1
RAD51AP1,XP_054226757.1
COL2A1,XP_054227113.1
E2F7,XP_054227166.1
CLEC4C,XP_054227314.1
GRIP1,XP_054227567.1
AMHR2,XP_054227711.1
GLI1,XP_054227728.1
RACGAP1,XP_054227834.1
NR4A1,XP_054227878.1
IGF1,XP_054227928.1
KRT7,XP_054227993.1
MDM2,XP_054228034.1
MIP,XP_054228043.1
OLR1,XP_054228109.1
ING4,XP_054228156.1
HDAC7,XP_054228224.1
PTHLH,XP_054228585.1
SOX5,XP_054229034.1
HNF1A,XP_054229081.1
ULK1,XP_054229379.1
SOCS2,XP_054229691.1
NR1H4,XP_054229928.1
HSPH1,XP_054230014.1
CNMD,XP_054230035.1
F7,XP_054230139.1
DNAJC3,XP_054230731.1
RFC3,XP_054230749.1
SLC7A1,XP_054230852.1
TFDP1,XP_054230857.1
EPSTI1,XP_054231168.1
CHGA,XP_054231265.1
ESR2,XP_054231534.1
SAMD4A,XP_054231624.1
PPP1R13B,XP_054231699.1
HSP90AA1,XP_054231954.1
MNAT1,XP_054232095.1
NRL,XP_054232127.1
PGF,XP_054232194.1
PSEN1,XP_054232388.1
NPAS3,XP_054232535.1
SLC8A3,XP_054232604.1
TSHR,XP_054232650.1
MTA1,XP_054232932.1
FES,XP_054233470.1
GABPB1,XP_054233631.1
GLCE,XP_054233691.1
HDC,XP_054233735.1
IGF1R,XP_054233806.1
OCA2,XP_054234060.1
MYEF2,XP_054234103.1
PKM,XP_054234161.1
INO80,XP_054234202.1
RNF111,XP_054234216.1
RAD51,XP_054234541.1
TCF12,XP_054234644.1
THBS1,XP_054234660.1
TJP1,XP_054234678.1
TLE3,XP_054234706.1
CHAC1,XP_054234743.1
HERC2,XP_054235025.1
PRC1,XP_054235136.1
CDH3,XP_054235292.1
CDH5,XP_054235308.1
CTCF,XP_054235373.1
CREBBP,XP_054235597.1
DNASE1,XP_054235694.1
E4F1,XP_054235707.1
ERCC4,XP_054235785.1
IL27,XP_054235964.1
BRD7,XP_054236149.1
GTF3C1,XP_054236158.1
ITGAD,XP_054236225.1
MAF,XP_054236297.1
CIITA,XP_054236303.1
ABCC1,XP_054236327.1
ZFHX3,XP_054236374.1
