,Ast,a,a2,Mus,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
26167,Astyanax_pachon,KAG9272639.1,IL2RG,Mus_musculus,NP_038591.1,IL2RG,7.7e-26,118.0,1.52e-26,118.0
27378,Astyanax_pachon,KAG9273170.1,IL34,Mus_musculus,NP_001128572.1,IL34,1.11e-16,86.7,2.56e-17,86.7
7375,Astyanax_pachon,KAG9263518.1,IL6ST,Mus_musculus,NP_034690.3,IL6ST,6.6e-118,425.0,1.4500000000000001e-118,425.0
23096,Astyanax_pachon,KAG9271081.1,ILDR1,Mus_musculus,NP_001272717.1,ILDR1,1.9400000000000002e-71,270.0,3.88e-72,270.0
23094,Astyanax_pachon,KAG9271080.1,ILDR2,Mus_musculus,NP_001158000.1,ILDR2,2.12e-102,373.0,4.71e-103,373.0
39403,Astyanax_pachon,KAG9279752.1,ILF2,Mus_musculus,NP_080650.1,ILF2,2.6899999999999998e-189,661.0,5.589999999999999e-190,661.0
9267,Astyanax_pachon,KAG9264506.1,ILF3,Mus_musculus,XP_017168629.1,ILF3,8.03e-246,850.0,1.42e-246,850.0
7698,Astyanax_pachon,KAG9263660.1,ILK,Mus_musculus,NP_001155196.1,ILK,3.57e-202,704.0,7.36e-203,704.0
10627,Astyanax_pachon,KAG9265232.1,ILKAP,Mus_musculus,XP_006529875.1,ILKAP,5.9e-109,394.0,1.24e-109,394.0
28156,Astyanax_pachon,KAG9273551.1,ILVBL,Mus_musculus,NP_001346231.1,ILVBL,1.4299999999999998e-221,769.0,2.79e-222,769.0
13183,Astyanax_pachon,KAG9266405.1,IMMP1L,Mus_musculus,NP_082536.1,IMMP1L,2.47e-64,245.0,4.02e-65,245.0
25643,Astyanax_pachon,KAG9272383.1,IMMP2L,Mus_musculus,NP_444352.2,IMMP2L,4.63e-64,244.0,8.48e-65,244.0
25286,Astyanax_pachon,KAG9272141.1,IMMT,Mus_musculus,XP_017177312.1,IMMT,6.37e-196,684.0,1.28e-196,684.0
28389,Astyanax_pachon,KAG9273668.1,IMP3,Mus_musculus,NP_598737.1,IMP3,1.2599999999999999e-68,259.0,2.72e-69,259.0
4883,Astyanax_pachon,KAG9262084.1,IMP4,Mus_musculus,NP_848716.2,IMP4,1.83e-129,462.0,3.35e-130,462.0
46946,Astyanax_pachon,KAG9283529.1,IMPA1,Mus_musculus,NP_061352.2,IMPA1,2.93e-107,388.0,6.02e-108,388.0
33877,Astyanax_pachon,KAG9276707.1,IMPA2,Mus_musculus,NP_444491.1,IMPA2,2.3e-109,395.0,4.93e-110,395.0
14395,Astyanax_pachon,KAG9266968.1,IMPACT,Mus_musculus,NP_032404.1,IMPACT,1.72e-104,379.0,3.54e-105,379.0
37636,Astyanax_pachon,KAG9278816.1,IMPAD1,Mus_musculus,NP_808398.1,BPNT2,3.99e-123,441.0,8.590000000000001e-124,441.0
27074,Astyanax_pachon,KAG9273029.1,IMPDH1A,Mus_musculus,XP_006505129.2,IMPDH1,5.769999999999999e-256,883.0,1.28e-256,883.0
41393,Astyanax_pachon,KAG9280639.1,IMPDH1B,Mus_musculus,NP_001289863.1,IMPDH1,3.4800000000000003e-272,937.0,6.740000000000001e-273,937.0
22766,Astyanax_pachon,KAG9270907.1,IMPDH2,Mus_musculus,NP_001365850.1,IMPDH2,1.1999999999999999e-274,945.0,2.48e-275,945.0
17620,Astyanax_pachon,KAG9268493.1,IMPG1,Mus_musculus,NP_071299.3,IMPG1,5.9000000000000006e-64,246.0,9.67e-65,246.0
31215,Astyanax_pachon,KAG9275384.1,INA,Mus_musculus,NP_666212.3,INA,2.66e-101,369.0,5.71e-102,369.0
16965,Astyanax_pachon,KAG9268153.1,INAFM2,Mus_musculus,NP_001288198.1,INAFM2,4.48e-25,114.0,1e-25,114.0
1782,Astyanax_pachon,KAG9260473.1,INAVA,Mus_musculus,NP_001392081.1,INAVA,2.7000000000000003e-75,283.0,5.84e-76,283.0
5304,Astyanax_pachon,KAG9262392.1,ING1,Mus_musculus,NP_036049.2,ING1,1.48e-82,306.0,2.93e-83,306.0
31996,Astyanax_pachon,KAG9275730.1,ING2,Mus_musculus,NP_075992.2,ING2,5.32e-91,334.0,1.0999999999999999e-91,334.0
40485,Astyanax_pachon,KAG9280256.1,ING3,Mus_musculus,NP_076115.3,ING3,4.71e-157,554.0,9.79e-158,554.0
38783,Astyanax_pachon,KAG9279426.1,ING4,Mus_musculus,NP_579923.1,ING4,2.05e-102,372.0,3.53e-103,372.0
14398,Astyanax_pachon,KAG9266969.1,ING5,Mus_musculus,NP_079730.1,ING5,4.06e-106,384.0,8.35e-107,384.0
36464,Astyanax_pachon,KAG9277904.1,INHA,Mus_musculus,NP_034694.3,INHA,2.3299999999999997e-46,186.0,5.11e-47,186.0
33967,Astyanax_pachon,KAG9276737.1,INHBA,Mus_musculus,NP_032406.1,INHBA,5.73e-124,444.0,1.2800000000000001e-124,444.0
14540,Astyanax_pachon,KAG9267039.1,INHBB,Mus_musculus,NP_032407.1,INHBB,7.010000000000001e-156,550.0,1.5300000000000002e-156,550.0
7112,Astyanax_pachon,KAG9263424.1,INIP,Mus_musculus,NP_001013595.1,INIP,4.68e-39,160.0,9.749999999999999e-40,160.0
1453,Astyanax_pachon,KAG9260303.1,INKA2,Mus_musculus,NP_780607.2,INKA2,4.74e-49,195.0,8.19e-50,195.0
45760,Astyanax_pachon,KAG9282991.1,INO80,Mus_musculus,NP_080850.2,INO80,0.0,1893.0,0.0,1893.0
29648,Astyanax_pachon,KAG9274553.1,INO80B,Mus_musculus,NP_076036.2,INO80B,1.21e-68,260.0,2.65e-69,260.0
47115,Astyanax_pachon,KAG9283602.1,INO80C,Mus_musculus,NP_766213.1,INO80C,1.45e-55,216.0,2.4900000000000004e-56,216.0
24030,Astyanax_pachon,KAG9271494.1,INO80D,Mus_musculus,NP_001108081.1,INO80D,3.87e-233,808.0,8.199999999999999e-234,808.0
32184,Astyanax_pachon,KAG9275834.1,INO80E,Mus_musculus,XP_006507795.1,INO80E,7.22e-28,124.0,1.87e-28,124.0
1618,Astyanax_pachon,KAG9260382.1,INPP1,Mus_musculus,NP_032410.2,INPP1,4.72e-95,348.0,9.47e-96,348.0
23593,Astyanax_pachon,KAG9271332.1,INPP4A,Mus_musculus,XP_006496074.1,INPP4A,0.0,1442.0,0.0,1442.0
31856,Astyanax_pachon,KAG9275684.1,INPP4B,Mus_musculus,NP_001019788.1,INPP4B,0.0,1043.0,0.0,1043.0
31459,Astyanax_pachon,KAG9275495.1,INPP5A,Mus_musculus,NP_898967.2,INPP5A,1.68e-193,675.0,3.69e-194,675.0
33334,Astyanax_pachon,KAG9276447.1,INPP5B,Mus_musculus,NP_032411.3,INPP5B,0.0,1041.0,0.0,1041.0
36050,Astyanax_pachon,KAG9277745.1,INPP5D,Mus_musculus,NP_001103663.1,INPP5D,0.0,1109.0,0.0,1109.0
4296,Astyanax_pachon,KAG9261795.1,INPP5E,Mus_musculus,NP_149125.1,INPP5E,6.29e-175,614.0,1.3e-175,614.0
6981,Astyanax_pachon,KAG9263350.1,INPP5J,Mus_musculus,NP_766027.2,INPP5J,4.37e-160,565.0,1.14e-160,565.0
9902,Astyanax_pachon,KAG9264882.1,INPP5K,Mus_musculus,NP_032942.1,INPP5K,8.61e-115,414.0,1.5199999999999998e-115,414.0
10807,Astyanax_pachon,KAG9265305.1,INPPL1A,Mus_musculus,NP_001116211.1,INPPL1,0.0,1475.0,0.0,1475.0
44157,Astyanax_pachon,KAG9282128.1,INS,Mus_musculus,NP_001172012.1,INS2,3.37e-15,81.3,5.06e-16,81.3
24184,Astyanax_pachon,KAG9271540.1,INSIG1,Mus_musculus,NP_001258460.1,INSIG2,2.4399999999999996e-104,378.0,5.01e-105,378.0
46032,Astyanax_pachon,KAG9283108.1,INSM1A,Mus_musculus,NP_058585.2,INSM1,3.96e-85,315.0,1.07e-85,315.0
14289,Astyanax_pachon,KAG9266932.1,INSR,Mus_musculus,XP_006508764.1,INSR,0.0,1930.0,0.0,1930.0
15492,Astyanax_pachon,KAG9267462.1,INSYN2A,Mus_musculus,XP_017177932.1,INSYN2A,9e-97,354.0,1.82e-97,354.0
39893,Astyanax_pachon,KAG9279971.1,INTS1,Mus_musculus,XP_006504792.1,INTS1,0.0,3176.0,0.0,3176.0
7975,Astyanax_pachon,KAG9263781.1,INTS10,Mus_musculus,NP_001280721.1,INTS10,2.3399999999999997e-288,991.0,4.82e-289,991.0
32050,Astyanax_pachon,KAG9275771.1,INTS12,Mus_musculus,NP_082203.1,INTS12,1.91e-87,323.0,3.7000000000000003e-88,323.0
40179,Astyanax_pachon,KAG9280135.1,INTS13,Mus_musculus,NP_001349037.1,INTS13,0.0,1116.0,0.0,1116.0
27400,Astyanax_pachon,KAG9273181.1,INTS14,Mus_musculus,NP_001071099.1,INTS14,3.600000000000001e-248,857.0,7.35e-249,857.0
6737,Astyanax_pachon,KAG9263236.1,INTS2,Mus_musculus,NP_001350058.1,INTS2,0.0,1758.0,0.0,1758.0
39089,Astyanax_pachon,KAG9279609.1,INTS3,Mus_musculus,NP_663515.2,INTS3,0.0,1552.0,0.0,1552.0
26657,Astyanax_pachon,KAG9272860.1,INTS4,Mus_musculus,NP_081532.1,INTS4,0.0,1484.0,0.0,1484.0
25818,Astyanax_pachon,KAG9272467.1,INTS5,Mus_musculus,NP_789813.1,INTS5,9.21e-274,943.0,1.88e-274,943.0
22813,Astyanax_pachon,KAG9270948.1,INTS6,Mus_musculus,XP_006518745.1,INTS6,0.0,1149.0,0.0,1149.0
46129,Astyanax_pachon,KAG9283145.1,INTS7,Mus_musculus,NP_848747.4,INTS7,0.0,1430.0,0.0,1430.0
37892,Astyanax_pachon,KAG9278917.1,INTS8,Mus_musculus,NP_001153067.1,INTS8,0.0,1452.0,0.0,1452.0
46053,Astyanax_pachon,KAG9283120.1,INTS9,Mus_musculus,NP_700463.3,INTS9,0.0,1106.0,0.0,1106.0
29645,Astyanax_pachon,KAG9274552.1,INTU,Mus_musculus,NP_001392427.1,INTU,1.97e-255,882.0,3.93e-256,882.0
47136,Astyanax_pachon,KAG9283610.1,INVS,Mus_musculus,XP_006537692.1,INVS,1.28e-147,524.0,2.63e-148,524.0
1238,Astyanax_pachon,KAG9260192.1,IP6K1,Mus_musculus,NP_038813.2,IP6K1,2.15e-175,615.0,4.36e-176,615.0
34750,Astyanax_pachon,KAG9277099.1,IP6K2,Mus_musculus,NP_001366529.1,IP6K2,6.22e-139,494.0,1.14e-139,494.0
15175,Astyanax_pachon,KAG9267305.1,IPMK,Mus_musculus,NP_081460.1,IPMK,9.929999999999999e-108,390.0,2.15e-108,390.0
22174,Astyanax_pachon,KAG9270606.1,IPO11,Mus_musculus,NP_083941.2,IPO11,0.0,1576.0,0.0,1576.0
45263,Astyanax_pachon,KAG9282733.1,IPO13,Mus_musculus,NP_666264.1,IPO13,0.0,1561.0,0.0,1561.0
32136,Astyanax_pachon,KAG9275811.1,IPO4,Mus_musculus,NP_077229.4,IPO4,6.43e-238,824.0,1.33e-238,824.0
4945,Astyanax_pachon,KAG9262144.1,IPO5,Mus_musculus,NP_001403200.1,IPO5,0.0,1871.0,0.0,1871.0
14741,Astyanax_pachon,KAG9267114.1,IPO7,Mus_musculus,NP_852658.2,IPO7,0.0,1788.0,0.0,1788.0
1772,Astyanax_pachon,KAG9260467.1,IPO9,Mus_musculus,NP_722469.1,IPO9,0.0,1597.0,0.0,1597.0
29971,Astyanax_pachon,KAG9274770.1,IPP,Mus_musculus,NP_032415.2,IPP,2.45e-140,499.0,4.89e-141,499.0
1530,Astyanax_pachon,KAG9260347.1,IPPK,Mus_musculus,NP_951011.1,IPPK,7.14e-161,567.0,1.3900000000000001e-161,567.0
36527,Astyanax_pachon,KAG9277922.1,IQCA1,Mus_musculus,NP_001355651.1,IQCA1,5.06e-238,824.0,1.03e-238,824.0
35669,Astyanax_pachon,KAG9277555.1,IQCB1,Mus_musculus,NP_796102.2,IQCB1,1.35e-97,357.0,2.79e-98,357.0
30234,Astyanax_pachon,KAG9274914.1,IQCC,Mus_musculus,XP_036019947.1,IQCC,1.87e-11,69.3,5.32e-12,69.3
44237,Astyanax_pachon,KAG9282197.1,IQCD,Mus_musculus,NP_083684.1,IQCD,9.25e-39,161.0,2.15e-39,161.0
26851,Astyanax_pachon,KAG9272925.1,IQCG,Mus_musculus,NP_848465.1,IQCG,1.63e-44,180.0,3.7499999999999997e-45,180.0
27434,Astyanax_pachon,KAG9273194.1,IQCH,Mus_musculus,NP_001298027.1,IQCH,8.94e-221,767.0,1.89e-221,767.0
8325,Astyanax_pachon,KAG9263973.1,IQCK,Mus_musculus,NP_001074915.1,IQCK,2.86e-38,159.0,5.38e-39,159.0
4260,Astyanax_pachon,KAG9261771.1,IQGAP1,Mus_musculus,NP_057930.2,IQGAP1,0.0,1915.0,0.0,1915.0
33804,Astyanax_pachon,KAG9276665.1,IQGAP3,Mus_musculus,NP_001028656.1,IQGAP3,0.0,1733.0,0.0,1733.0
2418,Astyanax_pachon,KAG9260776.1,IQSEC1,Mus_musculus,XP_036021944.1,IQSEC1,0.0,1511.0,0.0,1511.0
21711,Astyanax_pachon,KAG9270355.1,IQSEC2,Mus_musculus,XP_006528905.1,IQSEC2,0.0,1053.0,0.0,1053.0
40872,Astyanax_pachon,KAG9280436.1,IQSEC3,Mus_musculus,NP_001028526.1,IQSEC3,4.98e-295,1014.0,9.33e-296,1014.0
42131,Astyanax_pachon,KAG9280950.1,IQUB,Mus_musculus,NP_766123.2,IQUB,1.4299999999999998e-180,633.0,3.03e-181,633.0
21001,Astyanax_pachon,KAG9270053.1,IRAK1,Mus_musculus,NP_001171445.1,IRAK1,2.78e-115,416.0,5.750000000000001e-116,416.0
20442,Astyanax_pachon,KAG9269783.1,IRAK1BP1,Mus_musculus,NP_075362.3,IRAK1BP1,5.529999999999999e-42,171.0,1.1899999999999998e-42,171.0
40565,Astyanax_pachon,KAG9280305.1,IRAK3,Mus_musculus,NP_082955.2,IRAK3,1.58e-110,400.0,3.23e-111,400.0
41911,Astyanax_pachon,KAG9280869.1,IRAK4,Mus_musculus,NP_084202.2,IRAK4,3.18e-130,465.0,6.599999999999999e-131,465.0
9284,Astyanax_pachon,KAG9264510.1,IRE-1,Mus_musculus,NP_036012.1,RNASEL,1.78e-18,94.0,5.09e-19,94.0
41555,Astyanax_pachon,KAG9280705.1,IREB2,Mus_musculus,NP_073146.2,IREB2,0.0,1330.0,0.0,1330.0
12675,Astyanax_pachon,KAG9266208.1,IRF1,Mus_musculus,NP_001152865.1,IRF1,8.009999999999999e-52,204.0,1.62e-52,204.0
26068,Astyanax_pachon,KAG9272586.1,IRF2,Mus_musculus,NP_032417.3,IRF2,2.55e-90,332.0,5.47e-91,332.0
26769,Astyanax_pachon,KAG9272898.1,IRF2BP1,Mus_musculus,NP_665835.1,IRF2BPL,1.1499999999999999e-152,540.0,2.95e-153,540.0
14461,Astyanax_pachon,KAG9266998.1,IRF2BP2B,Mus_musculus,NP_001158070.1,IRF2BP2,3.2e-117,422.0,7.2100000000000005e-118,422.0
42603,Astyanax_pachon,KAG9281146.1,IRF3,Mus_musculus,NP_001239530.1,IRF7,4.72e-42,172.0,9.730000000000001e-43,172.0
29791,Astyanax_pachon,KAG9274640.1,IRF4,Mus_musculus,NP_038702.1,IRF4,3.15e-164,578.0,6.2299999999999995e-165,578.0
41403,Astyanax_pachon,KAG9280642.1,IRF5,Mus_musculus,NP_036187.1,IRF5,1.81e-149,529.0,3.8799999999999996e-150,529.0
2374,Astyanax_pachon,KAG9260759.1,IRF6,Mus_musculus,NP_058547.2,IRF6,4.4400000000000005e-181,634.0,8.98e-182,634.0
26896,Astyanax_pachon,KAG9272944.1,IRF8,Mus_musculus,NP_001288740.1,IRF8,4.9599999999999996e-126,451.0,9.99e-127,451.0
31401,Astyanax_pachon,KAG9275473.1,IRGC,Mus_musculus,NP_001344962.1,IRGC,1.31e-83,310.0,3.04e-84,310.0
9827,Astyanax_pachon,KAG9264816.1,IRS1-B,Mus_musculus,NP_034700.2,IRS1,7e-291,1000.0,1.5700000000000001e-291,1000.0
5309,Astyanax_pachon,KAG9262395.1,IRS2,Mus_musculus,NP_001074681.1,IRS2,1.38e-237,823.0,3.24e-238,823.0
33086,Astyanax_pachon,KAG9276344.1,IRX1-B,Mus_musculus,NP_034703.2,IRX1,9.71e-104,377.0,2.14e-104,377.0
33085,Astyanax_pachon,KAG9276343.1,IRX2,Mus_musculus,NP_034704.1,IRX2,3.17e-108,392.0,6.44e-109,392.0
2754,Astyanax_pachon,KAG9260916.1,IRX3,Mus_musculus,NP_032419.2,IRX3,3.45e-81,302.0,8.53e-82,302.0
33079,Astyanax_pachon,KAG9276342.1,IRX4,Mus_musculus,NP_001413483.1,IRX4,2.42e-138,492.0,5.5199999999999996e-139,492.0
2753,Astyanax_pachon,KAG9260915.1,IRX5,Mus_musculus,NP_061296.1,IRX5,4.75e-119,428.0,9.57e-120,428.0
2751,Astyanax_pachon,KAG9260914.1,IRX6,Mus_musculus,NP_001288066.1,IRX6,2.72e-79,296.0,4.72e-80,296.0
3727,Astyanax_pachon,KAG9261422.1,ISCU,Mus_musculus,NP_079802.1,ISCU,1.9699999999999998e-61,235.0,4.17e-62,235.0
4102,Astyanax_pachon,KAG9261690.1,ISL1,Mus_musculus,NP_067434.3,ISL1,4.51e-198,690.0,9.309999999999999e-199,690.0
42212,Astyanax_pachon,KAG9280983.1,ISL2A,Mus_musculus,NP_081673.2,ISL2,5.4800000000000005e-177,620.0,1.13e-177,620.0
42303,Astyanax_pachon,KAG9281022.1,ISLR2,Mus_musculus,NP_001155008.1,ISLR2,1.15e-111,404.0,2.47e-112,404.0
18628,Astyanax_pachon,KAG9268900.1,ISM2,Mus_musculus,NP_001277231.1,ISM2,9.19e-113,407.0,2.04e-113,407.0
7456,Astyanax_pachon,KAG9263553.1,ISOC1,Mus_musculus,NP_079754.2,ISOC1,3.98e-130,464.0,8.55e-131,464.0
32445,Astyanax_pachon,KAG9276017.1,ISOC2,Mus_musculus,NP_001095068.1,ISOC2A,1.6300000000000002e-58,226.0,2.62e-59,226.0
1120,Astyanax_pachon,KAG9260136.1,ISX,Mus_musculus,NP_082113.2,ISX,8.2e-20,97.4,1.57e-20,97.4
37487,Astyanax_pachon,KAG9278702.1,ISYNA1-A,Mus_musculus,NP_076116.1,ISYNA1,7.189999999999999e-216,750.0,1.2899999999999998e-216,750.0
11436,Astyanax_pachon,KAG9265614.1,ITA,Mus_musculus,NP_001278432.1,BIRC2,5.74e-184,644.0,1.15e-184,644.0
19328,Astyanax_pachon,KAG9269265.1,ITCH,Mus_musculus,NP_001230641.1,ITCH,0.0,1142.0,0.0,1142.0
3380,Astyanax_pachon,KAG9261222.1,ITFG1,Mus_musculus,NP_082283.2,ITFG1,4.12e-220,764.0,8.62e-221,764.0
41513,Astyanax_pachon,KAG9280683.1,ITFG2,Mus_musculus,NP_598688.1,ITFG2,3.39e-174,611.0,7.14e-175,611.0
2660,Astyanax_pachon,KAG9260866.1,ITGA11,Mus_musculus,NP_795896.4,ITGA11,0.0,1381.0,0.0,1381.0
6868,Astyanax_pachon,KAG9263290.1,ITGA2,Mus_musculus,NP_032422.2,ITGA2,0.0,1147.0,0.0,1147.0
9221,Astyanax_pachon,KAG9264483.1,ITGA2B,Mus_musculus,NP_034705.2,ITGA2B,7.32e-217,754.0,1.49e-217,754.0
15223,Astyanax_pachon,KAG9267325.1,ITGA3,Mus_musculus,NP_038593.1,ITGA3,1.64e-260,899.0,3.41e-261,899.0
24780,Astyanax_pachon,KAG9271822.1,ITGA4,Mus_musculus,NP_034706.3,ITGA4,3.6499999999999996e-242,838.0,7.719999999999999e-243,838.0
19156,Astyanax_pachon,KAG9269138.1,ITGA5,Mus_musculus,NP_034707.5,ITGA5,0.0,1126.0,0.0,1126.0
23911,Astyanax_pachon,KAG9271449.1,ITGA6,Mus_musculus,NP_001264899.1,ITGA6,0.0,1339.0,0.0,1339.0
1691,Astyanax_pachon,KAG9260427.1,ITGA7,Mus_musculus,XP_030100775.1,ITGA7,0.0,1167.0,0.0,1167.0
47154,Astyanax_pachon,KAG9283628.1,ITGA8,Mus_musculus,NP_001001309.1,ITGA8,0.0,1314.0,0.0,1314.0
30457,Astyanax_pachon,KAG9275015.1,ITGA9,Mus_musculus,NP_598482.2,ITGA9,0.0,1395.0,0.0,1395.0
10987,Astyanax_pachon,KAG9265364.1,ITGAE,Mus_musculus,NP_001348174.1,ITGAE,5.38e-119,429.0,1.15e-119,429.0
24731,Astyanax_pachon,KAG9271797.1,ITGAV,Mus_musculus,NP_001385620.1,ITGAV,0.0,1213.0,0.0,1213.0
15384,Astyanax_pachon,KAG9267405.1,ITGAX,Mus_musculus,NP_067309.1,ITGAX,4.37e-177,622.0,9.21e-178,622.0
36707,Astyanax_pachon,KAG9278222.1,ITGB1,Mus_musculus,NP_034708.1,ITGB1,0.0,1140.0,0.0,1140.0
17591,Astyanax_pachon,KAG9268482.1,ITGB1BP1,Mus_musculus,NP_001342538.1,ITGB1BP1,3.39e-75,281.0,7.06e-76,281.0
24367,Astyanax_pachon,KAG9271628.1,ITGB2,Mus_musculus,NP_032430.2,ITGB2,5.51e-192,671.0,1.08e-192,671.0
16714,Astyanax_pachon,KAG9268029.1,ITGB3,Mus_musculus,NP_058060.2,ITGB3,0.0,1059.0,0.0,1059.0
21219,Astyanax_pachon,KAG9270157.1,ITGB4,Mus_musculus,XP_006532636.1,ITGB4,0.0,1651.0,0.0,1651.0
23803,Astyanax_pachon,KAG9271428.1,ITGB5,Mus_musculus,NP_001139356.1,ITGB5,0.0,1087.0,0.0,1087.0
13481,Astyanax_pachon,KAG9266565.1,ITGB6,Mus_musculus,NP_001153036.1,ITGB6,5.62e-242,837.0,1.1799999999999999e-242,837.0
34968,Astyanax_pachon,KAG9277190.1,ITGB7,Mus_musculus,NP_038594.2,ITGB7,2.9199999999999997e-146,519.0,6.44e-147,519.0
37987,Astyanax_pachon,KAG9278959.1,ITGB8,Mus_musculus,NP_796264.2,ITGB8,6.79e-162,571.0,1.36e-162,571.0
23063,Astyanax_pachon,KAG9271063.1,ITGBL1,Mus_musculus,NP_663442.2,ITGBL1,4.77e-116,418.0,1e-116,418.0
40956,Astyanax_pachon,KAG9280460.1,ITIH2,Mus_musculus,NP_034712.3,ITIH2,7.26e-292,1003.0,1.5099999999999999e-292,1003.0
2007,Astyanax_pachon,KAG9260600.1,ITIH3,Mus_musculus,XP_006518648.1,ITIH3,5.6799999999999995e-263,907.0,1.1499999999999998e-263,907.0
40955,Astyanax_pachon,KAG9280459.1,ITIH5,Mus_musculus,NP_766059.1,ITIH5,1e-258,893.0,1.98e-259,893.0
18979,Astyanax_pachon,KAG9269082.1,ITIH6,Mus_musculus,NP_001276804.2,ITIH6,1.4000000000000002e-181,637.0,3.09e-182,637.0
26346,Astyanax_pachon,KAG9272718.1,ITK,Mus_musculus,NP_034713.2,ITK,1.15e-211,736.0,2.35e-212,736.0
395,Astyanax_pachon,KAG9259697.1,ITLN,Mus_musculus,NP_034714.1,ITLN1,8.54e-111,400.0,1.66e-111,400.0
24931,Astyanax_pachon,KAG9271915.1,ITM2A,Mus_musculus,NP_032435.2,ITM2A,7.49e-62,237.0,1.63e-62,237.0
35714,Astyanax_pachon,KAG9277572.1,ITM2B,Mus_musculus,NP_032436.1,ITM2B,8.63e-84,310.0,1.75e-84,310.0
37819,Astyanax_pachon,KAG9278892.1,ITM2C,Mus_musculus,NP_071862.2,ITM2C,1.74e-62,239.0,4.17e-63,239.0
45215,Astyanax_pachon,KAG9282707.1,ITPA,Mus_musculus,NP_080198.2,ITPA,2.65e-80,298.0,5.33e-81,298.0
17768,Astyanax_pachon,KAG9268555.1,ITPK1,Mus_musculus,NP_766172.1,ITPK1,1.38e-164,579.0,2.9e-165,579.0
16919,Astyanax_pachon,KAG9268119.1,ITPKA,Mus_musculus,NP_666237.1,ITPKA,1.09e-119,430.0,2.2699999999999998e-120,430.0
44888,Astyanax_pachon,KAG9282564.1,ITPKB,Mus_musculus,NP_853624.1,ITPKC,2.5199999999999997e-115,416.0,5.49e-116,416.0
27772,Astyanax_pachon,KAG9273345.1,ITPKC,Mus_musculus,NP_001405215.1,ITPKB,3.46e-117,422.0,4e-118,422.0
2177,Astyanax_pachon,KAG9260656.1,ITPR1,Mus_musculus,XP_017176897.1,ITPR1,0.0,4595.0,0.0,4595.0
27249,Astyanax_pachon,KAG9273116.1,ITPR2,Mus_musculus,NP_064307.2,ITPR2,0.0,3908.0,0.0,3908.0
22557,Astyanax_pachon,KAG9270806.1,ITPR3,Mus_musculus,NP_542120.2,ITPR3,0.0,3829.0,0.0,3829.0
31321,Astyanax_pachon,KAG9275431.1,ITPRIP,Mus_musculus,NP_001001738.2,ITPRIP,9.67e-134,477.0,1.9499999999999998e-134,477.0
8562,Astyanax_pachon,KAG9264120.1,ITPRIPL2,Mus_musculus,NP_001028552.1,ITPRIPL2,1.1900000000000001e-88,327.0,2.6799999999999998e-89,327.0
5416,Astyanax_pachon,KAG9262455.1,ITSN1,Mus_musculus,NP_034717.2,ITSN1,0.0,2288.0,0.0,2288.0
17326,Astyanax_pachon,KAG9268342.1,ITSN2,Mus_musculus,NP_035495.2,ITSN2,0.0,1612.0,0.0,1612.0
16918,Astyanax_pachon,KAG9268118.1,IVD,Mus_musculus,NP_062800.1,IVD,7.77e-181,633.0,1.63e-181,633.0
18838,Astyanax_pachon,KAG9269007.1,IYD,Mus_musculus,NP_081667.1,IYD,1.68e-98,359.0,3.33e-99,359.0
17344,Astyanax_pachon,KAG9268352.1,JADE1,Mus_musculus,NP_001123656.1,JADE1,1.18e-216,753.0,2.41e-217,753.0
13121,Astyanax_pachon,KAG9266383.1,JADE2,Mus_musculus,NP_955003.2,JADE2,3.54e-224,778.0,7.149999999999999e-225,778.0
563,Astyanax_pachon,KAG9259854.1,JAG1B,Mus_musculus,NP_038850.1,JAG1,1.57e-228,793.0,3.1999999999999998e-229,793.0
45415,Astyanax_pachon,KAG9282805.1,JAG2,Mus_musculus,NP_001396614.1,JAG2,2.7e-162,573.0,5.3600000000000006e-163,573.0
35248,Astyanax_pachon,KAG9277322.1,JAK1,Mus_musculus,NP_666257.2,JAK1,0.0,1465.0,0.0,1465.0
4311,Astyanax_pachon,KAG9261802.1,JAK2,Mus_musculus,NP_001041642.1,JAK2,0.0,1656.0,0.0,1656.0
11184,Astyanax_pachon,KAG9265467.1,JAKMIP2,Mus_musculus,NP_001157109.1,JAKMIP2,0.0,1075.0,0.0,1075.0
4998,Astyanax_pachon,KAG9262178.1,JAM2A,Mus_musculus,NP_076333.3,JAM2,2.33e-50,199.0,5.08e-51,199.0
11507,Astyanax_pachon,KAG9265640.1,JAM3B,Mus_musculus,XP_030100601.1,JAM3,2.38e-90,332.0,4.43e-91,332.0
39080,Astyanax_pachon,KAG9279605.1,JARID2B,Mus_musculus,NP_001191972.1,JARID2,0.0,1300.0,0.0,1300.0
33843,Astyanax_pachon,KAG9276685.1,JAZF1,Mus_musculus,NP_775582.2,JAZF1,5.37e-101,367.0,1.1099999999999999e-101,367.0
16460,Astyanax_pachon,KAG9267966.1,JCAD,Mus_musculus,NP_001075432.1,JCAD,7.8e-32,140.0,1.3000000000000001e-32,140.0
18340,Astyanax_pachon,KAG9268789.1,JDP2,Mus_musculus,NP_001191981.1,JDP2,5.1199999999999994e-52,204.0,8.69e-53,204.0
24992,Astyanax_pachon,KAG9271953.1,JHDM1DB,Mus_musculus,NP_001028602.2,KDM7A,4.66e-253,874.0,1.02e-253,874.0
18756,Astyanax_pachon,KAG9268954.1,JKAMP,Mus_musculus,NP_077167.1,JKAMP,1.5400000000000002e-144,512.0,3.18e-145,512.0
