,# Pachon.faa,a,Ast.faa,b ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
16809,KAG9270255.1,KAG9270255.1,XP_022526481.1,B3GALT4,1.58e-226,784.0,5.24e-227,784.0
16791,KAG9270238.1,WNK2,XP_022526483.2,LOC103038317,0.0,4556.0,0.0,4556.0
16790,KAG9270238.1,WNK2,XP_022526485.2,LOC103038317,0.0,4561.0,0.0,4561.0
16789,KAG9270238.1,WNK2,XP_022526486.2,LOC103038317,0.0,4568.0,0.0,4568.0
16788,KAG9270238.1,WNK2,XP_022526487.2,LOC103038317,0.0,4578.0,0.0,4578.0
16793,KAG9270239.1,BRPF1,XP_022526490.2,BRPF1,0.0,2311.0,0.0,2311.0
16794,KAG9270240.1,IL17RE,XP_022526491.2,LOC103038626,0.0,1528.0,0.0,1528.0
16785,KAG9270234.1,KAG9270234.1,XP_022526494.1,LOC103034958,6.2499999999999995e-140,496.0,2.0799999999999999e-140,496.0
16773,KAG9270230.1,MIB2,XP_022526497.2,MIB2,0.0,1688.0,0.0,1688.0
16774,KAG9270230.1,MIB2,XP_022526498.2,MIB2,0.0,1667.0,0.0,1667.0
16767,KAG9270227.1,CDK11A,XP_022526500.1,CDK11B,0.0,1310.0,0.0,1310.0
16768,KAG9270227.1,CDK11A,XP_022526501.1,CDK11B,0.0,1310.0,0.0,1310.0
16769,KAG9270227.1,CDK11A,XP_022526502.1,CDK11B,0.0,1310.0,0.0,1310.0
16766,KAG9270227.1,CDK11A,XP_022526504.1,CDK11B,0.0,1329.0,0.0,1329.0
16770,KAG9270227.1,CDK11A,XP_022526505.1,CDK11B,0.0,1271.0,0.0,1271.0
16765,KAG9270226.1,SLC35E2A,XP_022526507.2,SI:CH73-236J9.2,5.5500000000000004e-213,739.0,1.84e-213,739.0
16746,KAG9270218.1,MAGI1,XP_022526517.2,MAGI1A,0.0,2862.0,0.0,2862.0
16752,KAG9270218.1,MAGI1,XP_022526518.2,MAGI1A,0.0,2837.0,0.0,2837.0
16737,KAG9270215.1,GNB1,XP_022526524.1,GNB1A,9.3e-160,562.0,3.0900000000000005e-160,562.0
16734,KAG9270213.1,TKT,XP_022526525.2,LOC103045188,0.0,1169.0,0.0,1169.0
16715,KAG9270209.1,IL17RB,XP_022526528.2,LOC103033022,0.0,1088.0,0.0,1088.0
16674,KAG9270184.1,CEP350,XP_022526547.2,CEP350,0.0,4974.0,0.0,4974.0
16675,KAG9270184.1,CEP350,XP_022526548.2,CEP350,0.0,4968.0,0.0,4968.0
16676,KAG9270184.1,CEP350,XP_022526549.2,CEP350,0.0,4867.0,0.0,4867.0
16671,KAG9270182.1,ACBD6,XP_022526554.1,ACBD6,3.42e-104,377.0,1.14e-104,377.0
16668,KAG9270179.1,KAG9270179.1,XP_022526555.1,DEF6A,5.36e-245,846.0,1.78e-245,846.0
16664,KAG9270174.1,PLAAT4,XP_022526556.1,SI:CH211-229N2.7,1.21e-98,358.0,4.0200000000000004e-99,358.0
16653,KAG9270167.1,DOC2B,XP_022526557.1,DOC2D,8.34e-227,785.0,2.77e-227,785.0
16649,KAG9270164.1,LDLR,XP_022526559.2,LOC103027051,1.12e-242,838.0,3.71e-243,838.0
16643,KAG9270163.1,JAK2,XP_022526560.2,JAK3,0.0,2292.0,0.0,2292.0
16644,KAG9270163.1,JAK2,XP_022526562.2,JAK3,0.0,2230.0,0.0,2230.0
16645,KAG9270163.1,JAK2,XP_022526563.2,JAK3,0.0,2230.0,0.0,2230.0
16646,KAG9270163.1,JAK2,XP_022526564.2,JAK3,0.0,2230.0,0.0,2230.0
16641,KAG9270162.1,SLC5A5,XP_022526565.1,SLC5A5,0.0,1197.0,0.0,1197.0
16640,KAG9270161.1,CCDC124,XP_022526566.1,CCDC124,5.77e-104,376.0,1.91e-104,376.0
16633,KAG9270157.1,ITGB4,XP_022526567.2,ITGB4,0.0,3632.0,0.0,3632.0
16634,KAG9270157.1,ITGB4,XP_022526568.2,ITGB4,0.0,3632.0,0.0,3632.0
16637,KAG9270159.1,OCLN,XP_022526570.1,SI:CH73-61D6.3,2.61e-289,993.0,8.68e-290,993.0
16628,KAG9270154.1,DENND2D,XP_022526572.2,DENND2DA,0.0,1037.0,0.0,1037.0
16629,KAG9270154.1,DENND2D,XP_022526573.2,DENND2DA,0.0,1037.0,0.0,1037.0
16608,KAG9270143.1,ABHD17A,XP_022526578.2,ABHD17AB,2.4500000000000003e-179,627.0,8.069999999999999e-180,627.0
16609,KAG9270143.1,ABHD17A,XP_022526579.2,ABHD17AB,2.4500000000000003e-179,627.0,8.069999999999999e-180,627.0
16479,KAG9270053.1,IRAK1,XP_022526582.2,IRAK1,0.0,1400.0,0.0,1400.0
16480,KAG9270054.1,MECP2,XP_022526583.1,MECP2,7.509999999999999e-262,902.0,2.48e-262,902.0
16477,KAG9270052.1,HCFC1,XP_022526584.2,HCFC1B,0.0,2944.0,0.0,2944.0
16478,KAG9270052.1,HCFC1,XP_022526585.2,HCFC1B,0.0,2944.0,0.0,2944.0
16467,KAG9270045.1,KAG9270045.1,XP_022526590.2,SSUH2RS1,4.07e-184,643.0,1.36e-184,643.0
16462,KAG9270044.1,GRIP2,XP_022526591.2,GRIP2A,0.0,2137.0,0.0,2137.0
16460,KAG9270043.1,SLC6A6,XP_022526592.2,SLC6A6A,0.0,1297.0,0.0,1297.0
16461,KAG9270043.1,SLC6A6,XP_022526593.2,SLC6A6A,0.0,1270.0,0.0,1270.0
16459,KAG9270042.1,ABTB1,XP_022526594.1,ABTB1,1.26e-280,964.0,4.18e-281,964.0
16458,KAG9270041.1,KAG9270041.1,XP_022526595.2,SI:DKEY-222N6.2,1.8e-223,774.0,5.99e-224,774.0
16457,KAG9270040.1,USP11,XP_022526596.2,USP11,0.0,1762.0,0.0,1762.0
16451,KAG9270035.1,OTUD5A,XP_022526598.2,OTUD5A,0.0,1036.0,0.0,1036.0
16447,KAG9270032.1,BCAP31,XP_022526600.1,BCAP31,2.81e-125,447.0,9.319999999999999e-126,447.0
16448,KAG9270032.1,BCAP31,XP_022526601.1,BCAP31,2.81e-125,447.0,9.319999999999999e-126,447.0
16501,KAG9270066.1,CDK16,XP_022526605.1,CDK16,3.0800000000000003e-296,1016.0,1.0500000000000001e-296,1016.0
8848,KAG9265173.1,DHRS13,XP_022526609.2,LOC103029692,1.5399999999999999e-174,611.0,5.11e-175,611.0
16496,KAG9270063.1,PLXNB3,XP_022526610.2,PLXNB3,0.0,3768.0,0.0,3768.0
16497,KAG9270063.1,PLXNB3,XP_022526611.2,PLXNB3,0.0,3768.0,0.0,3768.0
16494,KAG9270061.1,CCDC120,XP_022526612.2,CCDC120A,0.0,1309.0,0.0,1309.0
8849,KAG9265173.1,DHRS13,XP_022526613.2,LOC103029692,1.5399999999999999e-174,611.0,5.11e-175,611.0
17253,KAG9270539.1,A2ML1,XP_022526633.2,LOC103041750,0.0,2836.0,0.0,2836.0
17758,KAG9270890.1,MMP19,XP_022526666.2,LOC103027674,3.3099999999999997e-275,946.0,1.1e-275,946.0
16562,KAG9270106.1,LHX8,XP_022526670.2,LOC103033893,6.5799999999999995e-196,682.0,2.19e-196,682.0
13297,KAG9268055.1,ASGR2,XP_022526672.2,LOC111192725,1.2e-143,508.0,3.99e-144,508.0
16355,KAG9269971.1,KAG9269971.1,XP_022526678.2,LOC111192733,1.5e-159,561.0,4.98e-160,561.0
16411,KAG9270007.1,KAG9270007.1,XP_022526679.2,LOC107197187,2.54e-161,567.0,8.43e-162,567.0
16787,KAG9270236.1,NINJ1,XP_022526686.2,LOC111192738,1.42e-54,211.0,4.58e-55,211.0
16445,KAG9270030.1,PNCK,XP_022526689.2,PNCK,3.22e-186,650.0,9.769999999999999e-187,650.0
17539,KAG9270724.1,PTK6,XP_022526698.2,PTK6A,0.0,1036.0,0.0,1036.0
17773,KAG9270899.1,TMEM115,XP_022526702.1,TMEM115,1.18e-194,678.0,3.93e-195,678.0
17771,KAG9270898.1,AJAP1,XP_022526703.2,AJAP1,3.48e-214,743.0,1.16e-214,743.0
17767,KAG9270896.1,NPHP4,XP_022526704.2,NPHP4,0.0,2807.0,0.0,2807.0
17768,KAG9270896.1,NPHP4,XP_022526705.2,NPHP4,0.0,2807.0,0.0,2807.0
17769,KAG9270896.1,NPHP4,XP_022526706.2,NPHP4,0.0,2807.0,0.0,2807.0
17770,KAG9270896.1,NPHP4,XP_022526707.2,NPHP4,0.0,2807.0,0.0,2807.0
17765,KAG9270894.1,SEMA3G,XP_022526710.2,SEMA3BL,0.0,1572.0,0.0,1572.0
17761,KAG9270892.1,SPATS2,XP_022526715.2,SPATS2,4.639999999999999e-270,929.0,1.5399999999999998e-270,929.0
17762,KAG9270892.1,SPATS2,XP_022526716.2,SPATS2,4.639999999999999e-270,929.0,1.5399999999999998e-270,929.0
17757,KAG9270889.1,TMEM198,XP_022526717.2,LOC103028001,6.02e-186,649.0,2e-186,649.0
17756,KAG9270888.1,TRHR,XP_022526718.1,LOC103035526,1.0699999999999999e-221,768.0,3.56e-222,768.0
17752,KAG9270882.1,KAG9270882.1,XP_022526720.2,LOC111192748,4.09e-109,393.0,1.36e-109,393.0
17744,KAG9270875.1,UBE2V1,XP_022526722.1,PEDS1,2.33e-83,307.0,7.73e-84,307.0
8840,KAG9265169.1,KAG9265169.1,XP_022526723.2,SI:CH1073-145M9.1,2.41e-119,427.0,7.99e-120,427.0
17740,KAG9270872.1,PTPN1,XP_022526724.2,PTPN1,2.3e-258,890.0,7.64e-259,890.0
17741,KAG9270872.1,PTPN1,XP_022526725.2,PTPN1,2.3e-258,890.0,7.64e-259,890.0
17724,KAG9270862.1,EPS15,XP_022526727.2,EPS15,0.0,1427.0,0.0,1427.0
17723,KAG9270862.1,EPS15,XP_022526728.2,EPS15,0.0,1431.0,0.0,1431.0
17725,KAG9270862.1,EPS15,XP_022526729.2,EPS15,0.0,1422.0,0.0,1422.0
17738,KAG9270870.1,KLHL12,XP_022526735.1,LOC103031735,1.08e-219,762.0,3.19e-220,762.0
17713,KAG9270855.1,ELAVL4,XP_022526741.1,ELAVL4,4.51e-258,889.0,1.4999999999999999e-258,889.0
17715,KAG9270855.1,ELAVL4,XP_022526743.1,ELAVL4,1.55e-247,854.0,5e-248,854.0
17711,KAG9270852.1,DNTTIP2,XP_022526747.2,DNTTIP2,0.0,1231.0,0.0,1231.0
8115,KAG9264696.1,PDE4D,XP_022526748.2,LOC103025888,0.0,1438.0,0.0,1438.0
17707,KAG9270848.1,SMOX,XP_022526754.2,PAOX1,5.11e-280,962.0,1.8699999999999999e-280,962.0
17701,KAG9270845.1,ABL2,XP_022526757.2,ABL2,0.0,2220.0,0.0,2220.0
17700,KAG9270844.1,KAG9270844.1,XP_022526759.2,TMEM51A,9.29e-96,349.0,3.08e-96,349.0
17698,KAG9270842.1,KAG9270842.1,XP_022526760.2,SI:CH211-156J16.1,6.27e-67,253.0,2.05e-67,253.0
17697,KAG9270842.1,KAG9270842.1,XP_022526761.2,SI:CH211-156J16.1,6.27e-67,253.0,1.7199999999999997e-67,253.0
17695,KAG9270840.1,RIMKLB,XP_022526763.1,RIMKLA,7.2299999999999995e-214,742.0,2.3999999999999998e-214,742.0
17694,KAG9270839.1,ZMYND12,XP_022526764.2,ZMYND12,1.7e-214,744.0,5.66e-215,744.0
17605,KAG9270772.1,AHCYL1,XP_022526767.1,AHCYL1,0.0,1089.0,0.0,1089.0
17604,KAG9270772.1,AHCYL1,XP_022526768.1,AHCYL1,0.0,1093.0,0.0,1093.0
17601,KAG9270769.1,ALX3,XP_022526771.2,ALX3,2.6600000000000003e-179,627.0,8.84e-180,627.0
17598,KAG9270767.1,SLC16A4,XP_022526773.1,SLC16A4,0.0,1084.0,0.0,1084.0
17599,KAG9270767.1,SLC16A4,XP_022526774.1,SLC16A4,0.0,1084.0,0.0,1084.0
17591,KAG9270761.1,ZNF335,XP_022526775.2,LOC103024463,0.0,2434.0,0.0,2434.0
17584,KAG9270759.1,ARRDC3,XP_022526777.2,ZGC:110353,8.56e-136,482.0,3.37e-136,482.0
17585,KAG9270759.1,ARRDC3,XP_022526778.1,ZGC:110353,1.7099999999999998e-135,481.0,6.74e-136,481.0
17587,KAG9270759.1,ARRDC3,XP_022526779.2,ZGC:110353,5.61e-131,466.0,2.21e-131,466.0
8831,KAG9265162.1,SAE1,XP_022526780.1,SAE1,2.24e-197,687.0,7.43e-198,687.0
17565,KAG9270745.1,LRMP,XP_022526782.1,SI:CH211-163L21.11,1.67e-198,691.0,4.98e-199,691.0
17561,KAG9270741.1,PPARD,XP_022526784.2,PPARDB,2.53e-295,1013.0,8.400000000000001e-296,1013.0
17557,KAG9270738.1,NT5DC2,XP_022526786.1,NT5DC2,0.0,1234.0,0.0,1234.0
17511,KAG9270708.1,MAGI3,XP_022526791.2,MAGIXA,0.0,2461.0,0.0,2461.0
17512,KAG9270708.1,MAGI3,XP_022526792.2,MAGIXA,0.0,2401.0,0.0,2401.0
17519,KAG9270714.1,UCKL1,XP_022526794.2,UCKL1A,0.0,1033.0,0.0,1033.0
17520,KAG9270714.1,UCKL1,XP_022526795.2,UCKL1A,0.0,1033.0,0.0,1033.0
17521,KAG9270714.1,UCKL1,XP_022526796.2,UCKL1A,4.4499999999999995e-288,989.0,1.37e-288,989.0
17515,KAG9270710.1,SYP,XP_022526797.1,SYPA,4.51e-148,523.0,1.47e-148,523.0
17507,KAG9270705.1,CSDE1,XP_022526800.1,CSDE1,0.0,1737.0,0.0,1737.0
17509,KAG9270705.1,CSDE1,XP_022526803.1,CSDE1,0.0,1678.0,0.0,1678.0
17505,KAG9270704.1,RASSF8,XP_022526804.2,RASSF11,2.52e-255,880.0,8.37e-256,880.0
17506,KAG9270704.1,RASSF8,XP_022526805.2,RASSF11,2.52e-255,880.0,8.37e-256,880.0
17501,KAG9270701.1,DOCK8,XP_022526806.2,DOCK8,0.0,4072.0,0.0,4072.0
17494,KAG9270696.1,SLC20A2,XP_022526812.1,SLC20A2,0.0,1253.0,0.0,1253.0
17495,KAG9270696.1,SLC20A2,XP_022526813.1,SLC20A2,0.0,1253.0,0.0,1253.0
17490,KAG9270696.1,SLC20A2,XP_022526814.1,SLC20A2,0.0,1268.0,0.0,1268.0
8277,KAG9264806.1,KCNE4,XP_022526815.2,KCNE4,5.4100000000000004e-86,316.0,1.8000000000000002e-86,316.0
17488,KAG9270695.1,MAPK4,XP_022526817.2,MAPK4,0.0,1243.0,0.0,1243.0
17487,KAG9270694.1,TSPAN36,XP_022526818.2,TSPAN36,1.64e-132,471.0,5.4400000000000004e-133,471.0
17482,KAG9270690.1,SMARCAD1A,XP_022526819.2,SMARCAD1A,0.0,1763.0,0.0,1763.0
8270,KAG9264801.1,KAG9264801.1,XP_022526821.2,LOC111192758,6.55e-120,429.0,2.2e-120,429.0
17458,KAG9270677.1,DMXL1,XP_022526823.2,DMXL1,0.0,5843.0,0.0,5843.0
17459,KAG9270677.1,DMXL1,XP_022526824.2,DMXL1,0.0,5843.0,0.0,5843.0
17460,KAG9270677.1,DMXL1,XP_022526825.2,DMXL1,0.0,5837.0,0.0,5837.0
17461,KAG9270677.1,DMXL1,XP_022526827.2,DMXL1,0.0,5794.0,0.0,5794.0
17476,KAG9270687.1,TRIM36,XP_022526829.2,TRIM36,0.0,1456.0,0.0,1456.0
17457,KAG9270676.1,HSD17B4,XP_022526830.1,HSD17B4,0.0,1463.0,0.0,1463.0
17470,KAG9270685.1,CCDC112,XP_022526833.2,LOC103043374,5.39e-218,756.0,1.79e-218,756.0
17455,KAG9270673.1,LOX,XP_022526836.2,LOC103039369,1.26e-209,728.0,3.6800000000000005e-210,728.0
17121,KAG9270454.1,PHYHIP,XP_022526837.1,LOC103047313,1.53e-201,701.0,4.34e-202,701.0
17117,KAG9270453.1,TRIM25,XP_022526839.2,LOC111192763,2.9799999999999996e-258,890.0,9.460000000000001e-259,890.0
17104,KAG9270446.1,KANSL3,XP_022526843.2,KANSL3,0.0,1614.0,0.0,1614.0
17106,KAG9270446.1,KANSL3,XP_022526844.2,KANSL3,0.0,1548.0,0.0,1548.0
17101,KAG9270444.1,KAG9270444.1,XP_022526845.2,DISP3,0.0,2665.0,0.0,2665.0
17102,KAG9270444.1,KAG9270444.1,XP_022526846.2,DISP3,0.0,2665.0,0.0,2665.0
17096,KAG9270439.1,PRKG1,XP_022526847.2,PRKG1L,0.0,1337.0,0.0,1337.0
8441,KAG9264902.1,CDK5R1,XP_022526850.2,LOC111192769,1.2200000000000001e-103,375.0,3.94e-104,375.0
8752,KAG9265105.1,GSC,XP_022526851.1,DHARMA,1.25e-113,408.0,4.15e-114,408.0
32134,KAG9280389.1,KAG9280389.1,XP_022526872.2,LOC103042080,1.9800000000000002e-109,394.0,6.59e-110,394.0
32564,KAG9280634.1,PAX4,XP_022526873.2,PAX4,2.6200000000000003e-210,730.0,8.71e-211,730.0
8986,KAG9265272.1,RIMBP2,XP_022526882.1,SI:CH211-105F12.2,1.95e-118,424.0,6.49e-119,424.0
8973,KAG9265260.1,KAG9265260.1,XP_022526892.2,LOC103024639,1.23e-105,382.0,3.77e-106,382.0
32496,KAG9280597.1,KAG9280597.1,XP_022526907.2,LOC111192914,2.0300000000000003e-185,648.0,5.06e-186,648.0
31978,KAG9280286.1,KAG9280286.1,XP_022526915.2,LOC103023462,0.0,1226.0,0.0,1226.0
31969,KAG9280275.1,PPFIBP1,XP_022526921.1,PPFIBP1A,0.0,1701.0,0.0,1701.0
31971,KAG9280277.1,ENDOUC,XP_022526923.2,SI:DKEY-222F8.3,1.19e-164,578.0,3.96e-165,578.0
31967,KAG9280274.1,SYT10,XP_022526924.1,SYT10,0.0,1075.0,0.0,1075.0
31961,KAG9280268.1,PRMT8B,XP_022526927.1,PRMT8B,2.33e-243,840.0,7.74e-244,840.0
31959,KAG9280267.1,TSPAN11,XP_022526928.1,TSPAN11,2.5e-146,517.0,8.31e-147,517.0
31960,KAG9280267.1,TSPAN11,XP_022526929.1,TSPAN11,2.5e-146,517.0,8.31e-147,517.0
8196,KAG9264750.1,STK25,XP_022526931.1,STK25B,1.96e-239,827.0,6.51e-240,827.0
31985,KAG9280295.1,MKRN1,XP_022526936.1,MKRN1,7.66e-248,855.0,2.5400000000000004e-248,855.0
31986,KAG9280295.1,MKRN1,XP_022526937.1,MKRN1,4.9e-246,849.0,1.62e-246,849.0
31988,KAG9280297.1,IL17RA,XP_022526938.2,IL17RA1A,0.0,1603.0,0.0,1603.0
31990,KAG9280299.1,ARHGEF39,XP_022526939.2,ARHGEF39,6.190000000000001e-213,739.0,2.06e-213,739.0
31994,KAG9280302.1,MGST1,XP_022526941.1,LOC103036743,3.9400000000000004e-79,293.0,1.31e-79,293.0
31996,KAG9280304.1,HELB,XP_022526943.2,HELB,0.0,2043.0,0.0,2043.0
32003,KAG9280312.1,GRIP1,XP_022526949.2,GRIP1,0.0,2237.0,0.0,2237.0
32034,KAG9280323.1,MDM1,XP_022526953.2,MDM1,0.0,1297.0,0.0,1297.0
32035,KAG9280323.1,MDM1,XP_022526955.2,MDM1,0.0,1273.0,0.0,1273.0
32036,KAG9280323.1,MDM1,XP_022526956.2,MDM1,0.0,1251.0,0.0,1251.0
32037,KAG9280323.1,MDM1,XP_022526957.2,MDM1,0.0,1249.0,0.0,1249.0
32038,KAG9280323.1,MDM1,XP_022526958.2,MDM1,0.0,1241.0,0.0,1241.0
32041,KAG9280325.1,MCAT,XP_022526961.2,MCAT,2.6299999999999997e-216,750.0,8.75e-217,750.0
32059,KAG9280339.1,PPARA,XP_022526966.2,PPARAA,1.75e-266,917.0,5.81e-267,917.0
32060,KAG9280340.1,KAG9280340.1,XP_022526967.2,MCM10,0.0,1551.0,0.0,1551.0
32061,KAG9280340.1,KAG9280340.1,XP_022526968.2,MCM10,0.0,1545.0,0.0,1545.0
32062,KAG9280341.1,UCMA,XP_022526969.1,UCMAA,1.54e-66,251.0,5.1099999999999995e-67,251.0
32072,KAG9280347.1,CALD1,XP_022526975.2,CALD1A,7.06e-212,736.0,2.34e-212,736.0
32073,KAG9280348.1,TNNI1,XP_022526977.2,TNNI4A,6.81e-111,399.0,2.26e-111,399.0
32079,KAG9280351.1,IFRD1,XP_022526979.2,IFRD1,6.149999999999999e-241,832.0,2.04e-241,832.0
32509,KAG9280608.1,CMAS,XP_022526982.2,CMASA,4.63e-249,859.0,1.54e-249,859.0
32516,KAG9280610.1,ABCC9,XP_022526984.2,ABCC9,0.0,2907.0,0.0,2907.0
32517,KAG9280610.1,ABCC9,XP_022526985.2,ABCC9,0.0,2900.0,0.0,2900.0
32529,KAG9280620.1,TWF1,XP_022526993.2,TWF1B,1.75e-199,694.0,5.82e-200,694.0
32535,KAG9280624.1,ZCRB1,XP_022526997.1,ZCRB1,3.48e-111,400.0,1.16e-111,400.0
32083,KAG9280353.1,GPR85,XP_022527000.1,GPR85,5.510000000000001e-210,729.0,1.83e-210,729.0
32084,KAG9280353.1,GPR85,XP_022527001.1,GPR85,5.510000000000001e-210,729.0,1.83e-210,729.0
32085,KAG9280354.1,SMIM30,XP_022527003.1,LOC111192940,1.1999999999999999e-28,124.0,4.0000000000000003e-29,124.0
32087,KAG9280355.1,KAG9280355.1,XP_022527004.2,PPP1R3AA,0.0,3226.0,0.0,3226.0
32097,KAG9280363.1,CD9,XP_022527011.2,CD9B,1.11e-111,402.0,3.03e-112,402.0
32101,KAG9280364.1,ANO1,XP_022527012.2,ANO2B,0.0,2142.0,0.0,2142.0
32103,KAG9280364.1,ANO1,XP_022527013.2,ANO2B,0.0,2070.0,0.0,2070.0
32102,KAG9280364.1,ANO1,XP_022527014.2,ANO2B,0.0,2138.0,0.0,2138.0
32104,KAG9280365.1,KAG9280365.1,XP_022527015.2,LOC111192943,1.08e-55,215.0,3.59e-56,215.0
32105,KAG9280366.1,NTF3,XP_022527016.2,NTF3,1.59e-144,511.0,5.3e-145,511.0
32111,KAG9280370.1,RASSF3,XP_022527018.2,RASSF3,1.1e-111,402.0,3.28e-112,402.0
32112,KAG9280372.1,KAG9280372.1,XP_022527019.2,LOC111192944,1.63e-144,511.0,5.4e-145,511.0
32133,KAG9280388.1,SAPCD1,XP_022527026.2,SAPCD1,9.43e-92,335.0,3.13e-92,335.0
32135,KAG9280390.1,LARGE1,XP_022527027.2,LARGE1,0.0,1524.0,0.0,1524.0
32136,KAG9280390.1,LARGE1,XP_022527028.1,LARGE1,0.0,1485.0,0.0,1485.0
32143,KAG9280392.1,STRA8,XP_022527029.1,LOC103045460,7.2e-190,662.0,2.39e-190,662.0
32144,KAG9280393.1,KAG9280393.1,XP_022527032.2,KIAA0930,1.8999999999999997e-242,837.0,6.3e-243,837.0
32146,KAG9280394.1,MFAP4,XP_022527033.1,LOC103042700,1.1800000000000001e-143,508.0,4.2400000000000006e-144,508.0
32147,KAG9280395.1,NUP50,XP_022527035.2,NUP50,1.6499999999999997e-228,791.0,5.4999999999999994e-229,791.0
32148,KAG9280395.1,NUP50,XP_022527036.2,NUP50,1.6499999999999997e-228,791.0,5.4999999999999994e-229,791.0
32152,KAG9280397.1,ARHGAP8,XP_022527038.1,LOC103027805,4.99e-237,819.0,1.66e-237,819.0
32171,KAG9280406.1,IL17REL,XP_022527045.1,LOC103042609,0.0,1110.0,0.0,1110.0
8197,KAG9264751.1,THAP4,XP_022527046.2,THAP4,1.97e-94,344.0,6.54e-95,344.0
32177,KAG9280410.1,BRD1,XP_022527048.2,BRD1A,0.0,2254.0,0.0,2254.0
32176,KAG9280410.1,BRD1,XP_022527049.2,BRD1A,0.0,2259.0,0.0,2259.0
32189,KAG9280416.1,CELSR1,XP_022527056.2,CELSR1A,0.0,5989.0,0.0,5989.0
32190,KAG9280416.1,CELSR1,XP_022527057.2,CELSR1A,0.0,5988.0,0.0,5988.0
32192,KAG9280416.1,CELSR1,XP_022527058.2,CELSR1A,0.0,5955.0,0.0,5955.0
32194,KAG9280416.1,CELSR1,XP_022527060.2,CELSR1A,0.0,5953.0,0.0,5953.0
32195,KAG9280416.1,CELSR1,XP_022527061.2,CELSR1A,0.0,5920.0,0.0,5920.0
32196,KAG9280416.1,CELSR1,XP_022527062.2,CELSR1A,0.0,5886.0,0.0,5886.0
32200,KAG9280419.1,KAG9280419.1,XP_022527064.2,SRR,6.13e-177,619.0,2.03e-177,619.0
32204,KAG9280422.1,CPNE8,XP_022527066.1,LOC103023221,0.0,1214.0,0.0,1214.0
8440,KAG9264902.1,CDK5R1,XP_022527067.2,LOC111192952,4.76e-106,383.0,1.4999999999999999e-106,383.0
32221,KAG9280427.1,SLCO1C1,XP_022527072.2,SLCO1D1,0.0,1377.0,0.0,1377.0
32224,KAG9280429.1,SLCO1C1,XP_022527075.2,LOC103023853,0.0,1389.0,0.0,1389.0
32226,KAG9280431.1,PYROXD1,XP_022527076.2,PYROXD1,2.79e-271,933.0,9.25e-272,933.0
32225,KAG9280430.1,IAPP,XP_022527077.2,LOC103024164,1.2e-62,238.0,4.5e-63,238.0
32229,KAG9280434.1,SLC6A12,XP_022527081.2,LOC103025111,0.0,1288.0,0.0,1288.0
32228,KAG9280433.1,PARP11,XP_022527082.1,LOC103024791,6.27e-211,732.0,2.08e-211,732.0
32242,KAG9280438.1,B4GALNT3,XP_022527085.1,LOC103034836,0.0,1452.0,0.0,1452.0
32246,KAG9280442.1,KAG9280442.1,XP_022527088.2,SI:CH211-244B2.3,4.35e-224,776.0,1.33e-224,776.0
32251,KAG9280446.1,METAP2,XP_022527090.1,METAP2A,2.47e-246,850.0,8.22e-247,850.0
32257,KAG9280449.1,NR2C1-B,XP_022527092.2,NR2C1,0.0,1163.0,0.0,1163.0
32258,KAG9280449.1,NR2C1-B,XP_022527093.2,NR2C1,0.0,1163.0,0.0,1163.0
32259,KAG9280449.1,NR2C1-B,XP_022527094.2,NR2C1,0.0,1163.0,0.0,1163.0
32262,KAG9280452.1,LAMB1,XP_022527095.2,LAMB1B,0.0,3302.0,0.0,3302.0
32265,KAG9280454.1,KAG9280454.1,XP_022527096.1,IL15RA,3.05e-139,494.0,1.03e-139,494.0
8114,KAG9264696.1,PDE4D,XP_022527101.2,LOC103025888,0.0,1448.0,0.0,1448.0
8198,KAG9264751.1,THAP4,XP_022527102.2,THAP4,1.26e-92,338.0,4.16e-93,338.0
32270,KAG9280457.1,PRKCQ,XP_022527103.1,PRKCQ,0.0,1480.0,0.0,1480.0
32271,KAG9280457.1,PRKCQ,XP_022527104.1,PRKCQ,0.0,1480.0,0.0,1480.0
32272,KAG9280458.1,SFMBT2,XP_022527106.2,SFMBT2,0.0,1798.0,0.0,1798.0
32275,KAG9280459.1,ITIH5,XP_022527107.2,ITIH5,0.0,1851.0,0.0,1851.0
32279,KAG9280462.1,ATP5F1C,XP_022527109.1,ATP5F1C,3.2700000000000003e-156,550.0,1.0900000000000001e-156,550.0
4579,KAG9262241.1,KAG9262241.1,XP_022527110.1,LOC111192957,1.11e-185,648.0,3.7e-186,648.0
32565,KAG9280635.1,SND1,XP_022527112.1,SND1,0.0,1798.0,0.0,1798.0
32563,KAG9280633.1,HGF,XP_022527113.2,HGFA,0.0,1528.0,0.0,1528.0
32557,KAG9280630.1,NRCAM,XP_022527119.2,NRCAMA,0.0,2136.0,0.0,2136.0
32540,KAG9280629.1,CNTN1A,XP_022527120.2,CNTN1B,0.0,2131.0,0.0,2131.0
32688,KAG9280702.1,SLC38A4,XP_022527125.2,SLC38A4,4.04e-294,1009.0,1.35e-294,1009.0
7939,KAG9264572.1,ERN1,XP_022527127.2,LOC103042039,0.0,2042.0,0.0,2042.0
7941,KAG9264574.1,TEX2,XP_022527131.2,TEX2,0.0,2021.0,0.0,2021.0
7942,KAG9264575.1,AXIN2,XP_022527134.2,AXIN2,0.0,1640.0,0.0,1640.0
