,Ast,a,a2,Homo,b,b2,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
37935,Astyanax_pachon,KAG9275703.1,NR3C2,Homo_sapiens,NP_000892.2,NR3C2,4.23e-229,795.0,6.4699999999999995e-230,795.0
24299,Astyanax_pachon,KAG9269814.1,NR4A1,Homo_sapiens,NP_002126.2,NR4A1,1.1699999999999999e-176,620.0,1.88e-177,620.0
29166,Astyanax_pachon,KAG9271667.1,NR4A2,Homo_sapiens,NP_006177.1,NR4A2,4.69e-253,874.0,6.51e-254,874.0
55889,Astyanax_pachon,KAG9283607.1,NR4A3,Homo_sapiens,NP_775292.1,NR4A3,1.21e-151,537.0,1.94e-152,537.0
16494,Astyanax_pachon,KAG9266799.1,NR5A2,Homo_sapiens,NP_995582.1,NR5A2,7.400000000000001e-259,893.0,1.1200000000000001e-259,893.0
26028,Astyanax_pachon,KAG9270473.1,NR6A1A,Homo_sapiens,XP_054218705.1,NR6A1,3.1400000000000006e-200,698.0,4.5700000000000004e-201,698.0
19305,Astyanax_pachon,KAG9267895.1,NRAP,Homo_sapiens,NP_001248392.1,NRAP,0.0,1434.0,0.0,1434.0
8258,Astyanax_pachon,KAG9263261.1,NRARPA,Homo_sapiens,NP_001004354.1,NRARP,1.56e-51,202.0,2.43e-52,202.0
24807,Astyanax_pachon,KAG9270012.1,NRAS,Homo_sapiens,NP_002515.1,NRAS,3.0099999999999998e-92,338.0,4.63e-93,338.0
18635,Astyanax_pachon,KAG9267613.1,NRBF2,Homo_sapiens,NP_110386.2,NRBF2,1.52e-44,180.0,2.57e-45,180.0
54417,Astyanax_pachon,KAG9283017.1,NRBP1,Homo_sapiens,NP_001308286.1,NRBP1,1.73e-237,822.0,2.62e-238,822.0
34129,Astyanax_pachon,KAG9273889.1,NRBP2,Homo_sapiens,NP_848659.2,NRBP2,1.6e-181,636.0,2.41e-182,636.0
48915,Astyanax_pachon,KAG9280630.1,NRCAM,Homo_sapiens,XP_054214280.1,NRCAM,0.0,1483.0,0.0,1483.0
16007,Astyanax_pachon,KAG9266615.1,NRDC,Homo_sapiens,NP_001095132.1,NRDC,0.0,1446.0,0.0,1446.0
48681,Astyanax_pachon,KAG9280525.1,NRF1,Homo_sapiens,NP_001035199.1,NRF1,3.12e-224,778.0,4.3399999999999995e-225,778.0
8936,Astyanax_pachon,KAG9263526.1,NRG1,Homo_sapiens,NP_001309134.1,NRG1,2.09e-162,573.0,3.1000000000000004e-163,573.0
13716,Astyanax_pachon,KAG9265739.1,NRG2,Homo_sapiens,NP_053586.1,NRG2,6.14e-173,608.0,1.1000000000000002e-173,608.0
35917,Astyanax_pachon,KAG9274880.1,NRG3,Homo_sapiens,NP_001357011.1,NRG3,4.6099999999999997e-38,159.0,9.509999999999999e-39,159.0
52043,Astyanax_pachon,KAG9282011.1,NRGN,Homo_sapiens,NP_001119653.1,NRGN,9.43e-10,62.4,1.76e-10,62.4
7921,Astyanax_pachon,KAG9263097.1,NRIP1,Homo_sapiens,NP_003480.2,NRIP1,3.43e-94,347.0,5.539999999999999e-95,347.0
49104,Astyanax_pachon,KAG9280682.1,NRIP2,Homo_sapiens,NP_113662.1,NRIP2,1.5e-37,157.0,2.1099999999999998e-38,157.0
32667,Astyanax_pachon,KAG9273135.1,NRIP3,Homo_sapiens,NP_065696.1,NRIP3,2.61e-44,179.0,4.31e-45,179.0
50862,Astyanax_pachon,KAG9281369.1,NRM,Homo_sapiens,NP_001371298.1,NRM,1.32e-71,270.0,1.89e-72,270.0
40333,Astyanax_pachon,KAG9276727.1,NRN1,Homo_sapiens,NP_001265639.1,NRN1,2.0399999999999998e-48,192.0,3.1e-49,192.0
32934,Astyanax_pachon,KAG9273238.1,NRN1L,Homo_sapiens,NP_940845.1,NRN1L,3.44e-19,95.1,5.33e-20,95.1
40250,Astyanax_pachon,KAG9276715.1,NRP1A,Homo_sapiens,XP_054223045.1,NRP1,0.0,1216.0,0.0,1216.0
6313,Astyanax_pachon,KAG9262303.1,NRP2,Homo_sapiens,NP_958436.1,NRP2,0.0,1045.0,0.0,1045.0
38230,Astyanax_pachon,KAG9275822.1,NRROS,Homo_sapiens,NP_940967.1,NRROS,9.620000000000001e-79,295.0,1.49e-79,295.0
39308,Astyanax_pachon,KAG9276336.1,NRSN1,Homo_sapiens,NP_542454.3,NRSN1,3.2e-61,235.0,4.84e-62,235.0
44380,Astyanax_pachon,KAG9278607.1,NRTN,Homo_sapiens,NP_004549.1,NRTN,1.1e-18,94.4,1.03e-19,94.4
19732,Astyanax_pachon,KAG9267997.1,NRXN1A,Homo_sapiens,NP_001317007.1,NRXN1,0.0,2041.0,0.0,2041.0
13733,Astyanax_pachon,KAG9265747.1,NRXN2,Homo_sapiens,NP_001363196.1,NRXN2,0.0,1405.0,0.0,1405.0
22176,Astyanax_pachon,KAG9268894.1,NRXN3A,Homo_sapiens,XP_054233003.1,NRXN3,0.0,2764.0,0.0,2764.0
14094,Astyanax_pachon,KAG9265901.1,NSD1,Homo_sapiens,NP_001396230.1,NSD1,0.0,1342.0,0.0,1342.0
36712,Astyanax_pachon,KAG9275187.1,NSD2,Homo_sapiens,NP_001035889.1,NSD2,0.0,1122.0,0.0,1122.0
8560,Astyanax_pachon,KAG9263388.1,NSD3,Homo_sapiens,NP_075447.1,NSD3,0.0,1658.0,0.0,1658.0
29597,Astyanax_pachon,KAG9271867.1,NSDHL,Homo_sapiens,NP_001123237.1,NSDHL,8.31e-128,457.0,1.3699999999999998e-128,457.0
10002,Astyanax_pachon,KAG9263975.1,NSF,Homo_sapiens,NP_006169.2,NSF,0.0,1274.0,0.0,1274.0
23600,Astyanax_pachon,KAG9269567.1,NSFL1C,Homo_sapiens,NP_057227.2,NSFL1C,1.2400000000000001e-144,513.0,1.89e-145,513.0
13121,Astyanax_pachon,KAG9265469.1,NSG2,Homo_sapiens,NP_057064.1,NSG2,2.39e-60,232.0,3.4e-61,232.0
34443,Astyanax_pachon,KAG9274034.1,NSMAF,Homo_sapiens,NP_003571.2,NSMAF,0.0,1327.0,0.0,1327.0
38440,Astyanax_pachon,KAG9275947.1,NSMCE2,Homo_sapiens,NP_001336414.1,NSMCE2,2.2e-40,166.0,3.62e-41,166.0
5670,Astyanax_pachon,KAG9261953.1,NSMF,Homo_sapiens,NP_056352.3,NSMF,5.2899999999999994e-170,598.0,6.98e-171,598.0
46304,Astyanax_pachon,KAG9279639.1,NSUN2,Homo_sapiens,NP_060225.4,NSUN2,0.0,1048.0,0.0,1048.0
6884,Astyanax_pachon,KAG9262528.1,NSUN3,Homo_sapiens,NP_071355.1,NSUN3,1.54e-89,330.0,2.13e-90,330.0
44875,Astyanax_pachon,KAG9278842.1,NSUN4,Homo_sapiens,NP_950245.2,NSUN4,1.65e-111,403.0,2.55e-112,403.0
34549,Astyanax_pachon,KAG9274090.1,NSUN6,Homo_sapiens,NP_872349.1,NSUN6,2.4e-149,529.0,3.66e-150,529.0
9569,Astyanax_pachon,KAG9263776.1,NSUN7,Homo_sapiens,NP_078953.4,NSUN7,6.96e-114,412.0,9.299999999999999e-115,412.0
46459,Astyanax_pachon,KAG9279710.1,NT5C1A,Homo_sapiens,NP_115915.1,NT5C1A,5.340000000000001e-144,511.0,7.52e-145,511.0
37149,Astyanax_pachon,KAG9275385.1,NT5C2,Homo_sapiens,NP_001127845.1,NT5C2,0.0,1025.0,0.0,1025.0
44074,Astyanax_pachon,KAG9278480.1,NT5C3A,Homo_sapiens,NP_001002010.2,NT5C3A,4.22e-150,531.0,6.45e-151,531.0
17723,Astyanax_pachon,KAG9267242.1,NT5C3B,Homo_sapiens,NP_443167.4,NT5C3B,1.28e-98,360.0,1.7500000000000001e-99,360.0
52549,Astyanax_pachon,KAG9282259.1,NT5DC1,Homo_sapiens,NP_689942.2,NT5DC1,1.76e-160,566.0,2.5800000000000003e-161,566.0
26647,Astyanax_pachon,KAG9270738.1,NT5DC2,Homo_sapiens,NP_001127703.1,NT5DC2,3.2099999999999996e-230,798.0,4.58e-231,798.0
30564,Astyanax_pachon,KAG9272365.1,NT5DC3,Homo_sapiens,NP_001026871.1,NT5DC3,7.65e-231,800.0,1.1300000000000001e-231,800.0
52906,Astyanax_pachon,KAG9282448.1,NT5E,Homo_sapiens,NP_002517.1,NT5E,5.73e-211,734.0,8.71e-212,734.0
18025,Astyanax_pachon,KAG9267347.1,NT5M,Homo_sapiens,NP_064586.1,NT5M,5.01e-84,311.0,7.49e-85,311.0
42290,Astyanax_pachon,KAG9277479.1,NTAN1,Homo_sapiens,NP_775745.1,NTAN1,3.93e-91,335.0,6.07e-92,335.0
48171,Astyanax_pachon,KAG9280366.1,NTF3,Homo_sapiens,NP_001096124.1,NTF3,1.91e-73,276.0,3.05e-74,276.0
7132,Astyanax_pachon,KAG9262658.1,NTHL1,Homo_sapiens,NP_002519.2,NTHL1,3.79e-90,332.0,4.76e-91,332.0
9118,Astyanax_pachon,KAG9263612.1,NTM,Homo_sapiens,NP_001338931.1,NTM,1.0500000000000001e-109,397.0,1.56e-110,397.0
51635,Astyanax_pachon,KAG9281801.1,NTMT1,Homo_sapiens,NP_001273725.1,NTMT1,8.93e-93,340.0,1.36e-93,340.0
11090,Astyanax_pachon,KAG9264492.1,NTN1,Homo_sapiens,NP_004813.2,NTN1,0.0,1068.0,0.0,1068.0
34647,Astyanax_pachon,KAG9274181.1,NTN4,Homo_sapiens,NP_067052.2,NTN4,6.69e-193,674.0,1.1000000000000001e-193,674.0
40529,Astyanax_pachon,KAG9276797.1,NTNG1,Homo_sapiens,NP_001106697.1,NTNG1,6.49e-246,850.0,9.84e-247,850.0
24767,Astyanax_pachon,KAG9270001.1,NTNG2,Homo_sapiens,NP_115925.2,NTNG2,1.13e-232,806.0,1.6999999999999999e-233,806.0
36340,Astyanax_pachon,KAG9275022.1,NTPCR,Homo_sapiens,NP_115700.1,NTPCR,6.2200000000000004e-58,224.0,9.66e-59,224.0
56065,Astyanax_pachon,KAG9283699.1,NTRK1,Homo_sapiens,NP_002520.2,NTRK1,1.0299999999999999e-236,820.0,1.56e-237,820.0
25787,Astyanax_pachon,KAG9270378.1,NTRK2,Homo_sapiens,NP_001356463.1,NTRK2,4.47e-283,974.0,6.95e-284,974.0
16962,Astyanax_pachon,KAG9266978.1,NTRK3,Homo_sapiens,NP_001362740.1,NTRK3,0.0,1171.0,0.0,1171.0
32633,Astyanax_pachon,KAG9273124.1,NTS,Homo_sapiens,NP_006174.1,NTS,1.3e-15,83.2,2.1e-16,83.2
23501,Astyanax_pachon,KAG9269515.1,NTSR1,Homo_sapiens,NP_002522.2,NTSR1,9.209999999999999e-134,477.0,1.4699999999999998e-134,477.0
49326,Astyanax_pachon,KAG9280756.1,NUAK1,Homo_sapiens,NP_055655.1,NUAK1,2.06e-206,719.0,3.29e-207,719.0
2872,Astyanax_pachon,KAG9260726.1,NUAK2,Homo_sapiens,NP_112214.3,NUAK2,1.42e-161,570.0,2.23e-162,570.0
39129,Astyanax_pachon,KAG9276263.1,NUB1,Homo_sapiens,XP_054214365.1,NUB1,2.87e-127,456.0,4.52e-128,456.0
9778,Astyanax_pachon,KAG9263852.1,NUBP1,Homo_sapiens,NP_002475.2,NUBP1,3.5299999999999996e-140,498.0,5.359999999999999e-141,498.0
40612,Astyanax_pachon,KAG9276831.1,NUBP2,Homo_sapiens,NP_036357.1,NUBP2,7.61e-94,344.0,1.04e-94,344.0
20103,Astyanax_pachon,KAG9268131.1,NUBPL,Homo_sapiens,NP_079428.2,NUBPL,4.0300000000000004e-125,448.0,6.019999999999999e-126,448.0
10228,Astyanax_pachon,KAG9264089.1,NUCB1,Homo_sapiens,NP_006175.2,NUCB1,8.37e-105,381.0,1.28e-105,381.0
17539,Astyanax_pachon,KAG9267167.1,NUCB2,Homo_sapiens,XP_054224866.1,NUCB2,7.72e-83,308.0,1.11e-83,308.0
45656,Astyanax_pachon,KAG9279296.1,NUDC,Homo_sapiens,NP_006591.1,NUDC,1.83e-112,406.0,2.7499999999999997e-113,406.0
45056,Astyanax_pachon,KAG9278921.1,NUDCD1,Homo_sapiens,NP_116258.2,NUDCD1,9.26e-210,730.0,1.41e-210,730.0
50682,Astyanax_pachon,KAG9281269.1,NUDCD2,Homo_sapiens,NP_660309.1,NUDCD2,4.86e-67,254.0,7.429999999999999e-68,254.0
7695,Astyanax_pachon,KAG9263009.1,NUDCD3,Homo_sapiens,NP_056147.2,NUDCD3,2.76e-101,369.0,4.11e-102,369.0
47145,Astyanax_pachon,KAG9279963.1,NUDT1,Homo_sapiens,NP_001354482.1,NUDT1,1.3e-58,226.0,1.9800000000000001e-59,226.0
26454,Astyanax_pachon,KAG9270665.1,NUDT12,Homo_sapiens,NP_113626.1,NUDT12,3.62e-151,535.0,5.63e-152,535.0
53740,Astyanax_pachon,KAG9282804.1,NUDT14,Homo_sapiens,NP_803877.2,NUDT14,3.3e-57,222.0,4.51e-58,222.0
42517,Astyanax_pachon,KAG9277573.1,NUDT15,Homo_sapiens,NP_060753.1,NUDT15,4.74e-51,201.0,6.99e-52,201.0
23592,Astyanax_pachon,KAG9269563.1,NUDT16,Homo_sapiens,NP_689608.2,NUDT16,7.71e-40,164.0,1.1399999999999999e-40,164.0
40072,Astyanax_pachon,KAG9276654.1,NUDT17,Homo_sapiens,NP_001012776.1,NUDT17,2.0000000000000002e-57,223.0,3.34e-58,223.0
26125,Astyanax_pachon,KAG9270513.1,NUDT18,Homo_sapiens,NP_079091.3,NUDT18,9.900000000000001e-73,274.0,1.4600000000000002e-73,274.0
3606,Astyanax_pachon,KAG9260961.1,NUDT19,Homo_sapiens,NP_001099040.1,NUDT19,4.19e-81,302.0,6.31e-82,302.0
15121,Astyanax_pachon,KAG9266308.1,NUDT2,Homo_sapiens,NP_001152.1,NUDT2,1.7699999999999998e-41,169.0,2.6899999999999998e-42,169.0
32988,Astyanax_pachon,KAG9273254.1,NUDT21,Homo_sapiens,NP_008937.1,NUDT21,2.7499999999999997e-128,458.0,4.18e-129,458.0
50580,Astyanax_pachon,KAG9281203.1,NUDT22,Homo_sapiens,NP_001122084.2,NUDT22,3.52e-71,269.0,4.38e-72,269.0
40800,Astyanax_pachon,KAG9276910.1,NUDT3,Homo_sapiens,NP_006694.1,NUDT3,7.8399999999999995e-81,300.0,1.16e-81,300.0
49143,Astyanax_pachon,KAG9280689.1,NUDT4B,Homo_sapiens,NP_001342336.1,NUDT4B,6.539999999999999e-74,277.0,1.0199999999999999e-74,277.0
47734,Astyanax_pachon,KAG9280196.1,NUDT5,Homo_sapiens,NP_054861.2,NUDT5,6.689999999999999e-67,254.0,1.04e-67,254.0
9563,Astyanax_pachon,KAG9263772.1,NUDT6,Homo_sapiens,NP_009014.2,NUDT6,1.53e-96,353.0,2.36e-97,353.0
30767,Astyanax_pachon,KAG9272443.1,NUDT7,Homo_sapiens,NP_001099133.1,NUDT7,8.31e-43,174.0,1.36e-43,174.0
12237,Astyanax_pachon,KAG9265042.1,NUDT8,Homo_sapiens,NP_001230679.1,NUDT8,6.05e-51,201.0,1.01e-51,201.0
10476,Astyanax_pachon,KAG9264228.1,NUDT9,Homo_sapiens,NP_932155.1,NUDT9,7.69e-103,374.0,1.07e-103,374.0
1937,Astyanax_pachon,KAG9260351.1,NUF2,Homo_sapiens,NP_113611.2,NUF2,8.689999999999999e-40,165.0,1.36e-40,165.0
43315,Astyanax_pachon,KAG9277876.1,NUFIP1,Homo_sapiens,NP_036477.2,NUFIP1,6.88e-62,239.0,7.68e-63,239.0
11921,Astyanax_pachon,KAG9264900.1,NUFIP2,Homo_sapiens,NP_065823.1,NUFIP2,4.88e-101,369.0,7.92e-102,369.0
51988,Astyanax_pachon,KAG9281989.1,NUGGC,Homo_sapiens,XP_054216426.1,NUGGC,6.76e-52,206.0,1.09e-52,206.0
11856,Astyanax_pachon,KAG9264860.1,NUMB,Homo_sapiens,NP_004747.1,NUMBL,9.830000000000001e-160,564.0,1.3800000000000002e-160,564.0
48487,Astyanax_pachon,KAG9280474.1,NUP107,Homo_sapiens,NP_065134.1,NUP107,0.0,1203.0,0.0,1203.0
7113,Astyanax_pachon,KAG9262640.1,NUP133,Homo_sapiens,NP_060700.2,NUP133,0.0,1315.0,0.0,1315.0
46949,Astyanax_pachon,KAG9279888.1,NUP153,Homo_sapiens,NP_005115.2,NUP153,1.3100000000000001e-163,578.0,2.04e-164,578.0
7844,Astyanax_pachon,KAG9263065.1,NUP155,Homo_sapiens,NP_705618.1,NUP155,0.0,1997.0,0.0,1997.0
30075,Astyanax_pachon,KAG9272085.1,NUP160,Homo_sapiens,NP_056046.2,NUP160,0.0,1710.0,0.0,1710.0
32436,Astyanax_pachon,KAG9273061.1,NUP205,Homo_sapiens,NP_055950.2,NUP205,0.0,2727.0,0.0,2727.0
24394,Astyanax_pachon,KAG9269857.1,NUP210,Homo_sapiens,NP_079199.2,NUP210,0.0,2238.0,0.0,2238.0
29379,Astyanax_pachon,KAG9271748.1,NUP35,Homo_sapiens,XP_054196446.1,NUP35,1.86e-131,469.0,2.96e-132,469.0
47688,Astyanax_pachon,KAG9280171.1,NUP37,Homo_sapiens,NP_076962.2,NUP37,2.8599999999999998e-139,495.0,4.37e-140,495.0
50920,Astyanax_pachon,KAG9281481.1,NUP42,Homo_sapiens,NP_031368.1,NUP42,3.71e-33,143.0,5.2e-34,143.0
52863,Astyanax_pachon,KAG9282434.1,NUP43,Homo_sapiens,NP_942590.1,NUP43,4.07e-140,498.0,6.36e-141,498.0
48247,Astyanax_pachon,KAG9280395.1,NUP50,Homo_sapiens,NP_009103.2,NUP50,1.86e-107,390.0,2.54e-108,390.0
15305,Astyanax_pachon,KAG9266365.1,NUP54,Homo_sapiens,NP_059122.2,NUP54,5.2100000000000004e-201,701.0,6.61e-202,701.0
55458,Astyanax_pachon,KAG9283409.1,NUP58,Homo_sapiens,NP_001397931.1,NUP58,1.94e-128,460.0,2.61e-129,460.0
45571,Astyanax_pachon,KAG9279243.1,NUP85,Homo_sapiens,NP_079120.1,NUP85,4.23e-265,914.0,6.49e-266,914.0
52090,Astyanax_pachon,KAG9282028.1,NUP88,Homo_sapiens,NP_002523.2,NUP88,1.08e-249,863.0,1.6499999999999997e-250,863.0
13869,Astyanax_pachon,KAG9265797.1,NUP98,Homo_sapiens,NP_001352055.1,NUP98,0.0,1734.0,0.0,1734.0
10964,Astyanax_pachon,KAG9264435.1,NUPR1,Homo_sapiens,NP_036517.1,NUPR1,2.72e-10,64.7,3.75e-11,64.7
54478,Astyanax_pachon,KAG9283052.1,NUS1,Homo_sapiens,NP_612468.1,NUS1,7.399999999999999e-82,304.0,1.23e-82,304.0
35976,Astyanax_pachon,KAG9274918.1,NUSAP1,Homo_sapiens,XP_054234123.1,NUSAP1,1.0099999999999999e-46,188.0,1.51e-47,188.0
32936,Astyanax_pachon,KAG9273240.1,NUTF2,Homo_sapiens,NP_001308967.1,NUTF2,3.4700000000000004e-66,251.0,4.8099999999999997e-67,251.0
1332,Astyanax_pachon,KAG9260084.1,NVL,Homo_sapiens,NP_002524.2,NVL,3.09e-290,998.0,4.3800000000000005e-291,998.0
16277,Astyanax_pachon,KAG9266722.1,NWD1,Homo_sapiens,XP_054176669.1,NWD1,5.42e-290,998.0,8.000000000000001e-291,998.0
35072,Astyanax_pachon,KAG9274379.1,NWD2,Homo_sapiens,NP_001138462.1,NWD2,0.0,2581.0,0.0,2581.0
31087,Astyanax_pachon,KAG9272558.1,NXF1,Homo_sapiens,NP_006353.2,NXF1,5.47e-201,701.0,8.06e-202,701.0
12628,Astyanax_pachon,KAG9265247.1,NXN,Homo_sapiens,NP_071908.2,NXN,5.58e-178,624.0,8.56e-179,624.0
7294,Astyanax_pachon,KAG9262808.1,NXNL1,Homo_sapiens,NP_612463.1,NXNL1,2.27e-56,219.0,3.45e-57,219.0
7719,Astyanax_pachon,KAG9263029.1,NXNL2,Homo_sapiens,NP_001155097.1,NXNL2,4.2499999999999994e-54,211.0,6.499999999999999e-55,211.0
27478,Astyanax_pachon,KAG9271083.1,NXPE3,Homo_sapiens,NP_001127928.1,NXPE3,8.02e-166,584.0,1.2100000000000001e-166,584.0
46375,Astyanax_pachon,KAG9279676.1,NXPH1,Homo_sapiens,NP_689958.1,NXPH1,9.77e-136,483.0,1.49e-136,483.0
29375,Astyanax_pachon,KAG9271742.1,NXPH2,Homo_sapiens,NP_009157.1,NXPH2,7.69e-104,377.0,1.18e-104,377.0
41009,Astyanax_pachon,KAG9276988.1,NXPH4,Homo_sapiens,NP_009155.1,NXPH4,7.41e-63,241.0,1.1900000000000001e-63,241.0
31030,Astyanax_pachon,KAG9272540.1,NXT2,Homo_sapiens,XP_054183374.1,NXT2,1.5100000000000001e-59,229.0,2.2399999999999998e-60,229.0
51959,Astyanax_pachon,KAG9281972.1,NYAP1,Homo_sapiens,NP_775835.2,NYAP1,9.01e-77,289.0,1.16e-77,289.0
11770,Astyanax_pachon,KAG9264817.1,NYAP2,Homo_sapiens,NP_001358202.1,NYAP2,1.82e-183,643.0,2.7e-184,643.0
23621,Astyanax_pachon,KAG9269578.1,OARD1,Homo_sapiens,NP_001316613.1,OARD1,3.62e-59,228.0,4.8299999999999997e-60,228.0
18460,Astyanax_pachon,KAG9267541.1,OAT,Homo_sapiens,NP_000265.1,OAT,1.66e-194,679.0,2.4000000000000003e-195,679.0
43160,Astyanax_pachon,KAG9277808.1,OBI1,Homo_sapiens,NP_078822.3,OBI1,4.97e-80,299.0,9.77e-81,299.0
29157,Astyanax_pachon,KAG9271662.1,OBSCN,Homo_sapiens,NP_443075.3,OBSCN,0.0,1199.0,0.0,1199.0
41644,Astyanax_pachon,KAG9277230.1,OCA2,Homo_sapiens,XP_054234055.1,OCA2,1.72e-263,909.0,2.64e-264,909.0
53675,Astyanax_pachon,KAG9282776.1,OCIAD1,Homo_sapiens,NP_001073308.1,OCIAD1,2.24e-49,196.0,3.34e-50,196.0
53674,Astyanax_pachon,KAG9282775.1,OCIAD2,Homo_sapiens,NP_001014446.1,OCIAD2,6.82e-25,114.0,1.02e-25,114.0
7479,Astyanax_pachon,KAG9262957.1,OCLN,Homo_sapiens,NP_001192183.1,OCLN,2.69e-84,313.0,4.29e-85,313.0
10870,Astyanax_pachon,KAG9264378.1,OCM,Homo_sapiens,NP_001091091.1,OCM,8.98e-31,133.0,1.37e-31,133.0
31427,Astyanax_pachon,KAG9272709.1,OCRL,Homo_sapiens,NP_000267.2,OCRL,0.0,1062.0,0.0,1062.0
36767,Astyanax_pachon,KAG9275209.1,OCSTAMP,Homo_sapiens,NP_542452.1,OCSTAMP,3.7199999999999995e-30,133.0,7.1200000000000005e-31,133.0
21994,Astyanax_pachon,KAG9268815.1,ODC1,Homo_sapiens,NP_001274118.1,ODC1,1.1999999999999999e-205,716.0,1.83e-206,716.0
14783,Astyanax_pachon,KAG9266212.1,ODF2,Homo_sapiens,NP_001229281.1,ODF2,5.7e-116,419.0,8.34e-117,419.0
35698,Astyanax_pachon,KAG9274774.1,ODF2L,Homo_sapiens,NP_001353710.1,ODF2L,2.3799999999999997e-54,214.0,3.35e-55,214.0
32277,Astyanax_pachon,KAG9273009.1,ODF3,Homo_sapiens,NP_444510.2,CIMAP1A,2.93e-47,189.0,4.4399999999999995e-48,189.0
16589,Astyanax_pachon,KAG9266844.1,ODF3L2,Homo_sapiens,NP_872383.1,CIMAP1D,1.1900000000000002e-43,177.0,2.07e-44,177.0
27255,Astyanax_pachon,KAG9270984.1,OFD1,Homo_sapiens,XP_054183990.1,OFD1,5.22e-124,446.0,6.25e-125,446.0
36656,Astyanax_pachon,KAG9275160.1,OGA,Homo_sapiens,NP_036347.1,OGA,0.0,1394.0,0.0,1394.0
7667,Astyanax_pachon,KAG9263007.1,OGDH,Homo_sapiens,NP_002532.2,OGDH,0.0,1782.0,0.0,1782.0
37127,Astyanax_pachon,KAG9275373.1,OGDHL,Homo_sapiens,NP_001334748.1,OGDHL,0.0,1622.0,0.0,1622.0
17699,Astyanax_pachon,KAG9267211.1,OGFOD1,Homo_sapiens,NP_060703.3,OGFOD1,1.56e-159,563.0,2.46e-160,563.0
4570,Astyanax_pachon,KAG9261465.1,OGFOD2,Homo_sapiens,NP_001291762.1,OGFOD2,2.0100000000000002e-103,376.0,3.1199999999999995e-104,376.0
19084,Astyanax_pachon,KAG9267830.1,OGFOD3,Homo_sapiens,NP_078924.1,OGFOD3,2.77e-105,382.0,4.439999999999999e-106,382.0
37182,Astyanax_pachon,KAG9275398.1,OGFRL1,Homo_sapiens,NP_078852.3,OGFRL1,6.41e-111,401.0,1.2e-111,401.0
25638,Astyanax_pachon,KAG9270299.1,OGG1,Homo_sapiens,NP_002533.1,OGG1,1.28e-88,327.0,1.7299999999999998e-89,327.0
23650,Astyanax_pachon,KAG9269590.1,OGN,Homo_sapiens,NP_054776.1,OGN,1.53e-59,230.0,2.3699999999999998e-60,230.0
29594,Astyanax_pachon,KAG9271864.1,OGT,Homo_sapiens,NP_858059.1,OGT,0.0,1145.0,0.0,1145.0
35877,Astyanax_pachon,KAG9274855.1,OIT3,Homo_sapiens,NP_689848.1,OIT3,1.08e-182,640.0,1.64e-183,640.0
42530,Astyanax_pachon,KAG9277588.1,OLA1,Homo_sapiens,NP_037473.3,OLA1,4.12e-205,714.0,6.300000000000001e-206,714.0
45897,Astyanax_pachon,KAG9279439.1,OLAH,Homo_sapiens,NP_001034791.1,OLAH,1.72e-57,223.0,2.6900000000000003e-58,223.0
14380,Astyanax_pachon,KAG9266021.1,OLFM1,Homo_sapiens,NP_001269540.1,OLFM1,2.32e-245,848.0,3.54e-246,848.0
45252,Astyanax_pachon,KAG9278987.1,OLFM2,Homo_sapiens,NP_001291276.1,OLFM2,1.36e-224,779.0,2.0599999999999997e-225,779.0
40523,Astyanax_pachon,KAG9276793.1,OLFM3,Homo_sapiens,NP_477518.2,OLFM3,3.2e-225,781.0,4.940000000000001e-226,781.0
21957,Astyanax_pachon,KAG9268802.1,OLFM4,Homo_sapiens,NP_006409.3,OLFM4,1.06e-83,311.0,1.68e-84,311.0
26145,Astyanax_pachon,KAG9270524.1,OLFML2A,Homo_sapiens,NP_872293.2,OLFML2A,9.19e-197,687.0,1.39e-197,687.0
11714,Astyanax_pachon,KAG9264784.1,OLFML2B,Homo_sapiens,NP_001334629.1,OLFML2B,1.89e-174,613.0,3.03e-175,613.0
29843,Astyanax_pachon,KAG9271982.1,OLFML3,Homo_sapiens,NP_001357427.1,OLFML1,1.41e-79,297.0,2.16e-80,297.0
2275,Astyanax_pachon,KAG9260475.1,OLFML3A,Homo_sapiens,NP_064575.1,OLFML3,1.43e-104,380.0,2.2600000000000002e-105,380.0
13820,Astyanax_pachon,KAG9265793.1,OLFR142,Homo_sapiens,NP_001350486.1,OR10J1,2.6899999999999998e-55,216.0,4.0200000000000003e-56,216.0
11433,Astyanax_pachon,KAG9264659.1,OLFR24,Homo_sapiens,NP_001335195.2,OR4K3,2.04e-38,160.0,2.95e-39,160.0
27403,Astyanax_pachon,KAG9271045.1,OLIG1,Homo_sapiens,NP_620450.2,OLIG1,4.0499999999999996e-30,132.0,6.820000000000001e-31,132.0
27401,Astyanax_pachon,KAG9271044.1,OLIG2,Homo_sapiens,NP_005797.1,OLIG2,3.0200000000000002e-59,229.0,5.13e-60,229.0
36412,Astyanax_pachon,KAG9275058.1,OLIG3,Homo_sapiens,NP_786923.1,OLIG3,3.89e-51,202.0,5.7999999999999996e-52,202.0
53519,Astyanax_pachon,KAG9282697.1,OMA1,Homo_sapiens,NP_660286.1,OMA1,8.21e-117,421.0,1.3300000000000001e-117,421.0
1923,Astyanax_pachon,KAG9260344.1,OMD,Homo_sapiens,NP_005005.1,OMD,5.96e-95,348.0,1.01e-95,348.0
